df_hash,22ZHK4.8FYAMK
132.837,330
132.931,20
133.000,15
133.032,25
133.035,15
133.038,10
133.273,255
133.955,695
134.638,10
135.905,700
136.052,1375
136.197,145
136.201,80
136.298,10
136.588,10
136.593,355
137.173,10
137.855,610
138.391,625
139.123,640
139.954,700
139.958,675
140.488,10
141.171,725
141.902,715
142.731,720
142.876,740
142.880,245
143.023,10
144.095,480
144.778,700
145.509,670
145.801,705
145.948,370
145.951,15
146.048,15
146.194,240
147.313,625
148.095,590
148.434,550
149.262,615
149.266,720
149.971,10
150.774,775
151.457,775
152.188,740
153.017,760
153.553,725
153.565,635
153.722,10
153.796,160
153.799,15
153.850,10
153.894,10
153.900,10
153.904,10
153.907,15
153.945,10
153.948,15
153.951,15
153.992,40
154.138,225
155.281,575
155.356,605
155.942,10
156.627,615
156.773,675
157.314,10
158.038,725
158.720,740
159.406,715
159.744,715
160.086,10
160.821,665
160.914,610
160.917,165
160.965,20
161.356,15
161.548,375
161.889,10
161.893,580
162.523,10
163.157,600
163.845,610
164.424,690
165.106,685
165.110,690
165.253,10
165.256,115
165.301,15
165.451,10
165.454,20
165.458,10
165.797,10
165.936,510
166.520,135
166.524,480
167.056,10
167.349,630
167.353,170
167.501,10
167.745,25
167.885,395
168.324,180
169.055,450
169.059,630
169.174,10
169.302,160
169.306,15
169.309,10
169.695,15
169.887,490
170.420,10
171.104,675
171.786,725
172.468,730
172.614,700
172.618,185
172.761,20
173.053,20
173.151,405
173.738,10
174.320,630
174.324,555
174.856,10
175.393,590
175.539,585
176.076,10
176.807,610
176.811,690
177.489,10
178.171,670
178.760,695
179.588,675
179.592,645
179.975,10
180.707,590
181.243,615
181.781,600
182.558,615
183.193,640
183.196,670
183.875,10
183.879,660
184.460,10
184.997,635
185.874,600
185.878,615
185.881,10
186.288,195
186.362,385
186.801,10
187.386,570
187.390,590
187.642,10
187.800,290
187.805,10
187.826,10
187.922,130
188.075,160
188.750,700
188.897,10
188.901,205
189.043,25
189.433,10
189.634,450
190.262,195
190.265,480
190.847,10
190.993,700
191.440,210
191.968,430
192.114,595
192.364,10
192.504,365
192.520,135
192.553,20
193.236,10
193.242,700
193.286,10
193.339,10
193.382,15
193.388,15
193.393,15
193.433,15
193.449,10
193.454,10
193.460,15
193.479,10
193.484,15
193.528,20
193.871,45
193.874,330
194.458,10
194.603,605
195.039,10
195.286,630
195.722,260
195.728,415
196.404,10
196.408,675
197.087,10
197.233,780
197.238,10
197.282,10
197.285,10
197.288,10
197.330,10
197.334,15
197.337,10
197.340,15
197.382,10
197.842,15
198.501,515
199.183,735
199.186,635
199.768,10
199.774,605
200.353,10
200.356,580
200.890,10
201.587,550
202.119,595
202.791,615
203.527,685
204.211,725
204.351,710
204.887,10
204.890,690
205.600,10
205.624,650
205.715,15
206.154,125
206.157,465
206.837,10
206.984,595
207.373,240
207.958,330
207.962,600
207.965,15
208.105,130
209.099,545
209.762,485
209.766,645
210.298,10
210.591,550
210.883,300
210.889,320
211.569,15
212.151,610
212.297,785
214.350,1215
214.393,790
214.398,10
214.404,10
215.465,15
215.759,1115
217.709,320
218.830,1960
219.219,1160
219.223,355
220.048,25
220.490,845
220.731,400
221.609,310
222.291,810
222.541,620
222.973,340
224.241,390
224.779,1345
226.337,500
226.340,1560
226.438,10
226.581,265
226.612,25
226.629,10
226.637,15
226.641,10
226.873,235
226.877,10
227.264,320
227.705,210
228.970,1505
229.265,10
230.481,375
231.164,1200
231.602,625
232.875,490
234.089,1260
234.673,1295
234.689,560
234.871,10
235.892,10
236.331,1155
236.818,470
237.121,440
237.989,255
238.134,1135
238.183,10
238.817,680
238.963,15
239.305,340
240.621,745
240.670,680
240.767,10
240.770,120
240.865,10
240.868,25
241.596,40
242.279,855
243.302,460
243.546,1245
244.815,165
246.471,1330
246.617,1720
246.621,10
246.668,10
246.672,10
246.909,10
246.918,310
248.036,10
248.567,1125
249.835,490
251.492,1330
252.175,1685
252.858,740
253.458,620
253.590,785
254.417,780
254.421,10
255.106,10
255.636,635
255.640,645
256.371,10
256.513,700
256.517,120
256.568,15
256.579,10
256.614,10
256.760,10
256.763,10
256.766,10
257.050,25
257.488,395
257.733,525
259.146,270
259.390,1330
259.395,245
259.441,15
259.446,15
259.686,20
259.851,275
259.975,335
259.978,10
260.121,155
260.219,10
261.194,695
261.242,305
261.486,275
262.754,695
263.143,645
263.146,385
263.192,10
263.290,190
265.923,1220
266.068,1345
266.072,210
266.215,20
266.218,95
266.361,15
266.537,10
267.220,290
268.165,675
268.169,955
268.458,10
269.286,335
269.580,755
271.095,270
271.383,1385
271.626,420
273.193,325
273.335,1605
274.032,10
274.453,710
275.157,545
275.429,920
276.111,260
276.257,470
276.358,220
276.601,10
278.245,1240
278.256,565
279.600,10
280.401,1385
280.986,845
280.990,560
282.059,10
282.072,1105
282.356,15
283.326,315
283.774,955
283.777,395
283.814,10
284.155,10
284.158,485
284.983,10
284.987,725
285.715,10
286.251,715
286.257,600
286.349,15
286.543,205
286.547,10
286.690,180
286.693,15
286.934,205
287.957,695
288.250,600
288.254,10
288.347,85
288.396,25
288.399,10
288.405,10
288.410,15
288.448,10
289.030,720
289.567,10
290.056,510
290.154,490
290.541,10
291.663,555
291.955,1100
292.102,315
292.394,10
293.225,340
294.344,815
295.572,1185
295.709,1385
296.537,715
296.684,260
297.123,355
297.661,10
297.815,620
297.854,145
297.857,15
298.634,15
298.637,735
298.682,15
298.685,15
298.691,20
298.731,30
298.734,15
298.785,15
298.828,25
298.832,50
298.835,10
298.838,10
298.930,15
299.072,180
299.076,10
299.755,790
300.472,10
301.120,725
301.851,665
301.855,700
303.216,10
303.509,1385
303.513,280
305.167,990
305.752,620
306.287,580
306.970,635
306.973,600
307.021,10
307.024,10
308.091,15
308.095,1135
308.676,10
308.680,555
308.774,15
308.778,15
308.876,15
308.879,25
308.882,30
308.928,10
308.971,10
310.041,10
310.731,1215
311.162,610
311.846,605
312.138,625
312.284,375
312.288,15
312.332,10
312.336,10
312.340,25
312.449,205
313.113,620
314.335,10
314.481,1285
314.526,120
314.529,10
314.532,15
314.535,25
314.624,25
314.627,10
314.917,10
315.599,400
316.281,680
317.012,675
317.722,685
317.744,630
318.235,10
319.528,620
320.035,1310
320.182,550
320.333,165
321.449,10
321.453,1140
321.601,10
321.744,105
321.839,20
321.844,260
321.888,15
321.937,10
321.986,200
323.548,795
324.764,540
325.203,1410
326.032,400
326.714,965
326.717,665
327.299,10
327.995,560
328.713,700
328.716,635
328.810,10
328.814,140
328.957,150
329.103,175
329.395,185
330.093,695
330.614,10
330.617,605
330.760,20
330.764,75
330.809,15
330.813,15
330.816,10
332.031,10
333.005,1020
334.221,1275
334.225,765
334.228,15
334.255,15
334.270,410
335.375,10
335.518,1185
336.659,10
337.195,1200
337.878,595
338.853,600
339.096,960
339.100,285
339.681,10
340.218,580
341.095,630
341.099,755
341.144,30
341.148,25
341.152,20
341.193,15
341.196,15
341.200,10
341.245,10
341.248,10
341.486,20
342.198,265
342.205,680
342.265,15
342.270,15
342.314,15
342.318,10
342.323,10
342.363,10
342.366,15
342.460,315
344.313,585
344.316,1215
344.414,10
344.556,120
344.560,20
344.608,75
344.711,15
344.801,240
346.897,1650
348.310,485
348.993,1385
350.114,685
350.118,1120
350.358,15
350.651,255
350.797,265
350.801,235
351.236,10
351.772,310
352.210,625
352.214,475
352.463,10
352.605,205
352.650,125
352.655,10
352.893,230
354.014,625
354.018,565
354.745,10
355.672,625
356.111,1020
356.452,500
356.455,195
357.037,10
357.333,700
357.627,265
358.841,340
359.133,1170
359.280,535
359.962,655
360.108,10
360.113,115
360.157,10
360.162,15
360.167,10
360.693,15
360.840,470
361.229,220
361.916,430
362.204,605
362.208,295
362.644,10
363.179,420
363.325,585
363.618,195
364.690,260
364.693,1110
364.741,10
364.985,235
365.000,10
365.004,15
365.007,15
365.275,195
365.279,10
365.325,95
365.328,10
365.422,25
365.429,10
366.497,640
367.080,505
367.664,525
368.351,645
368.397,710
369.030,10
369.469,640
369.565,495
370.005,10
371.125,495
371.131,1080
371.274,10
371.418,255
371.423,10
371.428,10
371.516,25
371.522,60
371.527,15
371.662,210
373.124,605
373.128,745
373.612,10
374.294,615
374.297,670
374.449,10
374.880,150
375.123,480
375.277,300
376.147,330
376.150,610
377.099,10
378.052,895
378.145,950
378.148,15
378.151,15
378.155,10
378.194,10
378.202,115
378.243,10
379.462,690
380.144,590
381.413,665
381.948,1270
382.533,550
383.216,635
384.045,695
385.559,775
386.826,1515
387.554,1295
387.652,755
387.798,170
387.801,10
387.847,10
387.850,10
387.853,15
387.899,80
387.944,15
387.948,55
388.091,10
388.383,15
388.919,370
388.922,620
389.066,10
389.069,75
389.114,10
389.117,10
389.120,15
389.212,10
389.222,10
389.229,10
389.232,15
389.260,55
389.264,15
389.505,10
389.602,365
390.044,10
390.723,535
390.727,625
391.308,10
391.844,530
391.991,800
391.995,15
392.137,10
392.142,10
392.185,10
392.191,10
392.196,10
392.235,10
392.240,15
392.245,15
392.250,20
393.112,280
393.798,705
394.087,710
394.145,295
394.255,10
394.477,365
395.210,10
395.217,670
395.222,15
395.598,30
395.607,340
395.647,15
395.653,10
395.658,10
395.782,155
396.866,640
398.012,505
398.133,1120
398.283,270
398.286,10
399.937,295
400.330,1335
400.333,475
400.473,15
400.477,10
400.524,10
400.532,10
400.537,15
400.768,20
401.644,15
401.887,1075
403.008,380
403.574,1115
403.985,560
404.384,410
404.699,315
406.035,380
406.480,1390
406.762,330
407.457,345
407.836,705
408.419,390
409.395,570
411.199,1025
412.173,1830
412.319,995
412.466,215
412.563,125
412.567,25
412.810,15
413.441,555
413.977,330
414.671,525
415.247,605
415.342,575
416.463,10
416.466,1275
416.512,10
417.049,15
417.585,520
417.588,610
417.731,10
417.744,160
417.880,15
418.170,20
418.711,350
418.852,540
418.855,195
419.535,645
419.540,10
419.684,15
419.827,275
421.232,680
421.350,740
421.636,125
421.826,55
422.021,295
422.754,345
422.761,700
422.850,10
422.996,205
423.879,445
424.712,440
425.239,815
425.385,670
425.531,10
425.534,195
425.632,15
426.068,15
426.750,480
426.753,715
427.188,10
427.192,435
427.240,15
427.243,15
427.481,200
428.723,665
428.727,600
429.285,10
429.333,625
429.875,10
430.650,550
430.653,765
430.701,10
430.705,110
430.796,105
430.800,20
430.945,10
430.948,15
430.994,135
431.094,80
431.283,165
432.600,730
433.185,640
434.068,620
434.160,735
434.163,165
434.208,15
434.235,25
434.269,10
434.793,10
434.842,545
435.525,10
435.528,740
436.256,10
436.260,765
436.987,10
437.621,680
437.767,655
437.771,130
437.816,15
437.820,10
437.823,10
437.865,15
437.868,10
437.873,10
437.876,10
437.915,15
438.212,20
438.897,310
439.038,735
439.135,10
439.572,325
439.864,400
439.869,240
440.400,15
440.404,570
441.278,10
441.965,770
442.009,755
442.060,15
442.496,20
442.499,485
443.033,10
443.523,650
443.763,200
443.767,425
444.593,10
444.738,805
445.275,150
446.104,610
446.109,855
446.932,10
446.937,745
447.079,10
447.518,180
448.200,485
448.203,685
448.496,10
448.500,285
448.614,15
448.617,10
448.737,130
450.151,1045
450.296,625
451.293,705
451.661,180
451.667,445
452.254,10
452.929,590
452.977,615
453.612,10
453.622,770
453.663,10
453.766,10
453.904,25
453.907,155
454.444,580
454.586,185
454.589,10
455.171,510
456.000,15
456.003,895
456.099,15
456.244,10
456.536,475
456.829,225
456.834,10
457.804,405
458.490,660
459.169,695
459.319,705
459.607,375
459.612,30
459.656,15
459.660,20
459.771,25
460.729,270
460.733,790
460.827,10
460.880,15
460.884,60
460.924,20
460.927,10
460.930,15
460.933,20
460.972,20
460.984,20
461.314,20
461.411,35
461.415,405
462.094,10
462.240,670
462.776,215
462.779,520
463.507,10
464.190,715
464.873,725
465.701,680
465.994,875
466.140,305
466.823,10
467.509,785
468.397,645
468.508,880
468.530,115
468.533,15
468.539,10
468.543,15
468.675,125
468.679,10
470.041,920
470.048,395
470.723,10
471.016,760
472.234,255
472.527,1230
472.824,320
473.355,345
473.794,555
473.799,295
473.940,10
473.946,15
473.993,210
475.989,1000
477.549,1120
477.552,1475
477.555,10
477.945,25
478.087,345
478.123,10
478.230,155
478.331,195
480.571,1645
481.546,740
481.838,980
482.130,475
482.278,165
483.105,535
484.226,385
486.274,1090
488.232,2045
488.845,1940
489.788,625
