df_hash,22ZHK4.UNGTKH
186.983,65
186.986,10
187.230,25
187.471,415
187.474,265
187.959,10
188.739,440
189.766,805
190.104,1020
190.396,295
190.591,315
190.688,240
191.371,10
192.102,820
192.105,625
192.109,10
192.199,65
192.203,135
193.321,370
194.308,665
194.487,1075
194.686,20
195.417,280
196.279,750
196.392,785
196.396,170
196.441,10
196.446,10
196.450,15
196.490,15
196.493,10
196.496,10
196.928,10
197.616,510
197.775,755
197.903,255
197.907,10
198.001,10
198.056,75
199.025,325
199.561,665
199.708,630
200.244,10
200.976,635
201.667,670
201.837,680
201.907,190
202.050,65
202.053,10
202.340,15
203.023,430
203.217,740
203.315,195
203.318,20
203.364,15
203.369,20
203.769,30
204.587,480
204.831,780
204.918,10
204.975,250
204.980,10
205.266,10
206.095,470
206.242,730
206.484,180
206.487,60
206.825,20
207.507,425
207.511,760
208.044,10
208.751,575
209.311,705
210.145,530
210.189,815
210.192,10
210.419,265
210.432,10
210.436,20
210.439,20
210.533,20
210.830,320
210.832,15
211.526,15
212.236,690
212.334,680
212.382,180
212.386,10
212.438,10
212.441,10
212.445,10
212.927,10
213.798,485
214.430,775
214.875,765
214.905,385
214.934,15
215.017,15
215.020,15
215.023,10
215.135,10
215.844,290
216.090,730
216.137,300
216.528,20
216.675,345
217.213,215
217.799,435
218.672,685
219.842,720
220.572,1305
220.719,680
220.722,165
220.816,130
220.820,10
220.868,15
220.871,25
221.943,290
222.136,785
222.620,10
223.547,710
224.180,795
224.873,785
225.156,725
225.163,190
225.204,10
225.207,15
225.211,20
225.302,10
225.327,15
225.399,150
225.402,15
225.448,15
225.457,10
225.460,15
225.545,10
225.549,200
226.959,700
227.790,675
228.325,660
228.914,665
229.743,680
230.277,670
231.006,700
231.249,730
231.834,205
232.517,560
233.345,760
233.491,745
233.497,180
233.589,20
233.594,25
233.637,15
234.027,20
234.711,450
235.003,750
235.441,245
236.124,415
236.813,710
236.953,875
237.391,310
237.491,155
238.373,10
238.616,920
239.195,320
239.588,525
240.024,395
241.536,450
242.120,1525
242.123,555
242.169,10
242.218,185
243.827,795
244.173,720
244.460,400
244.908,290
245.300,375
245.874,380
246.605,665
247.093,635
247.824,640
248.362,615
249.336,585
249.726,950
250.608,385
251.285,815
251.980,785
252.796,740
253.490,770
253.921,770
254.213,330
254.893,370
255.136,680
255.140,250
255.580,10
256.261,420
256.941,715
257.690,670
257.915,655
257.973,285
258.407,10
259.045,420
259.771,775
260.596,740
261.301,785
262.108,725
263.376,760
263.622,1305
263.865,250
264.123,15
264.741,405
265.446,700
266.690,715
266.694,1295
267.717,15
267.958,930
269.326,320
269.470,1280
269.957,270
270.738,430
270.883,730
271.860,190
272.102,975
272.762,350
273.044,525
273.688,315
274.247,605
274.545,585
274.788,235
275.440,340
276.002,625
276.597,655
277.269,545
277.273,670
277.420,10
277.567,30
277.670,470
278.390,290
279.073,385
279.905,605
280.194,610
280.592,595
281.566,345
281.903,870
282.147,375
282.388,10
282.681,665
283.364,270
283.948,605
284.192,635
284.687,275
285.167,370
285.756,625
286.362,600
286.731,560
287.560,320
288.092,890
289.506,585
289.749,1400
289.896,415
289.899,15
290.044,15
290.188,40
290.192,190
291.557,715
292.285,685
292.972,695
293.650,705
294.381,700
295.065,715
295.892,715
296.038,740
296.041,250
296.428,10
296.721,420
296.724,215
297.159,40
297.988,445
299.087,725
299.207,1220
299.217,10
299.256,10
299.259,120
302.132,1505
302.278,1320
302.669,195
303.399,360
303.936,715
304.619,545
305.357,700
305.496,780
305.598,175
306.052,45
306.869,515
307.690,840
307.893,800
307.982,190
307.985,25
308.378,10
308.811,520
308.814,310
309.207,10
309.496,465
309.591,255
309.933,10
310.765,485
310.907,740
311.011,255
311.492,15
312.034,445
312.715,655
313.299,635
313.930,635
314.661,645
315.541,700
316.026,715
316.715,670
317.487,670
318.122,685
318.809,720
319.536,730
320.267,685
320.755,675
321.486,665
322.168,685
322.997,715
323.729,735
324.362,735
325.489,690
326.313,1110
326.751,845
326.754,425
326.757,65
327.288,15
327.441,520
327.581,145
327.592,25
328.263,10
328.994,725
329.531,740
330.662,605
330.703,1025
330.798,10
331.042,440
332.455,740
333.292,635
334.405,880
335.234,1195
335.673,805
336.453,410
336.891,575
336.894,655
337.477,10
337.759,570
338.168,215
338.844,415
338.995,760
339.179,170
339.188,90
339.194,10
339.670,10
340.499,535
340.645,825
341.237,200
342.064,590
343.308,775
344.545,1230
345.227,1370
345.959,610
346.693,690
347.470,785
347.617,795
347.762,200
347.766,10
347.860,10
348.152,10
348.981,525
349.712,730
350.395,730
350.687,740
351.156,280
351.760,415
352.491,680
353.179,675
353.710,675
354.396,675
355.130,660
355.810,695
356.518,680
357.220,710
358.049,750
358.293,750
358.737,305
359.026,430
359.171,325
359.414,130
359.858,255
359.950,410
359.954,10
359.999,190
361.370,705
361.944,585
362.632,635
363.318,625
363.996,700
364.143,820
364.176,15
364.189,10
364.289,10
364.292,150
364.435,10
364.439,115
365.558,395
367.219,790
367.507,1690
368.189,300
368.774,650
369.639,600
369.655,810
370.149,10
370.306,510
370.870,200
370.874,530
371.121,10
371.358,260
371.659,320
372.674,250
372.771,1035
372.919,130
372.940,50
374.006,10
374.581,1090
375.258,675
375.940,710
376.673,660
377.208,650
378.036,645
378.621,650
379.304,670
379.645,685
379.694,255
380.136,15
380.571,430
381.254,660
381.944,645
382.473,615
383.353,655
384.033,700
384.179,785
384.718,225
385.544,550
386.230,760
387.055,765
387.840,775
388.469,745
388.762,690
389.737,290
390.176,1035
391.104,295
392.370,1040
392.613,1335
392.616,190
392.662,10
392.665,35
393.052,10
394.030,400
394.514,665
395.148,725
395.980,725
396.952,750
396.955,735
397.342,300
398.171,425
399.438,875
400.295,1190
400.559,815
401.096,360
402.364,545
402.713,1245
403.046,275
403.881,410
404.899,830
404.939,845
405.000,220
405.532,20
406.264,580
406.512,810
407.115,205
407.628,510
408.358,680
409.042,665
409.724,675
410.407,745
411.139,680
411.821,720
412.655,725
413.482,750
414.015,700
415.575,730
415.965,1335
416.653,590
417.379,670
418.061,720
418.745,705
419.432,715
420.157,695
421.137,720
421.522,1055
422.205,290
422.938,770
423.377,690
423.380,255
423.622,10
424.301,425
424.989,725
425.715,695
426.397,690
426.554,710
426.692,165
427.232,25
427.908,650
428.503,655
429.323,665
430.153,765
430.348,705
430.687,220
431.376,455
432.248,660
432.641,925
433.688,435
434.441,965
435.715,785
436.004,1325
436.098,310
436.101,15
436.391,25
436.537,260
436.540,245
436.979,10
437.658,380
438.447,670
439.026,695
439.771,705
440.535,700
441.121,720
441.803,760
442.604,675
443.411,700
444.118,745
444.873,750
445.559,800
446.433,765
447.116,780
447.945,780
448.627,750
449.310,700
449.993,695
450.288,720
450.968,360
451.260,595
451.946,340
452.241,690
452.772,290
453.064,505
453.210,325
453.361,330
453.950,450
454.039,210
455.069,670
455.074,325
455.081,10
455.160,15
455.306,250
456.576,625
457.257,695
457.939,615
458.622,665
459.358,740
459.596,755
460.089,285
460.864,425
461.161,730
461.696,355
461.839,580
462.229,85
463.019,375
463.838,740
463.867,655
463.935,215
464.194,15
465.447,455
466.178,1215
466.714,650
467.542,645
467.787,730
468.083,285
468.908,380
469.370,820
469.374,345
469.395,10
469.401,10
469.542,15
469.596,15
470.331,285
470.613,710
470.663,285
471.003,10
471.836,425
472.519,730
473.248,730
473.928,755
474.318,725
474.320,350
474.611,10
475.297,370
476.045,705
476.706,675
477.388,675
478.119,685
478.656,665
479.338,660
480.174,680
480.654,680
480.849,470
481.580,315
482.167,770
482.450,280
483.090,480
483.773,755
484.455,730
484.481,360
484.894,325
485.871,410
486.063,910
486.067,130
486.077,20
486.114,20
486.117,10
486.405,15
487.100,345
487.677,675
488.501,700
489.338,775
490.011,795
490.847,760
491.429,780
492.156,665
492.790,660
493.374,675
494.203,645
494.885,725
495.470,710
495.736,660
495.814,255
496.159,10
496.903,400
497.615,665
498.248,675
499.140,745
499.759,790
500.443,780
501.129,730
501.861,675
502.537,660
503.805,650
504.048,1260
504.340,260
505.173,360
505.710,675
506.680,735
507.655,895
509.070,1060
509.089,1450
509.896,455
510.287,320
511.628,355
512.288,1320
513.114,660
513.504,910
514.208,405
515.017,695
515.545,645
516.847,630
516.977,1355
517.259,170
517.262,15
517.265,10
517.403,10
518.085,410
518.426,695
519.206,260
519.747,885
519.750,530
521.309,700
521.548,400
521.838,940
521.841,10
522.813,340
523.349,645
523.793,610
524.101,260
525.065,375
525.252,1030
525.256,10
525.298,10
526.565,300
526.568,1225
526.711,170
528.819,695
529.501,1380
530.179,645
531.147,745
532.268,975
532.425,1210
532.512,10
533.389,495
534.608,560
534.900,1240
535.880,275
537.193,1020
537.386,1215
537.681,235
538.370,325
538.506,640
538.555,200
538.559,30
538.605,10
538.960,10
539.676,370
540.319,700
541.041,670
541.723,730
542.552,705
542.845,485
543.137,570
543.534,390
543.675,395
543.819,15
544.505,255
545.184,700
545.476,650
545.479,260
545.723,10
546.158,335
546.451,445
547.134,255
547.816,695
548.108,685
548.547,260
549.230,405
549.778,680
550.671,610
551.861,790
552.225,1330
552.546,295
553.811,390
554.249,1250
554.493,445
555.077,210
556.304,670
556.832,1145
557.424,585
558.101,635
558.637,595
559.619,660
559.952,920
561.025,265
561.171,1225
561.560,105
561.589,325
561.665,10
562.001,215
562.974,485
563.217,785
563.223,245
563.948,385
564.339,325
564.923,350
565.605,675
566.142,640
566.532,590
566.873,260
567.579,450
567.847,600
567.851,380
568.681,10
569.215,795
569.749,555
570.041,635
570.487,260
571.166,360
571.555,740
571.849,665
573.111,1190
573.114,10
573.209,20
573.360,10
574.086,255
574.772,735
575.063,685
575.305,280
576.279,365
576.724,880
577.255,480
577.693,580
579.208,395
579.394,1285
580.325,415
581.690,1015
583.104,1380
583.249,1340
584.373,225
584.614,960
585.589,430
586.028,980
586.421,360
586.515,380
586.710,270
587.831,605
588.130,595
588.419,280
588.424,10
588.514,25
589.050,265
589.834,610
590.463,815
591.346,690
591.779,735
591.783,430
592.071,10
592.705,280
593.388,770
593.537,705
593.778,345
594.514,270
594.756,410
595.629,325
596.052,885
596.758,330
597.286,745
597.823,585
598.654,610
599.090,595
599.529,640
599.773,425
600.609,270
601.142,740
601.439,570
601.868,265
602.260,460
602.699,435
603.964,425
603.967,1310
604.013,10
604.061,10
604.403,10
605.479,300
605.719,830
606.162,585
606.757,385
607.425,680
607.428,615
607.961,10
608.107,620
608.255,260
608.259,10
608.265,10
608.400,120
608.654,225
610.454,1210
610.885,665
610.888,450
612.152,10
612.157,1260
612.836,280
614.004,350
614.359,1090
614.638,520
615.033,220
616.029,380
616.593,960
617.130,660
617.757,460
618.099,665
618.392,400
619.033,315
619.759,310
619.903,905
620.048,365
620.877,280
621.023,670
621.072,10
621.318,295
621.470,220
621.514,15
622.588,355
623.128,660
623.805,685
624.654,410
624.679,1045
624.853,10
624.925,175
624.928,10
625.632,10
625.636,845
626.597,10
628.383,895
630.338,1910
631.853,1935
631.990,1515
632.185,245
632.196,15
633.257,385
633.796,680
634.086,680
634.089,265
635.600,20
635.889,1445
636.182,340
637.169,305
637.744,990
638.229,315
638.525,805
639.058,200
640.179,580
640.861,1180
641.161,585
641.740,330
641.982,515
642.128,480
643.639,975
644.224,570
644.767,595
645.735,435
646.037,1050
646.320,265
646.856,275
647.008,700
648.367,810
648.664,590
648.831,235
649.786,250
651.291,920
651.655,1490
651.730,510
652.757,520
652.970,495
653.788,185
654.223,810
654.950,415
654.954,640
655.191,10
655.196,330
656.312,10
656.458,1120
656.713,170
657.677,255
657.969,1060
657.972,290
658.261,215
659.139,580
659.163,305
659.334,210
660.309,635
660.650,355
661.075,340
661.722,350
662.015,720
662.716,250
663.672,650
664.649,1035
665.036,990
665.040,475
665.622,10
666.159,575
666.743,570
667.425,570
667.699,645
667.827,225
667.967,385
669.391,820
670.057,560
670.060,680
670.106,15
670.125,10
670.131,10
670.203,15
670.207,15
670.740,20
671.325,555
672.027,625
672.543,645
673.282,645
673.813,620
674.690,630
675.175,665
675.472,720
675.564,280
675.906,10
676.592,365
677.563,675
677.567,1055
679.220,10
680.732,1665
681.024,1495
681.855,255
682.193,590
682.827,650
683.412,635
683.662,620
684.533,285
684.630,710
685.606,270
685.903,865
687.263,355
688.923,1320
689.071,1695
689.363,125
689.381,15
689.510,15
690.779,385
691.455,1330
691.706,630
692.722,290
692.820,1080
692.853,110
692.880,10
693.173,20
694.086,10
694.092,1170
694.235,10
694.238,20
694.379,10
695.354,265
696.572,1000
697.012,1210
697.839,440
697.843,785
697.986,15
697.989,150
698.040,75
698.070,15
698.100,10
698.134,10
698.155,15
698.163,10
698.170,10
698.181,10
698.186,15
698.278,15
698.284,10
698.414,260
698.597,150
698.602,65
698.670,10
699.649,1030
699.838,10
699.896,60
700.180,20
700.769,420
701.596,680
702.131,725
703.103,680
703.107,925
703.250,30
703.253,15
703.256,10
703.396,15
703.399,20
703.402,220
704.907,315
705.199,1175
705.251,270
705.297,15
705.302,25
705.638,220
707.003,1225
707.150,525
708.273,595
708.816,555
709.343,480
710.172,615
711.146,805
711.780,1025
712.023,465
712.469,385
712.624,335
713.415,235
713.682,1050
714.807,420
715.340,645
715.874,625
716.313,550
716.901,485
717.434,530
718.655,595
719.091,1240
719.632,375
720.456,460
720.895,985
721.432,395
722.405,505
722.454,1050
722.847,170
723.895,470
724.258,765
724.261,380
724.648,65
724.651,290
725.045,10
726.164,170
726.452,1360
726.841,335
728.109,440
728.747,1320
729.107,495
729.522,365
730.205,525
731.038,615
732.690,920
733.134,1650
733.674,335
734.250,605
735.323,585
735.615,1120
736.590,325
737.418,915
737.421,820
737.570,215
738.545,455
739.076,505
739.368,525
739.807,320
740.343,400
741.464,580
742.000,1075
742.975,550
744.169,1040
744.174,1145
744.489,10
744.778,300
745.464,320
746.290,720
747.032,785
747.316,735
747.751,10
748.385,700
748.970,640
749.360,650
749.364,325
749.653,10
749.799,295
749.803,210
749.945,10
749.948,30
750.194,10
750.920,395
751.603,690
752.290,635
752.870,675
753.113,635
753.117,195
753.162,15
753.165,15
753.169,10
753.214,10
753.554,15
754.137,360
755.070,630
755.502,650
756.184,710
757.018,750
757.701,760
757.866,745
758.427,210
759.108,525
759.791,655
760.084,710
760.087,310
760.525,15
761.207,330
761.451,700
761.597,370
761.750,15
762.575,260
763.154,745
763.836,675
764.697,705
765.371,775
766.177,775
766.915,810
767.741,725
768.021,770
768.128,315
768.955,185
770.076,800
772.025,1055
772.171,2105
773.975,545
774.371,1305
775.639,385
775.796,1240
776.071,260
776.075,210
778.264,10
778.459,2170
778.463,160
778.509,10
778.513,95
778.557,40
778.561,10
778.606,10
778.609,30
778.611,20
778.704,75
778.849,210
780.214,1365
780.220,15
780.263,10
780.268,15
780.274,15
780.361,15
780.368,10
780.373,15
780.898,85
780.920,560
782.018,10
783.139,1045
785.089,1135
787.190,1905
788.549,2185
788.554,1370
789.817,10
790.365,1200
791.186,680
791.767,765
