df_hash,22ZHK4.UNGTKH
439.224,24
440.193,27
441.320,55
442.198,61
443.123,69
444.341,71
445.169,67
446.144,60
447.560,64
448.191,73
449.094,71
450.239,62
451.165,51
452.235,25
453.356,24
454.139,21
455.063,34
456.187,25
457.114,25
457.990,49
459.352,55
460.156,40
461.156,47
462.183,26
463.353,28
464.137,0
465.157,30
466.083,0
466.934,0
468.666,29
469.251,30
470.280,27
471.104,53
471.982,61
472.908,61
474.081,56
474.955,50
475.882,54
477.052,54
478.024,48
479.050,55
480.023,58
480.997,47
481.878,26
483.042,15
483.925,14
484.846,16
486.018,27
487.091,0
487.774,0
489.333,20
489.917,21
490.840,32
491.916,29
492.939,60
493.719,55
494.959,68
496.009,68
496.693,72
498.108,69
498.788,71
499.725,58
501.124,49
501.855,58
502.930,58
503.951,37
504.734,39
505.705,52
506.829,43
507.707,27
508.584,36
509.820,8
510.972,7
511.659,10
512.775,1
513.945,0
514.595,0
516.141,32
516.818,0
517.552,0
518.722,0
519.742,29
520.528,33
521.694,0
522.672,0
523.690,0
524.717,30
525.593,0
526.522,0
527.641,25
528.814,27
529.493,0
530.614,29
531.637,32
532.518,0
533.589,31
534.542,0
535.390,26
536.609,0
537.585,0
538.364,0
539.631,12
540.554,11
541.433,0
542.564,0
543.432,20
544.355,29
545.528,34
546.413,19
547.335,24
548.501,17
549.380,25
550.304,24
551.474,29
552.351,0
553.526,0
554.449,27
555.355,0
556.300,0
557.520,32
558.539,29
559.226,26
560.488,33
561.512,0
562.294,25
563.368,0
564.245,0
565.265,0
566.434,0
567.266,28
568.240,0
569.315,0
570.479,0
571.162,21
572.391,0
573.355,32
574.135,29
575.259,48
576.185,43
577.156,30
578.281,0
579.356,0
580.084,0
581.257,0
582.135,0
583.010,0
584.228,0
585.107,2
585.982,7
587.203,3
588.123,10
588.955,0
590.174,0
591.051,34
591.928,26
593.147,32
594.025,39
594.953,32
596.410,29
596.997,28
598.311,0
599.385,0
599.970,0
601.137,0
602.066,35
602.944,23
603.870,19
605.040,21
606.158,23
606.843,17
608.012,0
608.940,25
609.816,30
611.032,43
611.914,34
612.789,0
614.351,0
615.028,0
616.006,6
616.932,22
617.858,15
619.028,10
619.954,30
620.831,35
621.709,28
622.927,28
624.145,19
624.791,4
626.046,0
626.824,9
627.657,21
628.894,1
629.752,47
630.777,33
631.848,29
632.732,0
633.602,0
634.820,0
635.743,0
636.597,22
637.794,0
638.671,0
639.599,20
640.767,31
641.667,28
642.626,31
643.788,35
644.760,27
645.545,0
646.713,0
647.604,0
648.660,0
649.781,0
650.564,0
651.642,0
652.659,0
653.781,0
654.463,0
656.071,20
656.708,20
657.436,19
658.608,20
659.533,0
660.409,3
661.579,0
662.653,0
663.382,12
664.552,21
665.528,16
666.499,21
667.694,27
668.451,0
669.380,0
670.548,0
671.478,30
672.302,31
673.520,37
674.492,49
675.467,45
676.494,38
677.372,15
678.246,18
679.482,20
680.493,20
681.219,17
753.993,52
755.066,57
755.797,59
756.918,52
757.747,38
758.626,46
759.892,67
760.917,63
761.744,50
762.817,41
763.697,45
764.672,43
766.082,35
766.667,54
767.736,59
768.765,0
769.642,13
770.568,0
771.736,12
772.615,23
773.563,21
774.712,22
775.632,14
776.513,14
777.684,0
778.678,0
779.488,0
780.659,14
781.777,0
782.611,100
783.824,17
784.807,0
785.435,13
786.897,0
787.531,0
788.407,4
789.588,17
790.504,12
791.474,93
792.612,41
