df_hash,22ZHK4.UNGTKH
723.648,41
725.668,53
726.678,51
728.698,66
730.718,52
732.738,34
733.748,32
734.758,24
735.768,12
736.778,10
737.788,13
738.798,20
739.808,41
740.818,53
743.848,68
745.868,74
747.888,69
749.908,61
750.918,59
751.928,44
753.948,39
754.958,42
756.978,38
758.998,32
761.018,25
763.038,45
765.058,52
766.068,54
768.088,62
769.098,59
772.128,51
774.148,40
776.168,21
778.188,34
779.198,51
780.208,62
781.218,42
782.228,56
783.238,53
785.258,57
787.278,17
789.298,2
791.318,20
796.368,32
