df_hash,22ZHK4.BZ66S1
317.777,36.875
318.993,36.906
319.770,36.906
320.766,36.875
321.769,36.906
322.744,36.906
323.877,36.906
324.743,36.938
325.767,36.969
326.785,37.000
327.914,36.969
328.746,36.969
329.769,36.938
330.739,36.938
331.814,36.875
332.744,36.906
333.765,36.875
334.982,36.844
335.761,36.812
336.740,36.812
337.793,36.781
339.124,36.781
339.757,36.781
340.782,36.812
341.757,36.844
342.758,36.844
343.755,36.844
344.779,36.844
345.754,36.844
346.778,36.844
347.756,36.875
348.832,36.844
349.752,36.812
350.775,36.844
351.751,36.844
352.774,36.812
353.749,36.812
354.773,36.812
355.748,36.781
357.018,36.781
357.798,36.750
358.771,36.844
359.825,36.844
360.918,36.844
361.744,36.875
362.768,36.875
363.743,36.906
364.767,36.906
365.742,36.969
366.766,37.000
367.786,37.000
368.834,36.969
369.937,36.969
370.863,37.000
371.738,37.000
372.785,37.000
373.737,37.000
374.811,36.969
375.736,36.969
376.763,36.906
377.880,36.938
378.811,36.938
379.734,36.938
380.757,36.906
381.928,36.906
382.804,36.875
383.731,36.875
384.755,36.906
385.827,36.875
386.754,36.938
388.024,36.906
388.752,36.938
389.727,36.906
390.756,36.906
391.775,36.875
393.042,36.875
393.773,36.844
394.748,36.844
395.772,36.719
396.782,36.719
397.774,36.750
398.746,36.719
399.770,36.750
400.745,36.750
401.818,36.781
402.743,36.812
403.767,36.844
404.742,36.875
405.766,36.969
406.777,36.969
407.765,36.938
408.788,36.969
409.763,36.906
410.738,36.938
411.762,36.938
412.886,36.906
413.761,36.875
414.736,36.875
415.759,36.875
416.735,36.906
417.795,36.938
418.735,36.938
419.757,36.969
420.927,36.938
421.902,36.969
422.734,36.969
423.755,36.969
424.731,36.969
425.755,36.969
426.777,36.906
427.756,36.875
428.776,36.875
429.765,36.875
430.726,36.875
431.756,36.844
432.923,36.875
433.749,36.875
434.728,36.906
435.747,36.875
436.771,36.875
437.746,36.875
438.721,36.875
439.744,36.875
440.768,36.844
441.801,36.844
442.967,36.781
443.743,36.781
444.771,36.719
445.741,36.750
446.765,36.844
447.740,36.812
448.768,36.812
449.743,36.844
450.764,36.875
452.030,36.906
452.761,36.906
453.761,36.875
454.760,36.906
455.735,36.875
456.763,36.844
457.735,36.875
458.765,36.875
