df_hash,22ZHK4.BZ66S1
263.853,1365
265.270,700
265.365,1455
267.071,845
267.762,955
268.290,600
268.585,610
268.598,115
268.606,15
268.875,10
269.411,375
270.386,540
271.556,1020
272.115,1175
272.629,460
272.873,560
273.019,500
273.998,505
274.578,500
275.115,510
275.554,500
276.090,510
276.626,515
277.065,510
277.601,525
278.186,575
278.723,500
279.308,595
279.648,535
279.654,230
279.852,10
280.380,300
280.819,540
281.355,515
281.940,535
282.476,515
282.924,520
283.451,525
284.115,555
284.304,570
284.622,255
285.255,305
285.791,600
286.382,570
286.924,560
287.529,555
288.082,560
288.716,600
289.460,660
290.130,760
290.958,700
291.668,745
292.324,730
293.155,805
293.937,735
294.420,720
295.110,640
295.736,625
296.448,605
296.906,620
297.639,675
298.320,670
299.002,650
299.343,650
299.539,280
300.270,355
300.806,645
301.635,630
301.929,770
302.220,280
303.439,380
303.731,1260
303.738,190
303.780,30
304.121,10
304.858,390
304.999,680
305.389,245
306.072,385
306.364,710
306.947,300
307.339,305
307.875,600
308.461,610
309.153,590
309.683,590
310.362,630
310.946,655
311.657,635
312.311,640
313.043,685
313.732,705
314.408,755
314.749,685
315.093,230
315.821,435
315.919,675
316.360,195
317.040,445
317.772,640
318.309,655
319.136,660
319.819,810
320.940,650
323.329,1155
323.573,2435
324.011,285
325.230,350
325.573,1285
325.864,225
326.498,355
327.180,675
327.814,660
329.130,640
329.813,1345
331.226,660
331.519,1400
331.817,380
332.445,295
333.079,635
333.713,630
334.249,625
334.990,625
335.127,620
335.525,190
335.809,430
336.199,230
336.784,410
337.174,605
338.051,390
338.441,845
338.587,375
339.127,245
339.806,530
339.955,640
340.248,170
340.257,20
340.391,10
341.123,385
341.611,645
342.342,680
343.206,710
343.419,740
343.612,300
343.853,70
344.535,330
345.072,700
345.803,590
346.542,730
347.168,680
347.753,655
348.436,645
349.119,665
349.801,685
349.946,750
350.239,335
350.242,10
351.360,350
351.463,765
351.606,215
351.609,10
352.189,445
352.193,250
353.262,425
353.408,650
353.466,205
354.529,430
355.211,620
355.945,645
356.771,770
357.488,835
357.700,735
357.746,170
357.795,10
358.136,15
358.283,510
358.429,230
359.111,475
359.881,255
360.087,620
360.379,380
360.921,200
361.062,455
361.354,240
362.573,300
364.815,1330
365.498,2200
366.278,645
366.912,595
367.594,795
368.277,730
368.579,935
369.544,415
370.081,625
371.009,630
371.348,635
372.031,620
372.641,640
372.859,625
372.863,210
373.304,10
373.497,430
373.508,165
373.518,10
373.542,20
373.545,15
373.980,15
374.126,450
374.132,175
374.273,30
374.663,15
375.507,430
375.931,605
376.467,675
376.613,600
376.759,240
377.734,360
377.886,605
378.271,265
378.904,320
379.392,580
380.074,590
380.659,615
381.342,655
382.024,680
382.610,640
383.297,645
383.854,615
384.133,660
384.511,200
385.243,440
385.830,650
386.070,655
386.074,215
386.462,10
387.046,425
387.737,630
388.264,630
388.849,605
389.581,595
389.678,615
389.802,255
389.922,145
390.076,190
390.360,230
391.336,375
392.025,630
392.603,620
393.146,615
393.676,595
393.822,580
393.968,170
393.971,40
394.260,15
394.557,350
394.797,315
395.000,265
395.045,145
396.073,10
396.650,1085
397.725,595
397.771,1005
398.259,110
398.550,565
398.697,210
399.087,200
399.819,310
400.354,690
400.647,670
400.650,235
401.037,15
401.627,395
402.357,640
403.035,625
403.133,645
403.136,220
403.572,10
404.159,360
404.730,590
404.937,595
405.244,190
405.912,390
406.594,665
407.442,715
408.154,765
408.476,770
408.531,255
408.740,40
409.520,375
410.104,660
410.787,630
411.518,655
411.571,710
411.640,210
412.742,430
413.420,665
413.566,655
413.712,250
414.687,400
414.936,655
415.084,270
415.412,10
415.954,320
416.491,630
417.027,560
417.710,595
418.297,615
418.538,630
418.638,230
418.978,15
419.562,395
420.196,645
420.930,640
421.074,645
421.464,245
422.062,375
422.326,620
422.731,240
423.267,360
423.561,645
423.566,260
423.857,10
424.535,310
425.071,620
425.412,615
425.658,220
426.404,365
426.874,605
427.167,615
427.173,215
427.487,10
428.142,375
428.404,615
428.532,490
429.361,445
429.946,320
430.662,655
430.921,640
431.067,245
431.166,355
432.140,905
433.114,365
433.407,670
433.700,260
434.967,290
435.136,1250
435.214,125
435.217,10
435.513,10
437.318,455
437.846,1705
439.111,635
439.657,1240
440.232,545
440.773,585
441.451,620
442.134,615
442.280,660
442.718,190
442.970,490
443.014,175
443.017,25
443.401,10
444.088,470
444.400,690
444.817,260
445.497,395
446.033,660
446.716,600
446.862,680
447.304,235
447.984,395
448.528,625
449.251,640
449.933,650
450.079,675
450.083,225
450.326,10
450.782,450
450.790,190
451.299,20
452.047,495
452.422,710
452.713,400
453.395,305
454.078,710
454.662,690
455.345,665
455.642,695
456.027,205
456.321,475
456.329,170
456.332,10
456.759,10
457.447,515
458.124,695
