df_hash,22ZHK4.JN5XDQ
429.765,83
430.966,82
432.056,78
432.836,76
434.006,76
434.935,78
435.761,77
436.882,74
437.954,80
438.687,76
440.217,70
440.831,64
441.901,65
442.925,68
443.802,69
444.634,72
445.804,77
447.022,83
447.610,78
448.827,76
449.806,66
450.582,61
451.846,63
452.680,67
453.605,64
454.775,50
455.652,52
456.582,67
457.750,81
458.628,80
459.549,70
460.724,44
461.697,48
462.523,48
463.888,46
464.622,46
465.614,47
466.672,52
467.549,71
468.475,85
469.643,86
470.521,86
471.447,85
472.665,78
473.544,77
474.712,79
475.590,84
476.665,84
477.394,85
478.564,80
479.491,79
480.467,77
481.537,76
482.655,77
483.389,79
484.547,83
485.646,71
486.510,72
487.533,78
488.410,64
489.390,51
490.653,35
491.384,38
492.261,43
493.484,51
494.406,44
495.532,46
496.455,53
497.425,76
498.210,72
499.486,67
500.352,70
501.233,80
502.446,80
503.575,82
504.206,82
505.374,83
506.643,80
507.177,78
508.349,76
509.275,74
510.201,67
511.420,63
512.249,58
513.170,66
514.344,57
515.517,24
516.098,12
517.462,2
518.197,1
519.118,0
520.293,0
521.220,0
522.044,0
523.263,38
524.141,34
525.067,47
526.634,33
527.116,35
527.994,7
529.212,0
530.251,0
530.965,0
532.206,0
533.061,0
533.938,21
535.208,29
536.035,24
537.000,0
538.278,0
539.027,0
539.983,0
541.348,40
541.984,34
542.929,0
544.078,34
545.296,36
545.881,41
547.051,37
548.269,27
548.905,20
550.074,26
551.243,0
551.828,0
553.095,3
553.924,0
554.804,0
556.020,0
557.190,0
558.026,0
558.996,0
559.873,0
560.844,34
561.967,0
562.844,36
563.771,0
564.946,0
566.108,0
566.746,0
567.965,34
568.794,30
569.718,0
570.890,35
571.816,28
572.737,37
573.863,26
574.836,0
575.963,7
577.127,4
577.762,21
578.639,11
579.858,10
580.737,0
581.615,0
582.928,0
583.760,23
584.587,23
585.807,25
586.684,0
587.571,0
589.027,0
589.850,0
590.676,0
591.752,0
592.678,0
593.555,5
594.725,2
595.648,0
596.578,7
597.700,0
598.576,30
599.503,58
600.815,68
601.655,75
602.624,58
603.743,33
604.572,28
605.546,0
606.619,2
607.545,4
608.422,0
609.788,0
610.523,0
611.397,37
612.567,33
613.538,31
614.370,0
615.615,8
616.466,9
617.392,1
618.562,0
619.631,0
620.317,0
621.639,35
622.413,38
623.631,61
624.509,64
625.386,56
626.264,44
627.483,31
628.629,30
629.381,0
630.502,34
631.575,0
632.430,29
633.433,32
634.359,0
635.235,0
636.544,0
637.524,4
638.210,0
639.380,36
640.255,46
641.181,49
642.350,40
643.375,58
644.154,59
645.324,57
646.296,65
647.420,70
648.298,67
649.270,39
650.393,32
651.271,31
652.257,35
653.075,8
654.245,0
655.218,0
656.289,4
657.364,0
658.190,9
659.173,4
660.241,17
661.119,27
661.997,25
663.653,30
664.092,38
664.969,70
666.190,59
667.163,60
667.943,48
669.161,33
670.136,36
670.916,28
672.135,0
673.012,0
674.182,0
675.154,0
676.043,0
676.865,0
678.133,0
678.961,0
679.886,0
681.055,0
681.933,23
683.102,28
684.030,33
685.218,51
685.978,85
687.003,71
688.273,0
688.807,0
689.978,0
690.902,0
691.780,0
692.977,0
693.922,34
695.049,57
696.264,62
696.852,64
697.727,65
698.969,58
699.823,54
700.702,66
701.921,50
702.949,27
703.723,29
705.051,26
705.771,22
706.711,17
708.061,35
708.744,55
709.698,69
710.897,54
711.766,33
712.598,6
714.203,14
714.746,37
715.760,35
716.833,0
717.954,1
718.636,0
719.804,25
720.882,0
721.564,33
722.735,40
723.661,35
724.538,38
725.708,42
726.680,37
727.513,33
728.926,24
729.610,27
730.519,22
731.805,27
732.627,44
733.459,56
734.772,76
735.557,34
736.482,30
737.648,34
738.639,42
739.407,39
740.675,36
741.503,0
742.525,37
743.645,46
744.630,71
745.353,77
746.572,84
747.452,80
748.378,80
749.644,72
750.675,74
751.448,75
752.521,73
753.444,72
754.322,67
755.684,66
756.370,71
757.570,74
758.612,74
759.417,71
760.313,76
761.440,77
762.366,73
763.243,74
764.606,80
765.341,82
766.507,76
767.436,71
768.313,55
769.236,54
770.410,58
771.289,30
772.166,33
773.385,38
774.261,33
775.240,0
776.457,24
777.259,10
778.306,0
779.376,19
780.258,19
781.136,15
782.615,17
783.230,0
784.112,0
785.374,0
786.497,100
787.088,100
788.251,100
789.178,100
790.057,18
791.225,0
792.151,0
793.080,0
794.247,18
795.139,19
796.004,20
797.464,17
798.098,15
799.014,13
800.196,12
801.215,14
1178.956,58
1180.140,65
1181.103,60
1181.978,63
1183.100,61
1184.076,63
1184.998,51
1186.074,55
