df_hash,22ZHK4.2MRVKE
234.912,235
235.742,495
236.375,815
236.933,565
237.555,535
238.081,750
238.381,485
239.349,255
239.788,1010
240.034,400
240.877,375
241.739,795
242.133,900
242.310,490
242.425,160
244.228,1305
245.349,475
245.601,1190
246.325,275
246.715,615
247.753,500
247.846,895
248.960,255
250.910,1110
251.203,1975
251.501,225
252.032,290
252.569,570
253.159,575
253.696,555
254.227,560
254.862,565
255.355,565
255.948,560
256.184,580
256.242,200
256.520,15
257.218,325
257.740,590
258.341,575
258.360,260
258.990,290
259.401,580
260.131,555
260.520,585
260.769,585
261.057,225
261.642,340
262.179,590
262.967,555
263.349,575
263.887,555
264.425,550
264.959,545
265.496,555
266.081,550
266.624,570
267.204,575
267.938,560
268.130,590
268.179,295
268.325,225
269.402,535
269.746,530
269.984,265
270.228,320
270.879,315
271.642,590
271.887,740
272.916,255
273.450,1100
273.775,740
274.715,990
277.360,705
277.569,1650
278.476,480
278.589,760
279.937,250
280.505,1205
281.252,635
281.402,1095
283.452,1540
284.913,515
285.252,1135
285.837,645
286.374,575
286.894,540
287.106,505
287.644,270
288.331,360
288.618,835
289.008,315
289.301,425
290.764,305
290.767,1095
291.105,340
292.373,385
292.910,1205
293.255,640
293.739,305
293.885,685
294.178,175
295.174,535
295.987,455
296.813,890
298.471,785
300.617,1695
301.314,2080
301.690,550
301.983,600
302.914,360
304.325,890
305.165,1425
305.988,885
306.616,835
307.107,545
307.417,525
307.716,295
307.939,330
308.616,310
308.631,310
309.641,265
309.884,1270
312.030,1740
312.980,345
314.470,1075
314.762,1500
315.201,340
315.396,510
316.425,590
316.714,505
316.860,250
317.399,255
318.763,530
319.103,1100
319.640,520
320.325,560
320.469,550
320.615,275
321.152,250
321.786,545
321.981,535
322.390,500
323.445,540
324.029,570
324.521,590
325.098,600
325.743,580
326.322,585
326.858,600
327.448,595
328.127,620
328.663,610
329.346,545
329.791,555
330.308,565
330.906,525
331.477,570
331.980,585
332.467,510
333.150,560
333.687,595
334.665,640
334.955,630
335.492,620
336.076,570
336.762,585
337.345,610
337.979,615
338.276,610
339.054,400
339.835,320
339.987,1110
340.566,235
341.493,340
342.028,1110
342.761,580
343.309,570
343.490,605
343.734,270
344.271,300
344.807,580
345.490,555
346.075,590
346.271,570
346.617,215
347.076,335
348.319,555
348.861,1155
349.495,580
349.977,595
350.687,605
351.348,595
351.782,605
352.328,595
353.080,580
353.641,595
354.123,580
354.741,570
355.269,570
355.830,565
356.418,570
356.903,580
357.810,575
358.171,580
358.340,575
358.708,255
359.293,320
359.829,590
360.414,580
360.951,560
361.541,570
362.073,560
362.609,570
363.199,555
363.743,560
364.385,560
364.853,585
365.392,535
365.975,575
366.564,555
367.163,560
367.633,560
368.321,575
368.475,745
368.999,340
369.291,250
369.876,270
370.120,570
370.562,265
370.706,265
371.166,285
371.973,480
372.523,850
373.047,525
373.339,550
373.681,570
374.512,560
375.290,350
375.778,805
376.162,435
376.310,590
377.924,540
378.254,1080
378.577,220
379.240,330
379.590,760
380.067,360
381.268,395
382.923,1255
383.191,1635
383.396,535
384.459,540
384.995,535
385.586,530
385.789,540
385.890,185
386.020,50
386.709,305
387.247,575
387.815,580
388.360,575
388.920,590
389.677,605
390.188,635
390.924,625
391.482,605
392.214,630
392.652,630
393.290,635
393.920,600
394.457,605
395.099,610
395.728,590
396.310,620
396.993,640
397.578,625
398.120,585
398.669,585
399.382,600
399.943,575
400.163,625
400.166,305
400.358,10
400.992,255
401.724,585
401.869,600
402.114,220
402.835,320
403.430,580
403.967,550
404.503,570
405.148,555
405.640,625
405.889,605
406.064,340
406.067,15
406.238,170
406.991,640
407.366,255
408.058,275
408.506,605
409.088,575
409.380,590
409.724,265
410.209,280
411.038,550
411.331,1110
412.555,580
413.038,550
413.525,565
414.111,575
414.354,605
414.650,515
415.773,570
416.305,530
416.896,555
417.427,540
418.061,565
418.112,600
418.220,160
418.571,15
419.387,310
419.671,880
420.361,255
420.792,535
421.182,555
421.767,550
422.306,560
422.841,540
423.133,545
423.426,290
423.962,190
424.626,635
425.084,495
426.742,665
427.192,1545
427.776,530
428.317,535
428.556,550
428.846,270
429.619,275
429.965,545
430.640,570
430.789,575
431.627,300
431.916,1085
433.294,280
433.877,1125
434.407,545
435.084,560
435.520,565
436.072,570
436.663,565
437.866,560
438.300,1285
439.595,350
440.251,1345
440.912,695
441.372,600
441.909,550
442.201,575
443.323,190
444.693,1170
445.225,1315
446.202,570
446.791,1040
447.370,580
448.299,445
448.736,1130
449.421,295
449.979,775
450.247,555
450.250,240
450.550,10
451.077,280
451.708,575
452.199,535
452.787,565
453.038,540
453.323,295
453.808,290
455.076,490
455.144,1200
455.368,150
455.966,15
456.540,895
457.174,520
457.611,485
458.056,565
458.587,535
459.221,560
459.562,560
459.713,285
460.537,255
461.074,795
461.522,355
461.951,560
462.647,545
463.171,565
463.610,575
464.737,535
465.561,1070
466.985,890
467.365,1275
467.861,505
467.906,550
469.857,1125
470.040,475
470.291,500
470.681,280
470.827,570
472.273,865
472.534,570
472.924,245
473.900,410
474.880,950
475.557,1050
475.996,590
476.542,510
477.533,375
478.104,1175
478.925,575
479.215,580
479.800,475
480.043,520
480.048,275
480.211,250
481.409,550
481.896,485
482.092,555
482.238,295
482.829,210
483.214,565
484.091,360
485.176,890
486.393,1030
486.822,1170
487.465,550
487.943,575
488.529,540
489.068,590
489.651,585
490.333,585
490.870,580
491.460,575
491.726,595
492.012,540
493.167,555
493.653,565
494.235,580
494.504,545
495.210,360
495.603,605
497.017,460
497.553,1380
497.748,365
498.253,235
498.547,615
498.825,295
500.336,330
500.919,1510
501.744,550
502.624,925
503.549,615
504.084,1110
505.239,540
505.743,1135
506.723,600
507.375,1020
507.596,495
508.815,360
509.108,1235
509.526,310
511.167,420
511.204,1475
512.716,220
513.155,1410
513.741,525
514.228,565
515.158,510
515.652,905
516.471,495
516.910,815
517.446,445
518.958,510
520.277,1605
520.624,1070
521.055,460
521.606,605
521.934,540
522.177,250
523.298,305
523.688,1070
524.329,500
524.810,480
525.135,520
525.346,310
526.620,270
526.626,1120
528.154,230
528.276,1305
529.015,380
529.978,465
530.520,1165
530.809,550
531.443,235
531.640,275
532.026,555
532.319,540
532.621,480
533.151,380
533.156,115
534.418,790
534.660,785
537.342,1625
537.947,1110
538.339,560
538.417,360
538.420,10
538.615,205
539.682,595
540.512,610
540.819,895
540.980,215
541.974,190
542.072,1030
543.047,110
543.583,915
544.022,545
545.095,495
545.267,1060
545.270,225
545.534,10
546.070,275
546.693,520
547.777,560
548.029,1350
548.169,10
548.313,235
548.459,195
548.606,115
550.166,915
550.816,600
551.852,805
552.068,945
552.612,225
553.196,570
553.775,530
554.555,560
554.874,875
556.213,360
556.359,1300
556.949,250
557.481,565
558.070,520
558.602,560
558.749,470
559.143,225
560.275,400
560.699,1000
561.237,500
562.261,575
562.893,1020
563.874,640
564.308,930
564.502,680
566.405,1105
567.088,845
567.915,630
567.966,505
568.744,420
569.252,740
569.889,505
570.305,625
570.650,545
570.842,240
571.381,290
571.963,585
572.353,500
572.548,555
573.478,550
574.158,385
574.468,700
574.799,300
575.035,300
575.279,305
575.718,220
576.698,400
576.987,1040
577.965,320
578.499,920
578.790,540
578.814,380
579.796,325
580.010,635
580.302,235
581.179,335
581.575,805
582.105,355
582.691,680
583.275,455
583.519,820
583.763,225
583.917,205
585.034,640
585.591,520
586.007,565
586.689,445
587.079,660
587.082,255
587.128,210
588.249,525
588.787,565
589.087,565
589.322,520
589.468,190
589.472,35
589.519,10
590.444,290
590.736,580
590.884,290
591.273,195
591.565,370
592.161,255
592.784,565
593.223,585
594.344,560
594.783,1085
594.786,265
595.342,265
595.904,530
596.174,595
596.498,285
597.124,280
597.714,595
598.272,610
598.847,580
599.367,570
599.903,545
600.488,570
601.074,575
601.758,560
602.147,565
602.722,545
603.270,555
603.804,540
604.391,580
605.072,590
605.637,615
606.441,635
606.733,815
607.600,320
608.293,720
608.973,385
609.509,1125
610.631,530
610.875,1080
611.021,490
612.144,570
612.730,535
613.263,585
613.915,550
614.549,500
614.775,515
615.386,545
615.613,555
615.946,220
616.615,300
617.313,555
617.554,570
618.286,585
618.944,600
619.359,570
619.944,580
620.628,590
621.066,585
621.751,585
621.943,585
622.142,235
622.382,15
622.918,320
623.265,565
623.991,520
624.430,660
624.529,235
625.066,300
625.666,575
626.190,565
626.773,565
627.331,570
627.893,565
628.531,565
628.964,555
629.603,550
630.097,545
631.208,600
631.607,1020
632.722,425
633.402,1095
633.416,655
634.530,555
634.816,650
635.157,245
635.521,300
635.681,650
