df_hash,22ZHK4.2MRVKE
458.541,42
459.419,50
460.391,52
461.513,47
462.395,54
463.271,57
464.492,50
465.420,35
466.249,18
467.467,0
468.344,0
469.318,0
470.440,0
471.465,0
472.241,31
473.712,31
474.441,0
475.460,0
476.389,0
477.413,0
478.242,15
479.444,21
480.242,17
481.270,20
482.339,21
483.266,21
484.205,26
485.408,17
486.285,0
487.119,0
488.383,0
489.312,0
490.093,59
491.411,67
492.189,73
493.068,70
494.286,71
495.164,44
496.091,40
497.404,25
498.187,21
499.211,0
500.240,0
501.113,0
502.041,28
503.210,34
504.091,27
505.206,19
506.187,0
507.133,0
507.992,0
509.159,0
510.139,35
510.966,35
512.135,20
513.060,19
513.984,17
515.257,22
516.056,17
516.983,22
518.131,0
519.013,0
519.948,43
521.108,26
521.986,27
522.956,26
524.321,47
525.102,52
525.899,34
527.201,25
527.937,23
528.963,28
530.273,23
530.908,27
531.880,39
533.005,48
533.980,43
534.859,33
536.130,0
536.906,25
537.878,0
538.955,0
539.880,35
540.758,32
542.030,23
542.949,46
543.781,45
544.953,20
545.975,20
547.048,29
547.926,0
548.812,27
549.685,22
551.195,26
551.785,19
552.702,17
553.877,20
554.848,22
555.712,24
556.851,18
557.728,0
558.654,0
559.824,16
560.706,0
561.630,15
562.850,0
563.726,0
564.760,0
565.868,0
566.701,5
567.922,10
568.994,0
569.675,0
570.556,0
571.857,0
572.696,23
573.526,14
574.794,15
575.623,15
576.504,17
577.960,17
578.598,17
579.764,15
580.791,10
581.623,0
582.501,0
583.909,24
584.549,29
585.524,33
586.644,38
587.721,37
588.472,32
589.916,48
590.593,56
591.426,43
592.597,28
593.519,25
594.490,23
595.667,26
596.592,24
597.371,56
598.835,47
599.468,50
600.346,59
601.566,59
602.540,60
603.326,65
604.538,67
605.538,65
606.343,37
607.564,37
608.392,44
609.367,35
610.557,33
611.366,28
612.392,23
613.509,33
614.488,26
615.267,25
616.587,35
617.363,43
618.241,36
619.511,42
620.342,53
621.358,60
622.434,65
623.438,59
624.237,53
625.408,56
626.287,52
627.186,50
628.382,51
629.266,52
630.293,38
631.598,21
632.337,17
633.259,18
634.333,30
635.270,27
636.378,0
637.310,0
