df_hash,22ZHK4.HTY8RN
437.253,30
438.130,31
438.959,28
440.185,26
441.312,30
441.933,26
443.152,26
444.223,27
445.247,24
446.126,21
447.148,18
448.121,15
449.294,19
449.976,17
450.905,34
452.074,32
453.001,18
453.877,0
455.049,16
456.165,17
456.851,0
458.171,0
458.996,23
459.873,25
461.284,19
462.113,18
462.843,25
464.017,26
464.895,29
465.915,0
466.991,0
467.917,7
468.797,0
470.118,27
470.844,23
471.963,25
472.939,21
473.816,35
475.091,0
475.912,16
476.840,36
477.716,35
478.886,25
479.908,28
480.691,0
481.905,38
483.075,51
483.664,38
484.979,28
485.806,38
486.783,43
487.857,36
488.840,40
489.707,65
491.127,58
491.709,57
492.686,31
493.998,39
494.681,44
495.609,41
496.923,34
497.803,55
498.593,49
499.848,0
500.975,24
501.704,30
502.773,35
503.653,41
504.821,54
506.040,47
506.627,41
507.650,36
508.771,2
509.888,0
510.476,2
511.695,27
512.865,31
513.547,35
514.672,37
515.548,33
516.475,0
517.689,0
518.522,21
519.499,17
520.617,24
521.544,15
522.453,22
