df_hash,22ZHK4.HTY8RN
98.093,15
98.097,10
98.916,20
98.920,815
99.550,10
99.554,725
99.696,15
99.700,15
99.794,10
99.798,160
99.843,10
100.528,295
100.673,500
101.646,1045
102.621,10
102.627,965
102.774,15
103.450,10
103.453,825
103.499,10
103.502,10
103.505,20
103.599,25
103.694,130
103.698,20
103.791,15
103.795,10
103.798,10
103.802,10
103.844,10
103.855,10
103.860,10
103.866,10
103.889,10
103.894,10
103.897,10
103.901,10
103.940,15
103.944,15
103.947,25
104.284,395
104.962,20
104.965,715
105.108,10
105.793,180
106.037,600
106.040,10
106.043,15
106.620,35
106.765,795
106.769,135
106.772,70
107.500,15
107.594,730
107.598,10
107.741,10
107.744,60
107.747,110
109.401,375
110.227,1295
110.275,810
110.279,20
110.325,15
110.373,235
110.666,10
110.669,120
110.673,15
110.676,15
110.959,280
111.641,15
111.645,755
111.799,15
111.836,100
111.840,15
111.933,10
111.937,10
111.941,10
111.985,10
112.474,10
113.304,620
114.274,845
115.252,1030
115.303,950
115.545,10
115.836,260
115.839,10
115.842,10
116.272,25
116.278,670
116.516,10
116.519,295
116.567,10
117.062,10
117.101,495
117.104,10
117.344,20
117.783,45
117.787,700
117.881,10
117.885,55
118.053,175
118.076,10
118.079,10
118.082,20
118.195,20
118.222,20
118.226,10
118.230,10
118.234,15
118.271,15
118.274,20
118.277,10
118.281,10
118.319,10
118.375,15
118.385,30
118.612,260
119.294,10
119.441,805
120.123,15
120.130,720
120.172,15
120.177,10
120.182,10
120.708,20
120.713,600
120.806,10
120.811,20
120.952,185
120.957,10
121.001,10
121.006,15
121.011,20
121.120,70
121.244,10
123.490,1240
123.877,1225
125.145,305
126.802,1265
126.805,1665
126.902,10
127.485,10
128.070,785
128.073,460
128.366,10
128.412,375
128.898,10
129.874,475
129.887,965
130.020,10
130.166,315
130.702,555
130.712,10
130.754,15
131.043,200
132.653,1580
132.847,225
132.851,15
132.896,15
132.899,10
132.902,15
133.481,25
133.485,610
133.578,15
133.593,10
133.600,20
133.603,35
133.627,20
133.631,10
133.635,20
133.728,35
133.732,15
134.172,15
134.310,620
134.313,10
134.359,15
134.362,20
134.364,25
134.368,20
134.410,15
134.413,15
134.416,10
134.419,10
134.456,10
134.459,10
134.506,10
134.554,10
134.557,15
134.602,15
134.605,90
134.608,15
134.654,20
134.661,15
134.670,10
134.678,10
134.752,10
134.755,10
135.139,15
135.142,475
136.017,10
136.407,865
137.820,385
137.824,1485
137.967,10
137.971,160
138.120,20
138.262,10
138.267,15
138.503,15
139.039,435
139.214,580
139.380,265
139.383,10
140.989,1685
140.994,10
141.964,10
142.939,890
143.085,980
143.524,270
144.645,385
144.651,1115
144.791,10
144.889,265
144.895,25
145.060,155
145.084,10
146.546,1190
146.550,240
146.595,15
146.599,15
146.602,10
146.644,10
146.647,10
146.650,10
146.653,15
146.693,10
146.700,10
146.742,10
146.745,10
146.840,260
146.986,10
149.375,1590
150.349,925
150.447,890
151.335,225
151.572,805
151.580,15
152.836,10
152.840,1455
152.933,15
152.937,10
152.940,10
152.982,15
152.986,15
152.989,10
152.993,15
153.066,10
153.131,10
153.138,15
153.372,20
153.421,505
154.203,10
154.298,735
154.347,10
154.352,165
154.398,20
154.932,20
154.935,510
155.910,10
156.105,955
156.882,10
156.886,970
157.857,10
158.100,980
158.104,280
158.149,10
158.153,10
158.156,25
158.201,20
158.204,10
158.247,10
158.686,15
158.707,480
159.661,15
159.904,925
159.912,285
159.953,10
159.956,10
159.959,20
160.002,20
160.005,15
160.056,155
160.197,10
160.200,10
160.203,25
160.489,320
160.636,10
160.784,185
160.792,15
160.795,10
160.798,20
160.831,15
160.834,10
161.464,15
161.480,645
162.293,10
162.439,945
162.443,10
162.488,10
162.492,10
162.586,20
162.589,15
162.593,140
162.686,15
163.122,370
163.270,250
163.279,15
164.926,125
164.929,1535
164.934,20
164.937,10
165.218,15
165.608,280
165.612,435
165.660,10
166.583,10
166.588,960
167.705,10
167.708,1080
168.143,15
169.167,425
169.172,990
169.951,10
170.776,910
171.361,835
172.726,565
172.732,1300
172.775,10
172.780,10
172.785,10
172.823,15
172.887,120
174.530,715
174.535,925
175.358,10
175.798,855
176.627,455
177.894,870
177.901,1195
177.908,10
178.869,10
179.125,1235
181.410,820
182.625,1405
183.012,1305
184.430,400
185.304,1390
185.307,875
185.945,10
185.948,375
186.523,10
186.676,935
186.693,110
186.916,10
187.059,290
187.062,10
187.110,10
187.115,10
187.118,15
187.205,175
187.208,15
188.180,1005
188.863,10
189.301,680
189.838,380
190.278,630
191.252,325
192.080,1085
192.084,760
192.087,10
193.591,10
193.743,1465
193.884,355
193.887,10
194.859,985
195.688,10
195.981,785
196.809,305
196.815,845
196.961,10
197.053,200
197.785,250
198.906,550
199.490,1145
200.709,525
200.714,1225
200.807,10
200.812,75
200.855,20
200.860,30
200.866,10
201.928,10
202.760,1090
202.806,915
202.952,15
202.957,10
203.005,10
203.015,10
203.741,20
203.832,880
203.881,10
204.024,150
204.028,10
204.031,20
204.073,20
204.077,10
204.080,10
204.084,10
204.171,25
204.183,50
204.854,25
204.999,830
205.002,10
205.292,20
205.295,275
205.587,10
206.522,365
206.529,950
206.657,10
206.663,55
207.558,40
208.071,870
208.075,490
208.941,10
209.728,860
210.265,905
211.142,490
212.361,930
212.802,1255
212.946,445
212.952,10
213.336,430
213.342,15
213.385,15
214.067,25
214.072,675
214.164,10
214.170,115
214.214,20
214.220,20
214.554,20
214.611,320
214.850,10
215.902,520
215.920,815
215.924,15
215.928,10
215.931,10
216.066,15
216.069,10
216.261,20
216.264,350
217.385,10
217.535,1080
217.707,10
217.821,335
218.065,135
218.357,205
218.360,310
219.040,10
219.043,640
219.093,10
219.186,10
219.189,90
219.235,15
219.238,15
219.242,35
219.332,20
219.335,10
219.778,20
219.819,480
219.917,10
219.920,195
220.453,20
220.458,530
221.623,15
222.257,915
222.262,870
223.915,10
225.041,1605
225.182,1245
225.188,10
225.359,195
226.157,695
226.303,255
227.815,1620
228.838,15
228.851,950
229.911,10
230.740,1030
230.746,835
230.788,10
230.794,15
230.799,25
230.886,15
230.904,15
230.916,10
230.921,10
230.938,20
230.947,85
230.952,10
230.958,10
231.035,10
231.716,20
231.728,690
231.734,10
231.883,85
232.059,85
232.446,10
233.431,655
233.519,875
233.522,15
233.665,380
234.445,685
235.274,10
235.278,820
235.327,15
235.761,90
235.764,440
236.200,10
236.203,445
236.590,10
236.593,365
237.127,15
237.175,485
237.178,20
237.419,15
237.422,285
238.398,10
238.442,965
238.446,10
238.449,10
238.452,10
238.492,15
238.495,15
238.543,15
238.589,15
238.592,20
238.596,30
238.599,15
239.223,10
240.295,745
240.344,985
240.398,20
240.441,15
240.444,20
240.448,60
240.452,10
241.178,10
241.614,760
241.816,465
241.904,135
241.907,15
241.911,10
241.914,10
242.005,135
242.047,15
242.296,20
242.306,20
242.311,10
242.879,10
243.711,910
243.719,805
243.956,10
244.566,325
244.818,560
245.366,250
245.903,550
245.910,505
247.023,10
247.705,1075
247.708,815
248.681,15
249.120,890
249.802,485
249.806,630
249.949,10
250.489,190
250.633,495
250.926,100
251.215,45
251.605,645
252.656,330
252.730,1040
253.561,10
253.607,995
254.388,10
254.969,825
254.973,460
255.798,10
255.802,835
255.945,10
255.951,205
256.339,330
256.501,10
256.584,235
257.602,1020
257.748,15
257.896,360
259.113,1185
259.556,10
260.429,390
260.918,840
261.210,575
261.502,335
262.039,300
262.623,465
262.867,600
262.872,260
263.696,10
263.988,805
263.991,285
264.134,250
264.137,10
264.329,115
264.445,105
265.695,625
266.528,675
267.785,790
268.035,1205
268.040,350
268.486,10
268.525,380
268.543,30
268.548,20
268.717,25
268.724,155
268.766,15
268.772,10
268.777,10
268.782,100
269.450,10
270.380,690
270.424,940
271.355,15
271.401,915
272.289,10
273.365,845
274.132,1100
274.421,835
274.567,315
274.714,330
275.688,890
275.694,10
276.055,10
276.130,300
276.371,10
276.375,430
276.423,15
276.426,10
276.518,15
277.200,110
277.347,630
277.786,240
279.150,435
279.157,1345
279.881,10
279.884,730
279.978,10
280.139,125
280.320,45
280.710,10
280.720,655
280.885,10
280.953,105
280.956,10
280.959,10
280.962,15
281.051,140
281.685,570
281.688,10
281.834,10
282.224,15
282.757,550
282.760,565
283.050,10
283.391,265
284.464,360
284.854,1035
285.147,685
285.151,10
285.975,820
285.979,15
286.122,20
286.132,75
286.175,25
286.178,15
286.181,15
286.219,20
286.520,20
287.243,370
287.632,755
288.218,375
288.613,560
289.200,515
289.340,700
289.390,10
290.850,1465
291.390,10
291.681,520
292.264,10
292.312,915
293.191,10
294.122,880
294.896,920
295.061,790
295.152,230
295.286,15
296.408,1280
296.554,10
296.944,205
298.065,395
298.068,1115
298.651,10
299.869,555
300.015,1270
300.162,260
301.141,875
301.304,130
301.334,75
302.112,10
302.117,710
302.453,415
303.379,750
304.501,300
305.427,1115
305.573,885
305.577,195
305.775,10
306.841,1190
306.996,255
307.133,20
307.137,100
307.282,10
308.919,740
308.940,895
308.947,20
308.954,10
309.229,10
309.233,380
309.278,15
309.620,15
310.594,395
310.740,1030
310.744,10
310.838,15
310.842,10
310.892,140
311.231,15
312.252,1365
313.132,10
313.135,705
313.812,10
313.860,830
314.008,10
314.641,210
314.645,620
314.692,10
314.787,10
314.884,250
314.888,15
315.616,730
315.933,10
316.201,225
316.205,275
316.980,10
316.984,880
317.129,10
317.371,15
317.663,215
318.553,470
318.787,795
319.223,345
319.227,440
319.516,10
320.199,295
320.393,590
320.396,165
320.490,15
320.493,15
320.497,10
320.542,10
321.712,10
322.538,1300
322.899,900
322.980,280
323.123,10
323.130,210
324.393,50
324.396,1225
324.399,10
324.829,10
324.832,475
326.295,25
327.135,1520
328.437,865
328.827,1145
328.876,435
329.802,15
330.485,1005
330.887,740
331.753,400
331.850,880
332.142,365
332.148,10
332.291,10
334.385,830
334.390,1385
335.363,10
335.411,940
335.418,15
335.422,10
335.506,10
335.510,10
335.514,10
335.517,15
335.557,10
335.562,15
336.042,15
336.578,675
336.582,490
337.164,15
337.847,535
338.138,780
338.433,265
339.114,290
339.119,670
340.235,10
340.240,1060
340.479,280
340.481,15
340.771,340
340.917,10
340.922,20
341.100,245
341.600,565
342.721,10
342.727,1025
342.879,10
343.014,180
343.039,10
343.062,85
343.066,10
343.069,15
343.073,15
343.116,10
343.127,10
343.160,155
345.792,1585
345.841,1060
346.475,10
347.310,610
348.035,905
349.400,695
349.595,1330
349.601,265
350.911,10
351.350,1280
353.008,530
353.012,1665
354.714,10
354.717,1565
354.722,10
354.764,10
354.768,10
354.786,10
354.789,15
354.811,10
354.815,15
354.819,10
354.822,15
354.865,10
354.873,15
354.881,10
354.890,15
354.915,10
354.927,15
354.936,10
355.494,20
355.497,670
356.469,10
356.475,950
356.764,15
357.200,360
357.205,300
357.883,10
358.565,815
358.860,635
359.540,315
360.125,720
360.132,480
361.491,10
361.498,1380
361.645,225
363.005,995
363.858,325
364.123,855
365.244,285
365.248,1110
365.390,15
365.537,290
367.048,740
367.051,815
367.341,205
367.487,160
368.463,360
369.145,700
369.152,650
369.193,10
369.196,10
369.199,10
369.244,15
370.656,20
371.687,1480
371.690,945
372.069,40
372.073,460
372.329,10
373.613,260
373.768,1190
374.582,200
375.238,820
375.385,650
375.679,220
376.945,295
378.017,1195
378.749,1145
379.284,635
380.703,585
381.235,1470
382.063,580
382.600,755
383.038,560
383.042,480
383.187,10
383.190,10
383.331,235
384.599,1300
384.696,15
384.706,15
384.744,15
384.748,10
384.751,10
384.793,10
384.796,15
384.800,10
384.803,10
384.845,10
384.848,10
384.852,15
385.013,10
385.016,15
385.019,10
385.022,15
385.032,10
385.525,15
386.798,665
387.085,1225
387.088,20
387.114,20
387.136,335
388.742,10
388.746,1625
388.889,10
389.084,240
389.135,10
389.181,215
389.571,400
390.451,10
390.454,785
390.985,10
390.988,585
391.228,15
391.232,235
392.301,505
392.350,705
393.620,1210
393.768,10
393.813,130
393.839,15
393.850,10
394.056,10
394.081,10
394.153,390
394.446,195
394.449,15
394.495,45
394.498,10
394.502,10
396.546,1395
397.375,635
397.422,825
397.663,10
397.667,295
397.908,10
398.223,275
398.301,335
398.311,10
398.314,10
399.565,20
399.613,1265
400.004,10
400.315,525
400.446,300
402.100,10
402.104,1690
402.401,10
403.613,305
403.617,1315
403.757,15
403.761,80
403.903,175
405.025,1080
405.028,20
405.074,15
405.077,15
405.082,10
406.000,10
406.537,910
408.048,520
409.023,1550
409.028,985
409.123,10
409.217,15
409.222,100
409.225,10
409.266,10
409.269,15
409.272,10
409.276,10
409.318,10
409.321,15
409.900,10
410.875,720
410.880,870
410.924,15
410.929,10
410.934,10
411.564,15
411.567,755
411.704,10
411.707,15
411.850,30
411.853,175
412.924,1165
413.069,15
413.076,10
413.417,20
414.775,275
414.778,1505
414.872,10
415.019,145
415.022,20
415.214,145
415.217,10
417.116,705
417.613,1250
418.237,515
419.512,700
420.041,1250
420.187,490
421.699,235
421.703,1530
423.358,10
424.087,1570
425.598,755
425.604,1530
426.037,20
426.963,380
427.994,975
428.669,1005
429.353,665
429.644,665
430.042,285
430.863,480
431.448,810
432.280,615
432.813,720
432.817,635
433.114,10
433.440,295
434.080,295
434.276,680
435.202,210
435.450,875
436.177,270
437.688,815
438.273,1435
439.102,590
439.640,830
440.321,575
441.052,765
441.588,675
442.125,535
442.563,595
442.567,415
442.612,10
442.709,15
442.713,15
443.002,320
443.831,805
443.834,10
443.928,125
443.932,10
444.513,560
444.517,10
444.903,10
444.906,450
445.634,10
445.638,685
446.319,10
446.609,725
446.613,205
446.999,65
447.440,405
447.828,350
448.127,470
448.661,350
448.956,435
449.099,425
450.461,490
450.509,905
450.513,95
450.558,15
450.562,10
450.628,10
450.853,10
451.192,10
451.201,325
452.324,280
452.629,1130
453.288,280
454.020,700
454.508,640
455.336,655
455.925,850
456.702,545
457.579,365
458.017,1310
458.022,455
458.700,10
459.675,660
460.358,760
461.336,930
461.648,880
462.746,405
462.849,1170
462.893,10
462.897,10
462.900,30
462.903,40
462.990,20
462.993,15
464.554,335
464.601,1270
465.086,10
465.482,485
465.489,290
465.622,10
465.626,300
465.672,15
465.684,15
465.690,10
465.792,20
465.817,20
465.922,175
468.157,1310
468.450,915
469.133,350
469.387,685
469.769,240
470.255,10
470.790,790
472.107,660
472.117,1225
472.123,20
472.158,20
472.336,20
473.423,280
473.569,1210
476.211,1080
476.214,1515
476.218,10
476.264,65
476.497,155
476.500,10
478.492,1010
479.567,1055
479.809,1165
480.394,10
481.418,770
481.571,1035
481.581,110
481.661,20
481.665,150
481.759,15
481.762,10
481.809,10
481.812,20
481.816,90
481.911,155
482.056,15
482.068,75
482.198,180
482.344,130
482.490,105
483.080,600
483.855,10
483.859,735
484.710,10
484.887,865
485.659,10
486.634,925
486.926,1025
486.930,255
487.128,10
487.219,120
487.244,135
487.270,20
487.288,20
487.291,10
487.295,10
487.317,10
487.320,10
487.323,25
488.584,350
488.587,975
488.785,10
488.828,135
488.831,20
489.559,20
489.563,760
489.608,15
489.712,215
489.852,10
489.856,10
489.891,15
489.998,160
490.001,15
490.046,15
490.050,10
490.144,10
490.147,15
490.150,10
490.193,10
490.196,10
490.199,10
490.202,10
490.316,15
490.320,15
490.826,310
490.830,400
492.338,15
493.191,1500
493.264,905
494.291,10
494.388,1050
494.391,10
496.092,10
496.238,1915
497.457,10
497.465,1165
497.810,10
497.895,595
497.950,10
499.066,1135
499.748,10
501.557,575
501.710,1955
501.896,15
502.430,10
503.355,780
503.363,955
503.490,10
503.505,150
503.509,10
504.233,595
505.037,865
505.160,105
505.164,25
505.695,15
506.388,630
506.826,655
507.353,455
507.360,530
507.502,10
507.508,10
507.655,215
508.816,605
508.819,505
508.826,10
509.060,15
509.063,315
509.900,10
510.570,880
510.575,605
510.960,25
510.964,415
511.838,10
511.841,795
511.937,10
513.691,15
514.861,1895
515.300,1155
515.592,485
515.982,260
516.274,410
516.670,360
516.958,340
516.964,350
517.249,10
517.707,265
518.078,390
518.103,10
518.761,340
518.764,715
518.768,10
519.199,10
519.205,460
519.931,10
520.564,575
520.568,835
521.686,10
521.698,940
521.734,95
521.738,15
521.783,20
521.792,30
521.796,10
522.515,10
522.661,745
522.665,185
522.713,50
