df_hash,22ZHK4.HTY8RN
119.788,1.005
119.818,1.001
119.848,1.006
119.878,1.005
119.908,1.005
119.938,1.006
119.968,1.005
119.998,1.003
120.028,1.005
120.058,1.006
120.088,1.005
120.118,1.004
120.148,1.003
120.178,1.006
120.208,1.005
120.238,1.007
120.268,1.005
120.298,1.003
120.328,1.006
120.358,1.008
120.388,1.005
120.418,1.009
120.448,1.010
120.478,1.002
120.508,1.007
120.538,1.006
120.568,1.001
120.598,1.003
120.628,1.007
120.658,1.010
120.688,1.010
120.718,1.015
120.748,1.006
120.778,1.009
120.808,1.020
120.838,1.025
120.868,1.018
120.898,1.012
120.928,1.010
120.958,1.018
120.988,1.013
121.018,1.013
121.048,1.014
121.078,1.005
121.108,1.009
121.138,1.022
121.168,1.009
121.198,0.983
121.228,0.976
121.258,0.999
121.288,1.001
121.318,0.980
121.348,0.999
121.378,1.021
121.408,1.020
121.438,1.070
121.468,1.039
121.498,1.015
121.528,1.040
121.558,1.057
121.588,1.021
121.618,1.029
121.648,1.062
121.678,1.073
121.708,1.059
121.738,1.056
121.768,1.081
121.798,1.087
121.828,1.065
121.858,1.043
121.888,1.059
121.918,1.043
121.948,1.027
121.978,1.035
122.008,1.052
122.038,1.043
122.068,1.053
122.098,1.076
122.128,1.055
122.158,1.036
122.188,1.040
122.218,1.026
122.248,1.056
122.278,1.048
122.308,1.048
122.338,1.036
122.368,1.024
122.398,1.036
122.428,1.039
122.458,1.032
122.488,1.024
122.518,1.031
122.548,1.025
122.578,1.028
122.608,1.043
122.638,1.054
122.668,1.045
122.698,1.042
122.728,1.046
122.758,1.058
122.788,1.060
122.818,1.058
122.848,1.042
122.878,1.046
122.908,1.038
122.938,1.053
122.968,1.056
122.998,1.032
123.028,1.034
123.058,1.040
123.088,1.037
123.118,1.035
123.148,1.030
123.178,1.033
123.208,1.032
123.238,1.021
123.268,1.012
123.298,1.013
123.328,1.017
123.358,1.021
123.388,1.037
123.418,1.035
123.448,1.043
123.478,1.048
123.508,1.046
123.538,1.028
123.568,1.039
123.598,1.045
123.628,1.039
123.658,1.029
123.688,1.023
123.718,1.023
123.748,1.030
123.778,1.037
123.808,1.043
123.838,1.045
123.868,1.044
123.898,1.040
123.928,1.033
123.958,1.029
123.988,1.027
124.018,1.021
124.048,1.020
124.078,1.020
124.108,1.030
124.138,1.031
124.168,1.023
124.198,1.023
124.228,1.034
124.258,1.033
124.288,1.036
124.318,1.044
124.348,1.033
124.378,1.031
124.408,1.033
124.438,1.033
124.468,1.018
124.498,1.024
124.528,1.025
124.558,1.019
124.588,1.033
124.618,1.030
124.648,1.037
124.678,1.031
124.708,1.029
124.738,1.016
124.768,1.011
124.798,1.024
124.828,1.030
124.858,1.042
124.888,1.051
124.918,1.055
124.948,1.044
124.978,1.036
125.008,1.029
125.038,1.025
125.068,1.022
125.098,1.024
125.128,1.033
125.158,1.022
125.188,1.027
125.218,1.031
125.248,1.036
125.278,1.034
125.308,1.040
125.338,1.039
125.368,1.041
125.398,1.038
125.428,1.025
125.458,1.023
125.488,1.025
125.518,1.027
125.548,1.033
125.578,1.031
125.608,1.025
125.638,1.025
125.668,1.031
125.698,1.022
125.728,1.021
125.758,1.030
125.788,1.037
125.818,1.029
125.848,1.031
125.878,1.026
125.908,1.031
125.938,1.026
125.968,1.027
125.998,1.030
126.028,1.025
126.058,1.022
126.088,1.026
126.118,1.033
126.148,1.036
126.178,1.025
126.208,1.028
126.238,1.026
126.268,1.030
126.298,1.031
126.328,1.031
126.358,1.033
126.388,1.026
126.418,1.029
126.448,1.027
126.478,1.027
126.508,1.026
126.538,1.028
126.568,1.028
126.598,1.032
126.628,1.028
126.658,1.033
126.688,1.029
126.718,1.022
126.748,1.026
126.778,1.031
126.808,1.033
126.838,1.029
126.868,1.031
126.898,1.026
126.928,1.031
126.958,1.031
126.988,1.036
127.018,1.028
127.048,1.026
127.078,1.029
127.108,1.035
127.138,1.032
127.168,1.026
127.198,1.025
127.228,1.033
127.258,1.027
127.288,1.024
127.318,1.025
127.348,1.026
127.378,1.029
127.408,1.028
127.438,1.032
127.468,1.030
127.498,1.028
127.528,1.029
127.558,1.029
127.588,1.029
127.618,1.025
127.648,1.029
127.678,1.027
127.708,1.030
127.738,1.029
127.768,1.031
127.798,1.029
127.828,1.024
127.858,1.033
127.888,1.026
127.918,1.025
127.948,1.033
127.978,1.031
128.008,1.027
128.038,1.027
128.068,1.028
128.098,1.031
128.128,1.025
128.158,1.024
128.188,1.026
128.218,1.028
128.248,1.031
128.278,1.033
128.308,1.032
128.338,1.026
128.368,1.026
128.398,1.030
128.428,1.030
128.458,1.028
128.488,1.027
128.518,1.034
128.548,1.029
128.578,1.023
128.608,1.029
128.638,1.033
128.668,1.029
128.698,1.035
128.728,1.032
128.758,1.024
128.788,1.030
128.818,1.030
128.848,1.028
128.878,1.036
128.908,1.027
128.938,1.028
128.968,1.031
128.998,1.028
129.028,1.023
129.058,1.026
129.088,1.024
129.118,1.029
129.148,1.030
129.178,1.028
129.208,1.026
129.238,1.033
129.268,1.030
129.298,1.028
129.328,1.030
129.358,1.021
129.388,1.024
129.418,1.030
129.448,1.033
129.478,1.031
129.508,1.027
129.538,1.028
129.568,1.027
129.598,1.032
129.628,1.041
129.658,1.036
129.688,1.026
129.718,1.025
129.748,1.023
129.778,1.025
129.808,1.026
129.838,1.031
129.868,1.026
129.898,1.031
129.928,1.033
129.958,1.027
129.988,1.029
130.018,1.027
130.048,1.027
130.078,1.029
130.108,1.029
130.138,1.031
130.168,1.030
130.198,1.029
130.228,1.023
130.258,1.029
130.288,1.033
130.318,1.030
130.348,1.029
130.378,1.025
130.408,1.027
130.438,1.028
130.468,1.031
130.498,1.026
130.528,1.030
130.558,1.025
130.588,1.030
130.618,1.033
130.648,1.033
130.678,1.027
130.708,1.028
130.738,1.027
130.768,1.028
130.798,1.028
130.828,1.029
130.858,1.024
130.888,1.033
130.918,1.027
130.948,1.031
130.978,1.025
131.008,1.027
131.038,1.034
131.068,1.026
131.098,1.031
131.128,1.026
131.158,1.029
131.188,1.032
131.218,1.024
131.248,1.021
131.278,1.024
131.308,1.030
131.338,1.031
131.368,1.030
131.398,1.028
131.428,1.032
131.458,1.031
131.488,1.027
131.518,1.027
131.548,1.028
131.578,1.033
131.608,1.028
131.638,1.027
131.668,1.025
131.698,1.030
131.728,1.030
131.758,1.031
131.788,1.030
131.818,1.024
131.848,1.032
131.878,1.036
131.908,1.031
131.938,1.022
131.968,1.025
131.998,1.030
132.028,1.031
132.058,1.027
132.088,1.031
132.118,1.028
132.148,1.028
132.178,1.029
132.208,1.025
132.238,1.027
132.268,1.027
132.298,1.027
132.328,1.033
132.358,1.030
132.388,1.029
132.418,1.027
132.448,1.033
132.478,1.030
132.508,1.031
132.538,1.030
132.568,1.029
132.598,1.029
132.628,1.029
132.658,1.028
132.688,1.031
132.718,1.028
132.748,1.025
132.778,1.024
132.808,1.030
132.838,1.034
132.868,1.027
132.898,1.025
132.928,1.033
132.958,1.033
132.988,1.030
133.018,1.031
133.048,1.024
133.078,1.025
133.108,1.031
133.138,1.028
133.168,1.026
133.198,1.027
133.228,1.026
133.258,1.032
133.288,1.029
133.318,1.029
133.348,1.029
133.378,1.026
133.408,1.024
133.438,1.031
133.468,1.034
133.498,1.026
133.528,1.031
133.558,1.031
133.588,1.029
133.618,1.031
133.648,1.026
133.678,1.028
133.708,1.030
133.738,1.033
133.768,1.032
133.798,1.027
133.828,1.025
133.858,1.027
133.888,1.030
133.918,1.030
133.948,1.024
133.978,1.028
134.008,1.030
134.038,1.031
134.068,1.023
134.098,1.028
134.128,1.033
134.158,1.031
134.188,1.034
134.218,1.029
134.248,1.028
134.278,1.029
134.308,1.029
134.338,1.029
134.368,1.033
134.398,1.025
134.428,1.024
134.458,1.028
134.488,1.026
134.518,1.033
134.548,1.033
134.578,1.027
134.608,1.024
134.638,1.030
134.668,1.030
134.698,1.034
134.728,1.035
134.758,1.030
134.788,1.025
134.818,1.031
134.848,1.032
134.878,1.026
134.908,1.028
134.938,1.031
134.968,1.031
134.998,1.035
135.028,1.030
135.058,1.028
135.088,1.028
135.118,1.031
135.148,1.031
135.178,1.029
135.208,1.030
135.238,1.030
135.268,1.029
135.298,1.026
135.328,1.028
135.358,1.027
135.388,1.026
135.418,1.033
135.448,1.033
135.478,1.029
135.508,1.027
135.538,1.026
135.568,1.032
135.598,1.032
135.628,1.032
135.658,1.030
135.688,1.028
135.718,1.032
135.748,1.030
135.778,1.028
135.808,1.025
135.838,1.032
135.868,1.032
135.898,1.032
135.928,1.037
135.958,1.037
135.988,1.035
136.018,1.038
136.048,1.090
136.078,1.113
136.108,1.084
136.138,1.039
136.168,1.016
136.198,1.033
136.228,1.020
136.258,1.006
136.288,1.008
136.318,1.002
136.348,0.993
136.378,1.017
136.408,1.011
136.438,1.002
136.468,1.000
136.498,1.005
136.528,1.029
136.558,1.062
136.588,1.070
136.618,1.039
136.648,1.049
136.678,1.062
136.708,1.042
136.738,1.031
136.768,1.053
136.798,1.039
136.828,1.040
136.858,1.042
136.888,1.032
136.918,1.024
136.948,1.028
136.978,1.044
137.008,1.039
137.038,1.044
137.068,1.036
137.098,1.023
137.128,1.033
137.158,1.041
137.188,1.038
137.218,1.040
137.248,1.044
137.278,1.048
137.308,1.047
137.338,1.038
137.368,1.022
137.398,1.021
137.428,1.035
137.458,1.039
137.488,1.042
137.518,1.046
137.548,1.034
137.578,1.032
137.608,1.038
137.638,1.036
137.668,1.028
137.698,1.024
137.728,1.043
137.758,1.055
137.788,1.050
137.818,1.033
137.848,1.047
137.878,1.043
137.908,1.035
137.938,1.032
137.968,1.039
137.998,1.043
138.028,1.036
138.058,1.034
138.088,1.041
138.118,1.037
138.148,1.030
138.178,1.037
138.208,1.048
138.238,1.038
138.268,1.035
138.298,1.041
138.328,1.034
138.358,1.036
138.388,1.036
138.418,1.032
138.448,1.035
138.478,1.040
138.508,1.043
138.538,1.031
138.568,1.035
138.598,1.045
138.628,1.044
138.658,1.035
138.688,1.036
138.718,1.035
138.748,1.031
138.778,1.030
138.808,1.027
138.838,1.042
138.868,1.049
138.898,1.035
138.928,1.033
138.958,1.050
138.988,1.049
139.018,1.049
139.048,1.038
139.078,1.037
139.108,1.037
139.138,1.034
139.168,1.042
139.198,1.035
139.228,1.036
139.258,1.036
139.288,1.034
139.318,1.040
139.348,1.027
139.378,1.041
139.408,1.044
139.438,1.041
139.468,1.037
139.498,1.042
139.528,1.049
139.558,1.040
139.588,1.036
139.618,1.047
139.648,1.038
139.678,1.034
139.708,1.032
139.738,1.025
139.768,1.036
139.798,1.049
139.828,1.040
139.858,1.040
139.888,1.039
139.918,1.041
139.948,1.035
139.978,1.035
140.008,1.040
140.038,1.047
140.068,1.045
140.098,1.035
140.128,1.034
140.158,1.041
140.188,1.042
140.218,1.037
140.248,1.038
140.278,1.043
140.308,1.034
140.338,1.032
140.368,1.037
140.398,1.045
140.428,1.041
140.458,1.041
140.488,1.035
140.518,1.042
140.548,1.041
140.578,1.037
140.608,1.039
140.638,1.034
140.668,1.037
140.698,1.046
140.728,1.047
140.758,1.041
140.788,1.039
140.818,1.035
140.848,1.036
140.878,1.036
140.908,1.036
140.938,1.042
140.968,1.043
140.998,1.039
141.028,1.041
141.058,1.034
141.088,1.033
141.118,1.039
141.148,1.044
141.178,1.036
141.208,1.036
141.238,1.038
141.268,1.038
141.298,1.037
141.328,1.045
141.358,1.040
141.388,1.040
141.418,1.035
141.448,1.043
141.478,1.042
141.508,1.040
141.538,1.035
141.568,1.034
141.598,1.035
141.628,1.040
141.658,1.038
141.688,1.037
141.718,1.040
141.748,1.043
141.778,1.040
141.808,1.036
141.838,1.039
141.868,1.039
141.898,1.041
141.928,1.037
141.958,1.037
141.988,1.041
142.018,1.034
142.048,1.034
142.078,1.042
142.108,1.037
142.138,1.039
142.168,1.035
142.198,1.034
142.228,1.044
142.258,1.042
142.288,1.040
142.318,1.031
142.348,1.036
142.378,1.044
142.408,1.038
142.438,1.038
142.468,1.035
142.498,1.038
142.528,1.041
142.558,1.039
142.588,1.035
142.618,1.037
142.648,1.041
142.678,1.040
142.708,1.043
142.738,1.035
142.768,1.042
142.798,1.041
142.828,1.039
142.858,1.037
142.888,1.038
142.918,1.038
142.948,1.037
142.978,1.042
143.008,1.038
143.038,1.036
143.068,1.037
143.098,1.038
143.128,1.042
143.158,1.041
143.188,1.043
143.218,1.031
143.248,1.031
143.278,1.041
143.308,1.039
143.338,1.037
143.368,1.034
143.398,1.038
143.428,1.037
143.458,1.041
143.488,1.036
143.518,1.032
143.548,1.034
143.578,1.036
143.608,1.043
143.638,1.037
143.668,1.040
143.698,1.041
143.728,1.040
143.758,1.039
143.788,1.038
143.818,1.038
143.848,1.034
143.878,1.033
143.908,1.041
143.938,1.044
143.968,1.046
143.998,1.037
144.028,1.033
144.058,1.040
144.088,1.043
144.118,1.040
144.148,1.038
144.178,1.040
144.208,1.041
144.238,1.041
144.268,1.037
144.298,1.033
144.328,1.037
144.358,1.038
144.388,1.037
144.418,1.040
144.448,1.040
144.478,1.040
144.508,1.040
144.538,1.038
144.568,1.043
144.598,1.038
144.628,1.040
144.658,1.035
144.688,1.038
144.718,1.042
144.748,1.015
144.778,0.998
144.808,1.018
144.838,1.037
144.868,1.042
144.898,1.040
144.928,1.037
144.958,1.038
144.988,1.042
145.018,1.038
145.048,1.026
145.078,1.028
145.108,1.030
145.138,1.037
145.168,1.034
145.198,1.024
145.228,1.017
145.258,1.013
145.288,1.013
145.318,1.015
145.348,1.012
145.378,1.014
145.408,1.014
145.438,1.014
145.468,1.006
145.498,1.023
145.528,1.023
145.558,1.021
145.588,1.021
145.618,1.020
145.648,1.020
145.678,1.020
145.708,1.015
145.738,1.013
145.768,1.020
145.798,1.021
145.828,1.025
145.858,1.024
145.888,1.021
145.918,1.018
145.948,1.017
145.978,1.022
146.008,1.021
146.038,1.024
146.068,1.021
146.098,1.023
146.128,1.023
146.158,1.022
146.188,1.026
146.218,1.021
146.248,1.024
146.278,1.020
146.308,1.015
146.338,1.017
146.368,1.021
146.398,1.022
146.428,1.023
146.458,1.018
146.488,1.019
146.518,1.020
146.548,1.022
146.578,1.017
146.608,1.016
146.638,1.023
146.668,1.021
146.698,1.024
146.728,1.018
146.758,1.016
146.788,1.021
146.818,1.021
146.848,1.021
146.878,1.021
146.908,1.024
146.938,1.021
146.968,1.021
146.998,1.022
147.028,1.019
147.058,1.021
147.088,1.019
147.118,1.018
147.148,1.019
147.178,1.020
147.208,1.022
147.238,1.018
147.268,1.018
147.298,1.024
147.328,1.025
147.358,1.022
147.388,1.020
147.418,1.020
147.448,1.021
147.478,1.021
147.508,1.023
147.538,1.021
147.568,1.020
147.598,1.016
147.628,1.023
147.658,1.013
147.688,1.014
147.718,1.021
147.748,1.022
147.778,1.020
147.808,1.025
147.838,1.023
147.868,1.024
147.898,1.022
147.928,1.022
147.958,1.021
147.988,1.022
148.018,1.016
148.048,1.020
148.078,1.018
148.108,1.024
148.138,1.021
148.168,1.021
148.198,1.020
148.228,1.023
148.258,1.022
148.288,1.022
148.318,1.026
148.348,1.021
148.378,1.022
148.408,1.020
148.438,1.021
148.468,1.020
148.498,1.017
148.528,1.017
148.558,1.025
148.588,1.023
148.618,1.021
148.648,1.021
148.678,1.020
148.708,1.021
148.738,1.021
148.768,1.021
148.798,1.023
148.828,1.019
148.858,1.021
148.888,1.015
148.918,1.024
148.948,1.021
148.978,1.023
149.008,1.019
149.038,1.021
149.068,1.021
149.098,1.024
149.128,1.025
149.158,1.019
149.188,1.019
149.218,1.018
149.248,1.021
149.278,1.021
149.308,1.015
149.338,1.021
149.368,1.021
149.398,1.019
149.428,1.022
149.458,1.018
149.488,1.016
149.518,1.020
149.548,1.021
149.578,1.021
149.608,1.021
149.638,1.025
149.668,1.019
149.698,1.021
149.728,1.018
149.758,1.021
149.788,1.017
149.818,1.026
149.848,1.023
149.878,1.023
149.908,1.018
149.938,1.018
149.968,1.021
149.998,1.022
150.028,1.019
150.058,1.022
150.088,1.022
150.118,1.018
150.148,1.021
150.178,1.018
150.208,1.015
150.238,1.021
150.268,1.021
150.298,1.021
150.328,1.020
150.358,1.021
150.388,1.020
150.418,1.019
150.448,1.021
150.478,1.019
150.508,1.021
150.538,1.021
150.568,1.021
150.598,1.024
150.628,1.023
150.658,1.023
150.688,1.021
150.718,1.016
150.748,1.028
150.778,1.025
150.808,1.020
150.838,1.022
150.868,1.020
150.898,1.021
150.928,1.024
150.958,1.022
150.988,1.017
151.018,1.017
151.048,1.020
151.078,1.023
151.108,1.013
151.138,1.018
151.168,1.018
151.198,1.021
151.228,1.022
151.258,1.017
151.288,1.024
151.318,1.022
151.348,1.020
151.378,1.018
151.408,1.020
151.438,1.021
151.468,1.017
151.498,1.020
151.528,1.022
151.558,1.022
151.588,1.016
151.618,1.009
151.648,1.025
151.678,1.026
151.708,1.022
151.738,1.023
151.768,1.021
151.798,1.016
151.828,1.021
151.858,1.023
151.888,1.024
151.918,1.019
151.948,1.018
151.978,1.023
152.008,1.017
152.038,1.021
152.068,1.021
152.098,1.019
152.128,1.021
152.158,1.021
152.188,1.021
152.218,1.020
152.248,1.019
152.278,1.022
152.308,1.020
152.338,1.023
152.368,1.020
152.398,1.021
152.428,1.015
152.458,1.026
152.488,1.024
152.518,1.015
152.548,1.015
152.578,1.021
152.608,1.020
152.638,1.021
152.668,1.028
152.698,1.023
152.728,1.016
152.758,1.022
152.788,1.019
152.818,1.014
152.848,1.020
152.878,1.021
152.908,1.020
152.938,1.019
152.968,1.020
152.998,1.019
153.028,1.026
153.058,1.021
153.088,1.020
153.118,1.018
153.148,1.019
153.178,1.025
153.208,1.023
153.238,1.021
153.268,1.019
153.298,1.020
153.328,1.021
153.358,1.026
153.388,1.029
153.418,1.020
153.448,1.018
153.478,1.022
153.508,1.017
153.538,1.015
153.568,1.023
153.598,1.021
153.628,1.022
153.658,1.021
153.688,1.020
153.718,1.023
153.748,1.021
153.778,1.021
153.808,1.019
153.838,1.020
153.868,1.022
153.898,1.023
153.928,1.020
153.958,1.018
153.988,1.020
154.018,1.020
154.048,1.024
154.078,1.026
154.108,1.017
154.138,1.019
154.168,1.021
154.198,1.024
154.228,1.015
154.258,1.017
154.288,1.021
154.318,1.019
154.348,1.020
154.378,1.024
154.408,1.020
154.438,1.021
154.468,1.021
154.498,1.016
154.528,1.021
154.558,1.015
154.588,1.026
154.618,1.026
154.648,1.014
154.678,1.014
154.708,1.020
154.738,1.021
154.768,1.018
154.798,1.023
154.828,1.017
154.858,1.018
154.888,1.019
154.918,1.018
154.948,1.014
154.978,1.016
155.008,1.018
155.038,1.017
155.068,1.019
155.098,1.023
155.128,1.017
155.158,1.020
155.188,1.023
155.218,1.021
155.248,1.017
155.278,1.013
155.308,1.018
155.338,1.017
155.368,1.021
155.398,1.021
155.428,1.016
155.458,1.015
155.488,1.017
155.518,1.020
155.548,1.024
155.578,1.025
155.608,1.013
155.638,1.012
155.668,1.017
155.698,1.021
155.728,1.016
155.758,1.016
155.788,1.020
155.818,1.018
155.848,1.019
155.878,1.023
155.908,1.020
155.938,1.022
155.968,1.022
155.998,1.019
156.028,1.021
156.058,1.015
156.088,1.021
156.118,1.022
156.148,1.018
156.178,1.021
156.208,1.017
156.238,1.021
156.268,1.020
156.298,1.023
156.328,1.024
156.358,1.012
156.388,1.013
156.418,1.016
156.448,1.018
156.478,1.020
156.508,1.023
156.538,1.016
156.568,1.015
156.598,1.021
156.628,1.020
156.658,1.014
156.688,1.018
156.718,1.016
156.748,1.021
156.778,1.021
156.808,1.018
156.838,1.018
156.868,1.024
156.898,1.017
156.928,1.018
156.958,1.021
156.988,1.019
157.018,1.018
157.048,1.022
157.078,1.017
157.108,1.020
157.138,1.021
157.168,1.020
157.198,1.021
157.228,1.019
157.258,1.015
157.288,1.026
157.318,1.020
157.348,1.025
157.378,1.020
157.408,1.014
157.438,1.022
157.468,1.024
157.498,1.023
157.528,1.025
157.558,1.013
157.588,1.021
157.618,1.021
157.648,1.020
157.678,1.012
157.708,1.017
157.738,1.017
157.768,1.024
157.798,1.019
157.828,1.020
157.858,1.021
157.888,1.018
157.918,1.021
157.948,1.023
157.978,1.017
158.008,1.018
158.038,1.024
158.068,1.019
158.098,1.021
158.128,1.019
158.158,1.021
158.188,1.020
158.218,1.018
158.248,1.021
158.278,1.019
158.308,1.022
158.338,1.027
158.368,1.018
158.398,1.013
158.428,1.020
158.458,1.021
158.488,1.022
158.518,1.024
158.548,1.016
158.578,1.016
158.608,1.021
158.638,1.021
158.668,1.018
158.698,1.016
158.728,1.019
158.758,1.021
158.788,1.022
158.818,1.017
158.848,1.018
158.878,1.017
158.908,1.021
158.938,1.020
158.968,1.021
158.998,1.021
159.028,1.020
159.058,1.019
159.088,1.022
159.118,1.018
159.148,1.021
159.178,1.016
159.208,1.020
159.238,1.023
159.268,1.029
159.298,1.021
159.328,1.014
159.358,1.017
159.388,1.018
159.418,1.020
159.448,1.025
159.478,1.022
159.508,1.019
159.538,1.014
159.568,1.020
159.598,1.018
159.628,1.013
159.658,1.019
159.688,1.021
159.718,1.026
159.748,1.020
159.778,1.018
159.808,1.017
159.838,1.020
159.868,1.016
159.898,1.023
159.928,1.021
159.958,1.019
159.988,1.016
160.018,1.020
160.048,1.018
160.078,1.023
160.108,1.023
160.138,1.018
160.168,1.016
160.198,1.021
160.228,1.022
160.258,1.019
160.288,1.023
160.318,1.017
160.348,1.018
160.378,1.022
160.408,1.023
160.438,1.016
160.468,1.019
160.498,1.020
160.528,1.018
160.558,1.020
160.588,1.019
160.618,1.019
160.648,1.015
160.678,1.021
160.708,1.025
160.738,1.019
160.768,1.019
160.798,1.021
160.828,1.019
160.858,1.014
160.888,1.018
160.918,1.013
160.948,1.022
160.978,1.022
161.008,1.021
161.038,1.019
161.068,1.017
161.098,1.019
161.128,1.022
161.158,1.019
161.188,1.018
161.218,1.015
161.248,1.018
161.278,1.021
161.308,1.021
161.338,1.019
161.368,1.020
161.398,1.024
161.428,1.018
161.458,1.019
161.488,1.020
161.518,1.018
161.548,1.019
161.578,1.019
161.608,1.017
161.638,1.018
161.668,1.020
161.698,1.021
161.728,1.021
161.758,1.018
161.788,1.017
161.818,1.016
161.848,1.026
161.878,1.021
161.908,1.025
161.938,1.018
161.968,1.014
161.998,1.017
162.028,1.021
162.058,1.023
162.088,1.021
162.118,1.023
162.148,1.018
162.178,1.019
162.208,1.017
162.238,1.020
162.268,1.017
162.298,1.018
162.328,1.025
162.358,1.020
162.388,1.017
162.418,1.021
162.448,1.017
162.478,1.019
162.508,1.020
162.538,1.019
162.568,1.017
162.598,1.021
162.628,1.015
162.658,1.020
162.688,1.022
162.718,1.016
162.748,1.013
162.778,1.025
162.808,1.020
162.838,1.023
162.868,1.017
162.898,1.010
162.928,1.020
162.958,1.023
162.988,1.020
163.018,1.022
163.048,1.020
163.078,1.017
163.108,1.021
163.138,1.021
163.168,1.016
163.198,1.018
163.228,1.016
163.258,1.021
163.288,1.019
163.318,1.017
163.348,1.020
163.378,1.017
163.408,1.018
163.438,1.019
163.468,1.019
163.498,1.020
163.528,1.023
163.558,1.020
163.588,1.013
163.618,1.023
163.648,1.023
163.678,1.022
163.708,1.019
163.738,1.021
163.768,1.018
163.798,1.018
163.828,1.020
163.858,1.021
163.888,1.018
163.918,1.015
163.948,1.016
163.978,1.020
164.008,1.020
164.038,1.017
164.068,1.014
164.098,1.021
164.128,1.020
164.158,1.021
164.188,1.016
164.218,1.020
164.248,1.020
164.278,1.022
164.308,1.018
164.338,1.018
164.368,1.019
164.398,1.020
164.428,1.022
164.458,1.021
164.488,1.016
164.518,1.018
164.548,1.019
164.578,1.021
164.608,1.024
164.638,1.023
164.668,1.021
164.698,1.016
164.728,1.021
164.758,1.021
164.788,1.013
164.818,1.019
164.848,1.021
164.878,1.020
164.908,1.017
164.938,1.022
164.968,1.017
164.998,1.021
165.028,1.019
165.058,1.021
165.088,1.021
165.118,1.018
165.148,1.019
165.178,1.016
165.208,1.022
165.238,1.019
165.268,1.019
165.298,1.018
165.328,1.016
165.358,1.021
165.388,1.019
165.418,1.021
165.448,1.021
165.478,1.021
165.508,1.018
165.538,1.019
165.568,1.017
165.598,1.016
165.628,1.018
165.658,1.022
165.688,1.021
165.718,1.019
165.748,1.020
165.778,1.021
165.808,1.019
165.838,1.018
165.868,1.018
165.898,1.018
165.928,1.018
165.958,1.017
165.988,1.019
166.018,1.021
166.048,1.021
166.078,1.021
166.108,1.017
166.138,1.025
166.168,1.021
166.198,1.021
166.228,1.014
166.258,1.014
166.288,1.019
166.318,1.023
166.348,1.021
166.378,1.023
166.408,1.017
166.438,1.018
166.468,1.020
166.498,1.021
166.528,1.021
166.558,1.015
166.588,1.020
166.618,1.023
166.648,1.022
166.678,1.021
166.708,1.019
166.738,1.019
166.768,1.023
166.798,1.020
166.828,1.019
166.858,1.022
166.888,1.019
166.918,1.019
166.948,1.021
166.978,1.023
167.008,1.016
167.038,1.017
167.068,1.020
167.098,1.023
167.128,1.022
167.158,1.022
167.188,1.015
167.218,1.019
167.248,1.024
167.278,1.021
167.308,1.019
167.338,1.019
167.368,1.018
167.398,1.018
167.428,1.020
167.458,1.021
167.488,1.018
167.518,1.021
167.548,1.026
167.578,1.022
167.608,1.021
167.638,1.018
167.668,1.019
167.698,1.022
167.728,1.024
167.758,1.020
167.788,1.021
167.818,1.024
167.848,1.025
167.878,1.022
167.908,1.012
167.938,1.017
167.968,1.015
167.998,1.018
168.028,1.030
168.058,1.031
168.088,1.019
168.118,1.022
168.148,1.025
168.178,1.023
168.208,1.017
168.238,1.016
168.268,1.017
168.298,1.012
168.328,1.011
168.358,1.019
168.388,1.033
168.418,1.028
168.448,1.024
168.478,1.021
168.508,1.023
168.538,1.022
168.568,1.016
168.598,1.020
168.628,1.025
168.658,1.021
168.688,1.021
168.718,1.012
168.748,1.020
168.778,1.024
168.808,1.027
168.838,1.021
168.868,1.022
168.898,1.021
168.928,1.024
168.958,1.021
168.988,1.023
169.018,1.021
169.048,1.019
169.078,1.023
169.108,1.023
169.138,1.018
169.168,1.017
169.198,1.020
169.228,1.023
169.258,1.021
169.288,1.021
169.318,1.024
169.348,1.022
169.378,1.018
169.408,1.018
169.438,1.022
169.468,1.026
169.498,1.021
169.528,1.022
169.558,1.023
169.588,1.017
169.618,1.021
169.648,1.026
169.678,1.021
169.708,1.019
169.738,1.021
169.768,1.024
169.798,1.025
169.828,1.022
169.858,1.018
169.888,1.016
169.918,1.021
169.948,1.021
169.978,1.022
170.008,1.022
170.038,1.022
170.068,1.025
170.098,1.022
170.128,1.022
170.158,1.021
170.188,1.021
170.218,1.019
170.248,1.019
170.278,1.024
170.308,1.027
170.338,1.024
170.368,1.021
170.398,1.021
170.428,1.021
170.458,1.016
170.488,1.020
170.518,1.017
170.548,1.026
170.578,1.025
170.608,1.016
170.638,1.022
170.668,1.022
170.698,1.021
170.728,1.021
170.758,1.029
170.788,1.014
170.818,1.019
170.848,1.021
170.878,1.021
170.908,1.017
170.938,1.025
170.968,1.022
170.998,1.025
171.028,1.024
171.058,1.024
171.088,1.020
171.118,1.021
171.148,1.024
171.178,1.024
171.208,1.021
171.238,1.018
171.268,1.020
171.298,1.017
171.328,1.019
171.358,1.021
171.388,1.026
171.418,1.021
171.448,1.021
171.478,1.017
171.508,1.023
171.538,1.022
171.568,1.023
171.598,1.017
171.628,1.021
171.658,1.025
171.688,1.021
171.718,1.025
171.748,1.026
171.778,1.023
171.808,1.019
171.838,1.021
171.868,1.022
171.898,1.016
171.928,1.020
171.958,1.021
171.988,1.022
172.018,1.020
172.048,1.028
172.078,1.024
172.108,1.027
172.138,1.022
172.168,1.021
