df_hash,22ZHK4.KA6GFR
697.755,86
699.775,85
700.785,80
701.795,77
703.815,77
704.825,78
705.835,79
706.845,70
708.865,68
710.885,71
712.905,63
713.915,52
714.925,43
715.935,37
716.945,36
718.965,26
719.975,25
721.995,28
723.005,22
724.015,28
726.035,27
728.055,16
729.065,14
730.075,14
732.095,13
734.115,22
735.125,29
736.135,32
737.145,42
738.155,48
739.165,54
741.185,50
743.205,57
745.225,51
747.245,44
749.265,54
751.285,68
752.295,62
754.315,56
756.335,50
757.345,43
758.355,44
760.375,39
762.395,46
764.415,54
765.425,66
766.435,65
767.445,73
768.455,76
769.465,72
771.485,66
772.495,66
773.505,69
775.525,72
777.545,80
779.565,83
780.575,88
781.585,90
782.595,91
783.605,87
784.615,86
786.635,85
788.655,84
790.675,83
792.695,75
793.705,75
794.715,72
796.735,65
797.745,62
799.765,53
801.785,55
803.805,73
805.825,72
806.835,68
808.855,63
809.865,62
810.875,62
811.885,57
812.895,55
813.905,41
814.915,29
816.935,28
818.955,38
820.975,41
821.985,42
822.995,33
825.015,40
826.025,45
827.035,53
828.045,53
