df_hash,22ZHK4.UJ02M7
14.605,1.040
14.635,1.038
14.665,1.033
14.695,1.034
14.725,1.038
14.755,1.036
14.785,1.032
14.815,1.038
14.845,1.038
14.875,1.041
14.905,1.031
14.935,1.032
14.965,1.037
14.995,1.038
15.025,1.036
15.055,1.035
15.085,1.036
15.115,1.037
15.145,1.036
15.175,1.040
15.205,1.036
15.235,1.037
15.265,1.034
15.295,1.032
15.325,1.038
15.355,1.038
15.385,1.036
15.415,1.041
15.445,1.032
15.475,1.035
15.505,1.041
15.535,1.035
15.565,1.034
15.595,1.039
15.625,1.038
15.655,1.036
15.685,1.035
15.715,1.037
15.745,1.035
15.775,1.039
15.805,1.033
15.835,1.040
15.865,1.037
15.895,1.030
15.925,1.032
15.955,1.037
15.985,1.036
16.015,1.036
16.045,1.035
16.075,1.039
16.105,1.036
16.135,1.033
16.165,1.033
16.195,1.039
16.225,1.038
16.255,1.039
16.285,1.036
16.315,1.036
16.345,1.042
16.375,1.035
16.405,1.039
16.435,1.032
16.465,1.041
16.495,1.041
16.525,1.036
16.555,1.036
16.585,1.038
16.615,1.035
16.645,1.035
16.675,1.035
16.705,1.036
16.735,1.042
16.765,1.034
16.795,1.034
16.825,1.037
16.855,1.036
16.885,1.039
16.915,1.036
16.945,1.038
16.975,1.039
17.005,1.039
17.035,1.037
17.065,1.035
17.095,1.038
17.125,1.039
17.155,1.035
17.185,1.035
17.215,1.036
17.245,1.036
17.275,1.032
17.305,1.040
17.335,1.031
17.365,1.039
17.395,1.040
17.425,1.040
17.455,1.037
17.485,1.030
17.515,1.038
17.545,1.031
17.575,1.034
17.605,1.035
17.635,1.037
17.665,1.036
17.695,1.032
17.725,1.040
17.755,1.040
17.785,1.032
17.815,1.036
17.845,1.039
17.875,1.036
17.905,1.038
17.935,1.033
17.965,1.043
17.995,1.038
18.025,1.032
18.055,1.030
18.085,1.035
18.115,1.037
18.145,1.035
18.175,1.035
18.205,1.038
18.235,1.038
18.265,1.038
18.295,1.034
18.325,1.041
18.355,1.037
18.385,1.033
18.415,1.035
18.445,1.037
18.475,1.035
18.505,1.039
18.535,1.032
18.565,1.035
18.595,1.035
18.625,1.033
18.655,1.036
18.685,1.040
18.715,1.032
18.745,1.035
18.775,1.036
18.805,1.039
18.835,1.041
18.865,1.045
18.895,1.036
18.925,1.034
18.955,1.027
18.985,1.026
19.015,1.033
19.045,1.041
19.075,1.035
19.105,1.045
19.135,1.032
19.165,1.035
19.195,1.035
19.225,1.036
19.255,1.036
19.285,1.038
19.315,1.040
19.345,1.037
19.375,1.037
19.405,1.037
19.435,1.034
19.465,1.031
19.495,1.038
19.525,1.037
19.555,1.034
19.585,1.031
19.615,1.034
19.645,1.040
19.675,1.036
19.705,1.037
19.735,1.035
19.765,1.043
19.795,1.035
19.825,1.033
19.855,1.036
19.885,1.038
19.915,1.039
19.945,1.037
19.975,1.039
20.005,1.040
20.035,1.035
20.065,1.033
20.095,1.039
20.125,1.039
20.155,1.033
20.185,1.038
20.215,1.037
20.245,1.036
20.275,1.034
20.305,1.034
20.335,1.036
20.365,1.042
20.395,1.030
20.425,1.032
20.455,1.034
20.485,1.037
20.515,1.036
20.545,1.034
20.575,1.034
20.605,1.035
20.635,1.036
20.665,1.036
20.695,1.037
20.725,1.038
20.755,1.032
20.785,1.034
20.815,1.036
20.845,1.035
20.875,1.037
20.905,1.040
20.935,1.032
20.965,1.043
20.995,1.035
21.025,1.028
21.055,1.034
21.085,1.035
21.115,1.037
21.145,1.037
21.175,1.035
21.205,1.033
21.235,1.030
21.265,1.041
21.295,1.041
21.325,1.040
21.355,1.034
21.385,1.031
21.415,1.037
21.445,1.037
21.475,1.033
21.505,1.034
21.535,1.036
21.565,1.037
21.595,1.035
21.625,1.028
21.655,1.034
21.685,1.040
21.715,1.037
21.745,1.035
21.775,1.037
21.805,1.036
21.835,1.040
21.865,1.032
21.895,1.038
21.925,1.034
21.955,1.031
21.985,1.034
22.015,1.035
22.045,1.033
22.075,1.044
22.105,1.032
22.135,1.041
22.165,1.037
22.195,1.033
22.225,1.034
22.255,1.036
22.285,1.039
22.315,1.037
22.345,1.034
22.375,1.038
22.405,1.037
22.435,1.038
22.465,1.034
22.495,1.042
22.525,1.035
22.555,1.033
22.585,1.035
22.615,1.037
22.645,1.035
22.675,1.046
22.705,1.032
22.735,1.040
22.765,1.035
22.795,1.029
22.825,1.035
22.855,1.037
22.885,1.037
22.915,1.035
22.945,1.031
22.975,1.037
23.005,1.038
23.035,1.040
23.065,1.034
23.095,1.041
23.125,1.035
23.155,1.034
23.185,1.036
23.215,1.039
23.245,1.034
23.275,1.038
23.305,1.033
23.335,1.044
23.365,1.040
23.395,1.033
23.425,1.034
23.455,1.034
23.485,1.036
23.515,1.037
23.545,1.037
23.575,1.036
23.605,1.039
23.635,1.036
23.665,1.040
23.695,1.034
23.725,1.039
23.755,1.032
23.785,1.035
23.815,1.036
23.845,1.033
23.875,1.031
23.905,1.038
23.935,1.037
23.965,1.038
23.995,1.036
24.025,1.031
24.055,1.033
24.085,1.037
24.115,1.039
24.145,1.035
24.175,1.035
24.205,1.037
24.235,1.037
24.265,1.040
24.295,1.034
24.325,1.036
24.355,1.034
24.385,1.032
24.415,1.036
24.445,1.034
24.475,1.034
24.505,1.042
24.535,1.035
24.565,1.041
24.595,1.036
24.625,1.030
24.655,1.035
24.685,1.037
24.715,1.040
24.745,1.034
24.775,1.037
24.805,1.033
24.835,1.034
24.865,1.037
24.895,1.037
24.925,1.040
24.955,1.034
24.985,1.034
25.015,1.037
25.045,1.039
25.075,1.033
25.105,1.039
25.135,1.031
25.165,1.041
25.195,1.036
25.225,1.033
25.255,1.035
25.285,1.038
25.315,1.036
25.345,1.036
25.375,1.034
25.405,1.040
25.435,1.036
25.465,1.040
25.495,1.031
25.525,1.037
25.555,1.037
25.585,1.033
25.615,1.034
25.645,1.037
25.675,1.036
25.705,1.039
25.735,1.032
25.765,1.041
25.795,1.036
25.825,1.030
25.855,1.033
25.885,1.034
25.915,1.039
25.945,1.038
25.975,1.035
26.005,1.039
26.035,1.038
26.065,1.034
26.095,1.039
26.125,1.033
26.155,1.040
26.185,1.035
26.215,1.032
26.245,1.037
26.275,1.037
26.305,1.033
26.335,1.042
26.365,1.037
26.395,1.043
26.425,1.037
26.455,1.032
26.485,1.034
26.515,1.037
26.545,1.041
26.575,1.038
26.605,1.039
26.635,1.039
26.665,1.041
26.695,1.038
26.725,1.038
26.755,1.036
26.785,1.040
26.815,1.032
26.845,1.036
26.875,1.036
26.905,1.039
26.935,1.037
26.965,1.044
26.995,1.032
27.025,1.042
27.055,1.035
27.085,1.033
27.115,1.036
27.145,1.038
27.175,1.036
27.205,1.036
27.235,1.038
27.265,1.038
27.295,1.038
27.325,1.037
27.355,1.042
27.385,1.037
27.415,1.039
27.445,1.037
27.475,1.038
27.505,1.035
27.535,1.029
27.565,1.040
27.595,1.033
27.625,1.041
27.655,1.032
27.685,1.030
27.715,1.034
27.745,1.040
27.775,1.035
27.805,1.033
27.835,1.039
27.865,1.038
27.895,1.038
27.925,1.037
27.955,1.044
27.985,1.039
28.015,1.033
28.045,1.036
28.075,1.035
28.105,1.038
28.135,1.033
28.165,1.038
28.195,1.041
28.225,1.040
28.255,1.033
28.285,1.037
28.315,1.037
28.345,1.037
28.375,1.035
28.405,1.034
28.435,1.037
28.465,1.033
28.495,1.040
28.525,1.036
28.555,1.038
28.585,1.031
28.615,1.034
28.645,1.034
28.675,1.037
28.705,1.034
28.735,1.039
28.765,1.032
28.795,1.040
28.825,1.036
28.855,1.036
28.885,1.035
28.915,1.037
28.945,1.034
28.975,1.034
29.005,1.035
29.035,1.042
29.065,1.037
29.095,1.034
29.125,1.034
29.155,1.040
29.185,1.039
29.215,1.034
29.245,1.037
29.275,1.039
29.305,1.037
29.335,1.031
29.365,1.038
29.395,1.034
29.425,1.039
29.455,1.034
29.485,1.034
29.515,1.037
29.545,1.039
29.575,1.041
29.605,1.038
29.635,1.035
29.665,1.039
29.695,1.040
29.725,1.037
29.755,1.034
29.785,1.042
29.815,1.041
29.845,1.035
29.875,1.037
29.905,1.037
29.935,1.034
29.965,1.035
29.995,1.037
30.025,1.041
30.055,1.039
30.085,1.033
30.115,1.030
30.145,1.036
30.175,1.036
30.205,1.039
30.235,1.035
30.265,1.035
30.295,1.035
30.325,1.040
30.355,1.039
30.385,1.033
30.415,1.041
30.445,1.035
30.475,1.030
30.505,1.032
30.535,1.036
30.565,1.035
30.595,1.033
30.625,1.032
30.655,1.038
30.685,1.041
30.715,1.033
30.745,1.036
30.775,1.039
30.805,1.036
30.835,1.039
30.865,1.039
30.895,1.043
30.925,1.039
30.955,1.036
30.985,1.036
31.015,1.039
31.045,1.037
31.075,1.032
31.105,1.036
31.135,1.038
31.165,1.036
31.195,1.029
31.225,1.036
31.255,1.036
31.285,1.045
31.315,1.034
31.345,1.034
31.375,1.033
31.405,1.035
31.435,1.034
31.465,1.034
31.495,1.040
31.525,1.042
31.555,1.039
31.585,1.033
31.615,1.042
31.645,1.032
31.675,1.030
31.705,1.036
31.735,1.039
31.765,1.036
31.795,1.035
31.825,1.034
31.855,1.038
31.885,1.040
31.915,1.035
31.945,1.032
31.975,1.036
32.005,1.031
32.035,1.037
32.065,1.037
32.095,1.030
32.125,1.041
32.155,1.037
32.185,1.044
32.215,1.029
32.245,1.041
32.275,1.035
32.305,1.033
32.335,1.034
32.365,1.036
32.395,1.034
32.425,1.042
32.455,1.034
32.485,1.038
32.515,1.038
32.545,1.034
32.575,1.035
32.605,1.037
32.635,1.035
32.665,1.037
32.695,1.038
32.725,1.037
32.755,1.040
32.785,1.035
32.815,1.041
32.845,1.031
32.875,1.038
32.905,1.037
32.935,1.037
32.965,1.036
32.995,1.038
33.025,1.037
33.055,1.037
33.085,1.032
33.115,1.037
33.145,1.038
33.175,1.031
33.205,1.029
33.235,1.036
33.265,1.039
33.295,1.041
33.325,1.038
33.355,1.035
33.385,1.035
33.415,1.038
33.445,1.043
33.475,1.037
33.505,1.041
33.535,1.035
33.565,1.033
33.595,1.032
33.625,1.038
33.655,1.038
33.685,1.041
33.715,1.031
33.745,1.044
33.775,1.037
33.805,1.034
33.835,1.035
33.865,1.037
33.895,1.040
33.925,1.039
33.955,1.037
33.985,1.038
34.015,1.039
34.045,1.042
34.075,1.035
34.105,1.040
34.135,1.035
34.165,1.032
34.195,1.034
34.225,1.038
34.255,1.035
34.285,1.041
34.315,1.030
34.345,1.037
34.375,1.040
34.405,1.037
34.435,1.034
34.465,1.034
34.495,1.038
34.525,1.036
34.555,1.035
34.585,1.035
34.615,1.038
34.645,1.037
34.675,1.033
34.705,1.037
34.735,1.030
34.765,1.034
34.795,1.035
34.825,1.038
34.855,1.036
34.885,1.041
34.915,1.030
34.945,1.037
34.975,1.034
35.005,1.033
35.035,1.033
35.065,1.040
35.095,1.028
35.125,1.034
35.155,1.034
35.185,1.041
35.215,1.041
35.245,1.044
35.275,1.037
35.305,1.035
35.335,1.038
35.365,1.027
35.395,1.035
35.425,1.042
35.455,1.038
35.485,1.042
35.515,1.033
35.545,1.039
35.575,1.035
35.605,1.029
35.635,1.033
35.665,1.042
35.695,1.038
35.725,1.036
35.755,1.034
35.785,1.041
35.815,1.039
35.845,1.032
35.875,1.035
35.905,1.040
35.935,1.022
35.965,1.023
35.995,1.033
36.025,1.035
36.055,1.029
36.085,1.037
36.115,1.035
36.145,1.042
36.175,1.037
36.205,1.036
36.235,1.036
36.265,1.040
36.295,1.038
36.325,1.038
36.355,1.042
36.385,1.037
36.415,1.041
36.445,1.032
36.475,1.037
36.505,1.034
36.535,1.034
36.565,1.034
36.595,1.035
36.625,1.035
36.655,1.041
36.685,1.030
36.715,1.037
36.745,1.033
36.775,1.032
36.805,1.033
36.835,1.034
36.865,1.031
36.895,1.034
36.925,1.036
36.955,1.036
36.985,1.036
37.015,1.036
37.045,1.034
37.075,1.038
37.105,1.037
37.135,1.038
37.165,1.036
37.195,1.037
37.225,1.032
37.255,1.034
37.285,1.037
37.315,1.036
37.345,1.036
37.375,1.032
37.405,1.040
37.435,1.037
37.465,1.038
37.495,1.033
37.525,1.035
37.555,1.032
37.585,1.038
37.615,1.041
37.645,1.040
37.675,1.033
37.705,1.033
37.735,1.032
37.765,1.038
37.795,1.035
37.825,1.032
37.855,1.032
37.885,1.032
37.915,1.031
37.945,1.032
37.975,1.032
38.005,1.030
38.035,1.031
38.065,1.039
38.095,1.032
38.125,1.034
38.155,1.042
38.185,1.041
38.215,1.045
38.245,1.043
38.275,1.037
38.305,1.030
38.335,1.032
38.365,1.035
38.395,1.034
38.425,1.032
38.455,1.028
38.485,1.026
38.515,1.029
38.545,1.029
38.575,1.033
38.605,1.037
38.635,1.033
38.665,1.030
38.695,1.029
38.725,1.033
38.755,1.036
38.785,1.033
38.815,1.036
38.845,1.033
38.875,1.031
38.905,1.032
38.935,1.033
38.965,1.034
38.995,1.027
39.025,1.025
39.055,1.023
39.085,1.024
39.115,1.001
39.145,0.999
39.175,1.000
39.205,0.999
39.235,0.988
39.265,0.992
39.295,0.991
39.325,0.982
39.355,0.993
39.385,1.006
39.415,1.020
39.445,1.025
39.475,1.037
39.505,1.042
39.535,1.046
39.565,1.035
39.595,1.030
39.625,1.037
39.655,1.031
39.685,1.028
39.715,1.024
39.745,1.011
39.775,1.009
39.805,1.005
39.835,1.005
39.865,0.999
39.895,0.992
39.925,0.992
39.955,0.998
39.985,1.002
40.015,0.998
40.045,1.004
40.075,1.001
40.105,1.000
40.135,1.001
40.165,1.001
40.195,1.000
40.225,1.008
40.255,0.994
40.285,1.004
40.315,1.002
40.345,1.002
40.375,0.998
40.405,0.999
40.435,1.002
40.465,0.999
40.495,1.000
40.525,1.000
40.555,1.002
40.585,1.005
40.615,1.001
40.645,1.007
40.675,1.003
40.705,1.001
40.735,1.002
40.765,1.005
40.795,1.005
40.825,1.001
40.855,0.992
40.885,1.006
40.915,1.007
40.945,1.000
40.975,0.996
41.005,1.004
41.035,1.004
41.065,1.003
41.095,1.001
41.125,1.010
41.155,1.008
41.185,1.000
41.215,1.013
41.245,1.003
41.275,0.997
41.305,0.996
41.335,1.002
41.365,1.001
41.395,1.002
41.425,0.993
41.455,1.003
41.485,1.007
41.515,1.003
41.545,1.001
41.575,1.004
41.605,1.003
41.635,1.002
41.665,1.002
41.695,1.004
41.725,1.008
41.755,1.000
41.785,1.006
41.815,1.004
41.845,1.002
41.875,0.999
41.905,1.003
41.935,1.006
41.965,1.004
41.995,1.008
42.025,0.999
42.055,1.012
42.085,1.006
42.115,1.004
42.145,1.005
42.175,1.009
42.205,1.007
42.235,1.006
42.265,1.001
42.295,1.005
42.325,1.004
42.355,1.000
42.385,1.003
42.415,1.006
42.445,1.005
42.475,1.002
42.505,1.004
42.535,1.008
42.565,1.004
42.595,1.008
42.625,1.006
42.655,1.010
42.685,1.010
42.715,1.005
42.745,1.006
42.775,1.009
42.805,1.009
42.835,1.007
42.865,1.013
42.895,1.013
42.925,1.013
42.955,1.011
42.985,1.005
43.015,1.013
43.045,1.012
43.075,1.010
43.105,1.007
43.135,1.005
43.165,1.008
43.195,1.007
43.225,1.007
43.255,1.013
43.285,1.017
43.315,1.006
43.345,1.006
43.375,1.006
43.405,1.003
43.435,1.008
43.465,1.001
43.495,1.007
43.525,1.016
43.555,1.014
43.585,1.008
43.615,1.016
43.645,1.016
43.675,1.012
43.705,1.009
43.735,1.015
43.765,1.011
43.795,1.005
43.825,1.012
43.855,1.003
43.885,1.013
43.915,1.009
43.945,1.006
43.975,1.007
44.005,1.011
44.035,1.010
44.065,1.008
44.095,1.012
44.125,1.014
44.155,1.012
44.185,1.002
44.215,1.016
44.245,1.010
44.275,1.005
44.305,1.005
44.335,1.011
44.365,1.007
44.395,1.008
44.425,1.004
44.455,1.011
44.485,1.013
44.515,1.008
44.545,1.009
44.575,1.010
44.605,1.010
44.635,1.007
44.665,1.011
44.695,1.012
44.725,1.011
44.755,1.012
44.785,0.995
44.815,1.011
44.845,1.015
44.875,1.011
44.905,1.005
44.935,1.007
44.965,1.010
44.995,1.005
45.025,1.005
45.055,1.009
45.085,1.011
45.115,1.011
45.145,1.009
45.175,1.007
45.205,1.009
45.235,1.012
45.265,1.007
45.295,1.009
45.325,1.013
45.355,1.012
45.385,1.008
45.415,1.002
45.445,1.014
45.475,1.011
45.505,1.008
45.535,1.010
45.565,1.005
45.595,1.004
45.625,1.018
45.655,1.008
45.685,1.014
45.715,1.011
45.745,1.005
45.775,1.005
45.805,1.011
45.835,1.009
45.865,1.011
45.895,1.010
45.925,1.007
45.955,1.011
45.985,1.007
46.015,1.009
46.045,1.015
46.075,1.018
46.105,1.009
46.135,1.005
46.165,1.008
46.195,1.005
46.225,1.004
46.255,1.011
46.285,1.008
46.315,1.021
46.345,1.012
46.375,1.007
46.405,1.009
46.435,1.012
46.465,1.013
46.495,1.009
46.525,1.012
46.555,1.010
46.585,1.013
46.615,1.011
46.645,1.005
46.675,1.009
46.705,1.005
46.735,1.003
46.765,1.007
46.795,1.010
46.825,1.012
46.855,1.015
46.885,1.009
46.915,1.013
46.945,1.011
46.975,1.009
47.005,1.001
47.035,1.006
47.065,1.010
47.095,1.009
47.125,1.009
47.155,1.011
47.185,1.009
47.215,1.010
47.245,1.006
47.275,1.016
47.305,1.011
47.335,1.004
47.365,1.004
47.395,1.010
47.425,1.009
47.455,1.006
47.485,1.006
47.515,1.007
47.545,1.012
47.575,1.011
47.605,1.003
47.635,1.008
47.665,1.011
47.695,1.012
47.725,1.012
47.755,1.009
47.785,1.011
47.815,1.012
47.845,1.012
47.875,1.007
47.905,1.010
47.935,1.009
47.965,1.012
47.995,1.011
48.025,1.013
48.055,1.009
48.085,1.012
48.115,0.999
48.145,1.012
48.175,1.009
48.205,1.008
48.235,1.006
48.265,1.005
48.295,1.010
48.325,1.008
48.355,1.014
48.385,1.009
48.415,1.013
48.445,1.010
48.475,1.007
48.505,1.003
48.535,1.011
48.565,1.014
48.595,1.009
48.625,1.009
48.655,1.011
48.685,1.007
48.715,1.015
48.745,1.005
48.775,1.012
48.805,1.008
48.835,1.008
48.865,1.005
48.895,1.005
48.925,1.007
48.955,1.009
48.985,1.010
49.015,1.015
49.045,1.011
49.075,1.009
49.105,1.009
49.135,1.018
49.165,1.010
49.195,1.006
49.225,1.006
49.255,1.009
49.285,1.009
49.315,1.006
49.345,1.010
49.375,1.006
49.405,1.013
49.435,1.006
49.465,1.004
49.495,1.008
49.525,1.008
49.555,1.008
49.585,1.007
49.615,1.012
49.645,1.011
49.675,1.009
49.705,1.009
49.735,1.015
49.765,1.014
49.795,1.008
49.825,1.006
49.855,1.007
49.885,1.005
49.915,1.002
49.945,1.009
49.975,1.003
50.005,1.009
50.035,1.008
50.065,1.007
50.095,1.006
50.125,1.008
50.155,1.011
50.185,1.011
50.215,1.007
50.245,1.011
50.275,1.012
50.305,1.011
50.335,1.005
50.365,1.013
50.395,1.011
50.425,1.005
50.455,1.006
50.485,1.013
50.515,1.010
50.545,1.009
50.575,1.005
50.605,1.014
50.635,1.011
50.665,1.009
50.695,1.005
50.725,1.010
50.755,1.008
50.785,1.010
50.815,1.009
50.845,1.013
50.875,1.010
50.905,1.006
50.935,1.001
50.965,1.015
50.995,1.012
51.025,1.010
51.055,1.005
51.085,1.007
51.115,1.010
51.145,1.010
51.175,1.010
51.205,1.009
51.235,1.012
51.265,1.011
51.295,1.006
51.325,1.005
51.355,1.010
51.385,1.012
51.415,1.009
51.445,1.010
51.475,1.012
51.505,1.010
51.535,1.012
51.565,1.005
51.595,1.010
51.625,1.011
51.655,1.004
51.685,1.007
51.715,1.009
51.745,1.008
51.775,1.006
51.805,1.010
51.835,1.007
51.865,1.012
51.895,1.005
51.925,1.005
51.955,1.009
51.985,1.009
52.015,1.015
52.045,1.011
52.075,1.011
52.105,1.009
52.135,1.006
52.165,1.005
52.195,1.007
52.225,1.013
52.255,1.011
52.285,1.007
52.315,1.008
52.345,1.008
52.375,1.009
52.405,1.009
52.435,1.003
52.465,1.015
52.495,1.015
52.525,1.005
52.555,1.006
52.585,1.009
52.615,1.008
52.645,1.011
52.675,1.012
52.705,1.014
52.735,1.009
52.765,1.010
52.795,1.009
52.825,1.011
52.855,1.007
52.885,1.004
52.915,1.008
52.945,1.008
52.975,1.007
53.005,1.013
53.035,1.005
53.065,1.011
53.095,1.009
53.125,1.008
53.155,1.007
53.185,1.010
53.215,1.012
53.245,1.009
53.275,1.008
53.305,1.009
53.335,1.012
53.365,1.009
53.395,1.007
53.425,1.016
53.455,1.010
53.485,1.005
53.515,1.010
53.545,1.011
53.575,1.006
53.605,1.011
53.635,1.005
53.665,1.015
53.695,1.010
53.725,1.010
53.755,1.009
53.785,1.009
53.815,1.007
53.845,1.011
53.875,1.012
53.905,1.012
53.935,1.014
53.965,1.009
53.995,1.005
54.025,1.017
54.055,1.015
54.085,1.007
54.115,1.003
54.145,1.007
54.175,1.005
54.205,1.007
54.235,1.009
54.265,1.014
54.295,1.012
54.325,1.011
54.355,1.007
54.385,1.007
54.415,1.009
54.445,1.011
54.475,1.009
54.505,1.010
54.535,1.010
54.565,1.014
54.595,1.008
54.625,1.006
54.655,1.016
54.685,1.009
54.715,1.008
54.745,1.009
54.775,1.010
54.805,1.008
54.835,1.014
54.865,1.004
54.895,1.015
54.925,1.008
54.955,1.006
54.985,1.006
55.015,1.012
55.045,1.012
55.075,1.008
55.105,1.010
55.135,1.013
55.165,1.015
55.195,1.013
55.225,1.011
55.255,1.010
55.285,1.011
55.315,1.007
55.345,1.005
55.375,1.011
55.405,1.011
55.435,1.012
55.465,1.004
55.495,1.016
55.525,1.016
55.555,1.010
55.585,1.007
55.615,1.013
55.645,1.005
55.675,1.011
55.705,1.010
55.735,1.008
55.765,1.012
55.795,1.008
55.825,1.012
55.855,1.015
55.885,1.009
55.915,1.006
55.945,1.008
55.975,1.008
56.005,1.005
56.035,1.014
56.065,1.003
56.095,1.014
56.125,1.011
56.155,1.009
56.185,1.011
56.215,1.010
56.245,1.012
56.275,1.006
56.305,1.009
56.335,1.013
56.365,1.010
56.395,1.011
56.425,1.008
56.455,1.016
56.485,1.008
56.515,1.006
56.545,1.009
56.575,1.008
56.605,1.007
56.635,1.016
56.665,1.004
56.695,1.014
56.725,1.011
56.755,1.005
56.785,1.009
56.815,1.006
56.845,1.011
56.875,1.010
56.905,1.013
56.935,1.014
56.965,1.014
56.995,1.014
