df_hash,22ZHK4.4XY8EU
12.133,0.996
12.163,1.006
12.193,1.003
12.223,0.995
12.253,0.995
12.283,1.004
12.313,1.002
12.343,1.001
12.373,1.003
12.403,1.001
12.433,1.005
12.463,0.998
12.493,1.005
12.523,1.008
12.553,1.006
12.583,0.997
12.613,0.999
12.643,1.006
12.673,1.002
12.703,1.002
12.733,0.997
12.763,1.007
12.793,1.009
12.823,1.000
12.853,0.997
12.883,1.001
12.913,1.002
12.943,0.998
12.973,0.999
13.003,1.006
13.033,1.005
13.063,0.998
13.093,1.000
13.123,1.007
13.153,1.005
13.183,0.997
13.213,1.000
13.243,0.998
13.273,0.996
13.303,1.004
13.333,1.002
13.363,1.004
13.393,1.007
13.423,0.999
13.453,0.997
13.483,1.002
13.513,1.004
13.543,0.999
13.573,1.005
13.603,1.003
13.633,1.004
13.663,0.992
13.693,0.999
13.723,1.010
13.753,1.000
13.783,0.995
13.813,1.002
13.843,1.005
13.873,1.003
13.903,1.001
13.933,0.998
13.963,1.003
13.993,1.006
14.023,0.999
14.053,0.996
14.083,1.002
14.113,1.004
14.143,1.000
14.173,1.001
14.203,1.001
14.233,1.010
14.263,1.002
14.293,0.997
14.323,1.011
14.353,1.004
14.383,0.996
14.413,1.002
14.443,1.004
14.473,1.002
14.503,1.004
14.533,0.996
14.563,1.000
14.593,1.009
14.623,1.002
14.653,0.997
14.683,1.002
14.713,1.005
14.743,1.000
14.773,1.004
14.803,0.997
14.833,1.001
14.863,1.008
14.893,0.998
14.923,0.996
14.953,1.004
14.983,1.011
15.013,1.004
15.043,1.000
15.073,1.001
15.103,1.002
15.133,1.001
15.163,1.001
15.193,1.002
15.223,1.002
15.253,1.005
15.283,0.999
15.313,0.999
15.343,0.999
15.373,1.002
15.403,1.001
15.433,1.001
15.463,1.002
15.493,1.004
15.523,1.006
15.553,1.006
15.583,0.996
15.613,0.996
15.643,1.003
15.673,1.009
15.703,1.000
15.733,1.002
15.763,1.000
15.793,1.003
15.823,1.005
15.853,1.003
15.883,1.000
15.913,1.003
15.943,1.004
15.973,1.001
16.003,0.998
16.033,1.003
16.063,1.005
16.093,1.003
16.123,1.001
16.153,1.002
16.183,1.002
16.213,1.004
16.243,1.006
16.273,1.001
16.303,0.995
16.333,1.006
16.363,1.009
16.393,1.006
16.423,0.998
16.453,0.998
16.483,1.004
16.513,1.005
16.543,1.004
16.573,0.998
16.603,1.005
16.633,1.008
16.663,1.002
16.693,0.999
16.723,1.000
16.753,1.004
16.783,1.005
16.813,1.001
16.843,1.004
16.873,1.004
16.903,1.008
16.933,1.006
16.963,0.997
16.993,1.003
17.023,1.007
17.053,1.012
17.083,1.001
17.113,0.997
17.143,1.004
17.173,1.003
17.203,0.999
17.233,1.006
17.263,1.000
17.293,1.014
17.323,1.004
17.353,0.997
17.383,1.004
17.413,1.004
17.443,1.005
17.473,1.002
17.503,0.997
17.533,1.002
17.563,1.005
17.593,1.002
17.623,1.002
17.653,1.002
17.683,1.013
17.713,1.002
17.743,0.999
17.773,1.002
17.803,1.002
17.833,1.001
17.863,1.005
17.893,0.995
17.923,1.010
17.953,1.003
17.983,1.000
18.013,1.003
18.043,1.004
18.073,1.003
18.103,1.004
18.133,1.002
18.163,1.002
18.193,1.008
18.223,1.002
18.253,1.005
18.283,1.002
18.313,1.012
18.343,1.000
18.373,1.002
18.403,1.008
18.433,1.005
18.463,1.000
18.493,1.003
18.523,1.010
18.553,1.034
18.583,1.020
18.613,1.011
18.643,1.014
18.673,1.011
18.703,1.018
18.733,1.024
18.763,1.016
18.793,1.008
18.823,1.004
18.853,0.995
18.883,0.998
18.913,0.985
18.943,0.981
18.973,0.987
19.003,0.992
19.033,0.995
19.063,0.979
19.093,0.986
19.123,0.995
19.153,0.993
19.183,1.001
19.213,1.005
19.243,1.007
19.273,0.973
19.303,0.962
19.333,0.967
19.363,0.960
19.393,0.975
19.423,1.025
19.453,1.007
19.483,0.984
19.513,0.990
19.543,1.004
19.573,1.012
19.603,1.007
19.633,0.998
19.663,1.000
19.693,0.988
19.723,0.996
19.753,1.009
19.783,1.020
19.813,1.012
19.843,0.993
19.873,0.995
19.903,0.999
19.933,1.002
19.963,1.001
19.993,1.004
20.023,1.005
20.053,1.004
20.083,1.016
20.113,0.999
20.143,1.001
20.173,1.000
20.203,0.998
20.233,0.997
20.263,0.995
20.293,0.989
20.323,0.994
20.353,1.005
20.383,1.001
20.413,0.999
20.443,1.004
20.473,0.998
20.503,0.995
20.533,1.000
20.563,1.007
20.593,1.003
20.623,0.995
20.653,0.999
20.683,1.001
20.713,1.007
20.743,1.003
20.773,0.995
20.803,1.000
20.833,0.997
20.863,0.988
20.893,0.994
20.923,0.996
20.953,1.009
20.983,1.016
21.013,1.000
21.043,0.998
21.073,1.005
21.103,1.005
21.133,0.999
21.163,0.991
21.193,0.995
21.223,1.002
21.253,1.006
21.283,1.010
21.313,0.995
21.343,1.000
21.373,1.016
21.403,1.017
21.433,0.998
21.463,0.988
21.493,0.988
21.523,0.996
21.553,0.993
21.583,1.001
21.613,0.998
21.643,1.005
21.673,1.011
21.703,1.000
21.733,0.997
21.763,1.001
21.793,0.996
21.823,0.989
21.853,0.992
21.883,1.003
21.913,1.004
21.943,0.999
21.973,1.009
22.003,1.012
22.033,1.003
22.063,0.995
22.093,0.997
22.123,0.999
22.153,0.982
22.183,1.000
22.213,1.009
22.243,1.023
22.273,1.023
22.303,1.012
22.333,1.004
22.363,1.006
22.393,1.005
22.423,1.002
22.453,0.996
22.483,1.005
22.513,1.008
22.543,1.003
22.573,1.009
22.603,1.012
22.633,1.010
22.663,0.997
22.693,0.998
22.723,0.997
22.753,0.998
22.783,0.999
22.813,1.006
22.843,1.014
22.873,1.018
22.903,1.009
22.933,0.998
22.963,1.002
22.993,1.000
23.023,1.009
23.053,1.008
23.083,1.006
23.113,1.004
23.143,0.996
23.173,0.998
23.203,1.010
23.233,1.010
23.263,1.000
23.293,0.997
23.323,1.000
23.353,1.006
23.383,1.006
23.413,1.000
23.443,1.001
23.473,1.005
23.503,1.007
23.533,1.004
23.563,1.004
23.593,1.007
23.623,1.002
23.653,1.007
23.683,1.008
23.713,1.010
23.743,1.004
23.773,1.000
23.803,1.009
23.833,1.004
23.863,1.003
23.893,1.005
23.923,1.005
23.953,1.002
23.983,0.998
24.013,1.000
24.043,1.005
24.073,1.001
24.103,0.997
24.133,1.002
24.163,1.011
24.193,1.019
24.223,1.019
24.253,1.006
24.283,1.009
24.313,1.015
24.343,1.012
24.373,1.000
24.403,1.001
24.433,1.002
24.463,0.991
24.493,0.984
24.523,0.991
24.553,1.013
24.583,1.011
24.613,1.003
24.643,0.990
24.673,0.986
24.703,0.982
24.733,0.983
24.763,0.994
24.793,1.018
24.823,1.018
24.853,1.009
24.883,1.000
24.913,0.993
24.943,0.991
24.973,0.979
25.003,0.990
25.033,1.007
25.063,1.009
25.093,0.995
25.123,1.004
25.153,1.005
25.183,1.006
25.213,1.001
25.243,0.986
25.273,0.979
25.303,1.009
25.333,1.036
25.363,1.027
25.393,1.004
25.423,0.987
25.453,1.000
25.483,1.014
25.513,1.012
25.543,1.009
25.573,1.011
25.603,1.028
25.633,1.021
25.663,0.982
25.693,0.974
25.723,0.981
25.753,0.988
25.783,0.989
25.813,0.996
25.843,1.001
25.873,1.046
25.903,1.057
25.933,1.008
25.963,0.974
25.993,0.980
26.023,0.995
26.053,1.001
26.083,1.009
26.113,1.013
26.143,1.004
26.173,1.004
26.203,0.994
26.233,0.995
26.263,1.002
26.293,1.001
26.323,1.001
26.353,1.003
26.383,1.005
26.413,1.001
26.443,0.992
26.473,1.000
26.503,1.000
26.533,1.002
26.563,1.006
26.593,1.004
26.623,1.003
26.653,1.000
26.683,0.997
26.713,1.000
26.743,1.007
26.773,0.998
26.803,0.996
26.833,1.008
26.863,1.007
26.893,0.994
26.923,0.992
26.953,0.999
26.983,1.005
27.013,1.001
27.043,0.998
27.073,1.003
27.103,1.007
27.133,1.002
27.163,1.005
27.193,1.006
27.223,1.006
27.253,1.001
27.283,0.993
27.313,0.989
27.343,0.991
27.373,1.000
27.403,0.996
27.433,0.999
27.463,1.000
27.493,1.002
27.523,0.996
27.553,1.002
27.583,1.000
27.613,1.004
27.643,0.999
27.673,1.003
27.703,1.001
27.733,1.007
27.763,1.005
27.793,0.994
27.823,0.995
27.853,1.001
27.883,1.004
27.913,1.003
27.943,1.000
27.973,1.004
28.003,1.000
28.033,1.000
28.063,1.002
28.093,1.008
28.123,1.001
28.153,1.001
28.183,1.000
28.213,1.004
28.243,1.002
28.273,1.002
28.303,1.000
28.333,1.008
28.363,0.999
28.393,0.994
28.423,0.992
28.453,1.004
28.483,1.003
28.513,1.005
28.543,0.998
28.573,1.001
28.603,1.000
28.633,0.994
28.663,0.997
28.693,1.005
28.723,1.001
28.753,0.994
28.783,0.996
28.813,1.000
28.843,1.002
28.873,1.003
28.903,1.000
28.933,1.007
28.963,1.009
28.993,1.001
29.023,0.991
29.053,0.996
29.083,0.999
29.113,1.000
29.143,1.005
29.173,0.999
29.203,1.003
29.233,1.007
29.263,1.000
29.293,0.997
29.323,0.998
29.353,1.010
29.383,1.000
29.413,1.000
29.443,1.000
29.473,1.005
29.503,0.998
29.533,0.997
29.563,1.002
29.593,1.006
29.623,1.007
29.653,0.994
29.683,0.991
29.713,0.999
29.743,1.002
29.773,1.001
29.803,0.997
29.833,0.998
29.863,1.003
29.893,1.000
29.923,1.003
29.953,1.001
29.983,1.008
30.013,1.010
30.043,1.003
30.073,1.000
30.103,1.003
30.133,0.998
30.163,1.003
30.193,0.999
30.223,1.001
30.253,1.001
30.283,1.004
30.313,0.997
30.343,0.997
30.373,0.999
30.403,1.002
30.433,1.002
30.463,1.006
30.493,1.000
30.523,1.000
30.553,1.007
30.583,1.005
30.613,0.999
30.643,1.004
30.673,1.008
30.703,0.998
30.733,1.003
30.763,1.004
30.793,1.001
30.823,0.995
30.853,1.000
30.883,0.998
30.913,1.010
30.943,1.005
30.973,1.000
31.003,1.001
31.033,1.006
31.063,1.004
31.093,1.003
31.123,1.005
31.153,1.000
31.183,1.008
31.213,1.007
31.243,0.999
31.273,1.002
31.303,1.002
31.333,1.004
31.363,1.000
31.393,1.003
31.423,1.001
31.453,1.001
31.483,1.001
31.513,1.005
31.543,0.999
31.573,1.010
31.603,1.005
31.633,1.000
31.663,0.995
31.693,1.002
31.723,1.004
31.753,1.001
31.783,0.999
31.813,1.008
31.843,1.002
31.873,0.997
31.903,1.002
31.933,1.005
31.963,1.012
31.993,1.004
32.023,1.000
32.053,1.007
32.083,0.998
32.113,1.000
32.143,1.001
32.173,0.998
32.203,1.008
32.233,1.001
32.263,0.997
32.293,1.002
32.323,1.003
32.353,1.004
32.383,1.002
32.413,1.001
32.443,1.002
32.473,1.006
32.503,1.007
32.533,0.998
32.563,0.995
32.593,1.001
32.623,1.005
32.653,1.001
32.683,0.997
32.713,1.001
32.743,1.006
32.773,1.002
32.803,1.004
32.833,1.005
32.863,1.005
32.893,1.002
32.923,1.001
32.953,0.999
32.983,1.006
33.013,1.007
33.043,1.002
33.073,1.005
33.103,1.001
33.133,1.001
33.163,1.005
33.193,1.002
33.223,0.999
33.253,1.002
33.283,1.010
33.313,1.002
33.343,0.999
33.373,1.001
33.403,1.005
33.433,1.003
33.463,1.008
33.493,0.998
33.523,1.005
33.553,1.006
33.583,1.003
33.613,1.002
33.643,1.001
33.673,1.004
33.703,1.001
33.733,1.000
33.763,1.000
33.793,1.006
33.823,1.007
33.853,0.998
33.883,0.999
33.913,1.003
33.943,1.011
33.973,1.000
34.003,0.993
34.033,1.008
34.063,1.003
34.093,1.000
34.123,1.004
34.153,0.999
34.183,1.008
34.213,1.004
34.243,0.997
34.273,1.002
34.303,1.003
34.333,1.007
34.363,1.000
34.393,1.001
34.423,0.999
34.453,1.007
34.483,1.004
34.513,1.000
34.543,0.997
34.573,1.007
34.603,1.001
34.633,0.996
34.663,1.005
34.693,1.005
34.723,1.000
34.753,1.002
34.783,0.997
34.813,1.007
34.843,1.006
34.873,1.007
34.903,1.001
34.933,1.004
34.963,1.007
34.993,1.008
35.023,1.000
35.053,1.003
35.083,1.002
35.113,1.002
35.143,1.002
35.173,1.005
35.203,1.009
35.233,1.006
35.263,0.998
35.293,1.000
35.323,1.001
35.353,1.003
35.383,1.009
35.413,1.000
35.443,1.003
35.473,1.006
35.503,1.000
35.533,0.999
35.563,1.001
35.593,1.005
35.623,1.004
35.653,1.004
35.683,1.000
35.713,1.006
35.743,1.000
35.773,0.998
35.803,1.008
35.833,1.012
35.863,1.002
35.893,1.002
35.923,1.002
35.953,1.001
35.983,1.004
36.013,1.003
36.043,1.003
36.073,1.006
36.103,1.005
36.133,1.003
36.163,0.998
36.193,1.003
36.223,1.004
36.253,0.999
36.283,1.002
36.313,1.006
36.343,1.005
36.373,0.997
36.403,0.999
36.433,1.012
36.463,1.009
36.493,0.999
36.523,1.000
36.553,1.002
36.583,1.003
36.613,1.001
36.643,1.002
36.673,1.008
36.703,1.007
36.733,1.001
36.763,0.996
36.793,1.004
36.823,1.005
36.853,1.004
36.883,0.999
36.913,1.000
36.943,1.009
36.973,1.005
37.003,1.006
37.033,0.999
37.063,1.005
37.093,1.003
37.123,1.002
37.153,1.003
37.183,1.004
37.213,1.002
37.243,1.004
37.273,1.002
37.303,1.010
37.333,1.005
37.363,0.998
37.393,1.002
37.423,1.002
37.453,1.004
37.483,1.003
37.513,0.999
37.543,1.003
37.573,0.999
37.603,1.004
37.633,1.002
37.663,1.010
37.693,1.011
37.723,1.000
37.753,1.003
37.783,1.006
37.813,1.005
37.843,1.001
37.873,0.995
37.903,1.004
37.933,1.003
37.963,0.994
37.993,0.997
38.023,1.002
38.053,1.002
38.083,1.005
38.113,1.003
38.143,1.005
38.173,1.005
38.203,1.008
38.233,1.005
38.263,1.013
38.293,1.009
38.323,0.995
38.353,0.996
38.383,1.002
38.413,1.001
38.443,1.000
38.473,0.995
38.503,1.005
38.533,1.007
38.563,1.005
38.593,1.002
38.623,1.001
38.653,1.006
38.683,1.006
38.713,1.006
38.743,1.004
38.773,1.004
38.803,1.008
38.833,0.997
38.863,0.997
38.893,1.004
38.923,1.006
38.953,1.001
38.983,0.996
39.013,0.999
39.043,1.000
39.073,1.002
39.103,1.000
39.133,1.004
39.163,1.009
39.193,1.009
39.223,1.004
39.253,1.003
39.283,1.009
39.313,1.009
39.343,0.999
39.373,0.998
39.403,0.996
39.433,1.001
39.463,1.001
39.493,1.004
39.523,0.998
39.553,1.009
39.583,0.996
39.613,0.996
39.643,1.002
39.673,1.004
39.703,1.000
39.733,1.001
39.763,1.002
39.793,1.006
39.823,1.010
39.853,1.005
39.883,1.002
39.913,1.001
39.943,1.005
39.973,1.001
40.003,1.003
40.033,1.002
40.063,1.004
40.093,1.006
40.123,1.000
40.153,0.998
40.183,1.008
40.213,1.004
40.243,0.999
40.273,1.001
40.303,1.002
40.333,1.003
40.363,1.004
40.393,0.997
40.423,1.003
40.453,1.009
40.483,1.001
40.513,0.998
40.543,0.998
40.573,1.008
40.603,1.006
40.633,1.003
40.663,1.005
40.693,1.003
40.723,1.004
40.753,1.001
40.783,1.003
40.813,1.006
40.843,1.006
40.873,1.002
40.903,1.002
40.933,1.003
40.963,1.005
40.993,1.001
41.023,1.001
41.053,1.007
41.083,1.008
41.113,1.006
41.143,1.001
41.173,1.003
41.203,1.005
41.233,0.995
41.263,0.995
41.293,1.009
41.323,1.007
41.353,1.013
41.383,1.001
41.413,1.000
41.443,1.008
41.473,1.002
41.503,1.003
41.533,1.005
41.563,1.006
41.593,1.000
41.623,0.999
41.653,0.995
41.683,1.008
41.713,1.006
41.743,1.003
41.773,1.000
41.803,1.003
41.833,0.999
41.863,1.006
41.893,1.003
41.923,1.005
41.953,1.003
41.983,1.006
42.013,1.003
42.043,1.001
42.073,1.010
42.103,1.003
42.133,1.003
42.163,1.003
42.193,1.005
42.223,1.003
42.253,1.003
42.283,1.001
42.313,1.006
42.343,1.008
42.373,1.005
42.403,0.996
42.433,1.003
42.463,1.003
42.493,1.009
42.523,1.006
42.553,1.008
42.583,1.014
42.613,1.020
42.643,1.020
42.673,0.988
42.703,0.987
42.733,1.003
42.763,1.003
42.793,1.000
42.823,0.997
42.853,1.002
42.883,1.002
42.913,1.001
42.943,1.000
42.973,1.005
43.003,1.000
43.033,1.005
43.063,0.998
43.093,1.008
43.123,1.004
43.153,1.005
43.183,1.002
43.213,1.000
43.243,1.005
43.273,1.006
43.303,1.004
43.333,0.998
43.363,1.001
43.393,1.015
43.423,1.009
43.453,1.002
43.483,1.001
43.513,1.001
43.543,1.002
43.573,1.004
43.603,1.000
43.633,1.003
43.663,1.008
43.693,1.001
43.723,0.998
43.753,1.003
43.783,1.003
43.813,1.002
43.843,1.005
43.873,1.005
43.903,1.005
43.933,1.007
43.963,1.000
43.993,0.997
44.023,1.008
44.053,1.010
44.083,0.998
44.113,1.000
44.143,1.005
44.173,1.003
44.203,1.001
44.233,1.001
44.263,1.005
44.293,1.007
44.323,1.006
44.353,1.001
44.383,1.002
44.413,1.000
44.443,1.002
44.473,1.005
44.503,1.003
44.533,1.006
44.563,1.005
44.593,1.000
44.623,1.001
44.653,1.002
44.683,1.011
44.713,1.002
44.743,0.999
44.773,1.003
44.803,1.008
44.833,0.998
44.863,1.003
44.893,1.004
44.923,1.007
44.953,1.004
44.983,1.001
45.013,1.000
45.043,1.005
45.073,1.001
45.103,1.000
45.133,1.003
45.163,1.005
45.193,1.006
45.223,1.003
45.253,1.005
45.283,1.002
45.313,1.011
45.343,1.006
45.373,0.998
45.403,1.003
45.433,1.006
45.463,1.000
45.493,1.003
45.523,1.000
45.553,1.010
45.583,1.005
45.613,1.002
45.643,1.002
45.673,1.006
45.703,1.004
45.733,1.003
45.763,1.004
45.793,1.004
45.823,1.010
45.853,1.001
45.883,0.995
45.913,1.005
45.943,1.007
45.973,1.000
46.003,1.005
46.033,1.007
46.063,1.003
46.093,1.003
46.123,1.000
46.153,1.003
46.183,1.007
46.213,1.002
46.243,1.003
46.273,1.001
46.303,1.002
46.333,1.004
46.363,1.005
46.393,1.006
46.423,1.007
46.453,1.002
46.483,1.001
46.513,1.012
46.543,1.005
46.573,0.997
46.603,1.000
46.633,1.007
46.663,1.001
46.693,1.002
46.723,0.999
46.753,1.009
46.783,1.005
46.813,1.001
46.843,1.001
46.873,1.006
46.903,1.004
46.933,1.004
46.963,1.002
46.993,1.005
47.023,1.001
47.053,1.002
47.083,1.002
47.113,1.012
47.143,1.005
47.173,0.999
47.203,1.003
47.233,1.007
47.263,1.001
47.293,1.003
47.323,1.004
47.353,1.008
47.383,1.006
47.413,1.000
47.443,1.002
47.473,1.006
47.503,1.006
47.533,1.001
47.563,1.002
47.593,1.000
47.623,1.000
47.653,1.003
47.683,1.004
47.713,1.009
47.743,1.004
47.773,0.998
47.803,1.005
47.833,1.003
47.863,1.002
47.893,1.004
47.923,1.002
47.953,1.011
47.983,1.008
48.013,1.000
48.043,1.002
48.073,1.005
48.103,1.006
48.133,1.004
48.163,1.005
48.193,1.001
48.223,1.003
48.253,1.001
48.283,1.011
48.313,1.008
48.343,1.003
48.373,1.003
48.403,1.004
48.433,1.001
48.463,1.000
48.493,0.999
48.523,1.007
48.553,1.009
48.583,1.002
48.613,1.003
48.643,1.007
48.673,1.005
48.703,1.001
48.733,1.002
48.763,1.003
48.793,1.001
48.823,1.007
48.853,1.004
48.883,1.009
48.913,1.004
48.943,1.000
48.973,1.003
49.003,1.003
49.033,1.000
49.063,1.006
49.093,1.003
49.123,1.009
49.153,1.007
49.183,1.001
49.213,1.002
49.243,1.002
49.273,1.006
49.303,1.002
49.333,1.002
49.363,1.003
49.393,1.004
49.423,1.003
49.453,1.000
49.483,1.012
49.513,1.006
49.543,0.996
49.573,1.000
49.603,1.001
49.633,1.002
49.663,1.008
49.693,1.009
49.723,1.002
49.753,1.003
49.783,0.999
49.813,1.003
49.843,1.004
49.873,1.005
49.903,1.004
49.933,1.001
49.963,1.003
49.993,1.007
50.023,1.009
50.053,0.998
50.083,0.999
50.113,1.007
50.143,1.006
50.173,0.997
50.203,1.001
50.233,1.006
50.263,1.005
50.293,1.001
50.323,1.002
50.353,1.005
50.383,1.009
50.413,1.004
50.443,1.003
50.473,1.003
50.503,1.002
50.533,1.004
50.563,1.004
50.593,1.005
50.623,1.001
50.653,1.007
50.683,1.005
50.713,1.000
50.743,0.999
50.773,1.006
50.803,1.006
50.833,1.000
50.863,1.000
50.893,1.006
50.923,1.001
50.953,1.001
50.983,1.003
51.013,1.003
51.043,1.010
51.073,1.003
51.103,1.001
51.133,1.004
51.163,1.006
51.193,1.005
51.223,1.003
51.253,1.006
51.283,1.002
51.313,1.004
51.343,1.003
51.373,1.000
51.403,1.002
51.433,1.011
51.463,1.005
51.493,1.000
51.523,0.999
51.553,1.007
51.583,1.007
51.613,1.012
51.643,0.998
51.673,1.005
51.703,1.011
51.733,1.003
51.763,1.002
51.793,1.006
51.823,1.009
51.853,1.006
51.883,1.002
51.913,1.000
51.943,1.007
51.973,1.009
52.003,1.002
52.033,1.003
52.063,1.006
52.093,1.009
52.123,1.002
52.153,0.999
52.183,1.003
52.213,1.004
52.243,1.004
52.273,1.003
52.303,1.004
52.333,1.008
52.363,1.007
52.393,1.002
52.423,1.005
52.453,1.006
52.483,1.002
52.513,1.001
52.543,1.005
52.573,0.999
52.603,1.006
52.633,1.004
52.663,1.003
52.693,0.999
52.723,1.009
52.753,1.009
52.783,0.999
52.813,1.003
52.843,1.006
52.873,1.004
52.903,1.000
52.933,0.999
52.963,1.005
52.993,1.007
53.023,1.002
53.053,1.002
53.083,1.001
53.113,1.002
53.143,1.004
53.173,1.002
53.203,1.003
53.233,1.003
53.263,1.007
53.293,0.999
53.323,1.003
53.353,1.002
53.383,1.010
53.413,1.004
53.443,1.000
53.473,1.005
53.503,1.005
53.533,1.005
53.563,1.009
53.593,1.003
53.623,1.008
53.653,1.001
53.683,1.002
53.713,1.004
53.743,1.004
53.773,1.010
53.803,1.005
53.833,1.005
53.863,1.006
53.893,1.007
53.923,1.004
53.953,1.003
53.983,1.004
54.013,1.009
54.043,1.001
54.073,1.003
54.103,1.005
54.133,1.007
54.163,1.001
54.193,1.002
54.223,0.999
54.253,1.011
54.283,1.006
54.313,0.999
54.343,1.001
54.373,1.006
54.403,1.008
54.433,1.000
54.463,1.005
54.493,1.007
54.523,1.007
