df_hash,22ZHK4.K5E5X0
233.023,1545
233.556,695
233.701,630
234.096,195
235.652,315
235.900,1835
236.676,675
237.073,10
238.138,290
238.142,1290
239.259,10
239.454,1320
241.209,1760
241.212,10
241.356,20
241.360,15
241.363,140
242.724,1370
242.772,20
242.775,10
242.866,15
242.870,25
243.257,85
243.261,335
243.403,15
244.427,245
244.817,980
245.120,330
246.182,315
246.476,1070
246.621,350
246.795,195
246.818,10
248.035,610
249.838,710
250.228,1835
250.231,445
250.374,10
250.378,15
250.426,20
250.429,20
250.433,20
250.523,20
250.526,15
250.960,10
251.885,525
252.324,975
252.328,425
252.470,10
252.474,110
252.720,25
253.012,230
253.448,255
253.690,10
254.275,690
254.957,595
255.249,725
256.373,300
256.614,1375
258.418,900
259.393,920
260.222,1035
260.957,720
261.489,760
261.635,635
261.639,10
261.879,270
263.050,840
263.147,365
263.293,320
264.560,655
265.391,545
265.403,850
265.406,10
266.230,15
266.364,875
266.369,10
266.510,10
266.513,10
267.632,255
267.635,1020
267.778,235
268.855,865
268.997,215
269.000,155
270.008,310
271.239,620
272.900,1290
274.262,1460
275.162,1615
275.675,810
276.748,530
277.197,875
277.485,705
277.488,290
277.491,20
277.495,10
277.528,15
277.633,20
277.674,10
277.677,10
277.772,255
277.872,10
278.308,525
278.454,10
278.458,115
278.649,125
278.670,20
278.682,10
279.576,890
280.129,10
280.176,565
280.843,10
280.941,795
281.526,10
282.062,630
283.046,595
283.725,695
283.917,920
284.451,10
285.279,710
286.644,810
286.938,1430
287.229,280
287.235,305
287.912,10
288.595,655
289.131,695
290.545,565
292.056,1440
292.348,1545
292.353,225
292.788,10
293.616,475
294.152,810
294.835,535
294.888,690
294.981,10
294.985,175
295.127,150
295.419,235
295.566,100
295.577,80
295.616,10
295.957,420
296.784,10
296.788,800
297.369,10
297.516,495
297.617,155
298.053,140
298.783,385
300.831,705
301.806,2180
302.928,955
303.464,1070
304.146,555
304.149,770
304.440,10
305.706,305
305.710,1200
305.855,175
306.099,10
308.778,1355
309.022,1790
309.460,425
310.289,10
311.117,825
311.416,915
312.777,260
313.360,1400
314.334,575
315.018,1005
315.025,600
315.553,10
315.848,605
316.188,230
316.887,315
317.358,755
318.089,555
318.625,660
319.600,615
319.898,895
320.868,280
321.258,965
322.138,455
323.208,830
323.793,1185
324.865,545
325.157,1075
325.450,250
325.743,590
327.253,425
327.256,1190
327.400,10
327.798,140
328.675,415
328.911,1030
330.188,1285
330.766,10
330.770,525
331.446,10
332.423,770
332.962,965
333.103,575
333.250,185
333.254,10
334.761,975
335.443,550
336.028,700
336.033,625
336.565,10
337.978,560
337.982,1380
337.985,10
338.371,30
340.319,325
341.296,1950
341.440,900
341.739,295
341.976,290
343.103,320
343.292,905
343.297,280
343.300,15
343.539,10
343.545,10
343.548,10
343.586,260
344.219,10
345.047,735
345.052,820
345.193,10
345.219,10
345.340,90
345.343,10
345.928,515
347.292,625
349.093,965
349.098,1755
349.630,10
349.927,645
350.071,245
350.075,75
351.044,15
351.047,1060
351.190,10
351.193,10
351.241,25
351.342,25
351.345,110
351.348,10
351.436,10
351.580,355
353.008,745
353.823,645
353.829,750
354.359,10
355.042,615
355.626,700
355.633,595
356.455,10
357.138,775
357.871,685
358.112,675
358.120,355
359.088,15
359.380,955
359.673,270
360.355,330
361.869,690
362.305,1355
362.452,565
362.893,375
364.353,690
364.793,1000
365.328,440
365.912,585
366.059,610
366.205,215
367.425,300
367.720,925
368.838,340
369.667,1110
369.959,780
371.178,380
371.617,1160
372.299,510
372.592,625
372.932,335
372.936,285
373.566,10
374.249,635
374.931,700
374.934,690
375.373,15
375.517,505
376.053,10
376.645,635
377.324,530
377.856,650
378.295,530
378.983,540
379.514,610
380.099,595
380.489,585
380.493,375
380.590,10
380.601,25
380.931,275
382.195,700
382.738,655
383.289,610
383.999,640
384.244,635
384.828,235
385.803,630
385.808,895
386.192,10
386.206,500
386.485,15
386.491,260
388.142,815
388.146,775
388.243,15
388.247,70
388.484,215
388.487,10
388.727,15
390.239,415
390.242,1370
390.531,45
390.726,275
390.775,235
390.778,15
390.873,10
391.216,215
391.220,10
391.318,220
391.328,10
392.729,825
393.608,765
394.432,800
395.139,815
395.800,755
395.945,705
396.626,10
397.454,770
397.899,845
399.161,490
399.795,1150
400.026,465
400.829,370
401.015,830
401.354,10
402.186,665
402.919,775
403.596,655
403.603,750
404.329,10
404.425,665
404.428,195
404.477,15
404.480,15
404.962,15
405.693,460
405.698,745
406.522,10
407.204,775
407.740,790
408.037,490
408.471,280
408.480,450
409.179,10
409.301,875
410.422,920
410.519,250
410.523,10
411.641,360
411.790,840
411.933,160
413.054,10
413.152,1245
413.155,10
413.300,15
413.444,15
415.005,250
415.010,1595
415.013,10
415.053,10
415.057,10
415.060,15
415.108,20
415.541,20
416.223,470
416.905,700
416.909,680
417.491,10
418.211,645
419.156,685
420.561,755
422.073,1520
422.078,1620
422.706,10
422.755,600
424.169,15
425.437,1485
425.441,1285
426.417,10
426.705,890
426.708,300
427.094,10
427.780,460
427.877,655
428.069,10
428.903,290
430.020,890
430.030,1035
430.263,10
430.409,285
431.043,170
431.140,740
432.067,320
433.188,635
433.676,1145
435.174,300
