df_hash,22ZHK4.K5E5X0
331.351,1.077
331.381,1.069
331.411,1.087
331.441,1.096
331.471,1.072
331.501,1.071
331.531,1.082
331.561,1.077
331.591,1.075
331.621,1.085
331.651,1.075
331.681,1.069
331.711,1.082
331.741,1.075
331.771,1.080
331.801,1.077
331.831,1.085
331.861,1.077
331.891,1.088
331.921,1.075
331.951,1.068
331.981,1.073
332.011,1.083
332.041,1.085
332.071,1.082
332.101,1.088
332.131,1.077
332.161,1.067
332.191,1.075
332.221,1.075
332.251,1.075
332.281,1.071
332.311,1.068
332.341,1.069
332.371,1.071
332.401,1.083
332.431,1.096
332.461,1.081
332.491,1.086
332.521,1.077
332.551,1.074
332.581,1.074
332.611,1.065
332.641,1.070
332.671,1.067
332.701,1.068
332.731,1.086
332.761,1.111
332.791,1.120
332.821,1.105
332.851,1.092
332.881,1.070
332.911,1.062
332.941,1.058
332.971,1.060
333.001,1.058
333.031,1.048
333.061,1.050
333.091,1.065
333.121,1.081
333.151,1.076
333.181,1.076
333.211,1.078
333.241,1.075
333.271,1.080
333.301,1.084
333.331,1.082
333.361,1.073
333.391,1.076
333.421,1.080
333.451,1.068
333.481,1.065
333.511,1.075
333.541,1.080
333.571,1.078
333.601,1.084
333.631,1.090
333.661,1.086
333.691,1.078
333.721,1.083
333.751,1.085
333.781,1.077
333.811,1.065
333.841,1.085
333.871,1.079
333.901,1.075
333.931,1.074
333.961,1.081
333.991,1.072
334.021,1.073
334.051,1.079
334.081,1.080
334.111,1.079
334.141,1.080
334.171,1.076
334.201,1.073
334.231,1.082
334.261,1.081
334.291,1.074
334.321,1.079
334.351,1.080
334.381,1.074
334.411,1.062
334.441,1.074
334.471,1.079
334.501,1.077
334.531,1.076
334.561,1.081
334.591,1.076
334.621,1.076
334.651,1.071
334.681,1.070
334.711,1.085
334.741,1.079
334.771,1.074
334.801,1.081
334.831,1.093
334.861,1.096
334.891,1.104
334.921,1.113
334.951,1.124
334.981,1.116
335.011,1.106
335.041,1.104
335.071,1.146
335.101,1.146
335.131,1.140
335.161,1.121
335.191,1.084
335.221,1.075
335.251,1.038
335.281,1.035
335.311,1.087
335.341,1.017
335.371,1.014
335.401,1.019
335.431,0.891
335.461,1.013
335.491,1.091
335.521,1.092
335.551,1.120
335.581,1.109
335.611,1.040
335.641,1.051
335.671,1.066
335.701,1.062
335.731,1.075
335.761,1.074
335.791,1.061
335.821,1.059
335.851,1.050
335.881,1.059
335.911,1.070
335.941,1.040
335.971,1.066
336.001,1.055
336.031,1.059
336.061,1.044
336.091,1.049
336.121,1.108
336.151,1.092
336.181,1.088
336.211,1.090
336.241,1.099
336.271,1.091
336.301,1.062
336.331,1.077
336.361,1.078
336.391,1.074
336.421,1.087
336.451,1.069
336.481,1.075
336.511,1.087
336.541,1.083
336.571,1.078
336.601,1.088
336.631,1.101
336.661,1.091
336.691,1.089
336.721,1.086
336.751,1.083
336.781,1.081
336.811,1.074
336.841,1.065
336.871,1.082
336.901,1.077
336.931,1.086
336.961,1.085
336.991,1.089
337.021,1.094
337.051,1.093
337.081,1.096
337.111,1.095
337.141,1.091
337.171,1.090
337.201,1.081
337.231,1.079
337.261,1.089
337.291,1.077
337.321,1.089
337.351,1.092
337.381,1.088
337.411,1.077
337.441,1.090
337.471,1.093
337.501,1.085
337.531,1.077
337.561,1.085
337.591,1.087
337.621,1.086
337.651,1.079
337.681,1.087
337.711,1.078
337.741,1.075
337.771,1.080
337.801,1.085
337.831,1.086
337.861,1.081
337.891,1.083
337.921,1.082
337.951,1.084
337.981,1.082
338.011,1.084
338.041,1.091
338.071,1.084
338.101,1.076
338.131,1.074
338.161,1.090
338.191,1.098
338.221,1.095
338.251,1.066
338.281,1.074
338.311,1.089
338.341,1.083
338.371,1.077
338.401,1.090
338.431,1.091
338.461,1.088
338.491,1.082
338.521,1.078
338.551,1.080
338.581,1.078
338.611,1.067
338.641,1.084
338.671,1.088
338.701,1.080
338.731,1.078
338.761,1.083
338.791,1.084
338.821,1.079
338.851,1.086
338.881,1.076
338.911,1.074
338.941,1.084
338.971,1.080
339.001,1.071
339.031,1.084
339.061,1.100
339.091,1.078
339.121,1.078
339.151,1.084
339.181,1.090
339.211,1.087
339.241,1.091
339.271,1.083
339.301,1.083
339.331,1.083
339.361,1.081
339.391,1.075
339.421,1.082
339.451,1.084
339.481,1.082
339.511,1.075
339.541,1.082
339.571,1.086
339.601,1.079
339.631,1.075
339.661,1.077
339.691,1.083
339.721,1.082
339.751,1.087
339.781,1.083
339.811,1.085
339.841,1.093
339.871,1.089
339.901,1.089
339.931,1.081
339.961,1.084
339.991,1.088
340.021,1.095
340.051,1.086
340.081,1.099
340.111,1.093
340.141,1.104
340.171,1.123
340.201,1.100
340.231,1.078
340.261,1.104
340.291,1.117
340.321,1.093
340.351,1.076
340.381,1.095
340.411,1.082
340.441,1.091
340.471,1.093
340.501,1.035
340.531,1.062
340.561,1.034
340.591,1.057
340.621,1.059
340.651,1.048
340.681,1.065
340.711,1.064
340.741,1.062
340.771,1.084
340.801,1.062
340.831,1.087
340.861,1.091
340.891,1.084
340.921,1.076
340.951,1.065
340.981,1.055
341.011,1.067
341.041,1.080
341.071,1.078
341.101,1.082
341.131,1.064
341.161,1.077
341.191,1.070
341.221,1.068
341.251,1.064
341.281,1.079
341.311,1.078
341.341,1.063
341.371,1.049
341.401,1.062
341.431,1.063
341.461,1.049
341.491,1.072
341.521,1.048
341.551,1.039
341.581,1.093
341.611,1.108
341.641,1.106
341.671,1.090
341.701,1.067
341.731,1.059
341.761,1.078
341.791,1.098
341.821,1.088
341.851,1.068
341.881,1.076
341.911,1.071
341.941,1.064
341.971,1.083
342.001,1.082
342.031,1.076
342.061,1.082
342.091,1.093
342.121,1.073
342.151,1.083
342.181,1.089
342.211,1.102
342.241,1.086
342.271,1.073
342.301,1.078
342.331,1.085
342.361,1.094
342.391,1.098
342.421,1.076
342.451,1.080
342.481,1.088
342.511,1.093
342.541,1.084
342.571,1.094
342.601,1.077
342.631,1.082
342.661,1.097
342.691,1.091
342.721,1.089
342.751,1.090
342.781,1.086
342.811,1.087
342.841,1.089
342.871,1.083
342.901,1.089
342.931,1.087
342.961,1.085
342.991,1.098
343.021,1.091
343.051,1.090
343.081,1.084
343.111,1.081
343.141,1.081
343.171,1.083
343.201,1.082
343.231,1.084
343.261,1.085
343.291,1.082
343.321,1.087
343.351,1.084
343.381,1.086
343.411,1.088
343.441,1.092
343.471,1.083
343.501,1.083
343.531,1.085
343.561,1.077
343.591,1.085
343.621,1.088
343.651,1.081
343.681,1.080
343.711,1.083
343.741,1.083
343.771,1.086
343.801,1.085
343.831,1.078
343.861,1.093
343.891,1.095
343.921,1.094
343.951,1.082
343.981,1.085
344.011,1.093
344.041,1.088
344.071,1.078
344.101,1.078
344.131,1.079
344.161,1.078
344.191,1.083
344.221,1.090
344.251,1.090
344.281,1.085
344.311,1.084
344.341,1.085
344.371,1.081
344.401,1.085
344.431,1.087
344.461,1.085
344.491,1.086
344.521,1.084
344.551,1.087
344.581,1.084
344.611,1.086
344.641,1.077
344.671,1.091
344.701,1.084
344.731,1.084
344.761,1.087
344.791,1.087
344.821,1.080
344.851,1.082
344.881,1.075
344.911,1.081
344.941,1.085
344.971,1.083
345.001,1.076
345.031,1.082
345.061,1.090
345.091,1.084
345.121,1.083
345.151,1.081
345.181,1.084
345.211,1.084
345.241,1.079
345.271,1.083
345.301,1.088
345.331,1.088
345.361,1.084
345.391,1.083
345.421,1.092
345.451,1.086
345.481,1.086
345.511,1.079
345.541,1.086
345.571,1.084
345.601,1.084
345.631,1.081
345.661,1.079
345.691,1.083
345.721,1.082
345.751,1.087
345.781,1.091
345.811,1.082
345.841,1.084
345.871,1.090
345.901,1.089
345.931,1.086
345.961,1.081
345.991,1.084
346.021,1.084
346.051,1.082
346.081,1.082
346.111,1.081
346.141,1.088
346.171,1.082
346.201,1.083
346.231,1.083
346.261,1.081
346.291,1.084
346.321,1.088
346.351,1.086
346.381,1.081
346.411,1.086
346.441,1.086
346.471,1.086
346.501,1.080
346.531,1.082
346.561,1.085
346.591,1.082
346.621,1.084
346.651,1.083
346.681,1.080
346.711,1.068
346.741,1.088
346.771,1.088
346.801,1.089
346.831,1.083
346.861,1.079
346.891,1.086
346.921,1.086
346.951,1.091
346.981,1.091
347.011,1.084
347.041,1.081
347.071,1.087
347.101,1.082
347.131,1.081
347.161,1.090
347.191,1.100
347.221,1.106
347.251,1.118
347.281,1.134
347.311,1.132
347.341,1.108
347.371,1.089
347.401,1.067
347.431,1.046
347.461,1.051
347.491,1.040
347.521,1.067
347.551,1.076
347.581,1.081
347.611,1.091
347.641,1.076
347.671,1.075
347.701,1.062
347.731,1.070
347.761,1.074
347.791,1.071
347.821,1.064
347.851,1.062
347.881,1.068
347.911,1.096
347.941,1.086
347.971,1.083
348.001,1.104
348.031,1.076
348.061,1.062
348.091,1.081
348.121,1.086
348.151,1.086
348.181,1.097
348.211,1.097
348.241,1.094
348.271,1.067
348.301,1.067
348.331,1.071
348.361,1.079
348.391,1.094
348.421,1.092
348.451,1.081
348.481,1.062
348.511,1.087
348.541,1.119
348.571,1.152
348.601,1.135
348.631,1.131
348.661,1.131
348.691,1.138
348.721,1.116
348.751,1.103
348.781,1.050
348.811,1.039
348.841,1.057
348.871,1.043
348.901,1.080
348.931,1.095
348.961,1.056
348.991,1.048
349.021,1.037
349.051,1.036
349.081,1.040
349.111,1.078
349.141,1.075
349.171,1.042
349.201,1.071
349.231,1.070
349.261,1.081
349.291,1.095
349.321,1.070
349.351,1.075
349.381,1.070
349.411,1.081
349.441,1.070
349.471,1.088
349.501,1.104
349.531,1.080
349.561,1.071
349.591,1.065
349.621,1.050
349.651,1.063
349.681,1.072
349.711,1.065
349.741,1.058
349.771,1.062
349.801,1.041
349.831,1.021
349.861,1.069
349.891,1.083
349.921,1.076
349.951,1.083
349.981,1.103
350.011,1.102
350.041,1.117
350.071,1.126
350.101,1.146
350.131,1.134
350.161,1.109
350.191,1.082
350.221,1.088
350.251,1.091
350.281,1.070
350.311,1.068
350.341,1.076
350.371,1.082
350.401,1.091
350.431,1.088
350.461,1.096
350.491,1.094
350.521,1.084
350.551,1.085
350.581,1.086
350.611,1.087
350.641,1.081
350.671,1.073
350.701,1.072
350.731,1.081
350.761,1.095
350.791,1.062
350.821,1.083
350.851,1.095
350.881,1.075
350.911,1.069
350.941,1.088
350.971,1.078
351.001,1.084
351.031,1.086
351.061,1.079
351.091,1.080
351.121,1.086
351.151,1.078
351.181,1.071
351.211,1.080
351.241,1.071
351.271,1.065
351.301,1.068
351.331,1.079
351.361,1.083
351.391,1.078
351.421,1.090
351.451,1.087
351.481,1.086
351.511,1.079
351.541,1.098
351.571,1.068
351.601,1.079
351.631,1.088
351.661,1.091
351.691,1.083
351.721,1.078
351.751,1.085
351.781,1.074
351.811,1.071
351.841,1.070
351.871,1.080
351.901,1.076
351.931,1.084
351.961,1.085
351.991,1.082
352.021,1.079
352.051,1.073
352.081,1.069
352.111,1.075
352.141,1.074
352.171,1.078
352.201,1.081
352.231,1.081
352.261,1.087
352.291,1.087
352.321,1.074
352.351,1.078
352.381,1.083
352.411,1.071
352.441,1.064
352.471,1.077
352.501,1.084
352.531,1.079
352.561,1.083
352.591,1.079
352.621,1.086
352.651,1.081
352.681,1.078
352.711,1.079
352.741,1.077
352.771,1.081
352.801,1.081
352.831,1.082
352.861,1.083
352.891,1.077
352.921,1.087
352.951,1.081
352.981,1.081
353.011,1.084
353.041,1.074
353.071,1.076
353.101,1.079
353.131,1.080
353.161,1.075
353.191,1.080
353.221,1.079
353.251,1.078
353.281,1.081
353.311,1.078
353.341,1.077
353.371,1.076
353.401,1.081
353.431,1.076
353.461,1.077
353.491,1.081
353.521,1.075
353.551,1.076
353.581,1.082
353.611,1.080
353.641,1.072
353.671,1.081
353.701,1.075
353.731,1.075
353.761,1.081
353.791,1.079
353.821,1.076
353.851,1.076
353.881,1.086
353.911,1.068
353.941,1.076
353.971,1.089
354.001,1.081
354.031,1.076
354.061,1.076
354.091,1.084
354.121,1.078
354.151,1.077
354.181,1.080
354.211,1.079
354.241,1.077
354.271,1.076
354.301,1.086
354.331,1.082
354.361,1.080
354.391,1.081
354.421,1.071
354.451,1.073
354.481,1.073
354.511,1.077
354.541,1.077
354.571,1.055
354.601,1.071
354.631,1.078
354.661,1.083
354.691,1.079
354.721,1.093
354.751,1.084
354.781,1.084
354.811,1.090
354.841,1.087
354.871,1.081
354.901,1.077
354.931,1.085
354.961,1.072
354.991,1.075
355.021,1.076
355.051,1.081
355.081,1.076
355.111,1.086
355.141,1.092
355.171,1.087
355.201,1.075
355.231,1.069
355.261,1.079
355.291,1.084
355.321,1.073
355.351,1.081
355.381,1.088
355.411,1.076
355.441,1.071
355.471,1.080
355.501,1.089
355.531,1.085
355.561,1.072
355.591,1.071
355.621,1.079
355.651,1.083
355.681,1.074
355.711,1.082
355.741,1.090
355.771,1.084
355.801,1.085
355.831,1.078
355.861,1.083
355.891,1.083
355.921,1.071
355.951,1.064
355.981,1.076
356.011,1.089
356.041,1.080
356.071,1.086
356.101,1.094
356.131,1.073
356.161,1.073
356.191,1.087
356.221,1.079
356.251,1.080
356.281,1.067
356.311,1.065
356.341,1.076
356.371,1.081
356.401,1.087
356.431,1.070
356.461,1.089
356.491,1.089
356.521,1.075
356.551,1.069
356.581,1.088
356.611,1.098
356.641,1.114
356.671,1.106
356.701,1.102
356.731,1.072
356.761,1.056
356.791,1.060
356.821,1.060
356.851,1.067
356.881,1.072
356.911,1.073
356.941,1.063
356.971,1.060
357.001,1.084
357.031,1.073
357.061,1.068
357.091,1.089
357.121,1.076
357.151,1.067
357.181,1.079
357.211,1.100
357.241,1.090
357.271,1.097
357.301,1.090
357.331,1.076
357.361,1.077
357.391,1.085
357.421,1.084
357.451,1.080
357.481,1.083
357.511,1.085
357.541,1.088
357.571,1.087
357.601,1.085
357.631,1.084
357.661,1.092
357.691,1.081
357.721,1.087
357.751,1.085
357.781,1.081
357.811,1.078
357.841,1.071
357.871,1.086
357.901,1.084
357.931,1.074
357.961,1.076
357.991,1.086
358.021,1.076
358.051,1.079
358.081,1.089
358.111,1.085
358.141,1.078
358.171,1.074
358.201,1.079
358.231,1.084
358.261,1.087
358.291,1.081
358.321,1.090
358.351,1.085
358.381,1.080
358.411,1.084
358.441,1.090
358.471,1.088
358.501,1.081
358.531,1.079
358.561,1.082
358.591,1.091
358.621,1.088
358.651,1.085
358.681,1.088
358.711,1.082
358.741,1.082
358.771,1.088
358.801,1.086
358.831,1.091
358.861,1.087
358.891,1.082
358.921,1.090
358.951,1.085
358.981,1.096
359.011,1.084
359.041,1.088
359.071,1.087
359.101,1.084
359.131,1.085
359.161,1.089
359.191,1.098
359.221,1.102
359.251,1.100
359.281,1.090
359.311,1.081
359.341,1.094
359.371,1.096
359.401,1.096
359.431,1.091
359.461,1.105
359.491,1.077
359.521,1.078
359.551,1.035
359.581,1.035
359.611,1.074
359.641,1.089
359.671,1.088
359.701,1.098
359.731,1.086
359.761,1.078
359.791,1.067
359.821,1.066
359.851,1.084
359.881,1.094
359.911,1.083
359.941,1.085
359.971,1.085
360.001,1.079
360.031,1.076
360.061,1.076
360.091,1.083
360.121,1.084
360.151,1.097
360.181,1.088
360.211,1.078
360.241,1.085
360.271,1.085
360.301,1.083
360.331,1.077
360.361,1.090
360.391,1.089
360.421,1.091
360.451,1.092
360.481,1.092
360.511,1.089
360.541,1.090
360.571,1.084
360.601,1.082
360.631,1.079
360.661,1.075
360.691,1.077
360.721,1.079
360.751,1.088
360.781,1.078
360.811,1.088
360.841,1.090
360.871,1.082
360.901,1.079
360.931,1.086
360.961,1.089
360.991,1.082
361.021,1.080
361.051,1.085
361.081,1.083
361.111,1.088
361.141,1.089
361.171,1.099
361.201,1.102
361.231,1.107
361.261,1.099
361.291,1.094
361.321,1.118
361.351,1.132
361.381,1.121
361.411,1.146
361.441,1.146
361.471,1.131
361.501,1.151
361.531,1.112
361.561,1.052
361.591,1.119
361.621,1.118
361.651,1.119
361.681,1.071
361.711,1.062
361.741,1.082
361.771,0.986
361.801,0.974
361.831,1.010
361.861,0.997
361.891,0.978
361.921,0.984
361.951,0.972
361.981,0.987
362.011,1.033
362.041,1.067
362.071,1.120
362.101,1.145
362.131,1.126
362.161,1.114
362.191,1.042
362.221,1.004
362.251,0.953
362.281,0.888
362.311,0.945
362.341,1.034
362.371,1.073
362.401,1.042
362.431,1.016
362.461,1.000
362.491,1.010
362.521,1.057
362.551,1.073
362.581,1.011
362.611,1.008
362.641,1.036
362.671,1.000
362.701,1.014
362.731,1.059
362.761,1.049
362.791,1.040
362.821,1.043
362.851,1.021
362.881,1.025
362.911,1.042
362.941,1.048
362.971,1.029
363.001,1.040
363.031,1.060
363.061,1.047
363.091,1.039
363.121,0.990
363.151,1.045
363.181,1.019
363.211,0.975
363.241,1.033
363.271,1.006
363.301,1.030
363.331,1.088
363.361,1.068
363.391,1.060
363.421,1.041
363.451,1.017
363.481,1.006
363.511,1.011
363.541,0.958
363.571,1.065
363.601,1.098
363.631,1.073
363.661,1.042
363.691,1.045
363.721,1.094
363.751,1.082
363.781,1.043
363.811,1.055
363.841,1.046
363.871,0.954
363.901,0.931
363.931,0.957
363.961,0.930
363.991,0.993
364.021,0.990
364.051,1.012
364.081,1.049
364.111,1.085
364.141,1.072
364.171,1.066
364.201,1.062
364.231,1.086
364.261,1.095
364.291,1.045
364.321,1.042
364.351,1.016
364.381,1.059
364.411,1.122
364.441,1.089
364.471,1.066
364.501,1.068
364.531,1.044
364.561,1.007
364.591,1.043
364.621,1.081
364.651,0.996
364.681,0.997
364.711,1.027
364.741,1.035
364.771,1.029
364.801,1.019
364.831,0.995
364.861,1.060
364.891,1.075
364.921,1.045
364.951,1.051
364.981,1.037
365.011,1.020
365.041,1.050
365.071,1.033
365.101,1.015
365.131,1.054
365.161,1.051
365.191,1.022
365.221,1.009
365.251,0.973
365.281,1.011
365.311,1.025
365.341,1.037
365.371,1.067
365.401,1.040
365.431,1.034
365.461,1.042
365.491,1.078
365.521,1.058
365.551,1.032
365.581,1.046
365.611,1.047
365.641,1.051
365.671,1.053
365.701,1.052
365.731,1.041
365.761,1.037
365.791,1.027
365.821,1.026
365.851,1.044
365.881,1.058
365.911,1.051
365.941,1.030
365.971,1.062
366.001,1.048
366.031,1.048
366.061,1.061
366.091,1.068
366.121,1.046
366.151,1.033
366.181,1.016
366.211,1.030
366.241,1.012
366.271,1.013
366.301,1.038
366.331,1.063
366.361,1.061
366.391,1.067
366.421,1.062
366.451,1.030
366.481,1.061
366.511,1.044
366.541,1.034
366.571,1.019
366.601,1.062
366.631,1.062
366.661,1.052
366.691,1.048
366.721,1.067
366.751,1.057
366.781,1.086
366.811,1.065
366.841,1.082
366.871,1.101
366.901,1.140
366.931,1.146
366.961,1.041
366.991,1.034
367.021,1.030
367.051,1.054
367.081,1.031
367.111,0.968
367.141,1.055
367.171,1.063
367.201,1.078
367.231,1.097
367.261,1.045
367.291,1.024
367.321,1.027
367.351,1.006
367.381,1.034
367.411,1.046
367.441,1.072
367.471,1.070
367.501,1.057
367.531,1.084
367.561,1.079
367.591,1.083
367.621,0.976
367.651,0.987
367.681,0.992
367.711,0.991
367.741,0.979
367.771,1.006
367.801,0.985
367.831,1.005
367.861,1.018
367.891,1.029
367.921,1.021
367.951,1.013
367.981,1.094
368.011,1.086
368.041,1.069
368.071,1.065
368.101,1.067
368.131,1.093
368.161,1.129
368.191,1.101
368.221,1.086
368.251,1.086
368.281,1.063
368.311,1.052
368.341,1.021
368.371,0.971
368.401,1.036
368.431,1.033
368.461,1.012
368.491,1.023
368.521,1.059
368.551,1.012
368.581,0.987
368.611,0.947
368.641,1.019
368.671,1.134
368.701,1.139
368.731,1.080
368.761,1.028
368.791,1.001
368.821,0.994
368.851,0.985
368.881,0.984
368.911,0.983
368.941,1.037
368.971,1.121
369.001,1.146
369.031,1.119
369.061,1.080
369.091,0.990
369.121,0.929
369.151,0.981
369.181,1.043
369.211,1.042
369.241,1.072
369.271,1.124
369.301,1.110
369.331,1.039
369.361,1.015
369.391,1.026
369.421,1.033
369.451,1.020
369.481,1.027
369.511,1.022
369.541,1.044
369.571,1.041
369.601,1.043
369.631,1.030
369.661,1.023
369.691,1.047
369.721,1.068
369.751,1.026
369.781,0.996
369.811,0.982
369.841,1.019
369.871,1.082
369.901,1.067
369.931,1.036
369.961,1.034
369.991,1.044
370.021,1.047
370.051,1.031
370.081,1.044
370.111,1.040
370.141,1.045
370.171,1.099
370.201,1.074
370.231,1.092
370.261,1.072
370.291,1.040
370.321,0.985
370.351,0.995
370.381,1.046
370.411,1.036
370.441,1.049
370.471,1.039
370.501,1.058
370.531,1.043
370.561,1.011
370.591,1.045
370.621,1.029
370.651,1.033
370.681,1.027
370.711,1.011
370.741,1.013
370.771,1.009
370.801,1.011
370.831,1.002
370.861,1.041
370.891,1.096
370.921,1.015
370.951,0.997
370.981,1.019
371.011,1.041
371.041,1.027
371.071,1.035
371.101,1.042
371.131,1.018
371.161,1.044
371.191,1.046
371.221,1.021
371.251,0.991
371.281,1.033
371.311,1.021
371.341,0.997
371.371,0.994
371.401,0.998
371.431,0.964
371.461,1.005
371.491,1.014
371.521,0.992
371.551,0.960
371.581,0.977
371.611,0.987
371.641,1.040
371.671,1.058
371.701,1.070
371.731,1.088
371.761,1.014
371.791,1.004
371.821,0.987
371.851,1.006
371.881,0.998
371.911,1.035
371.941,1.074
371.971,1.025
372.001,0.979
372.031,0.994
372.061,1.038
372.091,1.042
372.121,1.013
372.151,1.007
372.181,1.005
372.211,0.977
372.241,0.947
372.271,1.021
372.301,1.048
372.331,1.107
372.361,1.038
372.391,0.979
372.421,1.016
372.451,0.999
372.481,1.032
372.511,1.059
372.541,1.041
372.571,1.043
372.601,1.013
372.631,1.034
372.661,1.054
372.691,1.033
372.721,1.059
372.751,1.075
372.781,1.072
372.811,1.077
372.841,1.054
372.871,1.033
372.901,1.014
372.931,1.021
372.961,1.050
372.991,1.056
373.021,1.058
373.051,1.041
373.081,1.036
373.111,1.033
373.141,1.037
373.171,1.011
373.201,1.021
373.231,1.012
373.261,1.013
373.291,1.006
373.321,1.014
373.351,1.030
373.381,1.067
373.411,1.087
373.441,1.081
373.471,1.055
373.501,1.043
373.531,1.017
373.561,0.997
373.591,1.000
373.621,1.022
373.651,1.031
373.681,1.034
373.711,1.039
373.741,1.056
373.771,1.041
373.801,1.054
373.831,1.046
373.861,1.039
373.891,1.041
373.921,1.041
373.951,1.041
373.981,1.041
374.011,1.041
374.041,1.036
374.071,1.025
374.101,1.023
374.131,1.032
374.161,1.035
374.191,1.038
374.221,1.036
374.251,1.031
374.281,1.037
374.311,1.030
374.341,1.031
374.371,1.033
374.401,1.033
374.431,1.037
374.461,1.037
374.491,1.040
374.521,1.041
374.551,1.054
374.581,1.046
374.611,1.040
374.641,1.037
374.671,1.032
374.701,1.032
374.731,1.033
374.761,1.034
374.791,1.039
374.821,1.038
374.851,1.036
374.881,1.036
374.911,1.031
374.941,1.041
374.971,1.049
375.001,1.045
375.031,1.037
375.061,1.030
375.091,1.025
375.121,1.025
375.151,1.032
375.181,1.034
375.211,1.038
375.241,1.038
375.271,1.042
375.301,1.038
375.331,1.035
375.361,1.030
375.391,1.031
375.421,1.045
375.451,1.042
375.481,1.027
375.511,1.032
375.541,1.035
375.571,1.041
375.601,1.030
375.631,1.012
375.661,0.991
375.691,1.043
375.721,1.039
375.751,1.012
375.781,1.043
375.811,1.054
375.841,1.037
375.871,1.029
375.901,1.028
375.931,1.022
375.961,1.025
375.991,1.026
376.021,1.038
376.051,1.047
376.081,1.038
376.111,1.047
376.141,1.043
376.171,1.041
376.201,1.028
376.231,1.040
376.261,1.028
376.291,1.037
376.321,1.034
376.351,1.035
376.381,1.041
376.411,1.036
376.441,1.027
376.471,1.030
376.501,1.036
376.531,1.038
376.561,1.020
376.591,1.024
376.621,1.040
376.651,1.041
376.681,1.033
376.711,1.032
376.741,1.040
376.771,1.039
376.801,1.032
376.831,1.030
376.861,1.039
376.891,1.035
376.921,1.039
376.951,1.035
376.981,1.041
377.011,1.037
377.041,1.032
377.071,1.042
377.101,1.033
377.131,1.028
377.161,1.031
377.191,1.033
377.221,1.034
377.251,1.034
377.281,1.032
377.311,1.038
377.341,1.035
377.371,1.029
377.401,1.033
377.431,1.039
377.461,1.038
377.491,1.029
377.521,1.030
377.551,1.033
377.581,1.039
377.611,1.032
377.641,1.032
377.671,1.036
377.701,1.038
377.731,1.034
377.761,1.030
377.791,1.029
377.821,1.039
377.851,1.038
377.881,1.040
377.911,1.035
377.941,1.029
377.971,1.033
378.001,1.027
378.031,1.034
378.061,1.035
378.091,1.032
378.121,1.040
378.151,1.041
378.181,1.044
378.211,1.031
378.241,1.031
378.271,1.042
378.301,1.046
378.331,1.036
378.361,1.037
378.391,1.038
378.421,1.029
378.451,1.028
378.481,1.031
378.511,1.039
378.541,1.035
378.571,1.045
378.601,1.037
378.631,1.026
378.661,1.021
378.691,1.028
378.721,1.041
378.751,1.041
378.781,1.037
378.811,1.037
378.841,1.024
378.871,1.024
378.901,1.038
378.931,1.041
378.961,1.041
378.991,1.037
379.021,1.034
379.051,1.032
379.081,1.036
379.111,1.036
379.141,1.041
379.171,1.033
379.201,1.028
379.231,1.033
379.261,1.037
379.291,1.044
379.321,1.028
379.351,1.029
379.381,1.035
379.411,1.029
379.441,1.033
379.471,1.030
379.501,1.042
379.531,1.039
379.561,1.045
379.591,1.034
379.621,1.030
379.651,1.031
379.681,1.036
379.711,1.038
379.741,1.039
379.771,1.033
379.801,1.033
379.831,1.036
379.861,1.045
379.891,1.034
379.921,1.038
379.951,1.036
379.981,1.029
380.011,1.033
380.041,1.036
380.071,1.040
380.101,1.036
380.131,1.036
380.161,1.034
380.191,1.032
380.221,1.034
380.251,1.035
380.281,1.034
380.311,1.039
380.341,1.031
380.371,1.030
380.401,1.030
380.431,1.039
380.461,1.037
380.491,1.038
380.521,1.036
380.551,1.031
380.581,1.036
380.611,1.037
380.641,1.040
380.671,1.038
380.701,1.042
380.731,1.026
380.761,1.032
380.791,1.030
380.821,1.031
380.851,1.031
380.881,1.039
380.911,1.037
380.941,1.034
380.971,1.038
381.001,1.032
381.031,1.034
381.061,1.033
381.091,1.038
381.121,1.035
381.151,1.035
381.181,1.034
381.211,1.031
381.241,1.030
381.271,1.033
381.301,1.036
381.331,1.033
381.361,1.032
381.391,1.037
381.421,1.037
381.451,1.035
381.481,1.031
381.511,1.027
381.541,1.030
381.571,1.038
381.601,1.029
381.631,1.039
381.661,1.035
381.691,1.032
381.721,1.027
381.751,1.033
381.781,1.034
381.811,1.041
381.841,1.033
381.871,1.040
381.901,1.035
381.931,1.029
381.961,1.034
381.991,1.037
382.021,1.035
382.051,1.037
382.081,1.034
382.111,1.031
382.141,1.032
382.171,1.042
382.201,1.029
382.231,1.035
382.261,1.038
382.291,1.035
382.321,1.032
382.351,1.030
382.381,1.033
382.411,1.039
382.441,1.034
382.471,1.034
382.501,1.034
382.531,1.033
382.561,1.031
382.591,1.035
382.621,1.036
382.651,1.032
382.681,1.034
382.711,1.035
382.741,1.033
382.771,1.032
382.801,1.033
382.831,1.033
382.861,1.042
382.891,1.031
382.921,1.034
382.951,1.043
382.981,1.034
383.011,1.032
383.041,1.036
383.071,1.037
383.101,1.036
383.131,1.034
383.161,1.041
383.191,1.035
383.221,1.031
383.251,1.034
383.281,1.039
383.311,1.037
383.341,1.029
383.371,1.032
383.401,1.033
383.431,1.044
383.461,1.037
383.491,1.042
383.521,1.038
383.551,1.040
383.581,1.031
383.611,1.035
383.641,1.026
383.671,1.025
383.701,1.034
383.731,1.042
