df_hash,22ZHK4.K5E5X0
8.731,1.020
8.761,1.024
8.791,1.024
8.821,1.025
8.851,1.020
8.881,1.020
8.911,1.021
8.941,1.029
8.971,1.023
9.001,1.024
9.031,1.025
9.061,1.024
9.091,1.025
9.121,1.027
9.151,1.019
9.181,1.021
9.211,1.026
9.241,1.023
9.271,1.021
9.301,1.023
9.331,1.021
9.361,1.019
9.391,1.029
9.421,1.027
9.451,1.021
9.481,1.021
9.511,1.022
9.541,1.024
9.571,1.027
9.601,1.026
9.631,1.020
9.661,1.025
9.691,1.030
9.721,1.024
9.751,1.019
9.781,1.022
9.811,1.021
9.841,1.024
9.871,1.028
9.901,1.025
9.931,1.023
9.961,1.023
9.991,1.022
10.021,1.024
10.051,1.024
10.081,1.023
10.111,1.021
10.141,1.021
10.171,1.028
10.201,1.025
10.231,1.023
10.261,1.021
10.291,1.021
10.321,1.024
10.351,1.028
10.381,1.020
10.411,1.021
10.441,1.021
10.471,1.028
10.501,1.024
10.531,1.021
10.561,1.021
10.591,1.023
10.621,1.027
10.651,1.025
10.681,1.024
10.711,1.022
10.741,1.020
10.771,1.021
10.801,1.024
10.831,1.026
10.861,1.023
10.891,1.027
10.921,1.028
10.951,1.024
10.981,1.020
11.011,1.025
11.041,1.026
11.071,1.023
11.101,1.022
11.131,1.023
11.161,1.025
11.191,1.026
11.221,1.027
11.251,1.019
11.281,1.025
11.311,1.026
11.341,1.023
11.371,1.023
11.401,1.024
11.431,1.026
11.461,1.028
11.491,1.025
11.521,1.021
11.551,1.022
11.581,1.025
11.611,1.025
11.641,1.024
11.671,1.023
11.701,1.025
11.731,1.027
11.761,1.023
11.791,1.025
11.821,1.026
11.851,1.029
11.881,1.024
11.911,1.021
11.941,1.019
11.971,1.026
12.001,1.024
12.031,1.018
12.061,1.021
12.091,1.023
12.121,1.026
12.151,1.024
12.181,1.021
12.211,1.023
12.241,1.027
12.271,1.021
12.301,1.028
12.331,1.025
12.361,1.023
12.391,1.026
12.421,1.024
12.451,1.027
12.481,1.024
12.511,1.020
12.541,1.021
12.571,1.022
12.601,1.029
12.631,1.029
12.661,1.024
12.691,1.019
12.721,1.021
12.751,1.023
12.781,1.027
12.811,1.018
12.841,1.024
12.871,1.025
12.901,1.023
12.931,1.028
12.961,1.021
12.991,1.021
13.021,1.026
13.051,1.028
13.081,1.026
13.111,1.025
13.141,1.023
13.171,1.021
13.201,1.025
13.231,1.025
13.261,1.025
13.291,1.021
13.321,1.031
13.351,1.027
13.381,1.021
13.411,1.019
13.441,1.021
13.471,1.023
13.501,1.029
13.531,1.027
13.561,1.024
13.591,1.025
13.621,1.025
13.651,1.024
13.681,1.021
13.711,1.022
13.741,1.021
13.771,1.026
13.801,1.025
13.831,1.022
13.861,1.026
13.891,1.023
13.921,1.024
13.951,1.029
13.981,1.019
14.011,1.022
14.041,1.027
14.071,1.026
14.101,1.024
14.131,1.022
14.161,1.024
14.191,1.025
14.221,1.026
14.251,1.023
14.281,1.022
14.311,1.026
14.341,1.030
14.371,1.024
14.401,1.023
14.431,1.026
14.461,1.024
14.491,1.026
14.521,1.023
14.551,1.026
14.581,1.023
14.611,1.024
14.641,1.032
14.671,1.027
14.701,1.022
14.731,1.021
14.761,1.029
14.791,1.028
14.821,1.022
14.851,1.022
14.881,1.021
14.911,1.025
14.941,1.030
14.971,1.028
15.001,1.021
15.031,1.021
15.061,1.026
15.091,1.024
15.121,1.023
15.151,1.025
15.181,1.024
15.211,1.026
15.241,1.024
15.271,1.025
15.301,1.021
15.331,1.023
15.361,1.029
15.391,1.021
15.421,1.026
15.451,1.024
15.481,1.026
15.511,1.026
15.541,1.026
15.571,1.025
15.601,1.019
15.631,1.027
15.661,1.030
15.691,1.028
15.721,1.021
15.751,1.028
15.781,1.028
15.811,1.019
15.841,1.023
15.871,1.026
15.901,1.024
15.931,1.024
15.961,1.024
15.991,1.023
16.021,1.024
16.051,1.022
16.081,1.030
16.111,1.031
16.141,1.024
16.171,1.021
16.201,1.028
16.231,1.027
16.261,1.025
16.291,1.023
16.321,1.023
16.351,1.026
16.381,1.027
16.411,1.028
16.441,1.022
16.471,1.023
16.501,1.023
16.531,1.025
16.561,1.023
16.591,1.027
16.621,1.026
16.651,1.024
16.681,1.024
16.711,1.024
16.741,1.026
16.771,1.022
16.801,1.021
16.831,1.026
16.861,1.021
16.891,1.022
16.921,1.023
16.951,1.030
16.981,1.026
17.011,1.023
17.041,1.021
17.071,1.025
17.101,1.026
17.131,1.026
17.161,1.020
17.191,1.023
17.221,1.031
17.251,1.023
17.281,1.023
17.311,1.023
17.341,1.025
17.371,1.026
17.401,1.027
17.431,1.026
17.461,1.022
17.491,1.025
17.521,1.027
17.551,1.027
17.581,1.021
17.611,1.026
17.641,1.026
17.671,1.033
17.701,1.026
17.731,1.022
17.761,1.024
17.791,1.024
17.821,1.027
17.851,1.026
17.881,1.020
17.911,1.028
17.941,1.030
17.971,1.020
18.001,1.021
18.031,1.028
18.061,1.027
18.091,1.021
18.121,1.027
18.151,1.026
18.181,1.025
18.211,1.025
18.241,1.021
18.271,1.027
18.301,1.020
18.331,1.027
18.361,1.028
18.391,1.026
18.421,1.020
18.451,1.023
18.481,1.027
18.511,1.026
18.541,1.022
18.571,1.022
18.601,1.025
18.631,1.027
18.661,1.027
18.691,1.021
18.721,1.022
18.751,1.027
18.781,1.027
18.811,1.026
18.841,1.025
18.871,1.024
18.901,1.023
18.931,1.023
18.961,1.030
18.991,1.020
19.021,1.023
19.051,1.030
19.081,1.024
19.111,1.022
19.141,1.023
19.171,1.023
19.201,1.027
19.231,1.028
19.261,1.029
19.291,1.022
19.321,1.027
19.351,1.028
19.381,1.021
19.411,1.022
19.441,1.029
19.471,1.026
19.501,1.028
19.531,1.026
19.561,1.024
19.591,1.023
19.621,1.028
19.651,1.031
19.681,1.027
19.711,1.023
19.741,1.021
19.771,1.032
19.801,1.027
19.831,1.022
19.861,1.023
19.891,1.023
19.921,1.027
19.951,1.028
19.981,1.026
20.011,1.020
20.041,1.027
20.071,1.028
20.101,1.022
20.131,1.025
20.161,1.025
20.191,1.027
20.221,1.025
20.251,1.024
20.281,1.025
20.311,1.023
20.341,1.025
20.371,1.026
20.401,1.027
20.431,1.025
20.461,1.026
20.491,1.024
20.521,1.031
20.551,1.025
20.581,1.021
20.611,1.021
20.641,1.023
20.671,1.025
20.701,1.027
20.731,1.029
20.761,1.021
20.791,1.025
20.821,1.028
20.851,1.022
20.881,1.021
20.911,1.024
20.941,1.026
20.971,1.024
21.001,1.028
21.031,1.024
21.061,1.022
21.091,1.026
21.121,1.027
21.151,1.021
21.181,1.023
21.211,1.023
21.241,1.021
21.271,1.029
21.301,1.026
21.331,1.025
21.361,1.023
21.391,1.022
21.421,1.025
21.451,1.031
21.481,1.024
21.511,1.024
21.541,1.021
21.571,1.024
21.601,1.025
21.631,1.023
21.661,1.025
21.691,1.024
21.721,1.027
21.751,1.027
21.781,1.025
21.811,1.026
21.841,1.022
21.871,1.028
21.901,1.024
21.931,1.022
21.961,1.030
21.991,1.026
22.021,1.026
22.051,1.024
22.081,1.031
22.111,1.025
22.141,1.021
22.171,1.021
22.201,1.024
22.231,1.029
22.261,1.028
22.291,1.022
22.321,1.021
22.351,1.029
22.381,1.027
22.411,1.021
22.441,1.024
22.471,1.022
22.501,1.026
22.531,1.031
22.561,1.026
22.591,1.021
22.621,1.027
22.651,1.027
22.681,1.023
22.711,1.025
22.741,1.026
22.771,1.022
22.801,1.025
22.831,1.027
22.861,1.029
22.891,1.026
22.921,1.020
22.951,1.023
22.981,1.026
23.011,1.027
23.041,1.027
23.071,1.021
23.101,1.027
23.131,1.031
23.161,1.020
23.191,1.021
23.221,1.026
23.251,1.026
23.281,1.027
23.311,1.028
23.341,1.025
23.371,1.022
23.401,1.027
23.431,1.027
23.461,1.025
23.491,1.026
23.521,1.021
23.551,1.026
23.581,1.031
23.611,1.026
23.641,1.021
23.671,1.024
23.701,1.027
23.731,1.030
23.761,1.021
23.791,1.020
23.821,1.021
23.851,1.028
23.881,1.025
23.911,1.022
23.941,1.022
23.971,1.027
24.001,1.026
24.031,1.028
24.061,1.029
24.091,1.023
24.121,1.025
24.151,1.023
24.181,1.025
24.211,1.026
24.241,1.021
24.271,1.024
24.301,1.031
24.331,1.028
24.361,1.021
24.391,1.020
24.421,1.023
24.451,1.030
24.481,1.027
24.511,1.028
24.541,1.017
24.571,1.029
24.601,1.028
24.631,1.021
24.661,1.024
24.691,1.028
24.721,1.023
24.751,1.027
24.781,1.026
24.811,1.025
24.841,1.023
24.871,1.026
24.901,1.028
24.931,1.022
24.961,1.030
24.991,1.021
25.021,1.020
25.051,1.030
25.081,1.030
25.111,1.021
25.141,1.022
25.171,1.022
25.201,1.025
25.231,1.026
25.261,1.028
25.291,1.019
25.321,1.023
25.351,1.027
25.381,1.025
25.411,1.021
25.441,1.026
25.471,1.028
25.501,1.028
25.531,1.026
25.561,1.023
25.591,1.023
25.621,1.027
25.651,1.025
25.681,1.022
25.711,1.031
25.741,1.028
25.771,1.026
25.801,1.022
25.831,1.025
25.861,1.026
25.891,1.022
25.921,1.022
25.951,1.024
25.981,1.026
26.011,1.027
26.041,1.028
26.071,1.023
26.101,1.029
26.131,1.026
26.161,1.028
26.191,1.024
26.221,1.024
26.251,1.025
26.281,1.026
26.311,1.024
26.341,1.021
26.371,1.024
26.401,1.026
26.431,1.026
26.461,1.022
26.491,1.023
26.521,1.028
26.551,1.023
26.581,1.021
26.611,1.028
26.641,1.025
26.671,1.024
26.701,1.021
26.731,1.023
26.761,1.023
26.791,1.030
26.821,1.032
26.851,1.021
26.881,1.025
26.911,1.027
26.941,1.024
26.971,1.022
27.001,1.025
27.031,1.026
27.061,1.027
27.091,1.024
27.121,1.025
27.151,1.028
27.181,1.024
27.211,1.027
27.241,1.026
27.271,1.025
27.301,1.024
27.331,1.025
27.361,1.022
27.391,1.027
27.421,1.025
27.451,1.021
27.481,1.024
27.511,1.027
27.541,1.030
27.571,1.021
27.601,1.020
27.631,1.026
27.661,1.028
27.691,1.023
27.721,1.023
27.751,1.028
27.781,1.026
27.811,1.025
27.841,1.027
27.871,1.026
27.901,1.025
27.931,1.024
27.961,1.025
27.991,1.022
28.021,1.024
28.051,1.019
28.081,1.024
28.111,1.027
28.141,1.028
28.171,1.023
28.201,1.023
28.231,1.026
28.261,1.027
28.291,1.021
28.321,1.023
28.351,1.025
28.381,1.024
28.411,1.025
28.441,1.023
28.471,1.024
28.501,1.030
28.531,1.027
28.561,1.024
28.591,1.023
28.621,1.025
28.651,1.026
28.681,1.025
28.711,1.024
28.741,1.023
28.771,1.028
28.801,1.033
28.831,1.025
28.861,1.022
28.891,1.024
28.921,1.028
28.951,1.028
28.981,1.027
29.011,1.026
29.041,1.025
29.071,1.027
29.101,1.028
29.131,1.023
29.161,1.026
29.191,1.025
29.221,1.024
29.251,1.026
29.281,1.025
29.311,1.023
29.341,1.024
29.371,1.028
29.401,1.031
29.431,1.022
29.461,1.023
29.491,1.028
29.521,1.028
29.551,1.024
29.581,1.022
29.611,1.025
29.641,1.027
29.671,1.028
29.701,1.029
29.731,1.021
29.761,1.027
29.791,1.025
29.821,1.023
29.851,1.025
29.881,1.025
29.911,1.027
29.941,1.027
29.971,1.027
30.001,1.025
30.031,1.023
30.061,1.026
30.091,1.026
30.121,1.024
30.151,1.021
30.181,1.025
30.211,1.031
30.241,1.027
30.271,1.026
30.301,1.025
30.331,1.023
30.361,1.031
30.391,1.029
30.421,1.029
30.451,1.022
30.481,1.028
30.511,1.028
30.541,1.022
30.571,1.024
30.601,1.027
30.631,1.026
30.661,1.026
30.691,1.026
30.721,1.029
30.751,1.028
30.781,1.023
30.811,1.026
30.841,1.024
30.871,1.024
30.901,1.020
30.931,1.026
30.961,1.031
30.991,1.026
31.021,1.023
31.051,1.022
31.081,1.022
31.111,1.029
31.141,1.024
31.171,1.021
31.201,1.025
31.231,1.029
31.261,1.027
31.291,1.022
31.321,1.023
31.351,1.027
31.381,1.027
31.411,1.025
31.441,1.029
31.471,1.024
31.501,1.022
31.531,1.026
31.561,1.026
31.591,1.024
31.621,1.023
31.651,1.024
31.681,1.027
31.711,1.028
31.741,1.031
31.771,1.027
31.801,1.021
31.831,1.022
31.861,1.026
31.891,1.028
31.921,1.026
31.951,1.025
31.981,1.023
32.011,1.027
32.041,1.032
32.071,1.024
32.101,1.021
32.131,1.025
32.161,1.030
32.191,1.027
32.221,1.024
32.251,1.025
32.281,1.027
32.311,1.028
32.341,1.024
32.371,1.024
32.401,1.025
32.431,1.025
32.461,1.032
32.491,1.026
32.521,1.021
32.551,1.031
32.581,1.029
32.611,1.023
32.641,1.021
32.671,1.021
32.701,1.028
32.731,1.030
32.761,1.031
32.791,1.021
32.821,1.026
32.851,1.024
32.881,1.025
32.911,1.024
32.941,1.026
32.971,1.027
33.001,1.029
33.031,1.027
33.061,1.029
33.091,1.023
33.121,1.026
33.151,1.025
33.181,1.025
33.211,1.031
33.241,1.031
33.271,1.026
33.301,1.023
33.331,1.027
33.361,1.030
33.391,1.028
33.421,1.021
33.451,1.025
33.481,1.029
33.511,1.030
33.541,1.021
33.571,1.021
33.601,1.025
33.631,1.029
33.661,1.023
33.691,1.022
33.721,1.028
33.751,1.026
33.781,1.026
33.811,1.029
33.841,1.027
33.871,1.025
33.901,1.025
33.931,1.029
33.961,1.024
33.991,1.028
34.021,1.027
34.051,1.029
34.081,1.029
34.111,1.031
34.141,1.023
34.171,1.024
34.201,1.025
34.231,1.028
34.261,1.028
34.291,1.030
34.321,1.018
34.351,1.025
34.381,1.032
34.411,1.025
34.441,1.021
34.471,1.025
34.501,1.029
34.531,1.028
34.561,1.030
34.591,1.022
34.621,1.023
34.651,1.026
34.681,1.025
34.711,1.026
34.741,1.021
34.771,1.025
34.801,1.029
34.831,1.030
34.861,1.024
34.891,1.022
34.921,1.024
34.951,1.029
34.981,1.031
35.011,1.022
35.041,1.021
35.071,1.026
35.101,1.031
35.131,1.023
35.161,1.023
35.191,1.027
35.221,1.028
35.251,1.026
35.281,1.029
35.311,1.023
35.341,1.028
35.371,1.024
35.401,1.029
35.431,1.031
35.461,1.024
35.491,1.023
35.521,1.029
35.551,1.034
35.581,1.026
35.611,1.022
35.641,1.023
35.671,1.025
35.701,1.029
35.731,1.032
35.761,1.031
35.791,1.020
35.821,1.030
35.851,1.032
35.881,1.022
35.911,1.022
35.941,1.029
35.971,1.029
36.001,1.023
36.031,1.025
36.061,1.024
36.091,1.024
36.121,1.027
36.151,1.027
36.181,1.021
36.211,1.026
36.241,1.023
36.271,1.022
36.301,1.027
36.331,1.031
36.361,1.025
36.391,1.027
36.421,1.026
36.451,1.024
36.481,1.029
36.511,1.027
36.541,1.029
36.571,1.022
36.601,1.029
36.631,1.032
36.661,1.023
36.691,1.023
36.721,1.026
36.751,1.027
36.781,1.025
36.811,1.026
36.841,1.027
36.871,1.023
36.901,1.024
36.931,1.028
36.961,1.028
36.991,1.027
37.021,1.033
37.051,1.028
37.081,1.021
37.111,1.029
37.141,1.031
37.171,1.025
37.201,1.024
37.231,1.024
37.261,1.026
37.291,1.032
37.321,1.027
37.351,1.023
37.381,1.023
37.411,1.026
37.441,1.029
37.471,1.022
37.501,1.025
37.531,1.024
37.561,1.032
37.591,1.026
37.621,1.024
37.651,1.031
37.681,1.024
37.711,1.026
37.741,1.025
37.771,1.023
37.801,1.032
37.831,1.026
37.861,1.027
37.891,1.027
37.921,1.028
37.951,1.029
37.981,1.026
38.011,1.021
38.041,1.028
38.071,1.029
38.101,1.034
38.131,1.028
38.161,1.023
38.191,1.025
38.221,1.032
38.251,1.022
38.281,1.026
38.311,1.028
38.341,1.028
38.371,1.030
38.401,1.029
38.431,1.028
38.461,1.026
38.491,1.024
38.521,1.026
38.551,1.027
38.581,1.026
38.611,1.026
38.641,1.027
38.671,1.028
38.701,1.027
38.731,1.023
38.761,1.022
38.791,1.024
38.821,1.029
38.851,1.025
38.881,1.032
38.911,1.024
38.941,1.024
38.971,1.028
39.001,1.025
39.031,1.022
39.061,1.027
39.091,1.029
39.121,1.026
39.151,1.029
39.181,1.025
39.211,1.026
39.241,1.028
39.271,1.030
39.301,1.031
39.331,1.026
39.361,1.027
39.391,1.029
39.421,1.031
39.451,1.022
39.481,1.024
39.511,1.026
39.541,1.029
39.571,1.030
39.601,1.021
39.631,1.021
39.661,1.028
39.691,1.030
39.721,1.024
39.751,1.025
39.781,1.027
39.811,1.029
39.841,1.028
39.871,1.027
39.901,1.028
39.931,1.023
39.961,1.028
39.991,1.032
40.021,1.028
40.051,1.021
40.081,1.026
40.111,1.031
40.141,1.027
40.171,1.025
40.201,1.025
40.231,1.024
40.261,1.025
40.291,1.027
40.321,1.029
40.351,1.021
40.381,1.027
40.411,1.029
40.441,1.022
40.471,1.026
40.501,1.029
40.531,1.032
40.561,1.028
40.591,1.027
40.621,1.026
40.651,1.028
40.681,1.027
40.711,1.025
40.741,1.029
40.771,1.022
40.801,1.021
40.831,1.027
40.861,1.029
40.891,1.027
40.921,1.024
40.951,1.026
40.981,1.025
41.011,1.027
41.041,1.027
41.071,1.027
41.101,1.024
41.131,1.028
41.161,1.026
41.191,1.024
41.221,1.027
41.251,1.028
41.281,1.027
41.311,1.027
41.341,1.028
41.371,1.029
41.401,1.027
41.431,1.026
41.461,1.028
41.491,1.023
41.521,1.026
41.551,1.030
41.581,1.030
41.611,1.021
41.641,1.031
41.671,1.027
41.701,1.028
41.731,1.025
41.761,1.027
41.791,1.030
41.821,1.027
41.851,1.022
41.881,1.025
41.911,1.025
41.941,1.030
41.971,1.025
42.001,1.020
42.031,1.022
42.061,1.028
42.091,1.031
42.121,1.030
42.151,1.029
42.181,1.027
42.211,1.025
42.241,1.029
42.271,1.028
42.301,1.027
42.331,1.026
42.361,1.024
42.391,1.028
42.421,1.023
42.451,1.025
42.481,1.031
42.511,1.029
42.541,1.025
42.571,1.023
42.601,1.027
42.631,1.026
42.661,1.030
42.691,1.025
42.721,1.022
42.751,1.030
42.781,1.031
42.811,1.025
42.841,1.024
42.871,1.026
42.901,1.030
42.931,1.028
42.961,1.030
42.991,1.026
43.021,1.024
43.051,1.026
43.081,1.031
43.111,1.030
43.141,1.025
43.171,1.028
43.201,1.024
43.231,1.029
43.261,1.032
43.291,1.031
43.321,1.023
43.351,1.025
43.381,1.024
43.411,1.029
43.441,1.029
43.471,1.027
43.501,1.021
43.531,1.023
43.561,1.033
43.591,1.025
43.621,1.026
43.651,1.031
43.681,1.030
43.711,1.029
43.741,1.030
43.771,1.026
43.801,1.025
43.831,1.027
43.861,1.028
43.891,1.026
43.921,1.032
43.951,1.026
43.981,1.029
44.011,1.032
44.041,1.031
44.071,1.027
44.101,1.030
44.131,1.030
44.161,1.026
44.191,1.025
44.221,1.028
44.251,1.026
44.281,1.029
44.311,1.025
44.341,1.022
44.371,1.028
44.401,1.029
44.431,1.023
44.461,1.026
44.491,1.025
44.521,1.032
44.551,1.031
44.581,1.027
44.611,1.032
44.641,1.032
44.671,1.029
44.701,1.029
44.731,1.031
44.761,1.026
44.791,1.023
44.821,1.025
44.851,1.031
44.881,1.025
44.911,1.028
44.941,1.028
44.971,1.030
45.001,1.026
45.031,1.020
45.061,1.029
45.091,1.036
45.121,1.022
45.151,1.029
45.181,1.023
45.211,1.034
45.241,1.031
45.271,1.024
45.301,1.026
45.331,1.029
45.361,1.029
45.391,1.028
45.421,1.029
45.451,1.025
45.481,1.029
45.511,1.028
45.541,1.030
45.571,1.024
45.601,1.028
45.631,1.022
45.661,1.031
45.691,1.031
45.721,1.029
45.751,1.025
45.781,1.024
45.811,1.027
45.841,1.028
45.871,1.027
45.901,1.029
45.931,1.026
45.961,1.027
45.991,1.027
46.021,1.025
46.051,1.027
46.081,1.031
46.111,1.028
46.141,1.026
46.171,1.027
46.201,1.027
46.231,1.028
46.261,1.029
46.291,1.031
46.321,1.025
46.351,1.028
46.381,1.023
46.411,1.029
46.441,1.028
46.471,1.029
46.501,1.026
46.531,1.026
46.561,1.031
46.591,1.026
46.621,1.021
46.651,1.029
46.681,1.028
46.711,1.026
46.741,1.026
46.771,1.029
46.801,1.032
46.831,1.030
46.861,1.031
46.891,1.029
46.921,1.032
46.951,1.029
46.981,1.029
47.011,1.028
47.041,1.033
47.071,1.030
47.101,1.028
47.131,1.026
47.161,1.033
47.191,1.031
47.221,1.026
47.251,1.025
47.281,1.030
47.311,1.031
47.341,1.024
47.371,1.027
47.401,1.027
47.431,1.029
47.461,1.027
47.491,1.027
47.521,1.030
47.551,1.030
47.581,1.028
47.611,1.026
47.641,1.030
47.671,1.028
47.701,1.027
47.731,1.027
47.761,1.030
47.791,1.029
47.821,1.026
47.851,1.027
47.881,1.031
47.911,1.028
47.941,1.024
47.971,1.025
48.001,1.029
48.031,1.028
48.061,1.029
48.091,1.028
48.121,1.030
48.151,1.030
48.181,1.023
48.211,1.027
48.241,1.029
48.271,1.032
48.301,1.029
48.331,1.027
48.361,1.023
48.391,1.023
48.421,1.029
48.451,1.034
48.481,1.025
48.511,1.028
48.541,1.025
48.571,1.030
48.601,1.030
48.631,1.026
48.661,1.022
48.691,1.028
48.721,1.030
48.751,1.032
48.781,1.025
48.811,1.027
48.841,1.028
48.871,1.025
48.901,1.029
48.931,1.026
48.961,1.028
48.991,1.030
49.021,1.032
49.051,1.028
49.081,1.025
49.111,1.028
49.141,1.031
49.171,1.030
49.201,1.026
49.231,1.025
49.261,1.032
49.291,1.031
49.321,1.026
49.351,1.025
49.381,1.028
49.411,1.031
49.441,1.029
49.471,1.029
49.501,1.027
49.531,1.027
49.561,1.026
49.591,1.024
49.621,1.026
49.651,1.030
49.681,1.026
49.711,1.031
49.741,1.028
49.771,1.027
49.801,1.027
49.831,1.028
49.861,1.029
49.891,1.029
49.921,1.028
49.951,1.028
49.981,1.032
50.011,1.028
50.041,1.029
50.071,1.028
50.101,1.025
50.131,1.028
50.161,1.029
50.191,1.025
50.221,1.029
50.251,1.030
50.281,1.028
50.311,1.027
50.341,1.029
50.371,1.028
50.401,1.030
50.431,1.030
50.461,1.025
50.491,1.026
50.521,1.028
50.551,1.025
50.581,1.027
50.611,1.028
50.641,1.025
50.671,1.027
50.701,1.028
50.731,1.033
50.761,1.026
50.791,1.023
50.821,1.024
50.851,1.027
50.881,1.032
50.911,1.035
50.941,1.022
50.971,1.028
51.001,1.031
51.031,1.029
51.061,1.027
51.091,1.027
51.121,1.027
