df_hash,22ZHK4.K5E5X0
312.726,35.125
313.701,35.125
314.725,35.125
315.700,35.094
316.872,35.125
317.704,35.125
318.722,35.094
319.894,35.094
320.721,35.094
321.696,35.062
322.720,35.062
323.695,35.031
324.719,35.031
325.701,35.094
326.718,35.094
327.791,35.094
328.813,35.094
329.703,35.125
330.718,35.094
332.131,35.094
332.714,35.094
333.689,35.125
334.713,35.125
335.688,35.125
336.711,35.125
337.735,35.094
338.710,35.094
339.734,35.094
340.709,35.094
341.736,35.156
342.708,35.188
343.732,35.156
344.727,35.156
345.777,35.188
346.705,35.219
347.734,35.219
348.704,35.219
349.728,35.156
350.703,35.156
351.726,35.156
352.995,35.125
353.725,35.125
354.700,35.156
355.758,35.125
356.699,35.094
357.723,35.062
358.698,35.062
359.721,35.094
360.698,35.094
361.732,35.062
362.697,35.094
363.725,35.094
364.694,35.031
365.718,35.062
366.693,35.062
367.716,35.125
368.692,35.125
369.715,35.125
370.690,35.094
371.714,35.094
372.689,35.062
373.713,35.094
374.735,35.125
375.737,35.125
376.687,35.125
377.813,35.094
378.977,35.031
379.758,35.062
380.684,35.094
381.731,35.125
382.731,35.125
383.707,35.094
384.682,35.094
385.706,35.125
386.774,35.188
387.704,35.219
388.731,35.312
389.728,35.312
390.729,35.344
391.702,35.312
392.725,35.375
393.724,35.375
394.724,35.406
395.699,35.406
396.723,35.375
397.698,35.375
398.722,35.375
399.891,35.344
400.769,35.312
401.748,35.344
402.719,35.344
403.694,35.344
404.770,35.344
405.790,35.312
406.778,35.344
407.699,35.344
408.716,35.344
409.985,35.375
410.861,35.375
411.689,35.375
412.713,35.344
413.737,35.344
414.715,35.375
415.835,35.375
416.711,35.375
417.688,35.375
418.709,35.375
419.684,35.375
420.808,35.312
421.881,35.312
422.710,35.312
423.738,35.281
424.714,35.281
425.779,35.250
426.711,35.250
427.680,35.281
428.703,35.250
429.678,35.281
430.802,35.312
431.677,35.281
432.704,35.312
433.742,35.312
435.006,35.250
435.739,35.219
