df_hash,22ZHK4.SWSTG1
14.586,1.025
14.616,1.026
14.646,1.018
14.676,1.020
14.706,1.022
14.736,1.023
14.766,1.022
14.796,1.021
14.826,1.021
14.856,1.021
14.886,1.021
14.916,1.021
14.946,1.023
14.976,1.021
15.006,1.022
15.036,1.021
15.066,1.021
15.096,1.018
15.126,1.025
15.156,1.024
15.186,1.024
15.216,1.024
15.246,1.021
15.276,1.025
15.306,1.023
15.336,1.022
15.366,1.023
15.396,1.016
15.426,1.012
15.456,1.026
15.486,1.029
15.516,1.017
15.546,1.022
15.576,1.025
15.606,1.020
15.636,1.021
15.666,1.025
15.696,1.024
15.726,1.022
15.756,1.021
15.786,1.027
15.816,1.023
15.846,1.021
15.876,1.023
15.906,1.023
15.936,1.025
15.966,1.020
15.996,1.020
16.026,1.023
16.056,1.021
16.086,1.024
16.116,1.024
16.146,1.022
16.176,1.023
16.206,1.022
16.236,1.024
16.266,1.025
16.296,1.017
16.326,1.010
16.356,1.026
16.386,1.026
16.416,1.019
16.446,1.022
16.476,1.028
16.506,1.022
16.536,1.021
16.566,1.024
16.596,1.023
16.626,1.022
16.656,1.021
16.686,1.024
16.716,1.021
16.746,1.021
16.776,1.022
16.806,1.023
16.836,1.022
16.866,1.026
16.896,1.024
16.926,1.022
16.956,1.025
16.986,1.021
17.016,1.025
17.046,1.023
17.076,1.021
17.106,1.023
17.136,1.021
17.166,1.021
17.196,1.025
17.226,1.019
17.256,1.019
17.286,1.021
17.316,1.027
17.346,1.021
17.376,1.017
17.406,1.022
17.436,1.024
17.466,1.023
17.496,1.023
17.526,1.025
17.556,1.023
17.586,1.026
17.616,1.023
17.646,1.022
17.676,1.025
17.706,1.020
17.736,1.020
17.766,1.023
17.796,1.025
17.826,1.024
17.856,1.024
17.886,1.020
17.916,1.020
17.946,1.021
17.976,1.027
18.006,1.022
18.036,1.023
18.066,1.023
18.096,1.022
18.126,1.020
18.156,1.023
18.186,1.025
18.216,1.014
18.246,1.027
18.276,1.024
18.306,1.021
18.336,1.021
18.366,1.022
18.396,1.024
18.426,1.021
18.456,1.026
18.486,1.022
18.516,1.022
18.546,1.021
18.576,1.023
18.606,1.022
18.636,1.023
18.666,1.020
18.696,1.023
18.726,1.023
18.756,1.023
18.786,1.021
18.816,1.019
18.846,1.024
18.876,1.024
18.906,1.026
18.936,1.021
18.966,1.021
18.996,1.022
19.026,1.021
19.056,1.021
19.086,1.024
19.116,1.028
19.146,1.017
19.176,1.027
19.206,1.026
19.236,1.016
19.266,1.021
19.296,1.027
19.326,1.023
19.356,1.021
19.386,1.021
19.416,1.021
19.446,1.026
19.476,1.025
19.506,1.022
19.536,1.023
19.566,1.026
19.596,1.022
19.626,1.020
19.656,1.020
19.686,1.021
19.716,1.023
19.746,1.026
19.776,1.021
19.806,1.022
19.836,1.026
19.866,1.025
19.896,1.022
19.926,1.025
19.956,1.029
19.986,1.017
20.016,1.025
20.046,1.026
20.076,1.017
20.106,1.021
20.136,1.025
20.166,1.023
20.196,1.023
20.226,1.024
20.256,1.021
20.286,1.022
20.316,1.024
20.346,1.019
20.376,1.022
20.406,1.026
20.436,1.025
20.466,1.021
20.496,1.020
20.526,1.023
20.556,1.026
20.586,1.025
20.616,1.024
20.646,1.021
20.676,1.024
20.706,1.022
20.736,1.023
20.766,1.026
20.796,1.026
20.826,1.017
20.856,1.026
20.886,1.024
20.916,1.020
20.946,1.024
20.976,1.027
21.006,1.026
21.036,1.024
21.066,1.021
21.096,1.023
21.126,1.024
21.156,1.022
21.186,1.021
21.216,1.025
21.246,1.025
21.276,1.023
21.306,1.026
21.336,1.024
21.366,1.021
21.396,1.027
21.426,1.024
21.456,1.022
21.486,1.026
21.516,1.021
21.546,1.019
21.576,1.026
21.606,1.022
21.636,1.026
21.666,1.024
21.696,1.028
21.726,1.020
21.756,1.025
21.786,1.021
21.816,1.017
21.846,1.021
21.876,1.023
21.906,1.023
21.936,1.023
21.966,1.023
21.996,1.023
22.026,1.023
22.056,1.022
22.086,1.021
22.116,1.023
22.146,1.021
22.176,1.023
22.206,1.024
22.236,1.021
22.266,1.016
22.296,1.028
22.326,1.022
22.356,1.028
22.386,1.025
22.416,1.022
22.446,1.019
22.476,1.025
22.506,1.021
22.536,1.022
22.566,1.020
22.596,1.021
22.626,1.022
22.656,1.027
22.686,1.021
22.716,1.015
22.746,1.025
22.776,1.027
22.806,1.021
22.836,1.025
22.866,1.026
22.896,1.028
22.926,1.028
22.956,1.022
22.986,1.020
23.016,1.021
23.046,1.022
23.076,1.020
23.106,1.025
23.136,1.027
23.166,1.024
23.196,1.021
23.226,1.021
23.256,1.021
23.286,1.023
23.316,1.021
23.346,1.022
23.376,1.026
23.406,1.021
23.436,1.025
23.466,1.022
23.496,1.017
23.526,1.021
23.556,1.026
23.586,1.022
23.616,1.021
23.646,1.024
23.676,1.024
23.706,1.025
23.736,1.026
23.766,1.023
23.796,1.020
23.826,1.022
23.856,1.025
23.886,1.029
23.916,1.024
23.946,1.020
23.976,1.024
24.006,1.021
24.036,1.020
24.066,1.024
24.096,1.019
24.126,1.010
24.156,1.028
24.186,1.025
24.216,1.020
24.246,1.021
24.276,1.028
24.306,1.022
24.336,1.024
24.366,1.026
24.396,1.021
24.426,1.025
24.456,1.023
24.486,1.021
24.516,1.019
24.546,1.021
24.576,1.023
24.606,1.027
24.636,1.025
24.666,1.021
24.696,1.023
24.726,1.022
24.756,1.024
24.786,1.025
24.816,1.019
24.846,1.025
24.876,1.029
24.906,1.022
24.936,1.018
24.966,1.024
24.996,1.023
25.026,1.024
25.056,1.023
25.086,1.023
25.116,1.022
25.146,1.023
25.176,1.022
25.206,1.023
25.236,1.021
25.266,1.020
25.296,1.021
25.326,1.019
25.356,1.026
25.386,1.028
25.416,1.021
25.446,1.019
25.476,1.023
25.506,1.021
25.536,1.022
25.566,1.026
25.596,1.023
25.626,1.022
25.656,1.024
25.686,1.022
25.716,1.021
25.746,1.023
25.776,1.022
25.806,1.027
25.836,1.024
25.866,1.024
25.896,1.021
25.926,1.025
25.956,1.020
25.986,1.022
26.016,1.020
26.046,1.022
26.076,1.022
26.106,1.023
26.136,1.019
26.166,1.021
26.196,1.020
26.226,1.026
26.256,1.028
26.286,1.024
26.316,1.018
26.346,1.024
26.376,1.022
26.406,1.022
26.436,1.025
26.466,1.024
26.496,1.021
26.526,1.024
26.556,1.026
26.586,1.020
26.616,1.027
26.646,1.021
26.676,1.024
26.706,1.026
26.736,1.023
26.766,1.023
26.796,1.025
26.826,1.022
26.856,1.022
26.886,1.022
26.916,1.022
26.946,1.020
26.976,1.024
27.006,1.028
27.036,1.023
27.066,1.021
27.096,1.025
27.126,1.021
27.156,1.028
27.186,1.023
27.216,1.022
27.246,1.021
27.276,1.024
27.306,1.021
27.336,1.023
27.366,1.021
27.396,1.024
27.426,1.021
27.456,1.030
27.486,1.025
27.516,1.019
27.546,1.021
27.576,1.024
27.606,1.025
27.636,1.023
27.666,1.026
27.696,1.020
27.726,1.024
27.756,1.025
27.786,1.021
27.816,1.019
27.846,1.024
27.876,1.023
27.906,1.021
27.936,1.025
27.966,1.024
27.996,1.020
28.026,1.024
28.056,1.024
28.086,1.024
28.116,1.026
28.146,1.021
28.176,1.024
28.206,1.023
28.236,1.021
28.266,1.021
28.296,1.022
28.326,1.023
28.356,1.021
28.386,1.023
28.416,1.023
28.446,1.020
28.476,1.025
28.506,1.021
28.536,1.023
28.566,1.024
28.596,1.024
28.626,1.021
28.656,1.022
28.686,1.021
28.716,1.026
28.746,1.022
28.776,1.021
28.806,1.021
28.836,1.023
28.866,1.023
28.896,1.021
28.926,1.015
28.956,1.022
28.986,1.024
29.016,1.025
29.046,1.022
29.076,1.021
29.106,1.024
29.136,1.024
29.166,1.023
29.196,1.023
29.226,1.026
29.256,1.017
29.286,1.025
29.316,1.023
29.346,1.015
29.376,1.021
29.406,1.024
29.436,1.023
29.466,1.023
29.496,1.022
29.526,1.023
29.556,1.024
29.586,1.021
29.616,1.021
29.646,1.023
29.676,1.021
29.706,1.023
29.736,1.028
29.766,1.028
29.796,1.021
29.826,1.023
29.856,1.020
29.886,1.021
29.916,1.024
29.946,1.022
29.976,1.027
30.006,1.025
30.036,1.019
30.066,1.021
30.096,1.021
30.126,1.017
30.156,1.023
30.186,1.022
30.216,1.024
30.246,1.028
30.276,1.025
30.306,1.025
30.336,1.029
30.366,1.026
30.396,1.019
30.426,1.016
30.456,1.019
30.486,1.022
30.516,1.027
30.546,1.022
30.576,1.014
30.606,1.024
30.636,1.023
30.666,1.021
30.696,1.028
30.726,1.030
30.756,1.020
30.786,1.027
30.816,1.022
30.846,1.014
30.876,1.021
30.906,1.024
30.936,1.023
30.966,1.022
30.996,1.021
31.026,1.027
31.056,1.022
31.086,1.019
31.116,1.015
31.146,1.019
31.176,1.027
31.206,1.026
31.236,1.021
31.266,1.018
31.296,1.024
31.326,1.019
31.356,1.022
31.386,1.027
31.416,1.025
31.446,1.023
31.476,1.027
31.506,1.023
31.536,1.020
31.566,1.022
31.596,1.027
31.626,1.023
31.656,1.022
31.686,1.026
31.716,1.021
31.746,1.022
31.776,1.024
31.806,1.020
31.836,1.022
31.866,1.021
31.896,1.019
31.926,1.015
31.956,1.023
31.986,1.023
32.016,1.023
32.046,1.025
32.076,1.023
32.106,1.021
32.136,1.019
32.166,1.024
32.196,1.025
32.226,1.025
32.256,1.014
32.286,1.024
32.316,1.028
32.346,1.020
32.376,1.020
32.406,1.024
32.436,1.021
32.466,1.024
32.496,1.024
32.526,1.021
32.556,1.022
32.586,1.025
32.616,1.024
32.646,1.023
32.676,1.018
32.706,1.022
32.736,1.024
32.766,1.024
32.796,1.019
32.826,1.027
32.856,1.020
32.886,1.026
32.916,1.026
32.946,1.023
32.976,1.022
33.006,1.021
33.036,1.021
33.066,1.021
33.096,1.021
33.126,1.024
33.156,1.021
33.186,1.023
33.216,1.023
33.246,1.020
33.276,1.022
33.306,1.022
33.336,1.021
33.366,1.027
33.396,1.026
33.426,1.021
33.456,1.021
33.486,1.021
33.516,1.021
33.546,1.020
33.576,1.021
33.606,1.020
33.636,1.025
33.666,1.024
33.696,1.026
33.726,1.018
33.756,1.024
33.786,1.022
33.816,1.023
33.846,1.025
33.876,1.025
33.906,1.021
33.936,1.023
33.966,1.023
33.996,1.024
34.026,1.016
34.056,1.021
34.086,1.024
34.116,1.028
34.146,1.020
34.176,1.017
34.206,1.023
34.236,1.022
34.266,1.022
34.296,1.027
34.326,1.024
34.356,1.027
34.386,1.024
34.416,1.022
34.446,1.021
34.476,1.023
34.506,1.017
34.536,1.022
34.566,1.024
34.596,1.022
34.626,1.022
34.656,1.017
34.686,1.021
34.716,1.021
34.746,1.023
34.776,1.023
34.806,1.024
34.836,1.021
34.866,1.025
34.896,1.025
34.926,1.023
34.956,1.027
34.986,1.026
35.016,1.022
35.046,1.024
35.076,1.021
35.106,1.016
35.136,1.024
35.166,1.023
35.196,1.023
35.226,1.023
35.256,1.025
35.286,1.025
35.316,1.024
35.346,1.024
35.376,1.021
35.406,1.021
35.436,1.022
35.466,1.018
35.496,1.020
35.526,1.024
35.556,1.023
35.586,1.027
35.616,1.028
35.646,1.016
35.676,1.021
35.706,1.023
35.736,1.021
35.766,1.024
35.796,1.018
35.826,1.023
35.856,1.021
35.886,1.027
35.916,1.021
35.946,1.021
35.976,1.023
36.006,1.026
36.036,1.023
36.066,1.025
36.096,1.024
36.126,1.020
36.156,1.022
36.186,1.019
36.216,1.023
36.246,1.025
36.276,1.019
36.306,1.018
36.336,1.025
36.366,1.021
36.396,1.029
36.426,1.021
36.456,1.020
36.486,1.025
36.516,1.025
36.546,1.021
36.576,1.022
36.606,1.026
36.636,1.014
36.666,1.025
36.696,1.025
36.726,1.015
36.756,1.020
36.786,1.027
36.816,1.023
36.846,1.018
36.876,1.022
36.906,1.023
36.936,1.023
36.966,1.022
36.996,1.020
37.026,1.019
37.056,1.022
37.086,1.024
37.116,1.022
37.146,1.019
37.176,1.021
37.206,1.019
37.236,1.024
37.266,1.029
37.296,1.020
37.326,1.023
37.356,1.021
37.386,1.022
37.416,1.026
37.446,1.023
37.476,1.016
37.506,1.025
37.536,1.028
37.566,1.019
37.596,1.019
37.626,1.023
37.656,1.025
37.686,1.020
37.716,1.022
37.746,1.022
37.776,1.023
37.806,1.024
37.836,1.019
37.866,1.021
37.896,1.024
37.926,1.020
37.956,1.021
37.986,1.023
38.016,1.021
38.046,1.020
38.076,1.022
38.106,1.020
38.136,1.025
38.166,1.029
38.196,1.023
38.226,1.021
38.256,1.026
38.286,1.025
38.316,1.023
38.346,1.025
38.376,1.025
38.406,1.020
38.436,1.025
38.466,1.026
38.496,1.020
38.526,1.024
38.556,1.023
38.586,1.024
38.616,1.025
38.646,1.021
38.676,1.021
38.706,1.023
38.736,1.021
38.766,1.020
38.796,1.021
38.826,1.021
38.856,1.022
38.886,1.023
38.916,1.026
38.946,1.019
38.976,1.017
39.006,1.023
39.036,1.023
39.066,1.023
39.096,1.023
39.126,1.019
39.156,1.022
39.186,1.023
39.216,1.023
39.246,1.024
39.276,1.025
39.306,1.016
39.336,1.025
39.366,1.025
39.396,1.014
39.426,1.020
39.456,1.028
39.486,1.021
39.516,1.021
39.546,1.023
39.576,1.024
39.606,1.024
39.636,1.021
39.666,1.023
39.696,1.021
39.726,1.020
39.756,1.017
39.786,1.021
39.816,1.022
39.846,1.025
39.876,1.027
39.906,1.019
39.936,1.019
39.966,1.022
39.996,1.022
40.026,1.022
40.056,1.021
40.086,1.019
40.116,1.021
40.146,1.024
40.176,1.021
40.206,1.020
40.236,1.026
40.266,1.024
40.296,1.023
40.326,1.023
40.356,1.023
40.386,1.024
40.416,1.023
40.446,1.025
40.476,1.024
40.506,1.021
40.536,1.026
40.566,1.023
40.596,1.022
40.626,1.024
40.656,1.021
40.686,1.022
40.716,1.022
40.746,1.021
40.776,1.021
40.806,1.017
40.836,1.014
40.866,1.024
40.896,1.026
40.926,1.016
40.956,1.020
40.986,1.024
41.016,1.026
41.046,1.023
41.076,1.024
41.106,1.023
41.136,1.021
41.166,1.027
41.196,1.021
41.226,1.019
41.256,1.021
41.286,1.018
41.316,1.025
41.346,1.028
41.376,1.021
41.406,1.021
41.436,1.023
41.466,1.021
41.496,1.023
41.526,1.022
41.556,1.020
41.586,1.022
41.616,1.027
41.646,1.021
41.676,1.019
41.706,1.023
41.736,1.025
41.766,1.022
41.796,1.025
41.826,1.020
41.856,1.021
41.886,1.022
41.916,1.021
41.946,1.021
41.976,1.022
42.006,1.021
42.036,1.018
42.066,1.022
42.096,1.021
42.126,1.024
42.156,1.026
42.186,1.021
42.216,1.017
42.246,1.026
42.276,1.022
42.306,1.024
42.336,1.022
42.366,1.020
42.396,1.020
42.426,1.025
42.456,1.021
42.486,1.019
42.516,1.024
42.546,1.024
42.576,1.025
42.606,1.023
42.636,1.024
42.666,1.023
42.696,1.022
42.726,1.023
42.756,1.024
42.786,1.019
42.816,1.019
42.846,1.025
42.876,1.025
42.906,1.022
42.936,1.021
42.966,1.031
42.996,1.018
43.026,1.021
43.056,1.024
43.086,1.021
43.116,1.020
43.146,1.028
43.176,1.025
43.206,1.021
43.236,1.018
43.266,1.017
43.296,1.026
43.326,1.026
43.356,1.021
43.386,1.019
43.416,1.021
43.446,1.025
43.476,1.022
43.506,1.024
43.536,1.019
43.566,1.021
43.596,1.023
43.626,1.021
43.656,1.021
43.686,1.021
43.716,1.021
43.746,1.020
43.776,1.023
43.806,1.022
43.836,1.020
43.866,1.027
43.896,1.023
43.926,1.023
43.956,1.026
43.986,1.022
44.016,1.021
44.046,1.023
44.076,1.021
44.106,1.019
44.136,1.020
44.166,1.019
44.196,1.018
44.226,1.027
44.256,1.022
44.286,1.021
44.316,1.021
44.346,1.023
44.376,1.026
44.406,1.024
44.436,1.022
44.466,1.021
44.496,1.024
44.526,1.021
44.556,1.021
44.586,1.022
44.616,1.021
44.646,1.025
44.676,1.023
44.706,1.022
44.736,1.027
44.766,1.021
44.796,1.024
44.826,1.023
44.856,1.015
44.886,1.020
44.916,1.024
44.946,1.023
44.976,1.024
45.006,1.019
45.036,1.019
45.066,1.023
45.096,1.028
45.126,1.014
45.156,1.023
45.186,1.030
45.216,1.023
45.246,1.021
45.276,1.024
45.306,1.023
45.336,1.023
45.366,1.023
45.396,1.022
45.426,1.019
45.456,1.021
45.486,1.026
45.516,1.026
45.546,1.024
45.576,1.023
45.606,1.018
45.636,1.021
45.666,1.027
45.696,1.026
45.726,1.024
45.756,1.028
45.786,1.021
45.816,1.024
45.846,1.023
45.876,1.015
45.906,1.024
45.936,1.029
45.966,1.023
45.996,1.021
46.026,1.022
46.056,1.019
46.086,1.026
46.116,1.024
46.146,1.021
46.176,1.022
46.206,1.021
46.236,1.027
46.266,1.025
46.296,1.022
46.326,1.023
46.356,1.022
46.386,1.020
46.416,1.026
46.446,1.028
46.476,1.012
46.506,1.024
46.536,1.024
46.566,1.019
46.596,1.023
46.626,1.023
46.656,1.025
46.686,1.026
46.716,1.022
46.746,1.023
46.776,1.025
46.806,1.026
46.836,1.021
46.866,1.025
46.896,1.020
46.926,1.025
46.956,1.025
46.986,1.021
47.016,1.022
47.046,1.023
47.076,1.022
47.106,1.025
47.136,1.020
47.166,1.016
47.196,1.025
47.226,1.024
47.256,1.018
47.286,1.021
47.316,1.024
47.346,1.022
47.376,1.024
47.406,1.024
47.436,1.024
47.466,1.022
47.496,1.022
47.526,1.020
47.556,1.020
47.586,1.021
47.616,1.018
47.646,1.026
47.676,1.023
47.706,1.026
47.736,1.026
47.766,1.021
47.796,1.021
47.826,1.020
47.856,1.021
47.886,1.026
47.916,1.028
47.946,1.017
47.976,1.026
48.006,1.024
48.036,1.021
48.066,1.021
48.096,1.026
48.126,1.023
48.156,1.027
48.186,1.024
48.216,1.021
48.246,1.024
48.276,1.021
48.306,1.020
48.336,1.021
48.366,1.021
48.396,1.021
48.426,1.022
48.456,1.021
48.486,1.024
48.516,1.021
48.546,1.022
48.576,1.029
48.606,1.022
48.636,1.021
48.666,1.025
48.696,1.021
48.726,1.018
48.756,1.019
48.786,1.021
48.816,1.022
48.846,1.026
48.876,1.020
48.906,1.021
48.936,1.025
48.966,1.021
48.996,1.024
49.026,1.027
49.056,1.022
49.086,1.021
49.116,1.024
49.146,1.022
49.176,1.019
49.206,1.022
49.236,1.024
49.266,1.022
49.296,1.023
49.326,1.025
49.356,1.021
49.386,1.028
49.416,1.020
49.446,1.024
49.476,1.026
49.506,1.021
49.536,1.020
49.566,1.025
49.596,1.023
49.626,1.025
49.656,1.021
49.686,1.014
49.716,1.026
49.746,1.023
49.776,1.016
49.806,1.022
49.836,1.026
49.866,1.022
49.896,1.028
49.926,1.021
49.956,1.025
49.986,1.025
50.016,1.022
50.046,1.021
50.076,1.022
50.106,1.022
50.136,1.020
50.166,1.021
50.196,1.027
50.226,1.023
50.256,1.025
50.286,1.021
50.316,1.017
50.346,1.021
50.376,1.025
50.406,1.026
50.436,1.023
50.466,1.024
50.496,1.017
50.526,1.028
50.556,1.021
50.586,1.014
50.616,1.020
50.646,1.027
50.676,1.022
50.706,1.024
50.736,1.025
50.766,1.021
50.796,1.026
50.826,1.025
50.856,1.016
50.886,1.018
50.916,1.020
50.946,1.027
50.976,1.024
51.006,1.021
51.036,1.022
51.066,1.026
51.096,1.021
51.126,1.023
51.156,1.019
51.186,1.021
51.216,1.021
51.246,1.026
51.276,1.018
51.306,1.019
51.336,1.024
51.366,1.024
51.396,1.024
51.426,1.022
51.456,1.020
51.486,1.026
51.516,1.027
51.546,1.021
51.576,1.024
51.606,1.021
51.636,1.027
51.666,1.026
51.696,1.021
51.726,1.021
51.756,1.026
51.786,1.021
51.816,1.024
51.846,1.021
51.876,1.014
51.906,1.025
51.936,1.024
51.966,1.019
51.996,1.021
52.026,1.024
52.056,1.026
52.086,1.025
52.116,1.024
52.146,1.025
52.176,1.019
52.206,1.021
52.236,1.025
52.266,1.025
52.296,1.021
52.326,1.029
52.356,1.021
52.386,1.026
52.416,1.027
52.446,1.021
52.476,1.021
52.506,1.019
52.536,1.021
52.566,1.022
52.596,1.021
52.626,1.014
52.656,1.020
52.686,1.027
52.716,1.020
52.746,1.021
52.776,1.025
52.806,1.023
52.836,1.024
52.866,1.023
52.896,1.023
52.926,1.023
52.956,1.023
52.986,1.024
53.016,1.020
53.046,1.023
53.076,1.026
53.106,1.022
53.136,1.021
53.166,1.019
53.196,1.023
53.226,1.021
53.256,1.025
53.286,1.027
53.316,1.020
53.346,1.023
53.376,1.021
53.406,1.020
53.436,1.024
53.466,1.028
53.496,1.018
53.526,1.026
53.556,1.027
53.586,1.019
53.616,1.021
53.646,1.022
53.676,1.024
53.706,1.022
53.736,1.025
53.766,1.021
53.796,1.020
53.826,1.024
53.856,1.023
53.886,1.018
53.916,1.020
53.946,1.023
53.976,1.025
54.006,1.022
54.036,1.020
54.066,1.021
54.096,1.022
54.126,1.024
54.156,1.019
54.186,1.021
54.216,1.023
54.246,1.023
54.276,1.022
54.306,1.026
54.336,1.030
54.366,1.020
54.396,1.027
54.426,1.023
54.456,1.020
54.486,1.022
54.516,1.021
54.546,1.022
54.576,1.022
54.606,1.025
54.636,1.022
54.666,1.026
54.696,1.021
54.726,1.022
54.756,1.023
54.786,1.024
54.816,1.021
54.846,1.018
54.876,1.022
54.906,1.024
54.936,1.025
54.966,1.027
54.996,1.023
55.026,1.017
55.056,1.024
55.086,1.021
55.116,1.020
55.146,1.020
55.176,1.020
55.206,1.023
55.236,1.031
55.266,1.020
55.296,1.020
55.326,1.024
55.356,1.024
55.386,1.027
55.416,1.025
55.446,1.022
55.476,1.024
55.506,1.025
55.536,1.025
55.566,1.021
55.596,1.019
55.626,1.021
55.656,1.025
55.686,1.025
55.716,1.027
55.746,1.022
55.776,1.021
55.806,1.022
55.836,1.027
55.866,1.022
55.896,1.023
55.926,1.030
55.956,1.016
55.986,1.025
56.016,1.025
56.046,1.019
56.076,1.023
56.106,1.024
56.136,1.023
56.166,1.024
56.196,1.022
56.226,1.020
56.256,1.020
56.286,1.031
56.316,1.021
56.346,1.022
56.376,1.024
56.406,1.020
56.436,1.027
56.466,1.027
56.496,1.021
56.526,1.021
56.556,1.021
56.586,1.023
56.616,1.023
56.646,1.014
56.676,1.011
56.706,1.025
56.736,1.030
56.766,1.020
56.796,1.020
56.826,1.028
56.856,1.021
56.886,1.022
56.916,1.023
56.946,1.025
56.976,1.022
