df_hash,22ZHK4.Z3TLDX
313.640,0.260
314.224,0.260
315.879,0.260
322.027,0.260
323.684,0.260
324.362,0.260
324.803,0.260
325.974,0.260
327.709,0.260
328.359,0.260
328.800,0.260
329.580,0.260
330.315,0.270
330.701,0.270
331.381,0.260
331.729,0.250
335.817,0.250
336.354,0.250
338.018,0.250
339.138,0.250
340.352,0.250
340.894,0.240
341.475,0.240
345.034,0.230
351.615,0.230
352.740,0.230
354.248,0.220
354.540,0.220
354.889,0.230
360.688,0.220
385.448,0.220
386.959,0.220
387.349,0.220
388.031,0.220
389.839,0.230
392.128,0.230
420.204,0.350
421.376,0.380
424.301,0.410
426.262,0.420
427.428,0.420
437.757,0.430
439.363,0.450
440.146,0.460
444.191,0.460
447.804,0.460
450.236,0.460
450.773,0.460
451.553,0.450
452.866,0.430
453.527,0.420
454.332,0.420
455.018,0.410
455.648,0.400
456.238,0.400
457.015,0.400
457.500,0.390
458.134,0.380
458.816,0.380
459.399,0.370
459.987,0.370
460.672,0.360
461.349,0.350
463.984,0.340
464.764,0.340
465.354,0.340
465.984,0.340
466.668,0.330
467.299,0.330
467.693,0.330
468.379,0.320
469.054,0.310
469.685,0.300
476.754,0.300
477.293,0.290
478.028,0.290
487.189,0.290
502.348,0.290
506.884,0.290
508.392,0.280
508.785,0.270
