df_hash,22ZHK4.Z3TLDX
430.005,61
431.176,55
432.107,48
433.220,45
434.150,43
435.076,38
435.953,0
437.126,40
438.050,49
438.927,44
440.338,46
441.034,74
441.949,78
443.360,42
443.997,49
444.875,52
446.093,53
446.972,51
448.140,54
449.067,74
450.002,73
450.871,69
452.041,69
452.929,75
453.890,64
455.258,62
456.132,74
456.820,81
457.989,71
458.917,67
459.792,78
460.963,82
462.131,86
462.961,83
464.375,74
465.056,55
465.883,58
467.063,66
467.836,52
468.713,56
469.932,81
470.904,84
471.732,77
472.907,80
473.783,84
474.709,84
475.880,81
476.903,82
477.729,79
479.142,81
479.828,79
480.657,56
482.022,53
482.755,47
483.688,51
484.947,54
485.727,45
486.650,63
487.825,68
488.990,68
489.579,55
490.798,47
491.921,53
492.553,34
493.868,28
494.700,25
495.869,29
496.888,0
497.719,32
498.548,0
499.767,24
500.596,24
501.522,29
502.692,0
503.862,0
504.542,0
505.666,5
506.594,0
507.471,19
508.639,77
509.568,77
510.489,46
511.759,48
512.542,50
513.563,47
514.587,43
515.513,32
516.488,23
517.611,29
518.533,0
519.415,0
