df_hash,22ZHK4.Z3TLDX
259.382,530
259.918,545
260.498,580
261.181,500
261.864,710
262.449,640
262.985,620
263.693,610
264.253,625
265.227,625
265.617,895
266.887,405
267.424,1260
268.152,620
268.835,695
269.667,665
269.670,665
269.977,170
270.639,390
271.245,610
272.297,550
272.589,1215
272.593,150
272.882,10
273.958,315
274.246,1170
274.251,275
274.539,240
275.660,515
276.196,555
276.635,560
277.325,510
277.854,615
278.439,610
279.121,600
279.658,615
280.389,595
280.926,660
281.608,650
282.243,650
282.876,620
283.426,620
284.142,615
284.679,630
285.264,625
285.947,620
286.629,605
286.632,710
287.244,10
288.432,585
289.166,1215
289.846,760
290.530,725
291.212,700
291.796,645
292.479,620
293.161,650
293.747,620
293.844,610
294.819,175
295.550,1025
296.623,630
297.210,1120
297.217,515
298.475,10
298.478,1290
298.524,10
298.527,10
298.530,20
298.572,15
298.576,10
298.579,10
298.722,10
299.011,15
299.694,470
300.522,745
301.254,740
301.790,690
302.473,635
303.111,650
303.789,625
304.276,645
304.866,605
305.544,600
306.080,630
306.811,605
308.030,645
308.079,1255
308.084,10
308.219,60
308.225,45
308.229,15
308.471,10
308.859,365
309.152,315
309.834,340
311.255,670
311.686,1245
312.369,650
312.905,670
313.588,580
314.173,605
314.709,605
315.440,620
315.830,630
317.097,485
317.782,1275
318.901,525
319.048,1230
319.438,200
320.169,390
320.705,620
320.998,605
321.242,300
321.998,270
322.021,655
322.070,90
322.076,10
322.366,15
323.076,415
323.634,580
324.166,560
324.751,580
325.288,575
325.875,580
326.409,560
326.945,605
327.677,570
328.212,600
328.749,620
329.480,580
330.044,600
330.601,585
331.137,590
331.722,595
332.262,550
332.803,600
334.063,550
334.209,1215
334.220,135
334.358,20
334.363,10
334.458,15
335.184,295
335.724,600
336.256,565
336.843,620
337.381,520
337.962,645
338.794,535
339.092,555
339.620,570
340.302,580
340.744,590
341.424,530
341.960,595
342.545,540
343.081,570
343.667,605
344.203,555
344.787,550
345.620,640
345.863,1045
347.299,1175
347.566,210
348.103,345
348.942,560
349.224,585
349.907,560
350.491,570
351.028,590
351.564,570
352.149,590
352.688,585
353.372,585
354.001,590
354.489,580
354.642,655
355.074,15
355.757,530
356.293,590
356.881,560
357.414,595
357.707,600
357.999,270
358.535,290
359.072,535
359.659,535
360.103,540
360.637,525
361.167,560
361.850,560
362.972,595
362.975,1115
363.410,10
363.800,535
363.947,545
365.661,1100
366.872,510
367.464,1275
368.285,635
368.431,830
368.435,75
368.480,10
368.483,10
368.486,15
368.580,10
368.583,10
368.968,15
369.650,495
370.383,740
371.895,690
372.185,1250
372.722,585
373.412,585
373.989,610
374.525,580
375.208,580
375.835,620
376.329,610
376.914,565
377.597,595
378.377,610
378.864,580
379.403,695
379.937,565
380.088,560
380.233,200
380.248,15
380.375,35
380.521,20
381.062,260
381.648,610
382.374,615
382.861,615
383.592,670
384.153,605
384.812,645
385.396,650
386.080,620
386.615,615
387.200,590
387.736,600
388.422,585
389.004,585
389.546,585
390.130,600
390.808,610
391.493,660
392.075,665
392.916,640
393.294,825
394.030,390
394.730,695
395.098,615
396.370,550
396.950,1240
397.632,580
398.169,590
398.852,625
399.440,620
400.557,650
401.271,1070
401.777,575
402.361,675
403.063,630
403.387,605
403.580,250
404.165,350
404.847,645
405.384,675
405.969,465
406.505,650
407.238,560
407.772,600
408.309,595
409.472,595
410.118,1145
410.698,635
411.383,600
411.917,635
412.502,560
413.038,585
413.623,610
414.305,580
414.842,600
415.427,585
415.962,630
417.084,505
417.669,1185
418.351,575
418.887,615
419.473,615
420.155,595
420.691,595
421.276,615
421.840,575
422.498,575
422.934,560
423.470,575
424.152,565
424.742,570
425.127,560
425.715,540
426.250,515
426.834,600
427.419,535
427.713,570
428.055,195
428.495,320
428.747,545
429.028,270
429.466,250
430.149,530
431.124,650
431.660,950
432.111,650
432.635,385
433.226,565
433.757,565
434.492,595
435.177,670
435.853,725
436.389,630
436.974,600
437.656,600
438.193,575
438.778,565
439.314,585
439.899,590
440.581,585
441.118,605
441.703,610
442.922,595
443.531,1195
444.042,600
444.726,625
445.313,600
446.578,625
447.114,1210
447.650,595
448.384,605
448.917,605
449.606,580
450.185,635
450.721,630
451.404,630
452.184,655
452.817,650
453.502,685
454.215,735
454.914,715
455.596,665
456.140,680
456.864,655
457.400,625
458.082,645
458.667,640
459.350,630
459.886,645
460.642,625
461.154,615
461.836,650
462.573,595
463.251,685
463.932,745
464.664,750
465.347,675
465.888,655
466.568,615
467.199,615
467.686,615
468.372,620
469.002,620
469.665,605
470.221,670
470.911,630
471.590,685
472.123,610
472.854,640
473.412,640
474.221,630
474.657,640
475.340,625
476.220,630
476.608,625
477.144,610
477.734,605
478.411,620
479.147,605
479.240,670
479.267,145
479.386,10
480.361,280
480.507,920
480.510,95
480.514,50
480.897,10
482.312,400
482.848,1380
483.530,605
484.115,630
484.846,640
485.337,600
485.919,625
486.456,570
487.040,550
487.724,590
488.697,595
489.057,700
489.673,605
490.919,655
491.476,1265
492.013,550
493.280,665
493.572,1265
493.576,175
493.873,10
494.548,365
495.231,595
496.524,750
496.893,1230
498.692,470
499.278,1760
500.355,585
501.082,1145
502.299,675
502.592,1220
502.884,565
504.103,660
504.687,620
505.519,620
506.199,710
506.784,745
507.615,630
508.149,660
508.734,670
509.368,630
509.763,600
509.953,405
511.220,250
512.052,1270
513.319,610
513.855,1420
514.535,410
514.538,965
514.683,10
514.687,25
514.827,130
514.831,10
515.838,415
516.193,650
516.342,580
518.143,1155
519.443,620
519.560,1195
519.573,10
519.600,230
519.849,245
