df_hash,22ZHK4.Z3TLDX
430.002,107
431.172,107
432.100,106
433.027,106
434.146,106
435.072,106
435.950,106
437.120,100
438.046,100
438.924,99
440.158,99
441.020,100
441.897,100
443.120,100
443.994,100
444.872,100
446.090,100
446.967,100
447.897,100
449.064,99
449.941,100
450.867,99
452.037,99
452.915,98
453.841,97
455.028,95
455.916,93
456.815,92
457.985,91
458.911,91
459.789,92
460.959,92
461.888,93
462.771,93
464.371,93
464.861,92
465.738,91
467.033,90
467.832,90
468.710,91
469.929,92
470.809,93
471.684,93
472.902,93
473.780,93
474.706,93
475.876,93
476.758,94
477.692,94
478.853,95
479.734,95
480.654,96
481.834,96
482.750,95
483.676,94
484.849,93
485.724,93
486.601,94
487.820,95
488.702,97
489.575,97
490.794,97
491.673,97
492.549,97
493.865,97
494.694,97
495.552,97
496.756,97
497.622,97
498.545,97
499.764,97
500.592,97
501.519,97
502.689,97
503.600,97
504.492,97
505.662,97
506.589,97
507.466,97
508.636,95
509.563,94
510.440,94
511.615,94
512.536,94
513.418,94
514.584,94
515.510,94
516.395,94
517.607,94
518.487,94
519.366,94
