df_hash,22ZHK4.BZ66S1
429.653,96
430.823,96
431.704,96
432.627,96
433.797,96
434.675,95
435.601,95
436.819,95
437.697,95
438.574,89
439.748,92
440.671,91
441.552,91
442.722,90
443.645,90
444.560,91
445.692,91
446.660,91
447.496,91
448.690,92
449.592,92
450.469,92
451.644,92
452.568,92
453.443,91
454.613,90
455.548,89
456.417,88
457.587,88
458.513,88
