df_hash,22ZHK4.BZ66S1
429.656,32
430.826,28
431.750,35
432.630,24
433.800,22
434.723,33
435.604,33
436.869,31
437.703,21
438.581,29
440.088,38
440.674,27
441.744,28
442.962,19
443.647,20
444.766,41
445.695,57
446.665,45
447.500,43
448.764,47
449.595,46
450.474,48
451.739,54
452.575,55
453.447,56
454.617,58
455.637,57
456.421,58
457.591,57
458.517,73
