df_hash,22ZHK4.BZ66S1
14.319,1.021
14.349,1.026
14.379,1.019
14.409,1.020
14.439,1.023
14.469,1.026
14.499,1.024
14.529,1.025
14.559,1.024
14.589,1.024
14.619,1.022
14.649,1.022
14.679,1.023
14.709,1.025
14.739,1.019
14.769,1.021
14.799,1.031
14.829,1.026
14.859,1.026
14.889,1.026
14.919,1.022
14.949,1.025
14.979,1.021
15.009,1.020
15.039,1.024
15.069,1.021
15.099,1.022
15.129,1.023
15.159,1.026
15.189,1.025
15.219,1.022
15.249,1.025
15.279,1.019
15.309,1.021
15.339,1.022
15.369,1.023
15.399,1.022
15.429,1.024
15.459,1.028
15.489,1.024
15.519,1.022
15.549,1.028
15.579,1.021
15.609,1.024
15.639,1.027
15.669,1.017
15.699,1.025
15.729,1.025
15.759,1.022
15.789,1.023
15.819,1.022
15.849,1.026
15.879,1.024
15.909,1.026
15.939,1.023
15.969,1.017
15.999,1.025
16.029,1.023
16.059,1.021
16.089,1.021
16.119,1.023
16.149,1.022
16.179,1.023
16.209,1.018
16.239,1.028
16.269,1.026
16.299,1.022
16.329,1.026
16.359,1.024
16.389,1.021
16.419,1.022
16.449,1.022
16.479,1.021
16.509,1.027
16.539,1.028
16.569,1.026
16.599,1.021
16.629,1.021
16.659,1.021
16.689,1.021
16.719,1.024
16.749,1.025
16.779,1.023
16.809,1.017
16.839,1.022
16.869,1.029
16.899,1.026
16.929,1.022
16.959,1.026
16.989,1.026
17.019,1.019
17.049,1.021
17.079,1.024
17.109,1.020
17.139,1.019
17.169,1.028
17.199,1.029
17.229,1.027
17.259,1.026
17.289,1.025
17.319,1.024
17.349,1.018
17.379,1.020
17.409,1.020
17.439,1.026
17.469,1.029
17.499,1.031
17.529,1.022
17.559,1.023
17.589,1.031
17.619,1.023
17.649,1.022
17.679,1.022
17.709,1.022
17.739,1.024
17.769,1.027
17.799,1.022
17.829,1.024
17.859,1.021
17.889,1.023
17.919,1.025
17.949,1.025
17.979,1.023
18.009,1.025
18.039,1.024
18.069,1.023
18.099,1.021
18.129,1.023
18.159,1.026
18.189,1.025
18.219,1.021
18.249,1.021
18.279,1.027
18.309,1.031
18.339,1.024
18.369,1.023
18.399,1.024
18.429,1.024
18.459,1.022
18.489,1.021
18.519,1.021
18.549,1.026
18.579,1.025
18.609,1.025
18.639,1.024
18.669,1.023
18.699,1.026
18.729,1.023
18.759,1.025
18.789,1.023
18.819,1.021
18.849,1.027
18.879,1.025
18.909,1.026
18.939,1.024
18.969,1.020
18.999,1.027
19.029,1.028
19.059,1.021
19.089,1.026
19.119,1.028
19.149,1.027
19.179,1.024
19.209,1.019
19.239,1.026
19.269,1.025
19.299,1.024
19.329,1.021
19.359,1.023
19.389,1.025
19.419,1.028
19.449,1.027
19.479,1.020
19.509,1.023
19.539,1.028
19.569,1.025
19.599,1.027
19.629,1.022
19.659,1.022
19.689,1.029
19.719,1.022
19.749,1.027
19.779,1.022
19.809,1.022
19.839,1.020
19.869,1.028
19.899,1.023
19.929,1.026
19.959,1.023
19.989,1.022
20.019,1.025
20.049,1.027
20.079,1.025
20.109,1.027
20.139,1.025
20.169,1.025
20.199,1.025
20.229,1.021
20.259,1.025
20.289,1.029
20.319,1.020
20.349,1.020
20.379,1.033
20.409,1.025
20.439,1.026
20.469,1.026
20.499,1.024
20.529,1.023
20.559,1.024
20.589,1.020
20.619,1.028
20.649,1.022
20.679,1.022
20.709,1.026
20.739,1.025
20.769,1.028
20.799,1.024
20.829,1.024
20.859,1.021
20.889,1.026
20.919,1.027
20.949,1.029
20.979,1.028
21.009,1.029
21.039,1.024
21.069,1.027
21.099,1.022
21.129,1.021
21.159,1.027
21.189,1.027
21.219,1.025
21.249,1.031
21.279,1.026
21.309,1.023
21.339,1.029
21.369,1.026
21.399,1.024
21.429,1.023
21.459,1.023
21.489,1.022
21.519,1.024
21.549,1.028
21.579,1.019
21.609,1.028
21.639,1.031
21.669,1.028
21.699,1.028
21.729,1.021
21.759,1.023
21.789,1.023
21.819,1.029
21.849,1.023
21.879,1.027
21.909,1.027
21.939,1.023
21.969,1.023
21.999,1.031
22.029,1.027
22.059,1.025
22.089,1.024
22.119,1.023
22.149,1.023
22.179,1.027
22.209,1.024
22.239,1.022
22.269,1.027
22.299,1.028
22.329,1.023
22.359,1.027
22.389,1.028
22.419,1.024
22.449,1.018
22.479,1.024
22.509,1.028
22.539,1.026
22.569,1.028
22.599,1.034
22.629,1.026
22.659,1.024
22.689,1.027
22.719,1.021
22.749,1.021
22.779,1.026
22.809,1.025
22.839,1.028
22.869,1.030
22.899,1.029
22.929,1.032
22.959,1.023
22.989,1.023
23.019,1.025
23.049,1.021
23.079,1.023
23.109,1.028
23.139,1.025
23.169,1.026
23.199,1.030
23.229,1.024
23.259,1.026
23.289,1.024
23.319,1.028
23.349,1.027
23.379,1.023
23.409,1.023
23.439,1.028
23.469,1.028
23.499,1.030
23.529,1.027
23.559,1.018
23.589,1.028
23.619,1.030
23.649,1.027
23.679,1.025
23.709,1.027
23.739,1.025
23.769,1.027
23.799,1.021
23.829,1.022
23.859,1.024
23.889,1.020
23.919,1.028
23.949,1.025
23.979,1.029
24.009,1.032
24.039,1.027
24.069,1.022
24.099,1.019
24.129,1.029
24.159,1.024
24.189,1.030
24.219,1.018
24.249,1.016
24.279,1.028
24.309,1.029
24.339,1.024
24.369,1.032
24.399,1.030
24.429,1.024
24.459,1.029
24.489,1.019
24.519,1.024
24.549,1.025
24.579,1.026
24.609,1.025
24.639,1.029
24.669,1.030
24.699,1.025
24.729,1.023
24.759,1.026
24.789,1.025
24.819,1.027
24.849,1.027
24.879,1.021
24.909,1.025
24.939,1.030
24.969,1.030
24.999,1.023
25.029,1.030
25.059,1.026
25.089,1.022
25.119,1.011
25.149,1.026
25.179,1.007
25.209,0.984
25.239,0.993
25.269,0.950
25.299,0.970
25.329,0.990
25.359,1.005
25.389,1.003
25.419,1.018
25.449,1.015
25.479,1.025
25.509,1.065
25.539,1.088
25.569,1.073
25.599,1.079
25.629,1.034
25.659,1.030
25.689,0.972
25.719,0.947
25.749,0.991
25.779,1.020
25.809,0.972
25.839,0.979
25.869,0.989
25.899,0.989
25.929,0.998
25.959,1.016
25.989,1.006
26.019,1.016
26.049,1.016
26.079,1.005
26.109,1.004
26.139,1.010
26.169,1.003
26.199,1.015
26.229,1.042
26.259,1.037
26.289,1.019
26.319,0.999
26.349,1.011
26.379,1.022
26.409,0.992
26.439,0.991
26.469,1.014
26.499,0.996
26.529,0.995
26.559,1.000
26.589,0.991
26.619,1.014
26.649,1.022
26.679,1.021
26.709,1.019
26.739,1.025
26.769,1.006
26.799,1.023
26.829,1.029
26.859,1.024
26.889,1.021
26.919,1.025
26.949,1.019
26.979,1.016
27.009,1.024
27.039,1.029
27.069,1.021
27.099,1.025
27.129,1.026
27.159,1.021
27.189,1.021
27.219,1.027
27.249,1.021
27.279,1.023
27.309,1.029
27.339,1.022
27.369,1.023
27.399,1.023
27.429,1.022
27.459,1.024
27.489,1.024
27.519,1.026
27.549,1.024
27.579,1.020
27.609,1.024
27.639,1.028
27.669,1.024
27.699,1.024
27.729,1.025
27.759,1.025
27.789,1.024
27.819,1.019
27.849,1.023
27.879,1.028
27.909,1.020
27.939,1.024
27.969,1.023
27.999,1.026
28.029,1.026
28.059,1.022
28.089,1.021
28.119,1.024
28.149,1.028
28.179,1.029
28.209,1.028
28.239,1.020
28.269,1.021
28.299,1.031
28.329,1.026
28.359,1.029
28.389,1.023
28.419,1.026
28.449,1.024
28.479,1.028
28.509,1.021
28.539,1.025
28.569,1.023
28.599,1.025
28.629,1.028
28.659,1.026
28.689,1.026
28.719,1.023
28.749,1.028
28.779,1.023
28.809,1.022
28.839,1.027
28.869,1.025
28.899,1.024
28.929,1.022
28.959,1.028
28.989,1.031
29.019,1.028
29.049,1.025
29.079,1.026
29.109,1.025
29.139,1.024
29.169,1.027
29.199,1.025
29.229,1.028
29.259,1.026
29.289,1.030
29.319,1.028
29.349,1.027
29.379,1.026
29.409,1.026
29.439,1.024
29.469,1.025
29.499,1.022
29.529,1.030
29.559,1.025
29.589,1.026
29.619,1.028
29.649,1.025
29.679,1.025
29.709,1.027
29.739,1.028
29.769,1.025
29.799,1.026
29.829,1.025
29.859,1.027
29.889,1.024
29.919,1.024
29.949,1.029
29.979,1.027
30.009,1.028
30.039,1.023
30.069,1.024
30.099,1.025
30.129,1.025
30.159,1.024
30.189,1.024
30.219,1.025
30.249,1.029
30.279,1.033
30.309,1.028
30.339,1.021
30.369,1.026
30.399,1.028
30.429,1.025
30.459,1.028
30.489,1.022
30.519,1.028
30.549,1.025
30.579,1.025
30.609,1.029
30.639,1.028
30.669,1.029
30.699,1.024
30.729,1.025
30.759,1.023
30.789,1.026
30.819,1.029
30.849,1.033
30.879,1.026
30.909,1.026
30.939,1.032
30.969,1.025
30.999,1.024
31.029,1.030
31.059,1.028
31.089,1.025
31.119,1.025
31.149,1.025
31.179,1.025
31.209,1.028
31.239,1.024
31.269,1.026
31.299,1.027
31.329,1.028
31.359,1.025
31.389,1.028
31.419,1.025
31.449,1.023
31.479,1.027
31.509,1.027
31.539,1.031
31.569,1.026
31.599,1.023
31.629,1.031
31.659,1.026
31.689,1.029
31.719,1.028
31.749,1.027
31.779,1.024
31.809,1.029
31.839,1.021
31.869,1.024
31.899,1.026
31.929,1.026
31.959,1.028
31.989,1.029
32.019,1.028
32.049,1.027
32.079,1.025
32.109,1.022
32.139,1.027
32.169,1.028
32.199,1.027
32.229,1.026
32.259,1.030
32.289,1.024
32.319,1.026
32.349,1.032
32.379,1.029
32.409,1.025
32.439,1.029
32.469,1.026
32.499,1.028
32.529,1.032
32.559,1.020
32.589,1.027
32.619,1.023
32.649,1.026
32.679,1.027
32.709,1.027
32.739,1.025
32.769,1.025
32.799,1.026
32.829,1.027
32.859,1.025
32.889,1.022
32.919,1.028
32.949,1.026
32.979,1.032
33.009,1.021
33.039,1.021
33.069,1.031
33.099,1.027
33.129,1.029
33.159,1.027
33.189,1.025
33.219,1.028
33.249,1.030
33.279,1.021
33.309,1.030
33.339,1.027
33.369,1.028
33.399,1.026
33.429,1.031
33.459,1.029
33.489,1.028
33.519,1.024
33.549,1.027
33.579,1.025
33.609,1.027
33.639,1.026
33.669,1.026
33.699,1.027
33.729,1.025
33.759,1.031
33.789,1.029
33.819,1.028
33.849,1.026
33.879,1.026
33.909,1.028
33.939,1.029
33.969,1.025
33.999,1.029
34.029,1.026
34.059,1.025
34.089,1.026
34.119,1.032
34.149,1.026
34.179,1.026
34.209,1.026
34.239,1.023
34.269,1.029
34.299,1.024
34.329,1.027
34.359,1.025
34.389,1.026
34.419,1.032
34.449,1.030
34.479,1.030
34.509,1.027
34.539,1.028
34.569,1.028
34.599,1.031
34.629,1.021
34.659,1.028
34.689,1.025
34.719,1.029
34.749,1.028
34.779,1.031
34.809,1.027
34.839,1.030
34.869,1.028
34.899,1.027
34.929,1.026
34.959,1.030
34.989,1.030
35.019,1.022
35.049,1.023
35.079,1.028
35.109,1.029
35.139,1.026
35.169,1.028
35.199,1.027
35.229,1.027
35.259,1.026
35.289,1.022
35.319,1.030
35.349,1.028
35.379,1.027
35.409,1.029
35.439,1.033
35.469,1.030
35.499,1.027
35.529,1.025
35.559,1.028
35.589,1.025
35.619,1.025
35.649,1.032
35.679,1.032
35.709,1.032
35.739,1.022
35.769,1.025
35.799,1.025
35.829,1.026
35.859,1.030
35.889,1.034
35.919,1.030
35.949,1.029
35.979,1.023
36.009,1.025
36.039,1.031
36.069,1.027
36.099,1.027
36.129,1.060
36.159,1.049
36.189,1.018
36.219,0.997
36.249,1.011
36.279,1.018
36.309,1.024
36.339,1.034
36.369,1.037
36.399,1.040
36.429,1.028
36.459,1.029
36.489,1.036
36.519,1.036
36.549,1.031
36.579,1.029
36.609,1.025
36.639,1.022
36.669,1.034
36.699,1.029
36.729,1.020
36.759,1.035
36.789,1.035
36.819,1.031
36.849,1.030
36.879,1.029
36.909,1.027
36.939,1.029
36.969,1.033
36.999,1.025
37.029,1.023
37.059,1.029
37.089,1.033
37.119,1.027
37.149,1.025
37.179,1.029
37.209,1.032
37.239,1.033
37.269,1.030
37.299,1.031
37.329,1.025
37.359,1.029
37.389,1.029
37.419,1.029
37.449,1.025
37.479,1.027
37.509,1.028
37.539,1.030
37.569,1.031
37.599,1.032
37.629,1.029
37.659,1.031
37.689,1.030
37.719,1.031
37.749,1.028
37.779,1.030
37.809,1.031
37.839,1.023
37.869,1.030
37.899,1.032
37.929,1.031
37.959,1.031
37.989,1.032
38.019,1.032
38.049,1.030
38.079,1.031
38.109,1.021
38.139,1.030
38.169,1.030
38.199,1.027
38.229,1.030
38.259,1.029
38.289,1.028
38.319,1.025
38.349,1.024
38.379,1.023
38.409,1.032
38.439,1.028
38.469,1.033
38.499,1.024
38.529,1.030
38.559,1.033
38.589,1.036
38.619,1.028
38.649,1.029
38.679,1.030
38.709,1.033
38.739,1.029
38.769,1.029
38.799,1.023
38.829,1.026
38.859,1.028
38.889,1.025
38.919,1.027
38.949,1.032
38.979,1.026
39.009,1.030
39.039,1.028
39.069,1.032
39.099,1.035
39.129,1.032
39.159,1.026
39.189,1.034
39.219,1.030
39.249,1.036
39.279,1.025
39.309,1.026
39.339,1.028
39.369,1.030
39.399,1.032
39.429,1.029
39.459,1.031
39.489,1.032
39.519,1.034
39.549,1.033
39.579,1.029
39.609,1.031
39.639,1.031
39.669,1.032
39.699,1.028
39.729,1.026
39.759,1.028
39.789,1.027
39.819,1.032
39.849,1.027
39.879,1.029
39.909,1.029
39.939,1.035
39.969,1.029
39.999,1.027
40.029,1.033
40.059,1.031
40.089,1.027
40.119,1.034
40.149,1.025
40.179,1.029
40.209,1.032
40.239,1.030
40.269,1.029
40.299,1.033
40.329,1.032
40.359,1.028
40.389,1.029
40.419,1.031
40.449,1.031
40.479,1.031
40.509,1.029
40.539,1.033
40.569,1.033
40.599,1.031
40.629,1.032
40.659,1.028
40.689,1.032
40.719,1.026
40.749,1.031
40.779,1.031
40.809,1.036
40.839,1.028
40.869,1.032
40.899,1.032
40.929,1.026
40.959,1.030
40.989,1.031
41.019,1.030
41.049,1.027
41.079,1.030
41.109,1.030
41.139,1.031
41.169,1.032
41.199,1.029
41.229,1.030
41.259,1.029
41.289,1.030
41.319,1.026
41.349,1.027
41.379,1.028
41.409,1.034
41.439,1.031
41.469,1.031
41.499,1.027
41.529,1.026
41.559,1.032
41.589,1.030
41.619,1.027
41.649,1.032
41.679,1.029
41.709,1.028
41.739,1.028
41.769,1.035
41.799,1.034
41.829,1.027
41.859,1.033
41.889,1.028
41.919,1.028
41.949,1.031
41.979,1.028
42.009,1.036
42.039,1.029
42.069,1.032
42.099,1.033
42.129,1.024
42.159,1.031
42.189,1.034
42.219,1.030
42.249,1.030
42.279,1.032
42.309,1.028
42.339,1.028
42.369,1.032
42.399,1.024
42.429,1.029
42.459,1.035
42.489,1.036
42.519,1.035
42.549,1.032
42.579,1.030
42.609,1.029
42.639,1.025
42.669,1.031
42.699,1.026
42.729,1.024
42.759,1.026
42.789,1.032
42.819,1.032
42.849,1.036
42.879,1.035
42.909,1.034
42.939,1.025
42.969,1.032
42.999,1.030
43.029,1.032
43.059,1.044
43.089,1.041
43.119,1.038
43.149,1.037
43.179,1.023
43.209,1.025
43.239,1.029
43.269,1.021
43.299,1.018
43.329,1.019
43.359,1.017
43.389,1.017
43.419,1.025
43.449,1.034
43.479,1.056
43.509,1.044
43.539,1.036
43.569,1.058
43.599,1.031
43.629,0.998
43.659,1.014
43.689,1.029
43.719,1.026
43.749,1.017
43.779,1.010
43.809,1.018
43.839,1.032
43.869,1.041
43.899,1.030
43.929,1.025
43.959,1.030
43.989,1.022
44.019,1.027
44.049,1.029
44.079,1.035
44.109,1.028
44.139,1.019
44.169,1.030
44.199,1.035
44.229,1.029
44.259,1.022
44.289,1.030
44.319,1.035
44.349,1.026
44.379,1.025
44.409,1.029
44.439,1.035
44.469,0.960
44.499,1.006
44.529,1.070
44.559,1.090
44.589,0.933
44.619,0.968
44.649,1.031
44.679,1.095
44.709,1.027
44.739,1.011
44.769,1.065
44.799,1.047
44.829,1.031
44.859,1.036
44.889,1.035
44.919,1.017
44.949,1.021
44.979,1.026
45.009,1.018
45.039,1.025
45.069,1.021
45.099,1.026
45.129,1.023
45.159,1.021
45.189,1.022
45.219,1.023
45.249,1.028
45.279,1.024
45.309,1.024
45.339,1.025
45.369,1.019
45.399,1.015
45.429,1.023
45.459,1.027
45.489,1.020
45.519,1.025
45.549,1.026
45.579,1.021
45.609,1.022
45.639,1.026
45.669,1.025
45.699,1.024
45.729,1.024
45.759,1.025
45.789,1.023
45.819,1.021
45.849,1.026
45.879,1.026
45.909,1.024
45.939,1.025
45.969,1.030
45.999,1.024
46.029,1.026
46.059,1.021
46.089,1.025
46.119,1.025
46.149,1.027
46.179,1.016
46.209,1.025
46.239,1.027
46.269,1.023
46.299,1.022
46.329,1.023
46.359,1.025
46.389,1.023
46.419,1.023
46.449,1.022
46.479,1.021
46.509,1.019
46.539,1.024
46.569,1.021
46.599,1.022
46.629,1.031
46.659,1.026
46.689,1.021
46.719,1.027
46.749,1.024
46.779,1.026
46.809,1.027
46.839,1.022
46.869,1.026
46.899,1.024
46.929,1.023
46.959,1.026
46.989,1.027
47.019,1.028
47.049,1.025
47.079,1.020
47.109,1.025
47.139,1.024
47.169,1.027
47.199,1.019
47.229,1.022
47.259,1.028
47.289,1.025
47.319,1.026
47.349,1.027
47.379,1.026
47.409,1.027
47.439,1.031
47.469,1.015
47.499,1.023
47.529,1.028
47.559,1.025
47.589,1.027
47.619,1.025
47.649,1.028
47.679,1.021
47.709,1.023
47.739,1.023
47.769,1.023
47.799,1.024
47.829,1.021
47.859,1.023
47.889,1.030
47.919,1.026
47.949,1.024
47.979,1.024
48.009,1.023
48.039,1.027
48.069,1.030
48.099,1.021
48.129,1.022
48.159,1.025
48.189,1.026
48.219,1.028
48.249,1.027
48.279,1.027
48.309,1.025
48.339,1.025
48.369,1.022
48.399,1.024
48.429,1.022
48.459,1.025
48.489,1.022
48.519,1.025
48.549,1.029
48.579,1.025
48.609,1.024
48.639,1.021
48.669,1.021
48.699,1.030
48.729,1.031
48.759,1.021
48.789,1.032
48.819,1.028
48.849,1.027
48.879,1.029
48.909,1.029
48.939,1.027
48.969,1.027
48.999,1.024
49.029,1.021
49.059,1.023
49.089,1.028
49.119,1.028
49.149,1.030
49.179,1.022
49.209,1.025
49.239,1.029
49.269,1.027
49.299,1.028
49.329,1.029
49.359,1.022
49.389,1.023
49.419,1.029
49.449,1.019
49.479,1.025
49.509,1.027
49.539,1.025
49.569,1.028
49.599,1.026
49.629,1.027
49.659,1.027
49.689,1.027
49.719,1.026
49.749,1.025
49.779,1.022
49.809,1.029
49.839,1.029
49.869,1.032
49.899,1.022
49.929,1.025
49.959,1.032
49.989,1.029
50.019,1.026
50.049,1.023
50.079,1.024
50.109,1.029
50.139,1.022
50.169,1.022
50.199,1.029
50.229,1.027
50.259,1.027
50.289,1.027
50.319,1.027
50.349,1.025
50.379,1.030
50.409,1.027
50.439,1.023
50.469,1.027
50.499,1.022
50.529,1.033
50.559,1.032
50.589,1.024
50.619,1.026
50.649,1.033
50.679,1.027
50.709,1.026
50.739,1.025
50.769,1.024
50.799,1.025
50.829,1.026
50.859,1.023
50.889,1.029
50.919,1.030
50.949,1.023
50.979,1.028
51.009,1.030
51.039,1.027
51.069,1.030
51.099,1.027
51.129,1.029
51.159,1.022
51.189,1.025
51.219,1.029
51.249,1.030
51.279,1.031
51.309,1.028
51.339,1.029
51.369,1.031
51.399,1.026
51.429,1.027
51.459,1.028
51.489,1.024
51.519,1.025
51.549,1.027
51.579,1.025
51.609,1.027
51.639,1.027
51.669,1.026
51.699,1.027
51.729,1.030
51.759,1.030
51.789,1.029
51.819,1.029
51.849,1.026
51.879,1.025
51.909,1.030
51.939,1.034
51.969,1.036
51.999,1.026
52.029,1.022
52.059,1.031
52.089,1.026
52.119,1.024
52.149,1.030
52.179,1.030
52.209,1.027
52.239,1.025
52.269,1.021
52.299,1.030
52.329,1.030
52.359,1.027
52.389,1.030
52.419,1.031
52.449,1.030
52.479,1.032
52.509,1.028
52.539,1.026
52.569,1.028
52.599,1.027
52.629,1.029
52.659,1.028
52.689,1.025
52.719,1.028
52.749,1.034
52.779,1.029
52.809,1.030
52.839,1.024
52.869,1.030
52.899,1.027
52.929,1.029
52.959,1.025
52.989,1.027
53.019,1.029
53.049,1.029
53.079,1.027
53.109,1.029
53.139,1.026
53.169,1.022
53.199,1.023
53.229,1.028
53.259,1.026
53.289,1.028
53.319,1.023
53.349,1.029
53.379,1.031
53.409,1.033
53.439,1.033
53.469,1.029
53.499,1.025
53.529,1.029
53.559,1.027
53.589,1.024
53.619,1.024
53.649,1.028
53.679,1.026
53.709,1.024
53.739,1.028
53.769,1.029
53.799,1.030
53.829,1.026
53.859,1.028
53.889,1.027
53.919,1.031
53.949,1.028
53.979,1.028
54.009,1.030
54.039,1.031
54.069,1.027
54.099,1.035
54.129,1.029
54.159,1.029
54.189,1.029
54.219,1.034
54.249,1.022
54.279,1.030
54.309,1.028
54.339,1.026
54.369,1.030
54.399,1.033
54.429,1.031
54.459,1.030
54.489,1.028
54.519,1.029
54.549,1.028
54.579,1.029
54.609,1.034
54.639,1.028
54.669,1.023
54.699,1.028
54.729,1.034
54.759,1.026
54.789,1.030
54.819,1.034
54.849,1.028
54.879,1.028
54.909,1.028
54.939,1.027
54.969,1.027
54.999,1.027
55.029,1.028
55.059,1.029
55.089,1.029
55.119,1.028
55.149,1.026
55.179,1.025
55.209,1.030
55.239,1.026
55.269,1.024
55.299,1.032
55.329,1.023
55.359,1.027
55.389,1.037
55.419,1.029
55.449,1.029
55.479,1.027
55.509,1.023
55.539,1.034
55.569,1.028
55.599,1.029
55.629,1.031
55.659,1.030
55.689,1.030
55.719,1.029
55.749,1.033
55.779,1.030
55.809,1.029
55.839,1.028
55.869,1.029
55.899,1.029
55.929,1.031
55.959,1.030
55.989,1.030
56.019,1.027
56.049,1.026
56.079,1.034
56.109,1.027
56.139,1.030
56.169,1.026
56.199,1.025
56.229,1.027
56.259,1.034
56.289,1.033
56.319,1.033
56.349,1.029
56.379,1.030
56.409,1.028
56.439,1.029
56.469,1.029
56.499,1.027
56.529,1.025
56.559,1.032
56.589,1.029
56.619,1.030
56.649,1.026
56.679,1.028
56.709,1.033
