df_hash,22ZHK4.BZ66S1
225.909,1.041
225.939,1.043
225.969,1.040
225.999,1.042
226.029,1.040
226.059,1.039
226.089,1.035
226.119,1.041
226.149,1.041
226.179,1.042
226.209,1.043
226.239,1.041
226.269,1.038
226.299,1.043
226.329,1.045
226.359,1.042
226.389,1.036
226.419,1.032
226.449,1.042
226.479,1.040
226.509,1.034
226.539,1.042
226.569,1.043
226.599,1.046
226.629,1.040
226.659,1.039
226.689,1.039
226.719,1.039
226.749,1.039
226.779,1.039
226.809,1.036
226.839,1.035
226.869,1.038
226.899,1.047
226.929,1.040
226.959,1.038
226.989,1.034
227.019,1.045
227.049,1.044
227.079,1.038
227.109,1.038
227.139,1.039
227.169,1.042
227.199,1.046
227.229,1.043
227.259,1.045
227.289,1.042
227.319,1.045
227.349,1.044
227.379,1.040
227.409,1.040
227.439,1.038
227.469,1.042
227.499,1.038
227.529,1.034
227.559,1.039
227.589,1.040
227.619,1.044
227.649,1.039
227.679,1.041
227.709,1.040
227.739,1.043
227.769,1.042
227.799,1.043
227.829,1.039
227.859,1.041
227.889,1.042
227.919,1.037
227.949,1.043
227.979,1.039
228.009,1.041
228.039,1.044
228.069,1.037
228.099,1.042
228.129,1.039
228.159,1.041
228.189,1.042
228.219,1.040
228.249,1.038
228.279,1.037
228.309,1.044
228.339,1.039
228.369,1.039
228.399,1.044
228.429,1.043
228.459,1.043
228.489,1.045
228.519,1.037
228.549,1.042
228.579,1.041
228.609,1.043
228.639,1.048
228.669,1.038
228.699,1.041
228.729,1.046
228.759,1.043
228.789,1.040
228.819,1.037
228.849,1.039
228.879,1.041
228.909,1.037
228.939,1.037
228.969,1.041
228.999,1.042
229.029,1.039
229.059,1.040
229.089,1.047
229.119,1.042
229.149,1.041
229.179,1.038
229.209,1.040
229.239,1.039
229.269,1.038
229.299,1.042
229.329,1.046
229.359,1.042
229.389,1.040
229.419,1.043
229.449,1.046
229.479,1.040
229.509,1.039
229.539,1.040
229.569,1.042
229.599,1.040
229.629,1.042
229.659,1.037
229.689,1.041
229.719,1.042
229.749,1.040
229.779,1.040
229.809,1.042
229.839,1.042
229.869,1.043
229.899,1.040
229.929,1.036
229.959,1.041
229.989,1.042
230.019,1.042
230.049,1.043
230.079,1.046
230.109,1.043
230.139,1.045
230.169,1.040
230.199,1.040
230.229,1.044
230.259,1.042
230.289,1.039
230.319,1.043
230.349,1.040
230.379,1.045
230.409,1.039
230.439,1.038
230.469,1.043
230.499,1.044
230.529,1.044
230.559,1.043
230.589,1.039
230.619,1.036
230.649,1.044
230.679,1.047
230.709,1.047
230.739,1.039
230.769,1.043
230.799,1.045
230.829,1.044
230.859,1.043
230.889,1.040
230.919,1.042
230.949,1.042
230.979,1.042
231.009,1.038
231.039,1.038
231.069,1.041
231.099,1.045
231.129,1.042
231.159,1.040
231.189,1.041
231.219,1.041
231.249,1.042
231.279,1.036
231.309,1.040
231.339,1.043
231.369,1.041
231.399,1.043
231.429,1.041
231.459,1.049
231.489,1.046
231.519,1.042
231.549,1.040
231.579,1.038
231.609,1.043
231.639,1.033
231.669,1.033
231.699,1.043
231.729,1.045
231.759,1.043
231.789,1.042
231.819,1.047
231.849,1.043
231.879,1.038
231.909,1.040
231.939,1.033
231.969,1.040
231.999,1.047
232.029,1.041
232.059,1.042
232.089,1.046
232.119,1.048
232.149,1.042
232.179,1.041
232.209,1.040
232.239,1.038
232.269,1.041
232.299,1.041
232.329,1.043
232.359,1.040
232.389,1.037
232.419,1.038
232.449,1.041
232.479,1.044
232.509,1.043
232.539,1.039
232.569,1.037
232.599,1.041
232.629,1.049
232.659,1.036
232.689,1.043
232.719,1.047
232.749,1.045
232.779,1.038
232.809,1.040
232.839,1.043
232.869,1.041
232.899,1.040
232.929,1.039
232.959,1.040
232.989,1.042
233.019,1.041
233.049,1.043
233.079,1.042
233.109,1.039
233.139,1.040
233.169,1.039
233.199,1.039
233.229,1.040
233.259,1.042
233.289,1.049
233.319,1.041
233.349,1.035
233.379,1.045
233.409,1.047
233.439,1.045
233.469,1.043
233.499,1.043
233.529,1.043
233.559,1.042
233.589,1.038
233.619,1.041
233.649,1.044
233.679,1.037
233.709,1.038
233.739,1.044
233.769,1.045
233.799,1.043
233.829,1.043
233.859,1.038
233.889,1.039
233.919,1.040
233.949,1.044
233.979,1.041
234.009,1.043
234.039,1.044
234.069,1.044
234.099,1.040
234.129,1.038
234.159,1.039
234.189,1.039
234.219,1.037
234.249,1.036
234.279,1.036
234.309,1.045
234.339,1.043
234.369,1.041
234.399,1.042
234.429,1.043
234.459,1.041
234.489,1.041
234.519,1.043
234.549,1.042
234.579,1.038
234.609,1.042
234.639,1.044
234.669,1.041
234.699,1.040
234.729,1.043
234.759,1.041
234.789,1.040
234.819,1.040
234.849,1.042
234.879,1.040
234.909,1.038
234.939,1.040
234.969,1.043
234.999,1.041
235.029,1.041
235.059,1.040
235.089,1.040
235.119,1.043
235.149,1.042
235.179,1.040
235.209,1.041
235.239,1.038
235.269,1.041
235.299,1.041
235.329,1.045
235.359,1.041
235.389,1.042
235.419,1.043
235.449,1.041
235.479,1.039
235.509,1.044
235.539,1.042
235.569,1.043
235.599,1.038
235.629,1.040
235.659,1.041
235.689,1.039
235.719,1.043
235.749,1.040
235.779,1.045
235.809,1.040
235.839,1.044
235.869,1.041
235.899,1.039
235.929,1.038
235.959,1.041
235.989,1.049
236.019,1.040
236.049,1.041
236.079,1.046
236.109,1.040
236.139,1.035
236.169,1.046
236.199,1.046
236.229,1.043
236.259,1.037
236.289,1.037
236.319,1.044
236.349,1.041
236.379,1.038
236.409,1.038
236.439,1.046
236.469,1.043
236.499,1.041
236.529,1.038
236.559,1.041
236.589,1.041
236.619,1.042
236.649,1.037
236.679,1.045
236.709,1.044
236.739,1.044
236.769,1.039
236.799,1.040
236.829,1.041
236.859,1.041
236.889,1.039
236.919,1.036
236.949,1.044
236.979,1.045
237.009,1.039
237.039,1.040
237.069,1.042
237.099,1.047
237.129,1.043
237.159,1.041
237.189,1.037
237.219,1.036
237.249,1.040
237.279,1.050
237.309,1.045
237.339,1.038
237.369,1.051
237.399,1.046
237.429,1.041
237.459,1.042
237.489,1.044
237.519,1.038
237.549,1.036
237.579,1.033
237.609,1.040
237.639,1.042
237.669,1.038
237.699,1.039
237.729,1.048
237.759,1.046
237.789,1.042
237.819,1.038
237.849,1.040
237.879,1.039
237.909,1.041
237.939,1.049
237.969,1.040
237.999,1.038
238.029,1.039
238.059,1.039
238.089,1.030
238.119,1.030
238.149,1.034
238.179,1.058
238.209,1.052
238.239,1.045
238.269,1.040
238.299,1.045
238.329,1.044
238.359,1.040
238.389,1.035
238.419,1.036
238.449,1.035
238.479,1.032
238.509,1.050
238.539,1.050
238.569,1.039
238.599,1.036
238.629,1.042
238.659,1.049
238.689,1.038
238.719,1.036
238.749,1.043
238.779,1.044
238.809,1.038
238.839,1.040
238.869,1.037
238.899,1.037
238.929,1.043
238.959,1.042
238.989,1.042
239.019,1.043
239.049,1.042
239.079,1.039
239.109,1.045
239.139,1.042
239.169,1.042
239.199,1.042
239.229,1.040
239.259,1.045
239.289,1.044
239.319,1.039
239.349,1.043
239.379,1.045
239.409,1.041
239.439,1.043
239.469,1.043
239.499,1.041
239.529,1.042
239.559,1.045
239.589,1.038
239.619,1.040
239.649,1.041
239.679,1.041
239.709,1.044
239.739,1.039
239.769,1.045
239.799,1.045
239.829,1.043
239.859,1.041
239.889,1.040
239.919,1.039
239.949,1.042
239.979,1.042
240.009,1.041
240.039,1.051
240.069,1.039
240.099,1.044
240.129,1.045
240.159,1.042
240.189,1.038
240.219,1.041
240.249,1.043
240.279,1.042
240.309,1.039
240.339,1.040
240.369,1.045
240.399,1.043
240.429,1.043
240.459,1.045
240.489,1.046
240.519,1.043
240.549,1.042
240.579,1.040
240.609,1.039
240.639,1.041
240.669,1.045
240.699,1.045
240.729,1.046
240.759,1.040
240.789,1.035
240.819,1.043
240.849,1.045
240.879,1.040
240.909,1.039
240.939,1.043
240.969,1.047
240.999,1.046
241.029,1.039
241.059,1.040
241.089,1.040
241.119,1.036
241.149,1.041
241.179,1.044
241.209,1.044
241.239,1.042
241.269,1.042
241.299,1.044
241.329,1.042
241.359,1.043
241.389,1.042
241.419,1.044
241.449,1.040
241.479,1.043
241.509,1.041
241.539,1.043
241.569,1.044
241.599,1.044
241.629,1.046
241.659,1.040
241.689,1.040
241.719,1.044
241.749,1.041
241.779,1.045
241.809,1.042
241.839,1.038
241.869,1.046
241.899,1.046
241.929,1.041
241.959,1.037
241.989,1.041
242.019,1.035
242.049,1.038
242.079,1.042
242.109,1.043
242.139,1.046
242.169,1.048
242.199,1.049
242.229,1.039
242.259,1.040
242.289,1.040
242.319,1.039
242.349,1.041
242.379,1.038
242.409,1.040
242.439,1.045
242.469,1.042
242.499,1.040
242.529,1.040
242.559,1.042
242.589,1.044
242.619,1.042
242.649,1.043
242.679,1.042
242.709,1.047
242.739,1.040
242.769,1.040
242.799,1.043
242.829,1.041
242.859,1.045
242.889,1.042
242.919,1.043
242.949,1.048
242.979,1.045
243.009,1.041
243.039,1.044
243.069,1.039
243.099,1.041
243.129,1.044
243.159,1.037
243.189,1.044
243.219,1.045
243.249,1.039
243.279,1.042
243.309,1.050
243.339,1.042
243.369,1.042
243.399,1.042
243.429,1.040
243.459,1.040
243.489,1.047
243.519,1.048
243.549,1.036
243.579,1.041
243.609,1.043
243.639,1.046
243.669,1.045
243.699,1.044
243.729,1.043
243.759,1.041
243.789,1.044
243.819,1.039
243.849,1.043
243.879,1.039
243.909,1.041
243.939,1.042
243.969,1.045
243.999,1.040
244.029,1.046
244.059,1.042
244.089,1.044
244.119,1.040
244.149,1.042
244.179,1.043
244.209,1.039
244.239,1.043
244.269,1.046
244.299,1.046
244.329,1.039
244.359,1.042
244.389,1.044
244.419,1.042
244.449,1.045
244.479,1.044
244.509,1.043
244.539,1.045
244.569,1.044
244.599,1.041
244.629,1.045
244.659,1.041
244.689,1.041
244.719,1.042
244.749,1.037
244.779,1.036
244.809,1.044
244.839,1.049
244.869,1.046
244.899,1.050
244.929,1.047
244.959,1.041
244.989,1.041
245.019,1.042
245.049,1.040
245.079,1.042
245.109,1.040
245.139,1.040
245.169,1.045
245.199,1.044
245.229,1.046
245.259,1.043
245.289,1.042
245.319,1.042
245.349,1.037
245.379,1.039
245.409,1.037
245.439,1.041
245.469,1.046
245.499,1.045
245.529,1.051
245.559,1.043
245.589,1.046
245.619,1.042
245.649,1.039
245.679,1.045
245.709,1.043
245.739,1.042
245.769,1.042
245.799,1.040
245.829,1.040
245.859,1.042
245.889,1.047
245.919,1.048
245.949,1.042
245.979,1.039
246.009,1.045
246.039,1.039
246.069,1.039
246.099,1.045
246.129,1.044
246.159,1.046
246.189,1.046
246.219,1.040
246.249,1.041
246.279,1.042
246.309,1.042
246.339,1.038
246.369,1.037
246.399,1.045
246.429,1.045
246.459,1.046
246.489,1.044
246.519,1.044
246.549,1.045
246.579,1.045
246.609,1.043
246.639,1.040
246.669,1.041
246.699,1.043
246.729,1.037
246.759,1.044
246.789,1.045
246.819,1.042
246.849,1.047
246.879,1.044
246.909,1.042
246.939,1.045
246.969,1.043
246.999,1.040
247.029,1.042
247.059,1.042
247.089,1.044
247.119,1.044
247.149,1.039
247.179,1.040
247.209,1.042
247.239,1.043
247.269,1.041
247.299,1.040
247.329,1.043
247.359,1.047
247.389,1.044
247.419,1.045
247.449,1.040
247.479,1.042
247.509,1.046
247.539,1.044
247.569,1.042
247.599,1.045
247.629,1.043
247.659,1.044
247.689,1.045
247.719,1.041
247.749,1.045
247.779,1.044
247.809,1.040
247.839,1.040
247.869,1.042
247.899,1.047
247.929,1.045
247.959,1.042
247.989,1.043
248.019,1.040
248.049,1.039
248.079,1.046
248.109,1.042
248.139,1.042
248.169,1.048
248.199,1.048
248.229,1.039
248.259,1.040
248.289,1.043
248.319,1.047
248.349,1.047
248.379,1.041
248.409,1.042
248.439,1.042
248.469,1.039
248.499,1.039
248.529,1.043
248.559,1.043
248.589,1.043
248.619,1.043
248.649,1.041
248.679,1.041
248.709,1.044
248.739,1.043
248.769,1.041
248.799,1.042
248.829,1.047
248.859,1.046
248.889,1.041
248.919,1.048
248.949,1.042
248.979,1.039
249.009,1.042
249.039,1.044
249.069,1.044
249.099,1.045
249.129,1.046
249.159,1.041
249.189,1.041
249.219,1.040
249.249,1.038
249.279,1.059
249.309,1.058
249.339,1.046
249.369,1.042
249.399,1.063
249.429,1.059
249.459,1.025
249.489,1.015
249.519,1.026
249.549,1.051
249.579,1.055
249.609,1.048
249.639,1.043
249.669,1.035
249.699,1.039
249.729,1.037
249.759,1.043
249.789,1.045
249.819,1.036
249.849,1.039
249.879,1.041
249.909,1.033
249.939,1.024
249.969,1.030
249.999,1.037
250.029,1.038
250.059,1.028
250.089,1.035
250.119,1.044
250.149,1.042
250.179,1.043
250.209,1.029
250.239,1.032
250.269,1.038
250.299,1.043
250.329,1.040
250.359,1.037
250.389,1.038
250.419,1.038
250.449,1.040
250.479,1.036
250.509,1.037
250.539,1.036
250.569,1.045
250.599,1.042
250.629,1.036
250.659,1.039
250.689,1.037
250.719,1.049
250.749,1.033
250.779,1.042
250.809,1.023
250.839,1.067
250.869,1.058
250.899,1.049
250.929,1.048
250.959,1.050
250.989,1.023
251.019,1.033
251.049,1.027
251.079,1.024
251.109,1.020
251.139,1.017
251.169,1.014
251.199,1.013
251.229,1.009
251.259,1.016
251.289,1.007
251.319,1.023
251.349,0.994
251.379,1.004
251.409,1.012
251.439,0.999
251.469,1.006
251.499,1.012
251.529,1.004
251.559,1.005
251.589,1.003
251.619,1.041
251.649,1.025
251.679,1.076
251.709,1.031
251.739,1.017
251.769,0.987
251.799,0.964
251.829,0.979
251.859,0.999
251.889,0.982
251.919,1.007
251.949,1.012
251.979,1.017
252.009,0.996
252.039,1.012
252.069,1.001
252.099,1.006
252.129,1.016
252.159,1.008
252.189,1.003
252.219,1.013
252.249,1.006
252.279,1.008
252.309,1.016
252.339,1.007
252.369,1.014
252.399,1.009
252.429,1.011
252.459,1.017
252.489,0.999
252.519,1.007
252.549,1.017
252.579,1.015
252.609,1.004
252.639,1.009
252.669,1.011
252.699,1.006
252.729,1.011
252.759,1.018
252.789,1.008
252.819,1.014
252.849,1.014
252.879,1.003
252.909,1.009
252.939,1.019
252.969,0.997
252.999,1.016
253.029,1.020
253.059,1.026
253.089,1.018
253.119,1.014
253.149,1.004
253.179,1.017
253.209,0.994
253.239,1.007
253.269,0.999
253.299,1.030
253.329,1.025
253.359,1.003
253.389,1.007
253.419,1.020
253.449,1.018
253.479,0.989
253.509,0.987
253.539,0.992
253.569,0.975
253.599,0.954
253.629,1.003
253.659,1.067
253.689,1.062
253.719,1.022
253.749,1.033
253.779,1.028
253.809,1.033
253.839,1.019
253.869,1.013
253.899,1.018
253.929,1.018
253.959,1.015
253.989,1.015
254.019,1.021
254.049,1.029
254.079,1.014
254.109,1.019
254.139,1.022
254.169,1.009
254.199,1.015
254.229,1.008
254.259,1.016
254.289,1.011
254.319,1.010
254.349,1.011
254.379,1.002
254.409,1.004
254.439,0.999
254.469,1.000
254.499,1.003
254.529,0.999
254.559,0.997
254.589,0.990
254.619,0.980
254.649,0.983
254.679,0.997
254.709,1.015
254.739,1.011
254.769,0.986
254.799,0.999
254.829,1.005
254.859,1.003
254.889,0.999
254.919,0.986
254.949,0.999
254.979,1.018
255.009,1.013
255.039,1.006
255.069,1.011
255.099,1.019
255.129,1.010
255.159,0.968
255.189,0.965
255.219,0.997
255.249,0.981
255.279,0.976
255.309,0.971
255.339,0.964
255.369,0.969
255.399,0.969
255.429,0.951
255.459,0.972
255.489,0.964
255.519,0.968
255.549,0.962
255.579,0.955
255.609,0.965
255.639,0.964
255.669,0.954
255.699,0.976
255.729,0.954
255.759,0.956
255.789,0.981
255.819,0.952
255.849,0.941
255.879,0.951
255.909,0.956
255.939,0.959
255.969,0.957
255.999,0.937
256.029,0.957
256.059,0.962
256.089,0.958
256.119,0.978
256.149,1.001
256.179,0.964
256.209,0.934
256.239,0.993
256.269,0.953
256.299,0.916
256.329,0.956
256.359,0.991
256.389,0.995
256.419,1.013
256.449,0.979
256.479,0.972
256.509,0.959
256.539,0.979
256.569,0.970
256.599,0.970
256.629,0.968
256.659,0.969
256.689,0.992
256.719,1.005
256.749,1.031
256.779,1.016
256.809,0.916
256.839,0.963
256.869,0.968
256.899,0.966
256.929,1.006
256.959,1.012
256.989,0.982
257.019,1.012
257.049,1.025
257.079,1.051
257.109,0.989
257.139,0.935
257.169,0.933
257.199,0.938
257.229,0.958
257.259,0.976
257.289,0.974
257.319,0.974
257.349,0.958
257.379,0.927
257.409,0.963
257.439,0.983
257.469,0.958
257.499,0.981
257.529,1.012
257.559,0.971
257.589,0.969
257.619,0.947
257.649,0.925
257.679,0.876
257.709,0.868
257.739,0.917
257.769,0.979
257.799,0.992
257.829,1.038
257.859,1.057
257.889,1.057
257.919,1.050
257.949,1.002
257.979,0.976
258.009,0.940
258.039,0.938
258.069,0.957
258.099,0.981
258.129,0.985
258.159,0.999
258.189,0.986
258.219,0.989
258.249,0.964
258.279,0.957
258.309,0.955
258.339,0.945
258.369,0.949
258.399,0.965
258.429,0.983
258.459,0.991
258.489,1.007
258.519,1.017
258.549,1.003
258.579,0.982
258.609,0.973
258.639,0.990
258.669,0.992
258.699,0.960
258.729,0.914
258.759,0.935
258.789,0.962
258.819,0.966
258.849,0.989
258.879,1.002
258.909,0.955
258.939,0.955
258.969,0.962
258.999,0.983
259.029,0.986
259.059,0.969
259.089,0.991
259.119,1.008
259.149,1.004
259.179,0.991
259.209,0.985
259.239,0.983
259.269,0.978
259.299,0.984
259.329,1.006
259.359,0.982
259.389,0.968
259.419,0.973
259.449,0.976
259.479,0.978
259.509,0.975
259.539,0.967
259.569,0.968
259.599,0.959
259.629,0.966
259.659,0.983
259.689,0.974
259.719,0.979
259.749,0.978
259.779,0.996
259.809,1.000
259.839,0.978
259.869,0.980
259.899,0.988
259.929,0.989
259.959,1.002
259.989,1.007
260.019,0.988
260.049,0.979
260.079,0.973
260.109,0.987
260.139,0.977
260.169,0.977
260.199,0.979
260.229,0.980
260.259,0.967
260.289,0.967
260.319,0.981
260.349,0.986
260.379,0.987
260.409,0.990
260.439,0.987
260.469,0.993
260.499,0.982
260.529,0.989
260.559,0.978
260.589,0.983
260.619,0.979
260.649,0.976
260.679,0.983
260.709,0.985
260.739,0.982
260.769,0.975
260.799,0.987
260.829,0.977
260.859,0.985
260.889,0.982
260.919,0.975
260.949,0.979
260.979,0.988
261.009,0.994
261.039,0.993
261.069,0.988
261.099,0.985
261.129,0.980
261.159,0.949
261.189,0.986
261.219,1.004
261.249,0.987
261.279,1.006
261.309,0.991
261.339,0.992
261.369,0.990
261.399,1.000
261.429,0.983
261.459,0.975
261.489,0.975
261.519,0.984
261.549,0.984
261.579,0.988
261.609,0.970
261.639,0.986
261.669,0.957
261.699,0.979
261.729,0.968
261.759,0.961
261.789,0.995
261.819,0.983
261.849,0.984
261.879,0.994
261.909,0.988
261.939,0.983
261.969,1.014
261.999,0.990
262.029,1.002
262.059,1.015
262.089,0.978
262.119,0.981
262.149,0.991
262.179,0.989
262.209,0.979
262.239,0.966
262.269,0.986
262.299,1.004
262.329,1.001
262.359,0.984
262.389,0.964
262.419,0.984
262.449,0.985
262.479,1.021
262.509,0.949
262.539,0.980
262.569,1.013
262.599,0.984
262.629,0.989
262.659,1.021
262.689,0.989
262.719,0.972
262.749,0.982
262.779,0.991
262.809,0.984
262.839,0.984
262.869,0.987
262.899,0.981
262.929,0.962
262.959,0.988
262.989,0.935
263.019,1.019
263.049,1.007
263.079,0.970
263.109,0.988
263.139,0.969
263.169,0.983
263.199,0.998
263.229,1.009
263.259,1.032
263.289,0.991
263.319,0.974
263.349,0.994
263.379,0.968
263.409,1.011
263.439,0.959
263.469,0.962
263.499,0.967
263.529,0.972
263.559,1.013
263.589,1.029
263.619,0.981
263.649,0.958
263.679,0.971
263.709,1.027
263.739,1.027
263.769,0.985
263.799,0.991
263.829,1.000
263.859,0.996
263.889,0.981
263.919,0.977
263.949,0.971
263.979,0.979
264.009,0.970
264.039,0.981
264.069,0.978
264.099,1.003
264.129,0.978
264.159,0.976
264.189,0.964
264.219,0.960
264.249,0.963
264.279,0.972
264.309,0.984
264.339,0.985
264.369,0.984
264.399,0.979
264.429,0.985
264.459,1.001
264.489,0.995
264.519,0.984
264.549,0.987
264.579,0.979
264.609,0.979
264.639,0.977
264.669,0.976
264.699,0.980
264.729,0.979
264.759,0.979
264.789,0.990
264.819,0.985
264.849,0.975
264.879,0.978
264.909,0.966
264.939,0.968
264.969,0.962
264.999,0.972
265.029,0.966
265.059,0.964
265.089,0.972
265.119,0.981
265.149,0.979
265.179,0.990
265.209,0.988
265.239,0.999
265.269,0.996
265.299,0.989
265.329,0.988
265.359,0.994
265.389,0.968
265.419,0.959
265.449,0.959
265.479,0.970
265.509,0.974
265.539,0.983
265.569,0.989
265.599,0.981
265.629,0.988
265.659,0.978
265.689,0.977
265.719,0.989
265.749,0.986
265.779,0.995
265.809,0.980
265.839,0.987
265.869,0.983
265.899,0.987
265.929,0.974
265.959,0.983
265.989,0.994
266.019,0.997
266.049,0.991
266.079,0.984
266.109,0.981
266.139,0.986
266.169,0.988
266.199,0.989
266.229,0.979
266.259,0.986
266.289,0.987
266.319,0.988
266.349,0.993
266.379,0.988
266.409,0.984
266.439,0.981
266.469,0.981
266.499,0.981
266.529,0.985
266.559,0.989
266.589,0.990
266.619,0.987
266.649,0.979
266.679,0.986
266.709,0.987
266.739,0.983
266.769,0.988
266.799,0.979
266.829,0.987
266.859,0.990
266.889,0.995
266.919,0.979
266.949,0.984
266.979,0.983
267.009,0.985
267.039,0.969
267.069,0.989
267.099,1.001
267.129,0.997
267.159,0.986
267.189,1.015
267.219,1.001
267.249,0.961
267.279,0.994
267.309,0.975
267.339,0.965
267.369,0.964
267.399,0.987
267.429,0.993
267.459,0.986
267.489,0.982
267.519,0.977
267.549,0.994
267.579,0.978
267.609,0.984
267.639,0.983
267.669,0.983
267.699,0.987
267.729,0.993
267.759,0.986
267.789,1.001
267.819,0.991
267.849,0.955
267.879,0.992
267.909,0.993
267.939,0.983
267.969,1.009
267.999,1.010
268.029,0.977
268.059,0.978
268.089,0.977
268.119,0.965
268.149,0.986
268.179,0.963
268.209,0.968
268.239,0.982
268.269,0.985
268.299,0.992
268.329,0.979
268.359,0.978
268.389,0.975
268.419,0.977
268.449,0.978
268.479,0.977
268.509,0.993
268.539,0.989
268.569,0.984
268.599,0.997
268.629,0.994
268.659,0.983
268.689,0.968
268.719,0.973
268.749,0.983
268.779,0.990
268.809,0.989
268.839,0.982
268.869,0.983
268.899,0.977
268.929,0.972
268.959,0.987
268.989,0.984
269.019,0.991
269.049,0.990
269.079,0.987
269.109,0.998
269.139,0.998
269.169,0.987
269.199,0.973
269.229,0.978
269.259,0.985
269.289,0.985
269.319,0.990
269.349,0.981
269.379,0.989
269.409,0.985
269.439,0.988
269.469,0.999
269.499,0.985
269.529,0.977
269.559,0.990
269.589,0.987
269.619,0.976
269.649,0.985
269.679,0.984
269.709,0.995
269.739,0.982
269.769,0.984
269.799,0.978
269.829,0.980
269.859,0.979
269.889,0.973
269.919,0.973
269.949,0.974
269.979,0.974
270.009,0.981
270.039,0.982
270.069,0.971
270.099,0.979
270.129,0.981
270.159,0.989
270.189,0.978
270.219,0.972
270.249,0.972
270.279,0.973
270.309,0.970
270.339,0.969
270.369,0.975
270.399,0.971
270.429,0.968
270.459,0.971
270.489,0.969
270.519,0.968
270.549,0.969
270.579,0.975
270.609,0.980
270.639,0.970
270.669,0.963
270.699,0.972
270.729,0.972
270.759,0.967
270.789,0.968
270.819,0.955
270.849,0.968
270.879,0.970
270.909,0.968
270.939,0.986
270.969,0.975
270.999,0.971
271.029,0.962
271.059,0.957
271.089,0.955
271.119,0.962
271.149,0.966
271.179,0.981
271.209,0.971
271.239,0.961
271.269,0.957
271.299,0.975
271.329,0.963
271.359,0.966
271.389,0.966
271.419,0.969
271.449,0.976
271.479,0.955
271.509,0.955
271.539,0.968
271.569,0.945
271.599,0.944
271.629,0.960
271.659,0.985
271.689,0.968
271.719,0.962
271.749,0.975
271.779,0.971
271.809,0.962
271.839,0.964
271.869,0.972
271.899,0.956
271.929,0.958
271.959,0.967
271.989,0.968
272.019,0.972
272.049,0.976
272.079,0.969
272.109,0.952
272.139,0.954
272.169,0.947
272.199,0.968
272.229,0.982
272.259,0.965
272.289,0.966
272.319,0.976
272.349,0.956
272.379,0.953
272.409,0.974
272.439,0.976
272.469,0.920
272.499,0.970
272.529,0.996
272.559,0.996
272.589,0.961
272.619,0.952
272.649,0.961
272.679,0.967
272.709,0.963
272.739,0.976
272.769,0.974
272.799,0.973
272.829,0.977
272.859,0.962
272.889,0.954
272.919,0.963
272.949,0.969
272.979,0.971
273.009,0.971
273.039,0.973
273.069,0.981
273.099,0.966
273.129,0.972
273.159,0.964
273.189,0.970
273.219,0.975
273.249,0.975
273.279,0.979
273.309,0.979
273.339,0.977
273.369,0.967
273.399,0.972
273.429,0.969
273.459,0.966
273.489,0.962
273.519,0.975
273.549,0.973
273.579,0.966
273.609,0.985
273.639,0.967
273.669,0.975
273.699,0.975
273.729,0.977
273.759,0.974
273.789,0.977
273.819,0.975
273.849,0.970
273.879,0.978
273.909,0.971
273.939,0.975
273.969,0.980
273.999,0.975
274.029,0.976
274.059,0.982
274.089,0.969
274.119,0.979
274.149,0.980
274.179,0.979
274.209,0.974
274.239,0.977
274.269,0.978
274.299,0.975
274.329,0.989
274.359,0.984
274.389,0.975
274.419,0.977
274.449,0.974
274.479,0.976
274.509,0.974
274.539,0.979
274.569,0.976
274.599,0.968
274.629,0.974
274.659,0.974
274.689,0.982
274.719,0.979
274.749,0.984
274.779,0.977
274.809,0.973
274.839,0.982
274.869,0.978
274.899,0.979
274.929,0.980
274.959,0.977
274.989,0.979
275.019,0.971
275.049,0.978
275.079,0.976
275.109,0.980
275.139,0.989
275.169,0.973
275.199,0.985
275.229,0.979
275.259,0.978
275.289,0.976
275.319,0.979
275.349,0.988
275.379,0.979
275.409,0.980
275.439,0.985
275.469,0.981
275.499,0.979
275.529,0.982
275.559,0.981
275.589,0.979
275.619,0.981
275.649,0.994
275.679,0.971
275.709,0.980
275.739,0.973
275.769,0.977
275.799,0.979
275.829,0.981
275.859,0.985
275.889,0.983
275.919,0.985
275.949,0.984
275.979,0.984
276.009,0.981
276.039,0.977
276.069,0.981
276.099,0.982
276.129,0.979
276.159,0.987
276.189,0.981
276.219,0.988
276.249,0.975
276.279,0.983
276.309,0.982
276.339,0.978
276.369,0.989
276.399,0.982
276.429,0.986
276.459,0.981
276.489,0.979
276.519,0.978
276.549,0.980
276.579,0.986
276.609,0.992
276.639,0.977
276.669,0.990
276.699,0.981
276.729,0.983
276.759,0.982
276.789,0.979
276.819,0.979
276.849,0.986
276.879,0.987
276.909,0.986
276.939,0.988
276.969,0.980
276.999,0.981
277.029,0.983
277.059,0.985
277.089,0.987
277.119,0.989
277.149,0.986
277.179,0.991
277.209,0.979
277.239,0.981
277.269,0.979
277.299,0.986
277.329,0.983
277.359,0.991
277.389,0.989
277.419,0.980
277.449,0.985
277.479,0.986
277.509,0.983
277.539,0.983
277.569,0.985
277.599,0.985
277.629,0.992
277.659,0.983
277.689,0.999
277.719,0.981
277.749,0.984
277.779,0.981
277.809,0.985
277.839,0.988
277.869,0.981
277.899,0.987
277.929,0.984
277.959,0.987
277.989,0.986
278.019,0.986
278.049,0.986
278.079,0.984
278.109,0.988
278.139,0.985
278.169,0.982
278.199,0.999
278.229,0.980
278.259,0.984
278.289,0.984
