df_hash,22ZHK4.CSFR2S
13.853,0.948
13.883,0.942
13.913,0.947
13.943,0.934
13.973,0.940
14.003,0.938
14.033,0.940
14.063,0.939
14.093,0.981
14.123,0.966
14.153,0.964
14.183,0.969
14.213,0.952
14.243,0.937
14.273,0.930
14.303,0.943
14.333,0.939
14.363,0.927
14.393,0.915
14.423,0.932
14.453,0.937
14.483,0.942
14.513,0.953
14.543,0.941
14.573,0.951
14.603,0.932
14.633,0.921
14.663,0.929
14.693,0.938
14.723,0.950
14.753,0.938
14.783,0.930
14.813,0.936
14.843,0.940
14.873,0.948
14.903,0.950
14.933,0.936
14.963,0.942
14.993,0.961
15.023,0.964
15.053,0.921
15.083,0.923
15.113,0.946
15.143,0.936
15.173,0.931
15.203,0.939
15.233,0.935
15.263,0.950
15.293,0.939
15.323,0.909
15.353,0.921
15.383,0.942
15.413,0.938
15.443,0.936
15.473,0.947
15.503,0.953
15.533,0.949
15.563,0.939
15.593,0.947
15.623,0.959
15.653,0.959
15.683,0.934
15.713,0.946
15.743,0.927
15.773,0.932
15.803,0.950
15.833,0.964
15.863,0.963
15.893,0.987
15.923,1.080
15.953,1.068
15.983,0.988
16.013,0.947
16.043,0.937
16.073,0.910
16.103,0.924
16.133,0.918
16.163,0.957
16.193,0.937
16.223,0.900
16.253,0.890
16.283,0.903
16.313,0.874
16.343,0.899
16.373,0.864
16.403,0.849
16.433,0.865
16.463,0.915
16.493,0.895
16.523,0.917
16.553,0.888
16.583,0.930
16.613,0.947
16.643,0.925
16.673,0.950
16.703,0.950
16.733,0.933
16.763,0.889
16.793,0.898
16.823,0.934
16.853,0.957
16.883,0.982
16.913,0.980
16.943,0.977
16.973,0.973
17.003,0.986
17.033,0.962
17.063,0.931
17.093,0.974
17.123,0.958
17.153,0.965
17.183,0.909
17.213,0.872
17.243,0.835
17.273,0.868
17.303,0.866
17.333,0.855
17.363,0.909
17.393,0.877
17.423,0.903
17.453,0.980
17.483,0.937
17.513,0.956
17.543,0.988
17.573,0.921
17.603,0.799
17.633,0.922
17.663,1.098
17.693,1.146
17.723,1.106
17.753,1.081
17.783,1.095
17.813,1.020
17.843,0.962
17.873,1.016
17.903,1.010
17.933,0.908
17.963,0.988
17.993,0.961
18.023,0.919
18.053,0.862
18.083,0.846
18.113,0.804
18.143,0.796
18.173,0.802
18.203,0.856
18.233,0.932
18.263,1.007
18.293,0.959
18.323,0.959
18.353,1.003
18.383,1.052
18.413,1.085
18.443,1.024
18.473,1.010
18.503,1.068
18.533,1.090
18.563,0.973
18.593,0.895
18.623,0.951
18.653,0.889
18.683,0.782
18.713,0.862
18.743,0.833
18.773,0.864
18.803,0.898
18.833,0.891
18.863,0.928
18.893,0.877
18.923,0.896
18.953,0.943
18.983,0.902
19.013,0.905
19.043,0.912
19.073,0.909
19.103,0.902
19.133,0.939
19.163,0.937
19.193,0.949
19.223,0.946
19.253,0.950
19.283,0.972
19.313,0.935
19.343,0.934
19.373,0.967
19.403,0.991
19.433,0.932
19.463,0.906
19.493,0.879
19.523,0.886
19.553,0.909
19.583,0.896
19.613,0.936
19.643,0.907
19.673,0.939
19.703,0.931
19.733,0.915
19.763,0.919
19.793,0.912
19.823,0.913
19.853,0.942
19.883,0.924
19.913,0.917
19.943,0.925
19.973,0.918
20.003,0.936
20.033,0.938
20.063,0.935
20.093,0.945
20.123,0.961
20.153,0.988
20.183,1.014
20.213,0.942
20.243,0.890
20.273,0.893
20.303,0.861
20.333,0.856
20.363,0.866
20.393,0.854
20.423,0.926
20.453,0.958
20.483,0.977
20.513,1.005
20.543,0.991
20.573,0.942
20.603,0.889
20.633,0.887
20.663,0.905
20.693,0.952
20.723,0.939
20.753,0.937
20.783,0.930
20.813,0.939
20.843,0.958
20.873,0.932
20.903,0.927
20.933,0.947
20.963,0.968
20.993,0.933
21.023,0.937
21.053,0.903
21.083,0.889
21.113,0.922
21.143,0.951
21.173,0.942
21.203,0.942
21.233,0.956
21.263,0.930
21.293,0.906
21.323,0.940
21.353,0.944
21.383,0.936
21.413,0.950
21.443,0.953
21.473,0.928
21.503,0.911
21.533,0.918
21.563,0.921
21.593,0.944
21.623,0.936
21.653,0.929
21.683,0.955
21.713,0.947
21.743,0.943
21.773,0.962
21.803,0.906
21.833,0.948
21.863,0.937
21.893,0.924
21.923,0.929
21.953,0.931
21.983,0.947
22.013,0.925
22.043,0.952
22.073,0.936
22.103,0.925
22.133,0.950
22.163,0.951
22.193,0.947
22.223,0.941
22.253,0.953
22.283,0.958
22.313,0.959
22.343,0.957
22.373,0.942
22.403,0.966
22.433,0.967
22.463,0.929
22.493,0.943
22.523,0.963
22.553,0.947
22.583,0.961
22.613,0.945
22.643,0.952
22.673,0.949
22.703,0.958
22.733,0.954
22.763,0.948
22.793,0.953
22.823,0.953
22.853,0.947
22.883,0.942
22.913,0.945
22.943,0.955
22.973,0.954
23.003,0.950
23.033,0.964
23.063,0.955
23.093,0.959
23.123,0.951
23.153,0.944
23.183,0.953
23.213,0.970
23.243,0.968
23.273,0.960
23.303,0.950
23.333,0.955
23.363,0.937
23.393,0.944
23.423,0.958
23.453,0.968
23.483,0.960
23.513,0.978
23.543,0.969
23.573,0.976
23.603,0.945
23.633,0.946
23.663,0.950
23.693,0.941
23.723,0.955
23.753,0.936
23.783,0.948
23.813,0.934
23.843,0.909
23.873,0.927
23.903,0.934
23.933,0.960
23.963,0.971
23.993,0.979
24.023,0.966
24.053,0.981
24.083,0.964
24.113,0.945
24.143,0.942
24.173,0.913
24.203,0.918
24.233,0.918
24.263,0.936
24.293,0.952
24.323,0.954
24.353,0.966
24.383,0.961
24.413,0.964
24.443,0.985
24.473,0.978
24.503,0.955
24.533,0.969
24.563,0.958
24.593,0.966
24.623,0.934
24.653,0.943
24.683,0.936
24.713,0.928
24.743,0.945
24.773,0.941
24.803,0.952
24.833,0.966
24.863,0.956
24.893,0.953
24.923,0.955
24.953,0.964
24.983,0.967
25.013,0.972
25.043,0.958
25.073,0.940
25.103,0.957
25.133,0.948
25.163,0.947
25.193,0.956
25.223,0.950
25.253,0.947
25.283,0.949
25.313,0.937
25.343,0.937
25.373,0.944
25.403,0.964
25.433,0.951
25.463,0.949
25.493,0.946
25.523,0.957
25.553,0.939
25.583,0.936
25.613,0.939
25.643,0.964
25.673,0.964
25.703,0.952
25.733,0.946
25.763,0.958
25.793,0.937
25.823,0.941
25.853,0.954
25.883,0.962
25.913,0.960
25.943,0.964
25.973,0.964
26.003,0.950
26.033,0.946
26.063,0.957
26.093,0.934
26.123,0.931
26.153,0.925
26.183,0.935
26.213,0.944
26.243,0.963
26.273,0.947
26.303,0.950
26.333,0.958
26.363,0.949
26.393,0.951
26.423,0.947
26.453,0.943
26.483,0.953
26.513,0.949
26.543,0.954
26.573,0.935
26.603,0.939
26.633,0.952
26.663,0.938
26.693,0.953
26.723,0.952
26.753,0.952
26.783,0.955
26.813,0.951
26.843,0.942
26.873,0.958
26.903,0.944
26.933,0.948
26.963,0.948
26.993,0.943
27.023,0.943
27.053,0.949
27.083,0.944
27.113,0.951
27.143,0.950
27.173,0.940
27.203,0.955
27.233,0.942
27.263,0.920
27.293,0.932
27.323,0.937
27.353,0.928
27.383,0.956
27.413,0.943
27.443,0.957
27.473,0.951
27.503,0.945
27.533,0.936
27.563,0.956
27.593,0.960
27.623,0.945
27.653,0.936
27.683,0.931
27.713,0.940
27.743,0.935
27.773,0.932
27.803,0.936
27.833,0.948
27.863,0.958
27.893,0.957
27.923,0.943
27.953,0.933
27.983,0.941
28.013,0.946
28.043,0.941
28.073,0.931
28.103,0.946
28.133,0.944
28.163,0.939
28.193,0.941
28.223,0.945
28.253,0.946
28.283,0.941
28.313,0.937
28.343,0.947
28.373,0.950
28.403,0.948
28.433,0.992
28.463,0.978
28.493,0.966
28.523,0.882
28.553,0.871
28.583,0.943
28.613,0.956
28.643,0.972
28.673,0.954
28.703,0.957
28.733,0.943
28.763,0.917
28.793,0.930
28.823,0.926
28.853,0.954
28.883,0.973
28.913,0.974
28.943,0.965
28.973,0.955
29.003,0.975
29.033,0.966
29.063,0.924
29.093,0.949
29.123,0.965
29.153,0.954
29.183,0.928
29.213,0.943
29.243,0.956
29.273,0.963
29.303,0.936
29.333,0.972
29.363,0.973
29.393,0.951
29.423,0.968
29.453,0.987
29.483,0.981
29.513,0.957
29.543,0.960
29.573,0.966
29.603,0.946
29.633,0.950
29.663,0.940
29.693,0.940
29.723,0.951
29.753,0.927
29.783,0.941
29.813,0.954
29.843,0.967
29.873,0.998
29.903,0.998
29.933,0.987
29.963,0.975
29.993,0.962
30.023,0.935
30.053,0.939
30.083,0.929
30.113,0.939
30.143,0.952
30.173,0.966
30.203,0.971
30.233,0.958
30.263,0.953
30.293,0.955
30.323,0.951
30.353,0.961
30.383,0.958
30.413,0.959
30.443,0.954
30.473,0.940
30.503,0.949
30.533,0.952
30.563,0.947
30.593,0.958
30.623,0.955
30.653,0.963
30.683,0.969
30.713,0.945
30.743,0.939
30.773,0.967
30.803,0.951
30.833,0.954
30.863,0.938
30.893,0.951
30.923,0.948
30.953,0.948
30.983,0.959
31.013,0.958
31.043,0.957
31.073,0.958
31.103,0.950
31.133,0.946
31.163,0.953
31.193,0.965
31.223,0.956
31.253,0.957
31.283,0.956
31.313,0.944
31.343,0.946
31.373,0.964
31.403,0.949
31.433,0.951
31.463,0.961
31.493,0.953
31.523,0.945
31.553,0.949
31.583,0.945
31.613,0.945
31.643,0.946
31.673,0.946
31.703,0.956
31.733,0.959
31.763,0.951
31.793,0.970
31.823,0.957
31.853,1.004
31.883,0.965
31.913,0.949
31.943,0.948
31.973,0.932
32.003,0.952
32.033,0.956
32.063,0.963
32.093,0.964
32.123,0.938
32.153,0.951
32.183,0.945
32.213,0.955
32.243,0.946
32.273,0.957
32.303,0.946
32.333,0.943
32.363,0.951
32.393,0.951
32.423,0.957
32.453,0.946
32.483,0.952
32.513,0.974
32.543,0.960
32.573,0.953
32.603,0.956
32.633,0.955
32.663,0.946
32.693,0.953
32.723,0.950
32.753,0.956
32.783,0.962
32.813,0.953
32.843,0.991
32.873,0.979
32.903,0.948
32.933,0.952
32.963,0.953
32.993,0.953
33.023,0.958
33.053,0.953
33.083,0.951
33.113,0.962
33.143,0.962
33.173,0.951
33.203,0.948
33.233,0.954
33.263,0.949
33.293,0.963
33.323,0.953
33.353,0.958
33.383,0.954
33.413,0.953
33.443,0.954
33.473,0.954
33.503,0.947
33.533,0.955
33.563,0.955
33.593,0.956
33.623,0.964
33.653,0.956
33.683,0.938
33.713,0.951
33.743,0.947
33.773,0.943
33.803,0.958
33.833,0.952
33.863,0.958
33.893,0.963
33.923,0.946
33.953,0.947
33.983,0.952
34.013,0.951
34.043,0.954
34.073,0.954
34.103,0.955
34.133,0.956
34.163,0.952
34.193,0.947
34.223,0.951
34.253,0.950
34.283,0.953
34.313,0.948
34.343,0.953
34.373,0.964
34.403,0.957
34.433,0.953
34.463,0.951
34.493,0.959
34.523,0.949
34.553,0.948
34.583,0.948
34.613,0.949
34.643,0.953
34.673,0.949
34.703,0.947
34.733,0.952
34.763,0.960
34.793,0.957
34.823,0.958
34.853,0.951
34.883,0.953
34.913,0.958
34.943,0.954
34.973,0.959
35.003,0.952
35.033,0.950
35.063,0.952
35.093,0.951
35.123,0.950
35.153,0.955
35.183,0.954
35.213,0.958
35.243,0.961
35.273,0.951
35.303,0.951
35.333,0.951
35.363,0.952
35.393,0.958
35.423,0.954
35.453,0.941
35.483,0.935
35.513,0.943
35.543,0.954
35.573,0.940
35.603,0.929
35.633,0.943
35.663,0.917
35.693,0.943
35.723,0.943
35.753,0.950
35.783,0.951
35.813,0.952
35.843,0.945
35.873,0.946
35.903,0.928
35.933,0.940
35.963,0.953
35.993,0.960
36.023,0.963
36.053,0.946
36.083,0.930
36.113,0.948
36.143,0.967
36.173,0.972
36.203,0.965
36.233,0.953
36.263,0.962
36.293,0.966
36.323,0.950
36.353,0.931
36.383,0.930
36.413,0.939
36.443,0.932
36.473,0.949
36.503,0.943
36.533,0.944
36.563,0.943
36.593,0.947
36.623,0.931
36.653,0.928
36.683,0.935
36.713,0.935
36.743,0.941
36.773,0.946
36.803,0.938
36.833,0.940
36.863,0.937
36.893,0.936
36.923,0.942
36.953,0.938
36.983,0.944
37.013,0.915
37.043,0.947
37.073,0.947
37.103,0.952
37.133,0.941
37.163,0.939
37.193,0.942
37.223,0.942
37.253,0.939
37.283,0.955
37.313,0.957
37.343,0.953
37.373,0.956
37.403,0.929
37.433,0.957
37.463,0.947
37.493,0.947
37.523,0.937
37.553,0.943
37.583,0.942
37.613,0.990
37.643,0.989
37.673,0.946
37.703,0.936
37.733,0.926
37.763,0.909
37.793,0.919
37.823,0.922
37.853,0.952
37.883,0.975
37.913,0.975
37.943,0.981
37.973,0.979
38.003,0.956
38.033,0.937
38.063,0.930
38.093,0.941
38.123,0.927
38.153,0.929
38.183,0.941
38.213,0.929
38.243,0.928
38.273,0.905
38.303,0.932
38.333,0.903
38.363,0.919
38.393,0.924
38.423,0.941
38.453,0.954
38.483,0.962
38.513,1.001
38.543,0.989
38.573,0.970
38.603,0.961
38.633,0.949
38.663,0.938
38.693,0.928
38.723,0.938
38.753,0.942
38.783,0.957
38.813,0.956
38.843,0.956
38.873,0.952
38.903,0.933
38.933,0.930
38.963,0.929
38.993,0.985
39.023,0.929
39.053,0.932
39.083,0.936
39.113,0.958
39.143,0.938
39.173,0.940
39.203,0.939
39.233,0.931
39.263,0.940
39.293,0.940
39.323,0.987
39.353,1.009
39.383,0.978
39.413,1.007
39.443,1.012
39.473,1.016
39.503,1.013
39.533,0.998
39.563,0.928
39.593,0.895
39.623,0.903
39.653,0.869
39.683,0.900
39.713,0.896
39.743,0.918
39.773,0.924
39.803,1.002
39.833,0.962
39.863,0.973
39.893,0.982
39.923,0.978
39.953,0.968
39.983,0.950
40.013,0.952
40.043,0.953
40.073,0.946
40.103,0.993
40.133,0.924
40.163,0.943
40.193,0.947
40.223,0.938
40.253,0.963
40.283,0.970
40.313,0.980
40.343,0.966
40.373,0.990
40.403,0.972
40.433,0.990
40.463,0.965
40.493,1.000
40.523,0.979
40.553,0.975
40.583,1.007
40.613,0.986
40.643,1.000
40.673,0.907
40.703,0.975
40.733,0.963
40.763,0.954
40.793,0.958
40.823,0.973
40.853,0.966
40.883,0.967
40.913,0.986
40.943,1.001
40.973,0.984
41.003,1.021
41.033,1.012
41.063,0.990
41.093,0.970
41.123,0.959
41.153,0.952
41.183,0.973
41.213,0.923
41.243,0.971
41.273,0.970
41.303,0.986
41.333,0.983
41.363,0.976
41.393,1.003
41.423,1.005
41.453,0.996
41.483,1.000
41.513,0.983
41.543,0.987
41.573,1.006
41.603,1.023
41.633,1.014
41.663,0.992
41.693,0.962
41.723,0.959
41.753,0.969
41.783,0.969
41.813,0.979
41.843,0.980
41.873,0.994
41.903,0.994
41.933,0.993
41.963,1.003
41.993,1.001
42.023,0.995
42.053,0.994
42.083,0.992
42.113,1.000
42.143,0.999
42.173,0.982
42.203,0.980
42.233,0.984
42.263,0.959
42.293,0.970
42.323,0.973
42.353,0.964
42.383,0.979
42.413,0.978
42.443,0.965
42.473,0.971
42.503,0.966
42.533,0.982
42.563,0.996
42.593,1.024
42.623,0.963
42.653,0.955
42.683,0.945
42.713,0.963
42.743,0.958
42.773,0.960
42.803,0.974
42.833,0.971
42.863,0.949
42.893,0.935
42.923,0.935
42.953,0.943
42.983,0.959
43.013,0.981
43.043,1.016
43.073,1.002
43.103,0.990
43.133,0.981
43.163,0.956
43.193,0.976
43.223,0.971
43.253,0.963
43.283,0.971
43.313,0.957
43.343,0.889
43.373,0.959
43.403,0.958
43.433,0.976
43.463,0.956
43.493,0.961
43.523,0.960
43.553,0.966
43.583,0.963
43.613,0.959
43.643,0.969
43.673,0.985
43.703,0.956
43.733,0.971
43.763,0.955
43.793,0.963
43.823,0.966
43.853,0.962
43.883,0.961
43.913,0.965
43.943,0.960
43.973,0.959
44.003,0.961
44.033,0.959
44.063,0.961
44.093,0.958
44.123,0.954
44.153,0.953
44.183,0.979
44.213,0.939
44.243,0.958
44.273,0.958
44.303,0.960
44.333,0.961
44.363,0.963
44.393,0.963
44.423,0.959
44.453,0.967
44.483,0.952
44.513,0.962
44.543,0.963
44.573,0.962
44.603,0.958
44.633,0.953
44.663,0.959
44.693,0.950
44.723,0.951
44.753,0.963
44.783,0.958
44.813,0.963
44.843,0.964
44.873,0.964
44.903,0.955
44.933,0.961
44.963,0.962
44.993,0.967
45.023,0.955
45.053,0.958
45.083,0.958
45.113,0.963
45.143,0.960
45.173,0.963
45.203,0.968
45.233,0.962
45.263,0.958
45.293,0.958
45.323,0.957
45.353,0.955
45.383,0.961
45.413,0.956
45.443,0.961
45.473,0.948
45.503,0.956
45.533,0.958
45.563,0.953
45.593,0.960
45.623,0.957
45.653,0.964
45.683,0.953
45.713,0.959
45.743,0.956
45.773,0.962
45.803,0.962
45.833,0.962
45.863,0.962
45.893,0.958
45.923,0.952
45.953,0.957
45.983,0.952
46.013,0.955
46.043,0.957
46.073,0.960
46.103,0.952
46.133,0.964
46.163,0.955
46.193,0.952
46.223,0.950
46.253,0.944
46.283,0.945
46.313,0.946
46.343,0.948
46.373,0.959
46.403,0.941
46.433,0.954
46.463,0.960
46.493,0.954
46.523,0.956
46.553,0.959
46.583,0.965
46.613,0.958
46.643,0.960
46.673,0.958
46.703,0.957
46.733,0.957
46.763,0.947
46.793,0.947
46.823,0.945
46.853,0.945
46.883,0.929
46.913,0.943
46.943,0.953
46.973,0.962
47.003,0.958
47.033,0.960
47.063,0.945
47.093,0.949
47.123,0.940
47.153,0.925
47.183,0.945
47.213,0.957
47.243,0.949
47.273,0.951
47.303,0.955
47.333,0.955
47.363,0.953
47.393,0.951
47.423,0.949
47.453,0.955
47.483,0.942
47.513,0.943
47.543,0.941
47.573,0.936
47.603,0.939
47.633,0.946
47.663,0.947
47.693,0.936
47.723,0.951
47.753,0.945
47.783,0.947
47.813,0.949
47.843,0.955
47.873,0.954
47.903,0.959
47.933,0.932
47.963,0.935
47.993,0.937
48.023,0.942
48.053,0.944
48.083,0.952
48.113,0.945
48.143,0.944
48.173,0.953
48.203,0.951
48.233,0.959
48.263,0.960
48.293,0.973
48.323,0.957
48.353,0.949
48.383,0.938
48.413,0.935
48.443,0.933
48.473,0.935
48.503,0.918
48.533,0.931
48.563,0.931
48.593,0.931
48.623,0.943
48.653,0.948
48.683,0.933
48.713,0.944
48.743,0.949
48.773,0.958
48.803,0.952
48.833,0.921
48.863,0.925
48.893,0.969
48.923,0.964
48.953,0.962
48.983,0.943
49.013,0.961
49.043,0.952
49.073,0.936
49.103,0.925
49.133,0.939
49.163,0.945
49.193,0.944
49.223,0.940
49.253,0.949
49.283,0.945
49.313,0.931
49.343,0.929
49.373,0.931
49.403,0.950
49.433,0.931
49.463,0.938
49.493,0.962
49.523,0.958
49.553,0.952
49.583,0.970
49.613,0.944
49.643,0.910
49.673,0.904
49.703,0.948
49.733,0.951
49.763,0.946
49.793,0.913
49.823,0.890
49.853,0.908
49.883,0.908
49.913,0.918
49.943,0.969
49.973,0.997
50.003,0.986
50.033,0.972
50.063,0.968
50.093,0.948
50.123,0.944
50.153,0.940
50.183,0.957
50.213,0.976
50.243,0.919
50.273,0.949
50.303,0.944
50.333,0.936
50.363,0.946
50.393,0.909
50.423,0.944
50.453,0.947
50.483,0.935
50.513,0.946
50.543,0.957
50.573,0.949
50.603,0.938
50.633,0.930
50.663,0.929
50.693,0.932
50.723,0.961
50.753,0.947
50.783,0.946
50.813,0.941
50.843,0.940
50.873,0.932
50.903,0.952
50.933,0.956
50.963,0.932
50.993,0.956
51.023,0.951
51.053,0.937
51.083,0.942
51.113,0.951
51.143,0.958
51.173,0.964
51.203,0.958
51.233,0.945
51.263,0.948
51.293,0.937
51.323,0.929
51.353,0.945
51.383,0.948
51.413,0.953
51.443,0.953
51.473,0.948
51.503,0.944
51.533,0.950
51.563,0.945
51.593,0.953
51.623,0.958
51.653,0.940
51.683,0.937
51.713,0.944
51.743,0.967
51.773,0.961
51.803,0.947
51.833,0.954
51.863,0.967
51.893,0.954
51.923,0.958
51.953,0.937
51.983,0.930
52.013,0.948
52.043,0.957
52.073,0.963
52.103,0.974
52.133,0.948
52.163,0.953
52.193,0.938
52.223,0.941
52.253,0.944
52.283,0.944
52.313,0.957
52.343,0.957
52.373,0.954
52.403,0.963
52.433,0.954
52.463,0.946
52.493,0.949
52.523,0.946
52.553,0.940
52.583,0.965
52.613,0.954
52.643,0.958
52.673,0.955
52.703,0.942
52.733,0.955
52.763,0.949
52.793,0.957
52.823,0.945
52.853,0.952
52.883,0.947
52.913,0.958
52.943,0.960
52.973,0.950
53.003,0.953
53.033,0.955
53.063,0.949
53.093,0.952
53.123,0.949
53.153,0.953
53.183,0.950
53.213,0.944
53.243,0.956
53.273,0.959
53.303,0.957
53.333,0.963
53.363,0.951
53.393,0.947
53.423,0.961
53.453,0.945
53.483,0.940
53.513,0.946
53.543,0.945
53.573,0.867
53.603,0.959
53.633,0.952
53.663,0.972
53.693,0.938
53.723,0.953
53.753,0.950
53.783,0.947
53.813,0.951
53.843,0.950
53.873,0.950
53.903,0.956
53.933,0.956
53.963,0.958
53.993,0.952
54.023,0.954
54.053,0.929
54.083,0.917
54.113,0.974
54.143,0.940
54.173,0.970
54.203,0.960
54.233,0.943
54.263,0.958
54.293,0.960
54.323,0.961
54.353,0.964
54.383,0.952
54.413,0.959
54.443,0.957
54.473,0.950
54.503,0.958
54.533,0.942
54.563,0.959
54.593,0.957
54.623,0.936
54.653,0.951
54.683,0.943
54.713,0.958
54.743,0.959
54.773,0.958
54.803,0.952
54.833,0.948
54.863,0.947
54.893,0.951
54.923,0.953
54.953,0.955
54.983,0.958
55.013,0.947
55.043,0.950
55.073,0.951
55.103,0.958
55.133,0.944
55.163,0.951
55.193,0.957
55.223,0.948
55.253,0.952
55.283,0.951
55.313,0.948
55.343,0.954
55.373,0.944
55.403,0.928
55.433,0.954
55.463,0.963
55.493,0.988
55.523,0.959
55.553,0.937
55.583,0.941
55.613,0.945
55.643,0.950
55.673,0.958
55.703,0.944
55.733,0.953
55.763,0.956
55.793,0.949
55.823,0.952
55.853,0.953
55.883,0.949
55.913,0.950
55.943,0.949
55.973,0.957
56.003,0.959
56.033,0.945
56.063,0.951
56.093,0.955
56.123,0.955
56.153,0.952
56.183,0.947
56.213,0.949
56.243,0.950
