df_hash,22ZHK4.CSFR2S
237.413,0.965
237.443,0.966
237.473,0.956
237.503,0.961
237.533,0.961
237.563,0.966
237.593,0.968
237.623,0.957
237.653,0.966
237.683,0.973
237.713,0.951
237.743,0.962
237.773,0.960
237.803,0.960
237.833,0.968
237.863,0.963
237.893,0.960
237.923,0.966
237.953,0.961
237.983,0.953
238.013,0.967
238.043,0.966
238.073,0.968
238.103,0.956
238.133,0.969
238.163,0.964
238.193,0.962
238.223,0.962
238.253,0.959
238.283,0.957
238.313,0.968
238.343,0.957
238.373,0.974
238.403,0.955
238.433,0.964
238.463,0.931
238.493,0.960
238.523,0.959
238.553,0.928
238.583,0.938
238.613,0.983
238.643,0.977
238.673,0.962
238.703,0.946
238.733,0.957
238.763,0.982
238.793,0.909
238.823,0.942
238.853,0.991
238.883,1.008
238.913,0.969
238.943,0.933
238.973,0.945
239.003,0.972
239.033,0.948
239.063,0.936
239.093,0.978
239.123,0.965
239.153,0.960
239.183,0.966
239.213,0.941
239.243,0.958
239.273,0.955
239.303,0.973
239.333,0.963
239.363,0.979
239.393,0.941
239.423,0.954
239.453,0.967
239.483,0.935
239.513,0.964
239.543,0.973
239.573,0.959
239.603,0.967
239.633,0.949
239.663,0.963
239.693,0.971
239.723,0.964
239.753,0.963
239.783,0.941
239.813,0.964
239.843,0.960
239.873,0.952
239.903,0.957
239.933,0.968
239.963,0.953
239.993,0.966
240.023,0.950
240.053,0.954
240.083,0.965
240.113,0.959
240.143,0.959
240.173,0.971
240.203,0.965
240.233,0.955
240.263,0.952
240.293,0.955
240.323,0.961
240.353,0.959
240.383,0.967
240.413,0.969
240.443,0.961
240.473,0.959
240.503,0.963
240.533,0.969
240.563,0.960
240.593,0.963
240.623,0.956
240.653,0.957
240.683,0.960
240.713,0.944
240.743,0.963
240.773,0.960
240.803,0.960
240.833,0.963
240.863,0.971
240.893,0.968
240.923,0.962
240.953,0.957
240.983,0.970
241.013,0.958
241.043,0.957
241.073,0.970
241.103,0.965
241.133,0.960
241.163,0.959
241.193,0.947
241.223,0.970
241.253,0.958
241.283,0.961
241.313,0.956
241.343,0.956
241.373,0.962
241.403,0.968
241.433,0.967
241.463,0.957
241.493,0.958
241.523,0.926
241.553,0.966
241.583,0.993
241.613,0.958
241.643,0.962
241.673,0.963
241.703,0.951
241.733,0.959
241.763,0.963
241.793,0.966
241.823,0.975
241.853,0.962
241.883,0.951
241.913,0.944
241.943,0.955
241.973,0.963
242.003,0.958
242.033,0.982
242.063,0.957
242.093,0.961
242.123,0.971
242.153,0.959
242.183,0.963
242.213,0.974
242.243,0.946
242.273,0.959
242.303,0.960
242.333,0.958
242.363,0.961
242.393,0.955
242.423,0.958
242.453,0.963
242.483,0.965
242.513,0.959
242.543,0.950
242.573,0.958
242.603,0.965
242.633,0.962
242.663,0.957
242.693,0.965
242.723,0.961
242.753,0.968
242.783,0.958
242.813,0.949
242.843,0.928
242.873,0.988
242.903,0.946
242.933,0.948
242.963,0.969
242.993,0.963
243.023,0.971
243.053,0.946
243.083,0.966
243.113,0.976
243.143,0.961
243.173,0.967
243.203,0.982
243.233,0.978
243.263,0.944
243.293,0.954
243.323,0.952
243.353,0.945
243.383,0.976
243.413,0.973
243.443,0.963
243.473,0.952
243.503,0.965
243.533,0.945
243.563,0.947
243.593,0.957
243.623,0.958
243.653,0.961
243.683,0.952
243.713,0.962
243.743,0.956
243.773,0.956
243.803,0.967
243.833,0.960
243.863,0.956
243.893,0.947
243.923,0.969
243.953,0.958
243.983,0.974
244.013,0.946
244.043,0.973
244.073,0.958
244.103,0.958
244.133,0.956
244.163,0.955
244.193,0.965
244.223,0.960
244.253,0.951
244.283,0.968
244.313,0.965
244.343,0.970
244.373,0.954
244.403,0.957
244.433,0.948
244.463,0.962
244.493,0.951
244.523,0.962
244.553,0.962
244.583,0.966
244.613,0.964
244.643,0.956
244.673,0.942
244.703,0.937
244.733,0.955
244.763,0.911
244.793,0.976
244.823,1.014
244.853,0.993
244.883,0.976
244.913,0.933
244.943,0.885
244.973,0.940
245.003,0.995
245.033,1.015
245.063,0.972
245.093,0.967
245.123,0.950
245.153,0.982
245.183,0.958
245.213,0.956
245.243,0.951
245.273,0.956
245.303,0.942
245.333,0.955
245.363,0.957
245.393,0.949
245.423,0.926
245.453,0.974
245.483,0.979
245.513,0.968
245.543,0.978
245.573,0.946
245.603,0.930
245.633,0.947
245.663,0.974
245.693,0.967
245.723,0.964
245.753,0.958
245.783,0.974
245.813,0.917
245.843,0.981
245.873,0.959
245.903,0.960
245.933,0.985
245.963,0.984
245.993,0.952
246.023,0.938
246.053,0.935
246.083,0.942
246.113,0.981
246.143,0.974
246.173,0.963
246.203,0.959
246.233,0.952
246.263,0.955
246.293,0.960
246.323,0.969
246.353,0.967
246.383,0.960
246.413,0.962
246.443,0.957
246.473,0.961
246.503,0.959
246.533,0.963
246.563,0.972
246.593,0.960
246.623,0.965
246.653,0.963
246.683,0.962
246.713,0.967
246.743,0.965
246.773,0.958
246.803,0.961
246.833,0.968
246.863,0.964
246.893,0.972
246.923,0.962
246.953,0.967
246.983,0.960
247.013,0.960
247.043,0.966
247.073,0.955
247.103,0.962
247.133,0.966
247.163,0.964
247.193,0.961
247.223,0.961
247.253,0.966
247.283,0.968
247.313,0.961
247.343,0.959
247.373,0.968
247.403,0.967
247.433,0.956
247.463,0.960
247.493,0.969
247.523,0.965
247.553,0.970
247.583,0.957
247.613,0.964
247.643,0.967
247.673,0.960
247.703,0.965
247.733,0.960
247.763,0.964
247.793,0.963
247.823,0.956
247.853,0.965
247.883,0.969
247.913,0.960
247.943,0.963
247.973,0.967
248.003,0.960
248.033,0.964
248.063,0.957
248.093,0.959
248.123,0.963
248.153,0.970
248.183,0.962
248.213,0.969
248.243,0.958
248.273,0.962
248.303,0.967
248.333,0.958
248.363,0.962
248.393,0.965
248.423,0.957
248.453,0.958
248.483,0.968
248.513,0.971
248.543,0.962
248.573,0.960
248.603,0.973
248.633,0.965
248.663,0.952
248.693,0.961
248.723,0.966
248.753,0.960
248.783,0.968
248.813,0.970
248.843,0.984
248.873,0.963
248.903,0.919
248.933,0.920
248.963,0.988
248.993,0.983
249.023,0.972
249.053,0.971
249.083,0.963
249.113,0.962
249.143,1.025
249.173,0.863
249.203,0.929
249.233,0.996
249.263,0.991
249.293,0.979
249.323,0.960
249.353,0.962
249.383,0.994
249.413,0.991
249.443,0.978
249.473,0.992
249.503,0.922
249.533,0.882
249.563,0.948
249.593,0.986
249.623,0.974
249.653,1.005
249.683,0.974
249.713,0.936
249.743,0.947
249.773,0.954
249.803,0.944
249.833,0.962
249.863,0.983
249.893,0.979
249.923,0.964
249.953,0.957
249.983,0.947
250.013,0.955
250.043,0.943
250.073,0.955
250.103,0.965
250.133,0.962
250.163,0.963
250.193,0.953
250.223,0.959
250.253,0.979
250.283,0.974
250.313,0.950
250.343,0.962
250.373,0.962
250.403,0.945
250.433,0.956
250.463,0.974
250.493,0.965
250.523,0.963
250.553,0.974
250.583,0.961
250.613,0.968
250.643,0.975
250.673,0.957
250.703,0.961
250.733,0.948
250.763,0.961
250.793,0.967
250.823,0.953
250.853,0.954
250.883,0.964
250.913,0.954
250.943,0.939
250.973,0.882
251.003,0.980
251.033,1.048
251.063,1.011
251.093,0.912
251.123,0.897
251.153,0.932
251.183,0.974
251.213,0.957
251.243,1.008
251.273,0.984
251.303,0.943
251.333,0.910
251.363,1.033
251.393,0.982
251.423,1.000
251.453,0.936
251.483,0.917
251.513,0.935
251.543,1.012
251.573,0.953
251.603,0.952
251.633,0.980
251.663,0.922
251.693,0.991
251.723,0.992
251.753,0.917
251.783,0.964
251.813,0.995
251.843,0.965
251.873,0.958
251.903,0.934
251.933,0.921
251.963,0.925
251.993,0.943
252.023,0.957
252.053,0.977
252.083,0.986
252.113,0.998
252.143,0.994
252.173,1.006
252.203,0.977
252.233,0.969
252.263,0.967
252.293,0.960
252.323,0.965
252.353,0.959
252.383,0.955
252.413,0.933
252.443,0.964
252.473,0.959
252.503,0.992
252.533,0.992
252.563,0.985
252.593,0.972
252.623,0.947
252.653,0.927
252.683,0.909
252.713,0.965
252.743,0.960
252.773,0.964
252.803,0.971
252.833,0.969
252.863,0.938
252.893,0.921
252.923,0.926
252.953,0.977
252.983,0.979
253.013,0.966
253.043,0.974
253.073,0.963
253.103,0.962
253.133,0.960
253.163,0.956
253.193,0.952
253.223,0.966
253.253,0.969
253.283,0.976
253.313,0.980
253.343,0.959
253.373,0.960
253.403,0.959
253.433,0.959
253.463,0.955
253.493,0.954
253.523,0.965
253.553,0.966
253.583,0.958
253.613,0.971
253.643,0.961
253.673,0.962
253.703,0.960
253.733,0.954
253.763,0.960
253.793,0.964
253.823,0.962
253.853,0.966
253.883,0.976
253.913,0.966
253.943,0.962
253.973,0.956
254.003,0.965
254.033,0.969
254.063,0.952
254.093,0.962
254.123,0.959
254.153,0.958
254.183,0.972
254.213,0.951
254.243,0.956
254.273,0.964
254.303,0.970
254.333,0.952
254.363,0.968
254.393,0.955
254.423,0.968
254.453,0.952
254.483,0.960
254.513,0.979
254.543,0.963
254.573,0.964
254.603,0.948
254.633,0.967
254.663,0.960
254.693,0.962
254.723,0.966
254.753,0.962
254.783,0.967
254.813,0.959
254.843,0.953
254.873,0.958
254.903,0.960
254.933,0.960
254.963,0.962
254.993,0.953
255.023,0.881
255.053,0.941
255.083,0.974
255.113,1.014
255.143,1.015
255.173,0.949
255.203,0.959
255.233,0.965
255.263,0.950
255.293,0.959
255.323,0.962
255.353,0.953
255.383,0.939
255.413,0.963
255.443,0.957
255.473,0.934
255.503,0.965
255.533,0.994
255.563,0.987
255.593,1.011
255.623,0.995
255.653,0.983
255.683,0.982
255.713,0.988
255.743,0.987
255.773,0.989
255.803,0.987
255.833,0.949
255.863,0.952
255.893,0.952
255.923,0.962
255.953,0.966
255.983,0.964
256.013,0.957
256.043,0.957
256.073,0.978
256.103,0.969
256.133,0.945
256.163,0.954
256.193,0.953
256.223,0.960
256.253,0.964
256.283,1.002
256.313,1.027
256.343,1.025
256.373,1.009
256.403,1.027
256.433,0.991
256.463,1.016
256.493,1.014
256.523,0.971
256.553,0.982
256.583,0.986
256.613,0.964
256.643,0.962
256.673,1.006
256.703,0.997
256.733,1.003
256.763,1.005
256.793,0.987
256.823,0.987
256.853,0.983
256.883,0.986
256.913,0.968
256.943,1.018
256.973,1.002
257.003,0.982
257.033,0.983
257.063,1.008
257.093,0.989
257.123,0.993
257.153,0.980
257.183,0.978
257.213,0.999
257.243,0.991
257.273,0.990
257.303,0.988
257.333,0.983
257.363,0.991
257.393,0.983
257.423,0.998
257.453,0.994
257.483,1.020
257.513,0.976
257.543,0.965
257.573,1.000
257.603,0.991
257.633,0.970
257.663,0.993
257.693,0.980
257.723,0.974
257.753,0.982
257.783,0.976
257.813,0.997
257.843,0.992
257.873,0.988
257.903,0.968
257.933,0.959
257.963,0.989
257.993,0.973
258.023,0.979
258.053,0.958
258.083,0.967
258.113,1.060
258.143,1.010
258.173,0.999
258.203,0.995
258.233,0.988
258.263,0.969
258.293,0.956
258.323,0.981
258.353,1.005
258.383,0.983
258.413,0.987
258.443,0.980
258.473,0.981
258.503,0.991
258.533,0.994
258.563,0.971
258.593,0.984
258.623,0.984
258.653,0.981
258.683,0.984
258.713,0.978
258.743,0.979
258.773,0.990
258.803,0.984
258.833,0.975
258.863,0.970
258.893,0.986
258.923,0.979
258.953,0.964
258.983,0.970
259.013,0.986
259.043,0.976
259.073,0.974
259.103,0.979
259.133,0.958
259.163,0.984
259.193,0.980
259.223,0.973
259.253,0.984
259.283,0.978
259.313,0.967
259.343,0.972
259.373,0.986
259.403,0.986
259.433,0.982
259.463,0.978
259.493,0.972
259.523,0.975
259.553,0.972
259.583,0.977
259.613,0.981
259.643,0.991
259.673,0.984
259.703,0.983
259.733,0.978
259.763,0.975
259.793,0.974
259.823,0.982
259.853,0.970
259.883,0.978
259.913,0.984
259.943,0.979
259.973,0.980
260.003,0.983
260.033,0.980
260.063,0.986
260.093,0.985
260.123,0.982
260.153,0.976
260.183,0.969
260.213,0.986
260.243,0.979
260.273,0.986
260.303,0.981
260.333,0.966
260.363,0.979
260.393,0.976
260.423,0.978
260.453,0.981
260.483,0.982
260.513,0.979
260.543,0.974
260.573,0.980
260.603,0.981
260.633,0.984
260.663,0.973
260.693,0.972
260.723,0.966
260.753,0.967
260.783,0.965
260.813,0.945
260.843,0.948
260.873,0.978
260.903,1.049
260.933,1.100
260.963,1.021
260.993,0.989
261.023,0.980
261.053,1.000
261.083,0.928
261.113,0.974
261.143,0.983
261.173,0.975
261.203,0.981
261.233,0.964
261.263,0.993
261.293,1.006
261.323,0.979
261.353,0.972
261.383,0.937
261.413,0.917
261.443,0.948
261.473,0.995
261.503,0.963
261.533,1.003
261.563,0.980
261.593,0.976
261.623,0.933
261.653,0.982
261.683,0.958
261.713,0.966
261.743,1.014
261.773,0.999
261.803,0.953
261.833,0.929
261.863,0.945
261.893,0.914
261.923,0.894
261.953,0.943
261.983,0.952
262.013,0.989
262.043,0.983
262.073,0.984
262.103,0.987
262.133,0.962
262.163,0.969
262.193,0.965
262.223,0.959
262.253,0.970
262.283,0.938
262.313,0.887
262.343,0.905
262.373,0.942
262.403,0.924
262.433,0.998
262.463,0.995
262.493,0.967
262.523,0.980
262.553,0.974
262.583,0.960
262.613,0.953
262.643,0.944
262.673,0.936
262.703,0.952
262.733,0.922
262.763,0.965
262.793,0.941
262.823,0.986
262.853,0.977
262.883,0.953
262.913,0.957
262.943,0.948
262.973,0.981
263.003,1.012
263.033,0.996
263.063,0.914
263.093,0.952
263.123,0.955
263.153,0.915
263.183,0.934
263.213,0.955
263.243,0.962
263.273,0.982
263.303,0.977
263.333,0.988
263.363,0.958
263.393,0.956
263.423,0.948
263.453,0.971
263.483,0.986
263.513,0.976
263.543,0.966
263.573,0.934
263.603,0.938
263.633,0.979
263.663,0.976
263.693,0.967
263.723,0.960
263.753,0.982
263.783,0.972
263.813,0.986
263.843,0.961
263.873,0.957
263.903,0.960
263.933,0.958
263.963,0.967
263.993,0.993
264.023,0.996
264.053,1.003
264.083,0.970
264.113,0.970
264.143,0.974
264.173,0.971
264.203,0.976
264.233,0.958
264.263,0.962
264.293,0.960
264.323,0.962
264.353,0.975
264.383,0.976
264.413,0.972
264.443,0.971
264.473,0.958
264.503,0.953
264.533,0.961
264.563,0.966
264.593,0.977
264.623,0.985
264.653,0.971
264.683,0.958
264.713,0.985
264.743,0.981
264.773,0.941
264.803,0.964
264.833,0.987
264.863,0.963
264.893,0.982
264.923,0.991
264.953,0.970
264.983,0.951
265.013,0.981
265.043,0.975
265.073,0.974
265.103,0.969
265.133,0.982
265.163,0.984
265.193,0.956
265.223,0.978
265.253,0.979
265.283,0.994
265.313,0.989
265.343,0.982
265.373,0.982
265.403,0.974
265.433,1.021
265.463,0.970
265.493,0.975
265.523,0.991
265.553,0.956
265.583,0.983
265.613,0.971
265.643,0.974
265.673,0.981
265.703,0.974
265.733,0.970
265.763,0.973
265.793,0.984
265.823,0.984
265.853,0.975
265.883,0.965
265.913,0.987
265.943,0.978
265.973,0.964
266.003,0.975
266.033,0.987
266.063,0.975
266.093,0.975
266.123,0.983
266.153,0.982
266.183,0.967
266.213,0.975
266.243,0.967
266.273,0.974
266.303,0.977
266.333,0.969
266.363,0.992
266.393,0.986
266.423,0.977
266.453,0.965
266.483,0.970
266.513,0.976
266.543,0.975
266.573,0.981
266.603,0.975
266.633,0.976
266.663,0.961
266.693,0.957
266.723,1.009
266.753,1.002
266.783,0.984
266.813,0.976
266.843,0.996
266.873,0.986
266.903,1.021
266.933,1.026
266.963,0.995
266.993,0.996
267.023,1.016
267.053,1.036
267.083,0.990
267.113,0.953
267.143,0.926
267.173,0.933
267.203,0.944
267.233,0.945
267.263,0.961
267.293,0.967
267.323,0.985
267.353,0.951
267.383,0.972
267.413,0.967
267.443,0.996
267.473,1.005
267.503,0.952
267.533,0.967
267.563,0.935
267.593,0.934
267.623,0.964
267.653,0.950
267.683,0.967
267.713,0.961
267.743,0.980
267.773,0.981
267.803,0.973
267.833,0.960
267.863,0.958
267.893,0.961
267.923,0.982
267.953,0.993
267.983,0.981
268.013,0.975
268.043,0.969
268.073,0.963
268.103,0.956
268.133,0.973
268.163,0.991
268.193,0.987
268.223,0.965
268.253,0.979
268.283,0.979
268.313,0.972
268.343,0.977
268.373,0.985
268.403,0.977
268.433,0.964
268.463,0.963
268.493,0.974
268.523,0.982
268.553,0.976
268.583,0.973
268.613,0.976
268.643,0.971
268.673,0.976
268.703,0.973
268.733,0.975
268.763,0.968
268.793,0.978
268.823,0.995
268.853,0.972
268.883,0.979
268.913,0.968
268.943,0.984
268.973,0.969
269.003,0.976
269.033,0.996
269.063,0.979
269.093,0.968
269.123,0.975
269.153,0.969
269.183,0.976
269.213,0.974
269.243,0.980
269.273,0.989
269.303,0.967
269.333,0.967
269.363,0.977
269.393,0.979
269.423,0.969
269.453,0.977
269.483,0.972
269.513,0.980
269.543,0.973
269.573,0.974
269.603,0.979
269.633,0.968
269.663,1.006
269.693,0.976
269.723,1.001
269.753,0.990
269.783,0.940
269.813,0.981
269.843,0.963
269.873,0.966
269.903,0.931
269.933,0.967
269.963,0.988
269.993,1.049
270.023,0.960
270.053,0.982
270.083,0.981
270.113,0.926
270.143,0.952
270.173,0.982
270.203,0.979
270.233,0.978
270.263,0.980
270.293,0.958
270.323,0.955
270.353,0.947
270.383,0.972
270.413,0.967
270.443,0.969
270.473,0.967
270.503,0.940
270.533,0.958
270.563,0.960
270.593,0.959
270.623,0.967
270.653,0.958
270.683,0.969
270.713,0.967
270.743,0.958
270.773,0.969
270.803,0.967
270.833,0.959
270.863,0.972
270.893,0.957
270.923,0.955
270.953,0.976
270.983,0.961
271.013,0.947
271.043,0.964
271.073,0.971
271.103,0.951
271.133,0.974
271.163,0.955
271.193,0.969
271.223,0.979
271.253,0.975
271.283,0.979
271.313,1.002
271.343,0.959
271.373,0.945
271.403,0.984
271.433,0.971
271.463,0.960
271.493,0.949
271.523,0.965
271.553,0.985
271.583,0.977
271.613,0.982
271.643,0.982
271.673,0.966
271.703,0.972
271.733,0.979
271.763,0.980
271.793,0.972
271.823,0.981
271.853,0.969
271.883,0.989
271.913,0.969
271.943,0.970
271.973,0.994
272.003,0.989
272.033,0.976
272.063,0.975
272.093,0.982
272.123,0.966
272.153,0.966
272.183,0.986
272.213,0.977
272.243,0.975
272.273,0.982
272.303,0.984
272.333,0.979
272.363,0.978
272.393,0.986
272.423,0.980
272.453,0.976
272.483,0.972
272.513,0.973
272.543,0.997
272.573,0.986
272.603,0.989
272.633,0.995
272.663,0.992
272.693,0.980
272.723,0.985
272.753,0.984
272.783,0.990
272.813,0.985
272.843,0.989
272.873,0.988
272.903,0.985
272.933,0.985
272.963,0.995
272.993,0.991
273.023,0.987
273.053,0.990
273.083,0.996
273.113,0.988
273.143,0.986
273.173,0.990
273.203,0.989
273.233,0.989
273.263,0.996
273.293,0.990
273.323,0.983
273.353,0.969
273.383,0.982
273.413,0.978
273.443,0.981
273.473,0.979
273.503,0.969
273.533,0.994
273.563,1.003
273.593,1.000
273.623,0.986
273.653,0.999
273.683,1.006
273.713,0.997
273.743,0.985
273.773,0.999
273.803,0.997
273.833,1.000
273.863,0.996
273.893,0.987
273.923,0.996
273.953,0.987
273.983,0.996
274.013,0.992
274.043,0.984
274.073,0.987
274.103,0.991
274.133,0.992
274.163,0.990
274.193,0.993
274.223,0.999
274.253,0.989
274.283,0.990
274.313,0.993
274.343,0.996
274.373,1.002
274.403,0.998
274.433,0.999
274.463,1.006
274.493,0.985
274.523,0.998
274.553,0.995
274.583,0.991
274.613,1.000
274.643,0.987
274.673,0.979
274.703,0.982
274.733,0.984
274.763,0.984
274.793,0.994
274.823,0.991
274.853,0.999
274.883,0.998
274.913,0.995
274.943,0.979
274.973,0.983
275.003,0.986
275.033,0.982
275.063,0.977
275.093,0.997
275.123,0.986
275.153,0.984
275.183,0.979
275.213,0.984
275.243,0.980
275.273,0.975
275.303,0.964
275.333,0.984
275.363,0.970
275.393,0.979
275.423,0.992
275.453,0.996
275.483,0.992
275.513,0.983
275.543,1.006
275.573,0.983
275.603,0.972
275.633,0.986
275.663,0.988
275.693,0.969
275.723,0.957
275.753,0.987
275.783,0.986
275.813,0.989
275.843,0.982
275.873,0.983
275.903,0.991
275.933,1.016
275.963,0.981
275.993,0.994
276.023,0.997
276.053,0.992
276.083,0.995
276.113,0.983
276.143,0.991
276.173,1.009
276.203,1.007
276.233,0.975
276.263,0.984
276.293,0.989
276.323,0.991
276.353,0.977
276.383,0.991
276.413,0.995
276.443,0.989
276.473,0.987
276.503,0.972
276.533,0.982
276.563,0.976
276.593,0.987
276.623,0.991
276.653,0.980
276.683,0.983
276.713,0.990
276.743,0.994
276.773,0.987
276.803,0.983
276.833,0.991
276.863,0.982
276.893,0.987
276.923,0.992
276.953,0.991
276.983,0.985
277.013,0.981
277.043,0.983
277.073,0.988
277.103,0.990
277.133,0.980
277.163,0.984
277.193,0.985
277.223,0.993
277.253,0.990
277.283,0.987
277.313,0.991
277.343,1.001
277.373,0.983
277.403,0.986
277.433,0.999
277.463,0.988
277.493,0.983
277.523,0.995
277.553,0.979
277.583,0.973
277.613,0.990
277.643,1.003
277.673,0.993
277.703,0.970
277.733,0.987
277.763,1.000
277.793,0.992
277.823,0.996
277.853,1.000
277.883,0.993
277.913,0.979
277.943,0.987
277.973,0.991
278.003,0.984
278.033,0.985
278.063,0.991
278.093,0.991
278.123,0.993
278.153,0.999
278.183,0.997
278.213,0.980
278.243,0.977
278.273,0.985
278.303,0.987
278.333,0.993
278.363,0.994
278.393,0.994
278.423,1.005
278.453,1.006
278.483,0.982
278.513,0.999
278.543,0.988
278.573,0.980
278.603,0.988
278.633,0.980
278.663,0.985
278.693,0.996
278.723,0.986
278.753,0.983
278.783,0.993
278.813,0.993
278.843,0.990
278.873,0.979
278.903,0.993
278.933,0.993
278.963,0.993
278.993,0.987
279.023,0.984
279.053,0.985
279.083,0.987
279.113,0.989
279.143,0.991
279.173,0.986
279.203,0.993
279.233,0.988
279.263,0.982
279.293,0.992
279.323,0.993
279.353,0.990
279.383,0.982
279.413,0.981
279.443,0.989
279.473,0.989
279.503,0.987
279.533,0.990
279.563,0.982
279.593,0.985
279.623,0.988
279.653,0.983
279.683,0.980
279.713,0.994
279.743,0.998
279.773,0.975
279.803,0.967
279.833,0.999
279.863,0.996
279.893,0.981
279.923,0.996
279.953,0.992
279.983,0.979
280.013,0.997
280.043,0.996
280.073,0.989
280.103,0.983
280.133,1.000
280.163,0.984
280.193,0.971
280.223,0.986
280.253,0.993
280.283,0.991
280.313,0.982
280.343,0.989
280.373,0.989
280.403,0.989
280.433,0.970
280.463,0.985
280.493,0.985
280.523,0.982
280.553,0.982
280.583,0.975
280.613,0.995
280.643,0.985
280.673,0.970
280.703,0.983
280.733,0.982
280.763,0.981
280.793,0.975
280.823,0.985
280.853,0.974
280.883,0.955
280.913,0.945
280.943,0.972
280.973,0.997
281.003,0.978
281.033,0.966
281.063,0.979
281.093,0.996
281.123,0.970
281.153,0.979
281.183,1.016
281.213,0.990
281.243,1.014
281.273,1.007
281.303,0.959
281.333,0.971
281.363,0.986
281.393,0.986
281.423,0.978
281.453,1.000
281.483,1.000
281.513,0.985
281.543,0.987
281.573,0.983
281.603,0.982
281.633,0.999
281.663,0.999
281.693,0.969
281.723,0.974
281.753,0.971
281.783,0.982
281.813,0.989
281.843,0.981
281.873,0.982
281.903,0.976
281.933,0.985
281.963,0.999
281.993,0.976
282.023,0.985
282.053,0.992
282.083,0.986
282.113,0.996
282.143,0.980
282.173,0.980
282.203,0.987
282.233,0.983
282.263,0.981
282.293,0.980
282.323,0.989
282.353,0.980
282.383,0.982
282.413,0.987
282.443,0.989
282.473,0.988
282.503,0.974
282.533,0.982
282.563,0.984
282.593,0.978
282.623,0.984
282.653,0.984
282.683,0.987
282.713,0.989
282.743,0.985
282.773,0.979
282.803,0.984
282.833,0.979
282.863,0.974
282.893,0.988
282.923,0.965
282.953,0.972
282.983,0.983
283.013,0.992
283.043,0.980
283.073,0.979
283.103,0.970
283.133,0.981
283.163,1.000
283.193,1.000
283.223,0.967
283.253,0.981
283.283,0.976
283.313,0.978
283.343,1.000
283.373,0.997
283.403,0.979
283.433,0.979
283.463,0.982
283.493,1.004
283.523,0.984
283.553,0.972
283.583,0.978
283.613,0.999
283.643,0.992
283.673,0.992
283.703,0.985
283.733,0.991
283.763,0.973
283.793,0.987
283.823,0.990
283.853,0.987
283.883,1.003
283.913,0.987
283.943,0.988
283.973,0.973
284.003,0.972
284.033,0.933
284.063,0.960
284.093,1.021
284.123,0.973
284.153,0.968
284.183,0.913
284.213,0.964
284.243,0.980
284.273,0.961
284.303,0.978
284.333,0.984
284.363,1.017
284.393,1.025
284.423,1.002
284.453,0.983
284.483,0.963
284.513,0.964
284.543,0.933
284.573,0.969
284.603,1.001
284.633,0.976
284.663,0.992
284.693,1.017
284.723,1.014
284.753,1.008
284.783,1.033
284.813,1.029
284.843,1.005
284.873,1.018
284.903,1.004
284.933,1.017
284.963,1.020
284.993,1.008
285.023,0.982
285.053,0.982
285.083,0.980
285.113,1.002
285.143,0.984
285.173,0.990
285.203,0.986
285.233,0.996
285.263,0.984
285.293,0.982
285.323,0.995
285.353,0.994
285.383,0.985
285.413,0.983
285.443,0.985
285.473,0.983
285.503,0.992
285.533,0.992
285.563,0.991
285.593,0.989
285.623,0.994
285.653,0.996
285.683,0.994
285.713,0.988
285.743,0.983
285.773,0.979
285.803,0.990
285.833,0.986
285.863,0.992
285.893,0.988
285.923,0.985
285.953,0.982
285.983,0.989
286.013,0.990
286.043,0.983
286.073,0.984
286.103,0.999
286.133,0.994
286.163,0.991
286.193,0.992
286.223,0.984
286.253,0.979
286.283,0.981
286.313,0.978
286.343,0.979
286.373,0.986
286.403,0.992
286.433,1.000
286.463,0.991
286.493,0.985
286.523,1.013
286.553,1.009
286.583,0.991
286.613,1.009
286.643,1.001
286.673,0.996
286.703,0.986
286.733,0.992
286.763,1.006
286.793,1.001
286.823,1.001
286.853,0.998
286.883,0.995
286.913,0.993
286.943,1.002
286.973,0.999
287.003,1.008
287.033,1.009
287.063,0.950
287.093,1.008
287.123,1.014
287.153,1.027
287.183,1.008
287.213,1.013
287.243,1.006
287.273,1.008
287.303,1.023
287.333,1.002
287.363,1.007
287.393,0.996
287.423,1.004
287.453,1.008
287.483,1.003
287.513,1.003
287.543,0.993
287.573,0.992
287.603,1.000
287.633,0.991
287.663,0.993
287.693,1.000
287.723,1.005
287.753,0.999
287.783,1.009
287.813,0.989
287.843,0.991
287.873,0.988
287.903,0.986
287.933,0.982
287.963,0.977
287.993,0.973
288.023,0.981
288.053,0.986
288.083,0.997
288.113,1.003
288.143,1.020
288.173,1.018
288.203,1.017
288.233,1.026
288.263,1.032
288.293,1.037
288.323,1.021
288.353,1.004
288.383,1.018
288.413,1.021
288.443,1.088
288.473,1.022
288.503,0.999
288.533,0.995
288.563,1.011
288.593,0.999
288.623,0.995
288.653,1.012
288.683,0.997
288.713,0.997
288.743,1.001
288.773,0.999
288.803,0.995
288.833,0.994
288.863,1.000
288.893,1.006
288.923,0.999
288.953,0.999
288.983,1.004
289.013,1.006
289.043,0.992
289.073,1.002
289.103,1.000
289.133,1.007
289.163,0.997
289.193,1.007
289.223,1.009
289.253,1.008
289.283,0.999
289.313,1.006
289.343,1.007
289.373,1.011
289.403,1.012
289.433,1.014
289.463,1.019
289.493,1.017
289.523,0.980
289.553,1.006
289.583,0.998
289.613,0.997
289.643,1.007
289.673,1.020
289.703,1.016
289.733,1.011
289.763,1.020
289.793,1.057
