df_hash,22ZHK4.CSFR2S
14.698,3
14.723,30
14.748,72
14.773,100
14.798,93
14.823,71
14.848,85
14.873,169
14.898,304
14.923,436
14.948,529
14.973,591
14.998,650
15.023,708
15.048,737
15.073,715
15.098,660
15.123,615
15.148,605
15.173,618
15.198,620
15.223,588
15.248,528
15.273,454
15.298,370
15.323,275
15.348,171
15.373,71
15.398,-9
15.423,-64
15.448,-92
15.473,-93
15.498,-66
15.523,-16
15.548,39
15.573,83
15.598,112
15.623,135
15.648,163
15.673,186
15.698,181
15.723,135
15.748,60
15.773,-9
15.798,-52
15.823,-67
15.848,-77
15.873,-97
15.898,-122
15.923,-137
15.948,-138
15.973,-142
15.998,-164
16.023,-191
16.048,-179
16.073,-96
16.098,48
16.123,203
16.148,317
16.173,374
16.198,396
16.223,409
16.248,415
16.273,402
16.298,368
16.323,338
16.348,340
16.373,378
16.398,431
16.423,469
16.448,481
16.473,468
16.498,434
16.523,383
16.548,314
16.573,234
16.598,151
16.623,81
16.648,45
16.673,72
16.698,177
16.723,340
16.748,504
16.773,606
16.798,621
16.823,577
16.848,523
16.873,488
16.898,467
16.923,442
16.948,410
16.973,380
16.998,358
17.023,338
17.048,308
17.073,269
17.098,231
17.123,198
17.148,166
17.173,134
17.198,111
17.223,110
17.248,123
17.273,111
17.298,39
17.323,-91
17.348,-229
17.373,-314
17.398,-317
17.423,-262
17.448,-186
17.473,-108
17.498,-15
17.523,108
17.548,248
17.573,366
17.598,426
17.623,431
17.648,416
17.673,415
17.698,431
17.723,439
17.748,418
17.773,366
17.798,298
17.823,227
17.848,154
17.873,77
17.898,6
17.923,-49
17.948,-93
17.973,-139
17.998,-191
18.023,-223
18.048,-194
18.073,-94
18.098,41
18.123,157
18.148,220
18.173,249
18.198,280
18.223,327
18.248,375
18.273,407
18.298,425
18.323,448
18.348,483
18.373,522
18.398,550
18.423,567
18.448,586
18.473,614
18.498,654
18.523,704
18.548,760
18.573,808
18.598,817
18.623,766
18.648,669
18.673,576
18.698,530
18.723,528
18.748,530
18.773,501
18.798,445
18.823,390
18.848,348
18.873,312
18.898,276
18.923,255
18.948,267
18.973,302
18.998,320
19.023,298
19.048,255
19.073,232
19.098,246
19.123,272
19.148,273
19.173,233
19.198,161
19.223,58
19.248,-81
19.273,-237
19.298,-354
19.323,-379
19.348,-318
19.373,-240
19.398,-214
19.423,-248
19.448,-295
19.473,-321
19.498,-333
19.523,-351
19.548,-348
19.573,-270
19.598,-103
19.623,82
19.648,179
19.673,141
19.698,26
19.723,-54
19.748,-34
19.773,68
19.798,182
19.823,234
19.848,190
19.873,63
19.898,-84
19.923,-173
19.948,-151
19.973,-51
19.998,27
20.023,-3
20.048,-130
20.073,-247
20.098,-252
20.123,-146
20.148,-26
20.173,17
20.198,-11
20.223,-27
20.248,50
20.273,221
20.298,411
20.323,547
20.348,610
20.373,631
20.398,642
20.423,644
20.448,618
20.473,567
20.498,530
20.523,562
20.548,679
20.573,838
20.598,974
20.623,1059
20.648,1120
20.673,1195
20.698,1265
20.723,1255
20.748,1117
20.773,899
20.798,720
20.823,653
20.848,658
20.873,623
20.898,492
20.923,313
20.948,168
20.973,64
20.998,-68
21.023,-279
21.048,-504
21.073,-617
21.098,-552
21.123,-365
21.148,-165
21.173,-5
21.198,143
21.223,310
21.248,460
21.273,523
21.298,485
21.323,410
21.348,377
21.373,395
21.398,409
21.423,376
21.448,310
21.473,259
21.498,243
21.523,234
21.548,209
21.573,180
21.598,182
21.623,229
21.648,295
21.673,337
21.698,327
21.723,267
21.748,174
21.773,74
21.798,-2
21.823,-43
21.848,-71
21.873,-129
21.898,-235
21.923,-343
21.948,-373
21.973,-274
21.998,-82
22.023,108
22.048,215
22.073,210
22.098,114
22.123,-33
22.148,-183
22.173,-277
22.198,-265
22.223,-141
22.248,40
22.273,206
22.298,313
22.323,366
22.348,382
22.373,364
22.398,323
22.423,306
22.448,373
22.473,525
22.498,663
22.523,657
22.548,462
22.573,161
22.598,-104
22.623,-266
22.648,-355
22.673,-423
22.698,-446
22.723,-345
22.748,-80
22.773,272
22.798,573
22.823,739
22.848,800
22.873,853
22.898,950
22.923,1058
22.948,1108
22.973,1064
22.998,946
23.023,803
23.048,674
23.073,575
23.098,503
23.123,444
23.148,374
23.173,276
23.198,168
23.223,100
23.248,115
23.273,206
23.298,312
23.323,367
23.348,346
23.373,273
23.398,181
23.423,76
23.448,-62
23.473,-249
23.498,-462
23.523,-645
23.548,-736
23.573,-710
23.598,-592
23.623,-452
23.648,-361
23.673,-340
23.698,-343
23.723,-290
23.748,-135
23.773,92
23.798,311
23.823,458
23.848,528
23.873,560
23.898,584
23.923,592
23.948,560
23.973,485
23.998,392
24.023,307
24.048,227
24.073,135
24.098,25
24.123,-84
24.148,-174
24.173,-242
24.198,-294
24.223,-321
24.248,-288
24.273,-163
24.298,51
24.323,317
24.348,582
24.373,811
24.398,987
24.423,1103
24.448,1157
24.473,1153
24.498,1106
24.523,1027
24.548,916
24.573,770
24.598,596
24.623,421
24.648,268
24.673,132
24.698,-5
24.723,-144
24.748,-249
24.773,-270
24.798,-186
24.823,-32
24.848,131
24.873,266
24.898,366
24.923,445
24.948,506
24.973,540
24.998,548
25.023,548
25.048,559
25.073,579
25.098,586
25.123,557
25.148,490
25.173,397
25.198,285
25.223,155
25.248,11
25.273,-118
25.298,-190
25.323,-180
25.348,-99
25.373,6
25.398,97
25.423,156
25.448,189
25.473,205
25.498,202
25.523,173
25.548,126
25.573,75
25.598,29
25.623,-15
25.648,-68
25.673,-128
25.698,-178
25.723,-207
25.748,-222
25.773,-243
25.798,-272
25.823,-280
25.848,-225
25.873,-94
25.898,80
25.923,245
25.948,362
25.973,424
25.998,445
26.023,435
26.048,392
26.073,321
26.098,239
26.123,170
26.148,126
26.173,109
26.198,118
26.223,155
26.248,219
26.273,293
26.298,353
26.323,385
26.348,399
26.373,422
26.398,476
26.423,565
26.448,675
26.473,782
26.498,857
26.523,877
26.548,839
26.573,766
26.598,694
26.623,650
26.648,635
26.673,631
26.698,617
26.723,579
26.748,498
26.773,349
26.798,126
26.823,-144
26.848,-403
26.873,-602
26.898,-728
26.923,-796
26.948,-805
26.973,-731
26.998,-561
27.023,-330
27.048,-115
27.073,18
27.098,72
27.123,105
27.148,177
27.173,302
27.198,452
27.223,593
27.248,706
27.273,780
27.298,797
27.323,738
27.348,608
27.373,430
27.398,236
27.423,50
27.448,-100
27.473,-181
27.498,-158
27.523,-33
27.548,140
27.573,295
27.598,387
27.623,424
27.648,432
27.673,427
27.698,405
27.723,365
27.748,325
27.773,301
27.798,292
27.823,276
27.848,234
27.873,172
27.898,114
27.923,70
27.948,31
27.973,-15
27.998,-62
28.023,-81
28.048,-47
28.073,39
28.098,152
28.123,259
28.148,340
28.173,392
28.198,420
28.223,428
28.248,419
28.273,399
28.298,371
28.323,333
28.348,283
28.373,218
28.398,147
28.423,83
28.448,35
28.473,1
28.498,-31
28.523,-71
28.548,-106
28.573,-110
28.598,-56
28.623,53
28.648,192
28.673,319
28.698,415
28.723,481
28.748,525
28.773,548
28.798,545
28.823,522
28.848,495
28.873,483
28.898,484
28.923,478
28.948,452
28.973,409
28.998,362
29.023,315
29.048,253
29.073,166
29.098,68
29.123,-1
29.148,-11
29.173,36
29.198,105
29.223,151
29.248,157
29.273,134
29.298,105
29.323,87
29.348,79
29.373,70
29.398,59
29.423,54
29.448,69
29.473,110
29.498,161
29.523,200
29.548,217
29.573,220
29.598,220
29.623,215
29.648,187
29.673,126
29.698,63
29.723,52
29.748,129
29.773,273
29.798,419
29.823,511
29.848,544
29.873,551
29.898,559
29.923,565
29.948,548
29.973,504
29.998,452
30.023,415
30.048,391
30.073,364
30.098,324
30.123,278
30.148,236
30.173,195
30.198,150
30.223,107
30.248,83
30.273,81
30.298,77
30.323,39
30.348,-33
30.373,-96
30.398,-94
30.423,-11
30.448,116
30.473,236
30.498,321
30.523,375
30.548,415
30.573,443
30.598,450
30.623,433
30.648,404
30.673,378
30.698,358
30.723,338
30.748,304
30.773,253
30.798,189
30.823,121
30.848,59
30.873,1
30.898,-64
30.923,-155
30.948,-270
30.973,-377
30.998,-425
31.023,-386
31.048,-282
31.073,-174
31.098,-110
31.123,-93
31.148,-84
31.173,-45
31.198,27
31.223,114
31.248,199
31.273,285
31.298,379
31.323,479
31.348,565
31.373,626
31.398,666
31.423,694
31.448,703
31.473,668
31.498,571
31.523,420
31.548,253
31.573,120
31.598,52
31.623,54
31.648,109
31.673,190
31.698,271
31.723,339
31.748,389
31.773,421
31.798,439
31.823,443
31.848,440
31.873,434
31.898,430
31.923,421
31.948,390
31.973,331
31.998,255
32.023,194
32.048,171
32.073,177
32.098,176
32.123,131
32.148,37
32.173,-65
32.198,-119
32.223,-86
32.248,22
32.273,165
32.298,295
32.323,385
32.348,437
32.373,465
32.398,477
32.423,475
32.448,460
32.473,435
32.498,403
32.523,363
32.548,311
32.573,253
32.598,207
32.623,193
32.648,207
32.673,219
32.698,188
32.723,98
32.748,-18
32.773,-104
32.798,-117
32.823,-62
32.848,18
32.873,90
32.898,153
32.923,226
32.948,318
32.973,406
32.998,458
33.023,470
33.048,467
33.073,472
33.098,476
33.123,439
33.148,338
33.173,193
33.198,56
33.223,-42
33.248,-119
33.273,-204
33.298,-291
33.323,-328
33.348,-263
33.373,-103
33.398,85
33.423,233
33.448,318
33.473,370
33.498,417
33.523,452
33.548,449
33.573,409
33.598,363
33.623,346
33.648,356
33.673,359
33.698,334
33.723,292
33.748,254
33.773,215
33.798,149
33.823,43
33.848,-65
33.873,-116
33.898,-83
33.923,0
33.948,77
33.973,120
33.998,151
34.023,199
34.048,264
34.073,314
34.098,330
34.123,333
34.148,361
34.173,423
34.198,488
34.223,516
34.248,499
34.273,455
34.298,395
34.323,299
34.348,140
34.373,-69
34.398,-265
34.423,-365
34.448,-333
34.473,-200
34.498,-42
34.523,79
34.548,148
34.573,189
34.598,227
34.623,273
34.648,318
34.673,355
34.698,387
34.723,413
34.748,421
34.773,398
34.798,342
34.823,276
34.848,228
34.873,207
34.898,188
34.923,139
34.948,59
34.973,-14
34.998,-28
35.023,39
35.048,174
35.073,334
35.098,486
35.123,618
35.148,736
35.173,842
35.198,934
35.223,998
35.248,1009
35.273,938
35.298,775
35.323,547
35.348,316
35.373,144
35.398,48
35.423,-3
35.448,-53
35.473,-118
35.498,-184
35.523,-243
35.548,-307
35.573,-390
35.598,-476
35.623,-509
35.648,-438
35.673,-269
35.698,-61
35.723,115
35.748,233
35.773,307
35.798,364
35.823,410
35.848,430
35.873,418
35.898,391
35.923,375
35.948,377
35.973,381
35.998,362
36.023,318
36.048,264
36.073,220
36.098,182
36.123,131
36.148,56
36.173,-27
36.198,-78
36.223,-59
36.248,28
36.273,148
36.298,256
36.323,330
36.348,378
36.373,419
36.398,453
36.423,468
36.448,453
36.473,417
36.498,382
36.523,361
36.548,349
36.573,328
36.598,291
36.623,243
36.648,193
36.673,145
36.698,99
36.723,56
36.748,18
36.773,-20
36.798,-70
36.823,-130
36.848,-178
36.873,-178
36.898,-111
36.923,3
36.948,120
36.973,202
36.998,248
37.023,284
37.048,332
37.073,385
37.098,423
37.123,434
37.148,428
37.173,426
37.198,433
37.223,437
37.248,422
37.273,387
37.298,344
37.323,302
37.348,257
37.373,202
37.398,140
37.423,80
37.448,24
37.473,-34
37.498,-105
37.523,-181
37.548,-230
37.573,-220
37.598,-146
37.623,-32
37.648,83
37.673,181
37.698,263
37.723,339
37.748,412
37.773,470
37.798,507
37.823,523
37.848,533
37.873,546
37.898,564
37.923,580
37.948,584
37.973,574
37.998,561
38.023,562
38.048,590
38.073,637
38.098,674
38.123,669
38.148,620
38.173,560
38.198,531
38.223,547
38.248,582
38.273,591
38.298,554
38.323,487
38.348,419
38.373,362
38.398,300
38.423,211
38.448,91
38.473,-42
38.498,-169
38.523,-280
38.548,-380
38.573,-474
38.598,-562
38.623,-640
38.648,-708
38.673,-775
38.698,-852
38.723,-940
38.748,-1020
38.773,-1056
38.798,-1011
38.823,-867
38.848,-642
38.873,-379
38.898,-125
38.923,95
38.948,284
38.973,446
38.998,580
39.023,676
39.048,736
39.073,779
39.098,823
39.123,875
39.148,919
39.173,941
39.198,942
39.223,933
39.248,922
39.273,905
39.298,872
39.323,823
39.348,769
39.373,717
39.398,662
39.423,587
39.448,488
39.473,380
39.498,293
39.523,249
39.548,252
39.573,282
39.598,318
39.623,348
39.648,374
39.673,405
39.698,440
39.723,466
39.748,465
39.773,436
39.798,387
39.823,332
39.848,274
39.873,205
39.898,127
39.923,51
39.948,-11
39.973,-64
39.998,-124
40.023,-198
40.048,-264
40.073,-294
40.098,-294
40.123,-316
40.148,-422
40.173,-616
40.198,-819
40.223,-919
40.248,-845
40.273,-605
40.298,-258
40.323,136
40.348,530
40.373,864
40.398,1064
40.423,1085
40.448,958
40.473,788
40.498,674
40.523,643
40.548,644
40.573,619
40.598,554
40.623,471
40.648,384
40.673,276
40.698,129
40.723,-35
40.748,-174
40.773,-259
40.798,-306
40.823,-342
40.848,-364
40.873,-338
40.898,-248
40.923,-125
40.948,-23
40.973,39
40.998,90
41.023,167
41.048,260
41.073,323
41.098,325
41.123,292
41.148,281
41.173,326
41.198,414
41.223,515
41.248,615
41.273,712
41.298,790
41.323,810
41.348,754
41.373,647
41.398,546
41.423,472
41.448,388
41.473,243
41.498,42
41.523,-138
41.548,-216
41.573,-173
41.598,-61
41.623,56
41.648,158
41.673,260
41.698,370
41.723,471
41.748,551
41.773,633
41.798,749
41.823,892
41.848,997
41.873,992
41.898,869
41.923,692
41.948,536
41.973,422
41.998,313
42.023,178
42.048,34
42.073,-64
42.098,-87
42.123,-48
42.148,7
42.173,51
42.198,78
42.223,100
42.248,122
42.273,138
42.298,142
42.323,125
42.348,80
42.373,6
42.398,-76
42.423,-138
42.448,-167
42.473,-186
42.498,-232
42.523,-322
42.548,-430
42.573,-515
42.598,-541
42.623,-481
42.648,-321
42.673,-73
42.698,186
42.723,321
42.748,220
42.773,-104
42.798,-497
42.823,-757
42.848,-757
42.873,-489
42.898,-10
42.923,612
42.948,1280
42.973,1826
42.998,2061
43.023,1908
43.048,1499
43.073,1089
43.098,863
43.123,794
43.148,716
43.173,505
43.198,199
43.223,-67
43.248,-202
43.273,-226
43.298,-220
43.323,-238
43.348,-278
43.373,-321
43.398,-358
43.423,-376
43.448,-352
43.473,-279
43.498,-193
43.523,-158
43.548,-205
43.573,-305
43.598,-401
43.623,-455
43.648,-458
43.673,-393
43.698,-224
43.723,49
43.748,353
43.773,563
43.798,610
43.823,537
43.848,459
43.873,446
43.898,478
43.923,489
43.948,459
43.973,429
43.998,448
44.023,517
44.048,587
44.073,618
44.098,605
44.123,566
44.148,514
44.173,463
44.198,435
44.223,450
44.248,496
44.273,531
44.298,524
44.323,491
44.348,479
44.373,514
44.398,567
44.423,589
44.448,570
44.473,549
44.498,562
44.523,592
44.548,575
44.573,470
44.598,297
44.623,119
44.648,-18
44.673,-118
44.698,-202
44.723,-270
44.748,-295
44.773,-255
44.798,-167
44.823,-77
44.848,-22
44.873,-5
44.898,-1
44.923,8
44.948,30
44.973,54
44.998,78
45.023,108
45.048,151
45.073,207
45.098,265
45.123,313
45.148,339
45.173,335
45.198,300
45.223,244
45.248,186
45.273,134
45.298,71
45.323,-30
45.348,-186
45.373,-356
45.398,-460
45.423,-428
45.448,-257
45.473,-22
45.498,177
45.523,286
45.548,322
45.573,348
45.598,408
45.623,508
45.648,622
45.673,728
45.698,817
45.723,873
45.748,875
45.773,801
45.798,657
45.823,473
45.848,287
45.873,125
45.898,-6
45.923,-112
45.948,-194
45.973,-252
45.998,-289
46.023,-298
46.048,-271
46.073,-195
46.098,-75
46.123,64
46.148,191
46.173,282
46.198,331
46.223,346
46.248,336
46.273,319
46.298,307
46.323,308
46.348,309
46.373,286
46.398,230
46.423,157
46.448,95
46.473,52
46.498,6
46.523,-69
46.548,-163
46.573,-226
46.598,-212
46.623,-123
46.648,-3
46.673,105
46.698,200
46.723,309
46.748,441
46.773,567
46.798,642
46.823,651
46.848,622
46.873,594
46.898,585
46.923,579
46.948,550
46.973,489
46.998,405
47.023,315
47.048,224
47.073,130
47.098,31
47.123,-67
47.148,-149
47.173,-188
47.198,-164
47.223,-76
47.248,48
47.273,169
47.298,264
47.323,342
47.348,426
47.373,526
47.398,620
47.423,676
47.448,678
47.473,637
47.498,577
47.523,511
47.548,437
47.573,344
47.598,228
47.623,95
47.648,-38
47.673,-153
47.698,-231
47.723,-273
47.748,-294
47.773,-315
47.798,-341
47.823,-359
47.848,-356
47.873,-339
47.898,-331
47.923,-343
47.948,-353
47.973,-322
47.998,-231
48.023,-98
48.048,35
48.073,143
48.098,225
48.123,298
48.148,368
48.173,434
48.198,495
48.223,556
48.248,620
48.273,674
48.298,694
48.323,669
48.348,613
48.373,562
48.398,553
48.423,597
48.448,678
48.473,759
48.498,803
48.523,791
48.548,721
48.573,609
48.598,468
48.623,308
48.648,144
48.673,6
48.698,-67
48.723,-56
48.748,22
48.773,121
48.798,198
48.823,241
48.848,266
48.873,290
48.898,311
48.923,314
48.948,299
48.973,279
48.998,273
49.023,280
49.048,284
49.073,268
49.098,226
49.123,166
49.148,94
49.173,19
49.198,-51
49.223,-109
49.248,-153
49.273,-193
49.298,-235
49.323,-269
49.348,-268
49.373,-209
49.398,-100
49.423,23
49.448,127
49.473,199
49.498,251
49.523,295
49.548,329
49.573,346
49.598,342
49.623,329
49.648,318
49.673,309
49.698,290
49.723,255
49.748,209
49.773,168
49.798,137
49.823,112
49.848,84
49.873,51
49.898,23
49.923,4
49.948,-14
49.973,-44
49.998,-86
50.023,-114
50.048,-91
50.073,3
50.098,151
50.123,304
50.148,417
50.173,478
50.198,509
50.223,537
50.248,568
50.273,591
50.298,599
50.323,605
50.348,628
50.373,660
50.398,668
50.423,616
50.448,508
50.473,389
50.498,300
50.523,234
50.548,140
50.573,-25
50.598,-245
50.623,-447
50.648,-558
50.673,-560
50.698,-496
50.723,-418
50.748,-347
50.773,-265
50.798,-146
50.823,9
50.848,177
50.873,331
50.898,458
50.923,556
50.948,625
50.973,664
50.998,676
51.023,670
51.048,663
51.073,659
51.098,651
51.123,632
51.148,597
51.173,554
51.198,509
51.223,461
51.248,405
51.273,342
51.298,282
51.323,239
51.348,207
51.373,151
51.398,28
51.423,-177
51.448,-421
51.473,-611
51.498,-661
51.523,-547
51.548,-320
51.573,-68
51.598,144
51.623,302
51.648,412
51.673,476
51.698,483
51.723,434
51.748,357
51.773,296
51.798,278
51.823,291
51.848,304
51.873,304
51.898,298
51.923,297
51.948,297
51.973,281
51.998,246
52.023,207
52.048,172
52.073,125
52.098,42
52.123,-64
52.148,-130
52.173,-80
52.198,101
52.223,344
52.248,546
52.273,648
52.298,670
52.323,666
52.348,659
52.373,622
52.398,522
52.423,371
52.448,219
52.473,116
52.498,71
52.523,61
52.548,62
52.573,70
52.598,86
52.623,108
52.648,130
52.673,148
52.698,156
52.723,139
52.748,73
52.773,-34
52.798,-132
52.823,-152
52.848,-75
52.873,37
52.898,90
52.923,40
52.948,-59
52.973,-108
52.998,-46
53.023,101
53.048,254
53.073,358
53.098,415
53.123,460
53.148,510
53.173,549
53.198,549
53.223,497
53.248,404
53.273,292
53.298,188
53.323,109
53.348,59
53.373,24
53.398,-10
53.423,-41
53.448,-36
53.473,31
53.498,149
53.523,252
53.548,276
53.573,217
53.598,142
53.623,132
53.648,213
53.673,340
53.698,442
53.723,488
53.748,501
53.773,516
53.798,534
53.823,523
53.848,454
53.873,334
53.898,206
53.923,105
53.948,35
53.973,-26
53.998,-99
54.023,-175
54.048,-225
54.073,-226
54.098,-191
54.123,-151
54.148,-131
54.173,-123
54.198,-91
54.223,-7
54.248,126
54.273,275
54.298,405
54.323,501
54.348,573
54.373,626
54.398,651
54.423,625
54.448,542
54.473,424
54.498,315
54.523,248
54.548,226
54.573,224
54.598,208
54.623,170
54.648,132
54.673,129
54.698,171
54.723,226
54.748,243
54.773,198
54.798,123
54.823,80
54.848,113
54.873,207
54.898,303
54.923,359
54.948,377
54.973,396
54.998,435
55.023,472
55.048,459
55.073,379
55.098,262
55.123,159
55.148,98
55.173,52
55.198,-19
55.223,-132
55.248,-242
55.273,-280
55.298,-202
55.323,-24
55.348,187
55.373,356
55.398,440
55.423,435
55.448,361
55.473,247
55.498,129
55.523,47
55.548,29
55.573,74
55.598,149
55.623,214
55.648,251
55.673,270
55.698,285
55.723,294
55.748,281
55.773,237
55.798,175
55.823,108
55.848,39
55.873,-34
55.898,-94
55.923,-101
55.948,-24
55.973,118
55.998,269
56.023,376
56.048,436
56.073,477
56.098,517
56.123,529
56.148,477
56.173,359
56.198,218
56.223,110
56.248,61
56.273,66
56.298,110
56.323,179
56.348,257
56.373,318
56.398,347
56.423,353
56.448,365
56.473,395
56.498,417
56.523,397
56.548,332
56.573,264
56.598,245
56.623,284
56.648,345
56.673,381
56.698,371
56.723,329
56.748,278
56.773,232
56.798,195
56.823,168
56.848,151
56.873,141
56.898,139
56.923,160
56.948,222
56.973,318
56.998,399
57.023,399
57.048,278
57.073,57
57.098,-191
57.123,-387
57.148,-482
57.173,-475
57.198,-409
57.223,-336
57.248,-290
57.273,-263
57.298,-210
57.323,-94
57.348,78
57.373,249
57.398,357
57.423,389
57.448,387
57.473,402
57.498,447
57.523,494
57.548,511
57.573,501
57.598,490
57.623,492
57.648,498
57.673,487
57.698,452
57.723,409
57.748,370
57.773,336
57.798,296
57.823,246
57.848,191
57.873,135
57.898,78
57.923,17
57.948,-33
57.973,-56
57.998,-39
58.023,7
58.048,63
58.073,117
58.098,171
58.123,232
58.148,294
58.173,343
58.198,364
58.223,356
58.248,330
58.273,296
58.298,259
58.323,224
58.348,194
58.373,180
58.398,181
58.423,186
58.448,178
58.473,148
58.498,104
58.523,61
58.548,22
58.573,-22
58.598,-76
58.623,-124
58.648,-133
58.673,-78
58.698,33
58.723,163
58.748,269
58.773,334
58.798,365
58.823,379
58.848,385
58.873,379
58.898,364
58.923,350
58.948,349
58.973,359
58.998,371
59.023,372
59.048,358
59.073,334
59.098,309
59.123,289
59.148,272
59.173,250
59.198,219
59.223,190
59.248,191
59.273,250
59.298,372
59.323,525
59.348,658
59.373,735
59.398,755
59.423,740
59.448,709
59.473,670
59.498,629
59.523,600
59.548,595
59.573,605
59.598,594
59.623,525
59.648,391
59.673,222
59.698,60
59.723,-69
59.748,-178
59.773,-293
59.798,-443
