df_hash,22ZHK4.CSFR2S
256.973,-211
256.998,-260
257.023,-238
257.048,-184
257.073,-134
257.098,-87
257.123,-15
257.148,98
257.173,237
257.198,358
257.223,433
257.248,470
257.273,489
257.298,499
257.323,484
257.348,433
257.373,356
257.398,280
257.423,222
257.448,172
257.473,113
257.498,49
257.523,7
257.548,17
257.573,78
257.598,154
257.623,203
257.648,201
257.673,157
257.698,106
257.723,89
257.748,132
257.773,230
257.798,337
257.823,391
257.848,349
257.873,225
257.898,75
257.923,-39
257.948,-96
257.973,-108
257.998,-95
258.023,-55
258.048,22
258.073,127
258.098,217
258.123,255
258.148,240
258.173,204
258.198,179
258.223,154
258.248,97
258.273,-7
258.298,-128
258.323,-204
258.348,-196
258.373,-113
258.398,-1
258.423,92
258.448,150
258.473,180
258.498,195
258.523,205
258.548,219
258.573,243
258.598,276
258.623,311
258.648,341
258.673,366
258.698,387
258.723,404
258.748,406
258.773,386
258.798,347
258.823,303
258.848,263
258.873,222
258.898,171
258.923,118
258.948,91
258.973,115
258.998,190
259.023,280
259.048,345
259.073,370
259.098,367
259.123,361
259.148,358
259.173,348
259.198,327
259.223,307
259.248,307
259.273,327
259.298,342
259.323,322
259.348,263
259.373,191
259.398,138
259.423,107
259.448,72
259.473,5
259.498,-91
259.523,-193
259.548,-270
259.573,-321
259.598,-353
259.623,-362
259.648,-315
259.673,-182
259.698,31
259.723,270
259.748,460
259.773,558
259.798,576
259.823,559
259.848,548
259.873,551
259.898,556
259.923,548
259.948,525
259.973,490
259.998,432
260.023,331
260.048,167
260.073,-48
260.098,-268
260.123,-430
260.148,-497
260.173,-476
260.198,-408
260.223,-332
260.248,-258
260.273,-170
260.298,-55
260.323,74
260.348,188
260.373,267
260.398,320
260.423,379
260.448,460
260.473,549
260.498,608
260.523,608
260.548,553
260.573,477
260.598,414
260.623,372
260.648,332
260.673,269
260.698,182
260.723,96
260.748,42
260.773,30
260.798,45
260.823,65
260.848,85
260.873,115
260.898,163
260.923,219
260.948,265
260.973,290
260.998,296
261.023,290
261.048,273
261.073,248
261.098,226
261.123,224
261.148,246
261.173,268
261.198,257
261.223,203
261.248,124
261.273,43
261.298,-33
261.323,-121
261.348,-211
261.373,-265
261.398,-232
261.423,-109
261.448,54
261.473,190
261.498,265
261.523,296
261.548,319
261.573,347
261.598,369
261.623,373
261.648,363
261.673,348
261.698,328
261.723,296
261.748,247
261.773,193
261.798,147
261.823,114
261.848,84
261.873,52
261.898,16
261.923,-19
261.948,-58
261.973,-94
261.998,-108
262.023,-72
262.048,22
262.073,149
262.098,264
262.123,337
262.148,372
262.173,394
262.198,418
262.223,435
262.248,432
262.273,412
262.298,392
262.323,389
262.348,401
262.373,406
262.398,386
262.423,340
262.448,284
262.473,237
262.498,206
262.523,180
262.548,139
262.573,75
262.598,2
262.623,-43
262.648,-31
262.673,43
262.698,151
262.723,248
262.748,305
262.773,315
262.798,294
262.823,256
262.848,213
262.873,167
262.898,122
262.923,83
262.948,53
262.973,29
262.998,8
263.023,-19
263.048,-59
263.073,-114
263.098,-177
263.123,-239
263.148,-301
263.173,-374
263.198,-468
263.223,-572
263.248,-646
263.273,-639
263.298,-519
263.323,-292
263.348,4
263.373,316
263.398,594
263.423,793
263.448,885
263.473,867
263.498,771
263.523,647
263.548,541
263.573,470
263.598,416
263.623,358
263.648,291
263.673,235
263.698,209
263.723,216
263.748,234
263.773,239
263.798,233
263.823,241
263.848,295
263.873,400
263.898,526
263.923,627
263.948,671
263.973,661
263.998,618
264.023,564
264.048,503
264.073,433
264.098,356
264.123,278
264.148,206
264.173,136
264.198,61
264.223,-11
264.248,-72
264.273,-114
264.298,-145
264.323,-183
264.348,-241
264.373,-308
264.398,-359
264.423,-364
264.448,-312
264.473,-209
264.498,-79
264.523,46
264.548,144
264.573,206
264.598,242
264.623,267
264.648,286
264.673,294
264.698,287
264.723,272
264.748,263
264.773,264
264.798,266
264.823,260
264.848,249
264.873,249
264.898,267
264.923,288
264.948,292
264.973,281
264.998,290
265.023,352
265.048,466
265.073,580
265.098,628
265.123,579
265.148,458
265.173,316
265.198,196
265.223,110
265.248,51
265.273,14
265.298,3
265.323,21
265.348,58
265.373,92
265.398,104
265.423,89
265.448,54
265.473,3
265.498,-60
265.523,-136
265.548,-210
265.573,-250
265.598,-225
265.623,-131
265.648,3
265.673,129
265.698,214
265.723,253
265.748,271
265.773,286
265.798,297
265.823,291
265.848,267
265.873,239
265.898,227
265.923,230
265.948,231
265.973,217
265.998,197
266.023,185
266.048,183
266.073,172
266.098,140
266.123,103
266.148,98
266.173,147
266.198,224
266.223,275
266.248,261
266.273,191
266.298,113
266.323,64
266.348,47
266.373,43
266.398,46
266.423,64
266.448,103
266.473,142
266.498,155
266.523,133
266.548,100
266.573,83
266.598,80
266.623,62
266.648,15
266.673,-35
266.698,-36
266.723,39
266.748,166
266.773,284
266.798,351
266.823,372
266.848,376
266.873,386
266.898,392
266.923,380
266.948,351
266.973,327
266.998,325
267.023,336
267.048,338
267.073,316
267.098,274
267.123,228
267.148,179
267.173,113
267.198,26
267.223,-61
267.248,-107
267.273,-78
267.298,16
267.323,135
267.348,228
267.373,274
267.398,288
267.423,298
267.448,312
267.473,320
267.498,310
267.523,284
267.548,261
267.573,253
267.598,256
267.623,254
267.648,244
267.673,236
267.698,242
267.723,255
267.748,250
267.773,213
267.798,162
267.823,136
267.848,165
267.873,240
267.898,324
267.923,377
267.948,390
267.973,375
267.998,353
268.023,326
268.048,285
268.073,219
268.098,129
268.123,28
268.148,-73
268.173,-172
268.198,-264
268.223,-340
268.248,-387
268.273,-398
268.298,-386
268.323,-372
268.348,-366
268.373,-355
268.398,-307
268.423,-201
268.448,-50
268.473,109
268.498,244
268.523,340
268.548,408
268.573,457
268.598,492
268.623,511
268.648,522
268.673,537
268.698,562
268.723,595
268.748,623
268.773,633
268.798,615
268.823,564
268.848,482
268.873,386
268.898,296
268.923,221
268.948,151
268.973,70
268.998,-10
269.023,-57
269.048,-34
269.073,46
269.098,132
269.123,169
269.148,149
269.173,110
269.198,95
269.223,116
269.248,157
269.273,207
269.298,270
269.323,345
269.348,414
269.373,447
269.398,431
269.423,383
269.448,324
269.473,256
269.498,164
269.523,49
269.548,-68
269.573,-168
269.598,-252
269.623,-335
269.648,-411
269.673,-436
269.698,-365
269.723,-200
269.748,-4
269.773,148
269.798,230
269.823,265
269.848,290
269.873,311
269.898,313
269.923,290
269.948,264
269.973,265
269.998,300
270.023,346
270.048,369
270.073,362
270.098,341
270.123,329
270.148,337
270.173,352
270.198,350
270.223,318
270.248,263
270.273,211
270.298,185
270.323,185
270.348,185
270.373,157
270.398,100
270.423,46
270.448,28
270.473,48
270.498,80
270.523,93
270.548,89
270.573,91
270.598,118
270.623,155
270.648,172
270.673,159
270.698,135
270.723,128
270.748,140
270.773,140
270.798,101
270.823,30
270.848,-25
270.873,-20
270.898,56
270.923,169
270.948,264
270.973,313
270.998,321
271.023,314
271.048,305
271.073,292
271.098,267
271.123,240
271.148,229
271.173,241
271.198,257
271.223,249
271.248,208
271.273,156
271.298,126
271.323,122
271.348,117
271.373,79
271.398,13
271.423,-35
271.448,-20
271.473,66
271.498,183
271.523,273
271.548,311
271.573,312
271.598,307
271.623,315
271.648,327
271.673,327
271.698,312
271.723,294
271.748,289
271.773,297
271.798,302
271.823,285
271.848,242
271.873,186
271.898,131
271.923,71
271.948,-3
271.973,-88
271.998,-145
272.023,-129
272.048,-33
272.073,90
272.098,176
272.123,195
272.148,179
272.173,170
272.198,174
272.223,146
272.248,58
272.273,-61
272.298,-142
272.323,-146
272.348,-104
272.373,-79
272.398,-98
272.423,-125
272.448,-113
272.473,-61
272.498,-15
272.523,-8
272.548,-10
272.573,41
272.598,180
272.623,368
272.648,530
272.673,619
272.698,645
272.723,644
272.748,635
272.773,610
272.798,562
272.823,503
272.848,461
272.873,450
272.898,456
272.923,448
272.948,408
272.973,339
272.998,267
273.023,214
273.048,182
273.073,150
273.098,95
273.123,20
273.148,-41
273.173,-48
273.198,11
273.223,109
273.248,193
273.273,232
273.298,230
273.323,211
273.348,189
273.373,160
273.398,116
273.423,67
273.448,31
273.473,24
273.498,40
273.523,59
273.548,67
273.573,60
273.598,52
273.623,54
273.648,68
273.673,78
273.698,65
273.723,21
273.748,-29
273.773,-43
273.798,9
273.823,123
273.848,247
273.873,335
273.898,370
273.923,372
273.948,364
273.973,345
273.998,305
274.023,244
274.048,187
274.073,153
274.098,144
274.123,137
274.148,116
274.173,84
274.198,55
274.223,34
274.248,19
274.273,6
274.298,-5
274.323,-18
274.348,-44
274.373,-88
274.398,-128
274.423,-122
274.448,-42
274.473,92
274.498,229
274.523,320
274.548,358
274.573,370
274.598,383
274.623,400
274.648,409
274.673,406
274.698,399
274.723,404
274.748,419
274.773,432
274.798,431
274.823,415
274.848,391
274.873,369
274.898,353
274.923,338
274.948,312
274.973,265
274.998,205
275.023,162
275.048,171
275.073,241
275.098,339
275.123,410
275.148,415
275.173,358
275.198,277
275.223,207
275.248,151
275.273,97
275.298,40
275.323,-9
275.348,-38
275.373,-53
275.398,-76
275.423,-124
275.448,-188
275.473,-241
275.498,-261
275.523,-247
275.548,-223
275.573,-209
275.598,-206
275.623,-190
275.648,-137
275.673,-39
275.698,81
275.723,188
275.748,252
275.773,272
275.798,272
275.823,275
275.848,288
275.873,302
275.898,309
275.923,312
275.948,322
275.973,339
275.998,349
276.023,336
276.048,298
276.073,250
276.098,207
276.123,167
276.148,120
276.173,67
276.198,29
276.223,36
276.248,94
276.273,184
276.298,268
276.323,321
276.348,346
276.373,359
276.398,371
276.423,384
276.448,390
276.473,384
276.498,370
276.523,355
276.548,342
276.573,328
276.598,303
276.623,262
276.648,207
276.673,151
276.698,104
276.723,64
276.748,17
276.773,-49
276.798,-124
276.823,-172
276.848,-157
276.873,-78
276.898,29
276.923,118
276.948,164
276.973,176
276.998,181
277.023,199
277.048,232
277.073,270
277.098,310
277.123,355
277.148,405
277.173,452
277.198,484
277.223,493
277.248,477
277.273,443
277.298,401
277.323,359
277.348,310
277.373,237
277.398,132
277.423,11
277.448,-85
277.473,-112
277.498,-62
277.523,29
277.548,109
277.573,144
277.598,140
277.623,123
277.648,113
277.673,106
277.698,91
277.723,69
277.748,54
277.773,58
277.798,81
277.823,104
277.848,112
277.873,97
277.898,68
277.923,38
277.948,18
277.973,7
277.998,-4
278.023,-26
278.048,-47
278.073,-40
278.098,23
278.123,139
278.148,266
278.173,355
278.198,381
278.223,363
278.248,338
278.273,331
278.298,333
278.323,329
278.348,313
278.373,298
278.398,294
278.423,297
278.448,289
278.473,265
278.498,235
278.523,213
278.548,195
278.573,162
278.598,100
278.623,25
278.648,-21
278.673,-11
278.698,50
278.723,127
278.748,181
278.773,207
278.798,226
278.823,256
278.848,289
278.873,303
278.898,286
278.923,257
278.948,242
278.973,248
278.998,252
279.023,228
279.048,176
279.073,120
279.098,81
279.123,51
279.148,6
279.173,-58
279.198,-114
279.223,-116
279.248,-47
279.273,69
279.298,188
279.323,279
279.348,342
279.373,389
279.398,428
279.423,454
279.448,459
279.473,441
279.498,404
279.523,350
279.548,285
279.573,214
279.598,147
279.623,89
279.648,43
279.673,9
279.698,-14
279.723,-40
279.748,-78
279.773,-131
279.798,-177
279.823,-178
279.848,-111
279.873,10
279.898,137
279.923,221
279.948,248
279.973,243
279.998,237
280.023,245
280.048,257
280.073,262
280.098,260
280.123,263
280.148,274
280.173,283
280.198,276
280.223,247
280.248,204
280.273,161
280.298,127
280.323,103
280.348,79
280.373,50
280.398,21
280.423,8
280.448,32
280.473,98
280.498,193
280.523,292
280.548,373
280.573,427
280.598,455
280.623,464
280.648,461
280.673,451
280.698,437
280.723,419
280.748,398
280.773,380
280.798,368
280.823,358
280.848,337
280.873,290
280.898,219
280.923,143
280.948,82
280.973,41
280.998,9
281.023,-20
281.048,-35
281.073,-16
281.098,37
281.123,104
281.148,156
281.173,186
281.198,211
281.223,243
281.248,277
281.273,294
281.298,285
281.323,265
281.348,249
281.373,241
281.398,232
281.423,209
281.448,175
281.473,135
281.498,97
281.523,61
281.548,30
281.573,2
281.598,-32
281.623,-83
281.648,-145
281.673,-190
281.698,-184
281.723,-116
281.748,-13
281.773,85
281.798,158
281.823,207
281.848,248
281.873,284
281.898,302
281.923,298
281.948,275
281.973,246
281.998,218
282.023,191
282.048,164
282.073,143
282.098,128
282.123,115
282.148,99
282.173,78
282.198,55
282.223,26
282.248,-14
282.273,-61
282.298,-88
282.323,-71
282.348,-7
282.373,75
282.398,141
282.423,177
282.448,196
282.473,217
282.498,242
282.523,259
282.548,258
282.573,245
282.598,233
282.623,231
282.648,250
282.673,298
282.698,375
282.723,465
282.748,535
282.773,557
282.798,527
282.823,464
282.848,387
282.873,306
282.898,227
282.923,171
282.948,162
282.973,205
282.998,275
283.023,331
283.048,346
283.073,326
283.098,286
283.123,235
283.148,167
283.173,78
283.198,-25
283.223,-125
283.248,-201
283.273,-235
283.298,-215
283.323,-143
283.348,-44
283.373,43
283.398,94
283.423,107
283.448,101
283.473,91
283.498,71
283.523,37
283.548,9
283.573,24
283.598,103
283.623,231
283.648,358
283.673,445
283.698,486
283.723,500
283.748,500
283.773,485
283.798,457
283.823,427
283.848,416
283.873,428
283.898,443
283.923,437
283.948,402
283.973,351
283.998,304
284.023,264
284.048,224
284.073,180
284.098,140
284.123,110
284.148,82
284.173,35
284.198,-43
284.223,-133
284.248,-192
284.273,-180
284.298,-98
284.323,18
284.348,127
284.373,207
284.398,264
284.423,314
284.448,356
284.473,377
284.498,371
284.523,355
284.548,355
284.573,386
284.598,433
284.623,469
284.648,477
284.673,457
284.698,421
284.723,369
284.748,298
284.773,204
284.798,98
284.823,-7
284.848,-108
284.873,-203
284.898,-286
284.923,-335
284.948,-330
284.973,-271
284.998,-188
285.023,-123
285.048,-99
285.073,-109
285.098,-125
285.123,-125
285.148,-107
285.173,-82
285.198,-55
285.223,-24
285.248,12
285.273,45
285.298,57
285.323,36
285.348,0
285.373,-15
285.398,23
285.423,111
285.448,206
285.473,264
285.498,273
285.523,270
285.548,301
285.573,377
285.598,457
285.623,492
285.648,474
285.673,444
285.698,449
285.723,490
285.748,520
285.773,496
285.798,426
285.823,363
285.848,354
285.873,394
285.898,434
285.923,433
285.948,394
285.973,348
285.998,317
286.023,289
286.048,245
286.073,181
286.098,115
286.123,61
286.148,12
286.173,-41
286.198,-90
286.223,-101
286.248,-50
286.273,51
286.298,158
286.323,227
286.348,244
286.373,228
286.398,204
286.423,188
286.448,182
286.473,188
286.498,205
286.523,228
286.548,250
286.573,269
286.598,288
286.623,306
286.648,305
286.673,266
286.698,191
286.723,106
286.748,43
286.773,2
286.798,-43
286.823,-114
286.848,-191
286.873,-223
286.898,-173
286.923,-56
286.948,71
286.973,158
286.998,191
287.023,198
287.048,208
287.073,231
287.098,254
287.123,262
287.148,255
287.173,246
287.198,248
287.223,260
287.248,270
287.273,258
287.298,218
287.323,164
287.348,119
287.373,91
287.398,67
287.423,27
287.448,-23
287.473,-53
287.498,-24
287.523,67
287.548,187
287.573,291
287.598,360
287.623,407
287.648,449
287.673,486
287.698,504
287.723,494
287.748,460
287.773,413
287.798,361
287.823,308
287.848,259
287.873,219
287.898,183
287.923,140
287.948,85
287.973,25
287.998,-25
288.023,-68
288.048,-114
288.073,-165
288.098,-198
288.123,-181
288.148,-104
288.173,3
288.198,95
288.223,146
288.248,168
288.273,182
288.298,199
288.323,209
288.348,207
288.373,202
288.398,207
288.423,220
288.448,229
288.473,226
288.498,214
288.523,199
288.548,181
288.573,153
288.598,119
288.623,93
288.648,85
288.673,86
288.698,79
288.723,65
288.748,67
288.773,108
288.798,180
288.823,249
288.848,284
288.873,281
288.898,265
288.923,252
288.948,241
288.973,219
288.998,186
289.023,160
289.048,164
289.073,199
289.098,243
289.123,271
289.148,277
289.173,270
289.198,266
289.223,272
289.248,279
289.273,275
289.298,259
289.323,244
289.348,249
289.373,280
289.398,324
289.423,355
289.448,358
289.473,334
289.498,297
289.523,249
289.548,176
289.573,70
289.598,-52
289.623,-150
289.648,-182
289.673,-141
289.698,-58
289.723,23
289.748,82
289.773,125
289.798,166
289.823,205
289.848,221
289.873,197
289.898,141
289.923,85
289.948,63
289.973,90
289.998,150
290.023,217
290.048,271
290.073,308
290.098,331
290.123,344
290.148,349
290.173,346
290.198,335
290.223,306
290.248,241
290.273,128
290.298,-23
290.323,-175
290.348,-284
290.373,-334
290.398,-335
290.423,-312
290.448,-270
290.473,-205
290.498,-118
290.523,-35
290.548,17
290.573,38
290.598,64
290.623,134
290.648,255
290.673,388
290.698,488
290.723,542
290.748,575
290.773,617
290.798,672
290.823,725
290.848,767
290.873,809
290.898,863
290.923,913
290.948,909
290.973,807
290.998,603
291.023,348
291.048,113
291.073,-54
291.098,-144
291.123,-173
291.148,-167
291.173,-142
291.198,-115
291.223,-100
291.248,-102
291.273,-113
291.298,-111
291.323,-80
291.348,-26
291.373,31
291.398,70
291.423,87
291.448,91
291.473,94
291.498,93
291.523,79
291.548,55
291.573,41
291.598,57
291.623,106
291.648,162
291.673,189
291.698,176
291.723,137
291.748,99
291.773,76
291.798,61
291.823,38
291.848,7
291.873,-8
291.898,16
291.923,92
291.948,196
291.973,289
291.998,336
292.023,332
292.048,299
292.073,270
292.098,260
292.123,258
292.148,243
292.173,206
292.198,168
292.223,157
292.248,186
292.273,235
292.298,270
292.323,270
292.348,239
292.373,190
292.398,129
292.423,52
292.448,-36
292.473,-115
292.498,-154
292.523,-134
292.548,-66
292.573,20
292.598,101
292.623,171
292.648,240
292.673,315
292.698,389
292.723,439
292.748,449
292.773,422
292.798,381
292.823,349
292.848,325
292.873,284
292.898,209
292.923,114
292.948,42
292.973,26
292.998,56
293.023,86
293.048,83
293.073,56
293.098,46
293.123,90
293.148,186
293.173,309
293.198,430
293.223,529
293.248,592
293.273,607
293.298,579
293.323,534
293.348,494
293.373,456
293.398,399
293.423,315
293.448,235
293.473,195
293.498,184
293.523,132
293.548,-19
293.573,-254
293.598,-465
293.623,-549
293.648,-486
293.673,-348
293.698,-217
293.723,-112
293.748,4
293.773,164
293.798,351
293.823,522
293.848,657
293.873,767
293.898,862
293.923,928
293.948,938
293.973,893
293.998,830
294.023,790
294.048,781
294.073,771
294.098,732
294.123,665
294.148,590
294.173,509
294.198,390
294.223,195
294.248,-80
294.273,-391
294.298,-677
294.323,-896
294.348,-1050
294.373,-1158
294.398,-1218
294.423,-1207
294.448,-1102
294.473,-920
294.498,-721
294.523,-565
294.548,-467
294.573,-391
294.598,-285
294.623,-125
294.648,70
294.673,266
294.698,445
294.723,607
294.748,753
294.773,871
294.798,945
294.823,976
294.848,980
294.873,974
294.898,955
294.923,901
294.948,789
294.973,611
294.998,385
295.023,146
295.048,-65
295.073,-215
295.098,-284
295.123,-272
295.148,-201
295.173,-97
295.198,12
295.223,111
295.248,191
295.273,251
295.298,295
295.323,326
295.348,347
295.373,354
295.398,346
295.423,326
295.448,300
295.473,272
295.498,250
295.523,248
295.548,291
295.573,394
295.598,538
295.623,672
295.648,738
295.673,704
295.698,585
295.723,420
295.748,242
295.773,63
295.798,-108
295.823,-254
295.848,-339
295.873,-341
295.898,-268
295.923,-159
295.948,-53
295.973,34
295.998,117
296.023,215
296.048,322
296.073,412
296.098,455
296.123,452
296.148,433
296.173,437
296.198,479
296.223,539
296.248,583
296.273,588
296.298,548
296.323,467
296.348,344
296.373,182
296.398,1
296.423,-159
296.448,-261
296.473,-288
296.498,-255
296.523,-190
296.548,-119
296.573,-61
296.598,-33
296.623,-46
296.648,-102
296.673,-186
296.698,-279
296.723,-366
296.748,-435
296.773,-469
296.798,-446
296.823,-353
296.848,-200
296.873,-10
296.898,197
296.923,418
296.948,642
296.973,832
296.998,934
297.023,913
297.048,788
297.073,617
297.098,451
297.123,305
297.148,167
297.173,33
297.198,-69
297.223,-111
297.248,-85
297.273,-14
297.298,76
297.323,176
297.348,278
297.373,360
297.398,386
297.423,346
297.448,269
297.473,210
297.498,204
297.523,241
297.548,287
297.573,320
297.598,343
297.623,367
297.648,387
297.673,386
297.698,359
297.723,318
297.748,281
297.773,249
297.798,214
297.823,171
297.848,127
297.873,87
297.898,40
297.923,-27
297.948,-110
297.973,-173
297.998,-188
298.023,-157
298.048,-112
298.073,-78
298.098,-46
298.123,13
298.148,113
298.173,232
298.198,333
298.223,397
298.248,433
298.273,459
298.298,477
298.323,479
298.348,462
298.373,434
298.398,408
298.423,386
298.448,361
298.473,330
298.498,291
298.523,245
298.548,192
298.573,130
298.598,63
298.623,-3
298.648,-70
298.673,-141
298.698,-209
298.723,-257
298.748,-263
298.773,-226
298.798,-169
298.823,-118
298.848,-74
298.873,-11
298.898,92
298.923,225
298.948,346
298.973,424
298.998,467
299.023,510
299.048,573
299.073,628
299.098,620
299.123,524
299.148,381
299.173,275
299.198,261
299.223,316
299.248,356
299.273,312
299.298,189
299.323,61
299.348,0
299.373,18
299.398,69
299.423,104
299.448,113
299.473,121
299.498,142
299.523,162
299.548,152
299.573,105
299.598,42
299.623,-13
299.648,-56
299.673,-93
299.698,-128
299.723,-151
299.748,-155
299.773,-143
299.798,-125
299.823,-105
299.848,-80
299.873,-52
299.898,-33
299.923,-29
299.948,-24
299.973,7
299.998,76
300.023,157
300.048,214
300.073,239
300.098,255
300.123,291
300.148,347
300.173,394
300.198,407
300.223,398
300.248,398
300.273,423
300.298,458
300.323,472
300.348,452
300.373,409
300.398,357
300.423,298
300.448,222
300.473,125
300.498,32
300.523,-20
300.548,-4
300.573,75
300.598,192
300.623,309
300.648,404
300.673,478
300.698,541
300.723,600
300.748,647
300.773,669
300.798,667
300.823,652
300.848,632
300.873,598
300.898,530
300.923,420
300.948,282
300.973,138
300.998,-6
301.023,-159
301.048,-316
301.073,-441
301.098,-487
301.123,-446
301.148,-361
301.173,-290
301.198,-258
301.223,-236
301.248,-194
301.273,-138
301.298,-98
301.323,-78
301.348,-29
301.373,106
301.398,324
301.423,543
301.448,667
301.473,666
301.498,588
301.523,498
301.548,418
301.573,326
301.598,209
301.623,96
301.648,33
301.673,30
301.698,53
301.723,68
301.748,82
301.773,130
301.798,228
301.823,337
301.848,394
301.873,370
301.898,294
301.923,225
301.948,189
301.973,169
301.998,133
302.023,74
302.048,15
302.073,-29
302.098,-77
302.123,-156
302.148,-268
302.173,-365
302.198,-389
302.223,-317
302.248,-190
302.273,-70
302.298,7
302.323,63
302.348,135
302.373,232
302.398,318
302.423,343
302.448,294
302.473,205
302.498,125
302.523,79
302.548,60
302.573,53
302.598,54
302.623,68
302.648,92
302.673,109
302.698,110
302.723,115
302.748,154
302.773,241
302.798,348
302.823,434
302.848,473
302.873,483
302.898,498
302.923,535
302.948,580
302.973,608
302.998,613
303.023,610
303.048,616
303.073,625
303.098,618
303.123,583
303.148,530
303.173,481
303.198,443
303.223,402
303.248,339
303.273,252
303.298,158
303.323,80
303.348,28
303.373,-7
303.398,-38
303.423,-65
303.448,-81
303.473,-79
303.498,-58
303.523,-29
303.548,1
303.573,27
303.598,40
303.623,29
303.648,-12
303.673,-78
303.698,-144
303.723,-178
303.748,-167
303.773,-124
303.798,-79
303.823,-63
303.848,-83
303.873,-118
303.898,-133
303.923,-99
303.948,-10
303.973,113
303.998,235
304.023,326
304.048,378
304.073,404
304.098,425
304.123,446
304.148,458
304.173,453
304.198,438
304.223,432
304.248,440
304.273,445
304.298,420
304.323,361
304.348,286
304.373,222
304.398,164
304.423,75
304.448,-71
304.473,-249
304.498,-384
304.523,-404
304.548,-300
304.573,-132
304.598,26
304.623,147
304.648,247
304.673,351
304.698,450
304.723,508
304.748,511
304.773,485
304.798,481
304.823,522
304.848,581
304.873,619
304.898,624
304.923,618
304.948,623
304.973,620
304.998,562
305.023,413
305.048,195
305.073,-36
305.098,-236
305.123,-397
305.148,-539
305.173,-664
305.198,-745
305.223,-754
305.248,-694
305.273,-601
305.298,-513
305.323,-431
305.348,-329
305.373,-186
305.398,-10
305.423,164
305.448,309
305.473,421
305.498,507
305.523,570
305.548,596
305.573,575
305.598,516
305.623,449
305.648,406
305.673,394
305.698,399
305.723,402
305.748,398
305.773,396
305.798,403
305.823,406
305.848,381
305.873,316
305.898,228
305.923,153
305.948,127
305.973,161
305.998,235
306.023,322
306.048,398
306.073,445
306.098,449
306.123,407
306.148,329
306.173,248
306.198,196
306.223,192
306.248,225
306.273,272
306.298,320
306.323,368
306.348,415
306.373,445
306.398,431
306.423,362
306.448,253
306.473,138
306.498,53
306.523,12
306.548,11
306.573,43
306.598,98
306.623,162
306.648,211
306.673,223
306.698,196
306.723,152
306.748,127
306.773,145
306.798,195
306.823,240
306.848,245
306.873,201
306.898,122
306.923,19
306.948,-114
306.973,-294
306.998,-509
307.023,-708
307.048,-819
307.073,-804
307.098,-685
307.123,-528
307.148,-394
307.173,-297
307.198,-215
307.223,-127
307.248,-35
307.273,42
307.298,106
307.323,174
307.348,266
307.373,380
307.398,489
307.423,569
307.448,617
307.473,648
307.498,675
307.523,695
307.548,695
307.573,675
307.598,650
307.623,633
307.648,621
307.673,600
307.698,556
307.723,495
307.748,429
307.773,363
307.798,290
307.823,200
307.848,102
307.873,24
307.898,-7
307.923,4
307.948,39
307.973,67
307.998,82
308.023,98
308.048,127
308.073,164
308.098,190
308.123,194
308.148,179
308.173,161
308.198,151
308.223,149
308.248,150
308.273,150
308.298,148
308.323,143
308.348,131
308.373,112
308.398,87
308.423,60
308.448,31
308.473,4
308.498,-6
308.523,13
308.548,68
308.573,137
308.598,191
308.623,216
308.648,226
308.673,247
308.698,287
308.723,330
308.748,357
308.773,368
308.798,377
308.823,392
308.848,400
308.873,380
308.898,329
308.923,264
308.948,203
308.973,142
308.998,62
309.023,-39
309.048,-138
309.073,-190
309.098,-169
309.123,-91
309.148,6
309.173,91
309.198,153
309.223,199
309.248,229
309.273,236
309.298,217
309.323,185
309.348,158
309.373,150
309.398,153
309.423,154
309.448,143
309.473,122
309.498,101
309.523,84
309.548,63
309.573,31
309.598,-10
309.623,-44
309.648,-45
309.673,0
309.698,89
309.723,196
309.748,296
309.773,374
309.798,432
309.823,483
309.848,532
309.873,573
309.898,599
309.923,607
309.948,612
309.973,622
309.998,632
310.023,621
310.048,571
310.073,488
310.098,395
310.123,307
310.148,221
310.173,119
310.198,-2
310.223,-120
310.248,-196
310.273,-210
310.298,-177
310.323,-129
310.348,-91
310.373,-62
310.398,-32
310.423,5
310.448,40
310.473,60
310.498,62
310.523,57
310.548,58
310.573,73
310.598,95
310.623,117
310.648,136
310.673,155
310.698,177
310.723,202
310.748,217
310.773,215
310.798,199
310.823,191
310.848,215
310.873,271
310.898,329
310.923,345
310.948,298
310.973,205
310.998,109
311.023,39
311.048,-10
311.073,-65
311.098,-137
311.123,-202
311.148,-226
311.173,-194
311.198,-126
311.223,-58
311.248,-10
311.273,25
311.298,63
311.323,101
311.348,118
311.373,98
311.398,49
311.423,8
311.448,13
311.473,78
311.498,188
311.523,312
311.548,422
311.573,503
311.598,555
311.623,587
311.648,604
311.673,608
311.698,596
311.723,569
311.748,538
311.773,511
311.798,487
311.823,451
311.848,395
311.873,327
311.898,269
311.923,232
311.948,205
311.973,161
311.998,93
312.023,32
312.048,23
312.073,82
312.098,180
312.123,266
312.148,312
312.173,322
312.198,318
312.223,306
312.248,280
312.273,235
312.298,184
312.323,148
312.348,135
312.373,138
312.398,141
312.423,132
312.448,104
312.473,57
312.498,-6
312.523,-72
312.548,-129
312.573,-175
312.598,-219
312.623,-262
312.648,-276
312.673,-222
312.698,-89
312.723,84
312.748,230
312.773,302
312.798,307
312.823,291
312.848,286
312.873,291
312.898,283
312.923,253
312.948,219
312.973,204
312.998,211
313.023,219
313.048,200
313.073,142
313.098,56
313.123,-33
